"accepted_species","traits"
"t9",1
"t14",0
"t17",1
"t18",1
"t19",1
"t21",0
"t22",1
"t26",0
"t27",1
"t28",0
"t30",0
"t31",1
"t33",0
"t35",0
"t37",1
"t38",1
"t39",0
"t40",1
"t41",1
"t42",0
"t44",1
"t46",0
"t48",1
"t51",1
"t53",0
"t55",0
"t56",0
"t58",0
"t59",0
"t60",1
"t62",1
"t63",0
"t64",1
"t65",1
"t66",1
"t68",1
"t69",0
"t70",1
"t71",0
"t72",0
"t75",1
"t76",1
"t78",1
"t79",0
"t80",0
"t81",0
"t82",0
"t83",0
"t84",0
"t85",1
"t87",1
"t88",0
"t89",0
"t90",0
"t91",0
"t92",0
"t93",0
"t94",0
"t96",0
"t97",0
"t98",0
"t99",0
"t100",1
"t101",1
"t102",0
"t103",0
"t104",0
"t105",0
"t106",1
"t107",1
"t108",0
"t109",0
"t110",0
"t112",0
"t113",0
"t114",0
"t115",1
"t117",0
"t118",0
"t119",0
"t120",0
"t121",0
"t122",0
"t123",0
"t124",0
"t125",1
"t126",1
"t127",1
"t128",0
"t129",0
"t130",0
"t131",0
"t132",0
"t133",0
"t134",1
"t135",1
"t136",1
"t137",1
"t138",0
"t139",0
