"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113"
"t1",0,0.12228940798878,17.7137065271302,10.9170339770648,17.7137065271302,7.32228164865568,13.7687905349137,17.7137065271302,17.7137065271302,7.71870953990286,17.7137065271302,8.14874185925402,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,13.6096835481233,17.5756726589748,10.9170339770648,8.40753857756511,10.9170339770648,10.9170339770648,17.7137065271302,13.6096835481233,17.7137065271302,16.6703994361299,17.7137065271302,13.6096835481233,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,10.0880475454348,17.7137065271302,17.7137065271302,13.6096835481233,10.9170339770648,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,13.6096835481233,17.7137065271302,13.6096835481233,13.6096835481233,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,13.6096835481233,13.6096835481233,13.6096835481233,10.9170339770648,17.7137065271302,17.7137065271302,13.6096835481233,13.6096835481233,13.6096835481233,13.6096835481233,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,10.9170339770648,10.9170339770648,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,17.5424619392983,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,13.6096835481233,13.6096835481233,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,13.4991146000337,13.6096835481233,17.7137065271302,17.7137065271302,17.7137065271302,10.9170339770648,10.9170339770648,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,17.5545202706723,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,13.6096835481233,13.6096835481233,17.7137065271302,17.7137065271302,17.7137065271302,17.7137065271302,10.9170339770648,10.9170339770648
"t2",0.12228940798878,0,17.823095069282,11.0264225192166,17.823095069282,7.43167019080748,13.8781790770655,17.823095069282,17.823095069282,7.82809808205466,17.823095069282,8.25813040140582,17.823095069282,17.823095069282,17.823095069282,17.823095069282,13.7190720902751,17.6850612011266,11.0264225192166,8.51692711971691,11.0264225192166,11.0264225192166,17.823095069282,13.7190720902751,17.823095069282,16.7797879782817,17.823095069282,13.7190720902751,17.823095069282,17.823095069282,17.823095069282,17.823095069282,10.1974360875866,17.823095069282,17.823095069282,13.7190720902751,11.0264225192166,17.823095069282,17.823095069282,17.823095069282,17.823095069282,13.7190720902751,17.823095069282,13.7190720902751,13.7190720902751,17.823095069282,17.823095069282,17.823095069282,17.823095069282,17.823095069282,17.823095069282,13.7190720902751,13.7190720902751,13.7190720902751,11.0264225192166,17.823095069282,17.823095069282,13.7190720902751,13.7190720902751,13.7190720902751,13.7190720902751,17.823095069282,17.823095069282,17.823095069282,17.823095069282,11.0264225192166,11.0264225192166,17.823095069282,17.823095069282,17.823095069282,17.823095069282,17.6518504814501,17.823095069282,17.823095069282,17.823095069282,17.823095069282,13.7190720902751,13.7190720902751,17.823095069282,17.823095069282,17.823095069282,17.823095069282,13.6085031421855,13.7190720902751,17.823095069282,17.823095069282,17.823095069282,11.0264225192166,11.0264225192166,17.823095069282,17.823095069282,17.823095069282,17.823095069282,17.823095069282,17.823095069282,17.823095069282,17.823095069282,17.823095069282,17.823095069282,17.6639088128241,17.823095069282,17.823095069282,17.823095069282,17.823095069282,17.823095069282,13.7190720902751,13.7190720902751,17.823095069282,17.823095069282,17.823095069282,17.823095069282,11.0264225192166,11.0264225192166
"t3",17.7137065271302,17.823095069282,0,27.7505716683675,15.7714793835667,24.1558193399584,11.8265633913502,15.7714793835667,15.7714793835667,24.5522472312056,15.7714793835667,24.9822795505568,15.7714793835667,15.7714793835667,18.3975588817771,15.7714793835667,27.7505716683675,15.6334455154113,27.7505716683675,25.2410762688679,27.7505716683675,27.7505716683675,15.7714793835667,27.7505716683675,18.3975588817771,14.7281722925664,15.7714793835667,27.7505716683675,15.7714793835667,15.7714793835667,15.7714793835667,12.3471467958625,26.9215852367376,15.7714793835667,18.3975588817771,27.7505716683676,27.7505716683675,15.7714793835667,15.7714793835667,15.7714793835667,15.7714793835667,27.7505716683676,15.7714793835667,27.7505716683676,27.7505716683676,18.3975588817771,15.7714793835667,15.7714793835667,15.7714793835667,15.7714793835667,18.3975588817771,27.7505716683676,27.7505716683675,27.7505716683675,27.7505716683675,15.7714793835667,15.7714793835667,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,18.3975588817771,18.3975588817771,15.7714793835667,15.7714793835667,27.7505716683675,27.7505716683675,18.3975588817771,15.7714793835667,18.3975588817771,18.3975588817771,15.6002347957348,15.7714793835667,15.7714793835667,15.7714793835667,15.7714793835667,27.7505716683675,27.7505716683675,15.7714793835667,15.7714793835667,18.3975588817771,18.3975588817771,27.640002720278,27.7505716683675,15.7714793835667,15.7714793835667,18.3975588817771,27.7505716683675,27.7505716683675,15.7714793835667,15.7714793835667,12.3471467958625,12.3471467958625,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,18.2383726253193,15.7714793835667,12.3471467958625,12.3471467958625,15.7714793835667,15.7714793835667,27.7505716683675,27.7505716683675,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,27.7505716683675,27.7505716683675
"t4",10.9170339770648,11.0264225192166,27.7505716683675,0,27.7505716683675,6.34494543040702,23.805655676151,27.7505716683675,27.7505716683675,8.80343179579831,27.7505716683675,7.17140564100536,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,23.6465486893606,27.6125378002121,9.93969775881612,7.43020235931645,12.0017562329602,12.0017562329602,27.7505716683675,23.6465486893606,27.7505716683675,26.7072645773672,27.7505716683675,23.6465486893606,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,11.1727698013303,27.7505716683675,27.7505716683675,23.6465486893606,12.0017562329602,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,23.6465486893606,27.7505716683675,23.6465486893606,23.6465486893606,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,23.6465486893606,23.6465486893606,23.6465486893606,12.0017562329602,27.7505716683675,27.7505716683675,23.6465486893606,23.6465486893606,23.6465486893606,23.6465486893606,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,12.0017562329602,12.0017562329602,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,27.5793270805357,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,23.6465486893606,23.6465486893606,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,23.5359797412711,23.6465486893606,27.7505716683675,27.7505716683675,27.7505716683675,12.0017562329602,12.0017562329602,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,27.5913854119097,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,23.6465486893606,23.6465486893606,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,12.0017562329602,12.0017562329602
"t5",17.7137065271302,17.823095069282,15.7714793835667,27.7505716683675,0,24.1558193399584,11.6703072821414,15.6152232743579,15.5835204365067,24.5522472312056,9.1587505473572,24.9822795505568,9.1587505473572,15.6152232743579,18.3975588817771,9.1587505473572,27.7505716683675,15.4771894062025,27.7505716683675,25.2410762688679,27.7505716683675,27.7505716683675,15.6152232743579,27.7505716683675,18.3975588817771,14.5402133455064,15.6152232743579,27.7505716683675,15.6152232743579,15.6152232743579,15.6152232743579,15.7714793835667,26.9215852367376,15.6152232743579,18.3975588817771,27.7505716683675,27.7505716683675,9.1587505473572,9.1587505473572,15.6152232743579,15.6152232743579,27.7505716683675,15.6152232743579,27.7505716683675,27.7505716683675,18.3975588817771,15.6152232743579,15.6152232743579,15.6152232743579,15.6152232743579,18.3975588817771,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,15.6152232743579,15.6152232743579,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,18.3975588817771,18.3975588817771,15.6152232743579,15.5835204365067,27.7505716683675,27.7505716683675,18.3975588817771,15.6152232743579,18.3975588817771,18.3975588817771,15.443978686526,15.6152232743579,15.6152232743579,15.6152232743579,15.6152232743579,27.7505716683675,27.7505716683675,15.5835204365067,15.5835204365067,18.3975588817771,18.3975588817771,27.640002720278,27.7505716683675,15.6152232743579,15.6152232743579,18.3975588817771,27.7505716683675,27.7505716683675,15.6152232743579,15.6152232743579,15.7714793835667,15.7714793835667,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,18.2383726253193,15.6152232743579,15.7714793835667,15.7714793835667,15.6152232743579,15.6152232743579,27.7505716683675,27.7505716683675,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,27.7505716683675,27.7505716683675
"t6",7.32228164865568,7.43167019080748,24.1558193399584,6.34494543040702,24.1558193399584,0,20.2109033477419,24.1558193399584,24.1558193399584,5.20867946738921,24.1558193399584,2.61001310922792,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,20.0517963609515,24.017785471803,5.37830522703868,2.86880982753902,8.40700390455113,8.40700390455113,24.1558193399584,20.0517963609515,24.1558193399584,23.1125122489581,24.1558193399584,20.0517963609515,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,7.57801747292117,24.1558193399584,24.1558193399584,20.0517963609515,8.40700390455113,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,20.0517963609515,24.1558193399584,20.0517963609515,20.0517963609515,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,20.0517963609515,20.0517963609515,20.0517963609515,8.40700390455113,24.1558193399584,24.1558193399584,20.0517963609515,20.0517963609515,20.0517963609515,20.0517963609515,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,8.40700390455113,8.40700390455113,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,23.9845747521266,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,20.0517963609515,20.0517963609515,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,19.941227412862,20.0517963609515,24.1558193399584,24.1558193399584,24.1558193399584,8.40700390455113,8.40700390455113,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,23.9966330835006,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,20.0517963609515,20.0517963609515,24.1558193399584,24.1558193399584,24.1558193399584,24.1558193399584,8.40700390455113,8.40700390455113
"t7",13.7687905349137,13.8781790770655,11.8265633913502,23.805655676151,11.6703072821414,20.2109033477419,0,6.93572750977234,11.6703072821414,20.6073312389891,11.6703072821414,21.0373635583403,11.6703072821414,6.93572750977234,14.4526428895606,11.6703072821414,23.805655676151,6.79769364161693,23.805655676151,21.2961602766514,23.805655676151,23.805655676151,6.93572750977234,23.805655676151,14.4526428895606,10.6270001911411,4.70642108763036,23.805655676151,5.38079976499328,6.93572750977234,6.93572750977234,11.8265633913502,22.9766692445211,5.38079976499328,14.4526428895606,23.805655676151,23.805655676151,11.6703072821414,11.6703072821414,6.93572750977234,4.70642108763036,23.805655676151,6.93572750977234,23.805655676151,23.805655676151,14.4526428895606,6.93572750977234,6.93572750977234,5.38079976499328,5.38079976499328,14.4526428895606,23.805655676151,23.805655676151,23.805655676151,23.805655676151,5.38079976499328,5.38079976499328,23.805655676151,23.805655676151,23.805655676151,23.805655676151,14.4526428895606,14.4526428895606,4.70642108763036,11.6703072821414,23.805655676151,23.805655676151,14.4526428895606,5.38079976499328,14.4526428895606,14.4526428895606,6.76448292194048,6.93572750977234,4.70642108763036,4.70642108763036,4.70642108763036,23.805655676151,23.805655676151,11.6703072821414,11.6703072821414,14.4526428895606,14.4526428895606,23.6950867280615,23.805655676151,6.93572750977234,6.93572750977234,14.4526428895606,23.805655676151,23.805655676151,5.38079976499328,5.38079976499328,11.8265633913502,11.8265633913502,14.4526428895606,14.4526428895606,14.4526428895606,14.4526428895606,14.4526428895606,14.4526428895606,14.2934566331028,4.70642108763036,11.8265633913502,11.8265633913502,4.70642108763036,4.70642108763036,23.805655676151,23.805655676151,14.4526428895606,14.4526428895606,14.4526428895606,14.4526428895606,23.805655676151,23.805655676151
"t8",17.7137065271302,17.823095069282,15.7714793835667,27.7505716683675,15.6152232743579,24.1558193399584,6.93572750977234,0,15.6152232743579,24.5522472312056,15.6152232743579,24.9822795505568,15.6152232743579,8.48149421961332,18.3975588817771,15.6152232743579,27.7505716683675,8.34346035145791,27.7505716683675,25.2410762688679,27.7505716683675,27.7505716683675,8.48149421961332,27.7505716683675,18.3975588817771,14.5719161833576,10.8806435019888,27.7505716683675,10.8806435019888,8.48149421961333,8.48149421961333,15.7714793835667,26.9215852367376,10.8806435019888,18.3975588817771,27.7505716683675,27.7505716683675,15.6152232743579,15.6152232743579,8.48149421961333,10.8806435019888,27.7505716683675,8.48149421961332,27.7505716683675,27.7505716683675,18.3975588817771,8.48149421961332,8.48149421961332,10.8806435019888,10.8806435019888,18.3975588817771,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,10.8806435019888,10.8806435019888,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,18.3975588817771,18.3975588817771,10.8806435019888,15.6152232743579,27.7505716683675,27.7505716683675,18.3975588817771,10.8806435019888,18.3975588817771,18.3975588817771,8.31024963178146,8.48149421961332,10.8806435019888,10.8806435019888,10.8806435019888,27.7505716683675,27.7505716683675,15.6152232743579,15.6152232743579,18.3975588817771,18.3975588817771,27.640002720278,27.7505716683675,8.48149421961332,8.48149421961332,18.3975588817771,27.7505716683675,27.7505716683675,10.8806435019888,10.8806435019888,15.7714793835667,15.7714793835667,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,18.2383726253193,10.8806435019888,15.7714793835667,15.7714793835667,10.8806435019888,10.8806435019888,27.7505716683675,27.7505716683675,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,27.7505716683675,27.7505716683675
"t9",17.7137065271302,17.823095069282,15.7714793835667,27.7505716683675,15.5835204365067,24.1558193399584,11.6703072821414,15.6152232743579,0,24.5522472312056,15.5835204365067,24.9822795505568,15.5835204365067,15.6152232743579,18.3975588817771,15.5835204365067,27.7505716683675,15.4771894062025,27.7505716683675,25.2410762688679,27.7505716683675,27.7505716683675,15.6152232743579,27.7505716683675,18.3975588817771,6.71275956426192,15.6152232743579,27.7505716683675,15.6152232743579,15.6152232743579,15.6152232743579,15.7714793835667,26.9215852367376,15.6152232743579,18.3975588817771,27.7505716683675,27.7505716683675,15.5835204365067,15.5835204365067,15.6152232743579,15.6152232743579,27.7505716683675,15.6152232743579,27.7505716683675,27.7505716683675,18.3975588817771,15.6152232743579,15.6152232743579,15.6152232743579,15.6152232743579,18.3975588817771,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,15.6152232743579,15.6152232743579,27.7505716683675,27.7505716683675,27.7505716683675,27.7505716683675,18.3975588817771,18.3975588817771,15.6152232743579,7.75606665526223,27.7505716683675,27.7505716683675,18.3975588817771,15.6152232743579,18.3975588817771,18.3975588817771,15.443978686526,15.6152232743579,15.6152232743579,15.6152232743579,15.6152232743579,27.7505716683675,27.7505716683675,7.75606665526223,7.75606665526223,18.3975588817771,18.3975588817771,27.640002720278,27.7505716683675,15.6152232743579,15.6152232743579,18.3975588817771,27.7505716683675,27.7505716683675,15.6152232743579,15.6152232743579,15.7714793835667,15.7714793835667,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,18.2383726253193,15.6152232743579,15.7714793835667,15.7714793835667,15.6152232743579,15.6152232743579,27.7505716683675,27.7505716683675,18.3975588817771,18.3975588817771,18.3975588817771,18.3975588817771,27.7505716683675,27.7505716683675
"t10",7.71870953990286,7.82809808205466,24.5522472312056,8.80343179579831,24.5522472312056,5.20867946738921,20.6073312389891,24.5522472312056,24.5522472312056,0,24.5522472312056,6.03513967798755,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,20.4482242521987,24.4142133630502,8.80343179579831,6.29393639629864,4.18591452910402,4.18591452910402,24.5522472312056,20.4482242521987,24.5522472312056,23.5089401402053,24.5522472312056,20.4482242521987,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,3.83840585183488,24.5522472312056,24.5522472312056,20.4482242521987,4.66739228346484,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,20.4482242521987,24.5522472312056,20.4482242521987,20.4482242521987,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,20.4482242521987,20.4482242521987,20.4482242521987,4.66739228346484,24.5522472312056,24.5522472312056,20.4482242521987,20.4482242521987,20.4482242521987,20.4482242521987,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,8.27007288492398,8.27007288492398,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,24.3810026433738,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,20.4482242521987,20.4482242521987,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,20.3376553041091,20.4482242521987,24.5522472312056,24.5522472312056,24.5522472312056,8.27007288492398,8.27007288492398,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,24.3930609747478,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,20.4482242521987,20.4482242521987,24.5522472312056,24.5522472312056,24.5522472312056,24.5522472312056,4.66739228346484,4.66739228346484
