accepted_species,estimate
t21,0.22253232
t148,0.030465737
t84,-0.16111022
t409,-0.42508295
t248,0.25229788
t277,0.33164048
t195,-0.08396582
t439,0.17732142
t268,0.19577974
t238,0.01902714
t417,-0.065384954
t256,-0.106794566
t235,-0.106794566
t253,-0.20334806
t349,0.0695044
t204,0.4402096
t385,-0.065784946
t263,-0.15250419
t289,-0.32723144
t282,-0.2870851
t299,-0.28031433
t6,0.28882468
t229,-0.3245875
t199,-0.3472616
t373,-0.19057897
t209,-0.32523167
t196,-0.20995302
t169,-0.32523167
t377,0.18999335
t245,-0.118246935
t34,0.05269331
t156,-0.11549962
t117,0.10070179
t149,-0.06590309
t127,0.09823554
t262,-0.21406765
t241,0.022969829
t215,0.19295502
t312,0.13328482
t51,-0.4015411
t228,-0.09575092
t192,-0.067931384
t56,0.031400148
t27,0.1608966
