"accepted_species","Medicinal"
"Hippotis_panamensis",0
"Faramea_suerrensis",0
"Pyrostria_montana",0
"Bobea_timonioides",0
"Cynanchica_pyrenaica",NA
"Tarenna_adangensis",0
"Massularia_acuminata",1
"Spermacoce_dussii",0
"Coptosperma_zygoon",0
"Tridentea_pachyrrhiza",0
"Palicourea_crocea",1
"Casasia_nigrescens",0
"Leichhardtia_gonoloboides",0
"Remijia_macrocnemia",1
"Utania_racemosa",1
"Vangueria_bowkeri",NA
"Philibertia_lysimachioides",0
"Psychotria_ruhsamiana",NA
"Comastoma_nanum",0
"Utania_maingayi",0
"Gonolobus_rostratus",0
"Ixora_homolleae",0
"Psychotria_subintegra",1
"Centaurium_pulchellum",1
"Gentianella_crassulifolia",0
"Faramea_montevidensis",NA
"Guettarda_baladensis",0
"Guettarda_turpinii",0
"Lisianthius_umbellatus",0
"Mycetia_parishii",0
"Mandevilla_mollissima",0
"Mycetia_hirta",0
"Oxypetalum_glaziovianum",NA
"Anthospermum_spathulatum",0
"Rubia_tibetica",1
"Oxypetalum_kuhlmannianum",0
"Oxypetalum_ekblomii",0
"Tarenna_latifolia",0
"Strychnos_usambarensis",NA
"Blepharodon_tillettii",0
"Duroia_kotchubaeoides",1
"Rondeletia_mollis",0
"Ceropegia_mayottae",0
"Ceropegia_thorutii",NA
"Ceropegia_occidentalis",0
"Danais_terminalis",NA
"Galium_auratum",0
"Psychotria_enanilihensis",0
"Galium_paschale",0
"Psychotria_symplocifolia",0
"Galium_ericoides",0
"Galium_clementis",0
"Galium_weberbaueri",0
"Psychotria_anisophylla",0
"Psychotria_coelospermum",NA
"Psychotria_lanceifolia",0
"Psychotria_leptantha",0
"Coprosma_elegans",0
"Chelonanthus_pterocaulis",0
"Chelonanthus_hamatus",0
"Hoya_ranauensis",0
"Hoya_lanceolata",1
"Aulacocalyx_laxiflora",0
"Leptodermis_limprichtii",0
"Macrocnemum_humboldtianum",0
"Metastelma_longicoronatum",0
"Parsonsia_kroombitensis",0
"Micrechites_polyanthus",0
"Notopleura_lateralis",0
"Anodendron_tubulosum",0
"Chimarrhis_duckeana",0
"Mitracarpus_microspermus",0
"Mitracarpus_gypsophilus",0
"Coussarea_bocainae",0
"Palicourea_lobbii",0
"Macrocarpaea_gravabilis",0
"Heterostemma_vasudevanii",0
"Coussarea_duplex",0
"Macrocarpaea_obnubilata",NA
"Phyllocyclus_helferianus",0
"Schizoglossum_garcianum",0
"Hoffmannia_glabra",0
"Gonolobus_fuscoviolaceus",0
"Psydrax_pendulinus",0
"Timonius_neobritannicus",0
"Lasianthus_flavihirtus",0
"Cinchona_officinalis",1
"Keetia_lukei",0
"Gymnema_acuminatum",0
"Salzmannia_arborea",0
"Halenia_inaequalis",0
"Ophiorrhiza_caudata",0
"Ophiorrhiza_macrodonta",0
"Sabicea_dewevrei",0
"Gentiana_winchuanensis",0
"Gentiana_×_marceli-jouseaui",0
"Sipanea_galioides",0
"Arachnothryx_garciae",0
"Gentiana_obconica",1
"Ridsdalea_papuana",0
