,0,1,2,3,4,5,6,7,8,9,10
t1,4.0663977,-5.870014,0.2730382,6.804006,-3.6260133,1.0365626,-0.74978197,-1.7716008,-0.38078523,1.7957323,-3.0396051
t2,2.746193,-3.1850307,-0.13338524,3.3447735,-1.7607529,0.5845345,-0.36097208,-0.9212314,-0.553145,0.93200636,-1.9357891
t3,4.421745,-2.3262322,-0.444027,2.711278,-1.2910316,0.9190967,1.4560356,-0.07849729,0.5460918,0.99169666,-1.2035911
t4,6.3197203,-6.491213,-0.36235994,6.7390223,-4.4120193,1.1082993,-0.47389328,-1.7723391,-0.30274594,1.8173273,-3.392419
t5,6.4716372,-6.861159,-0.3247189,7.2241306,-4.6406593,1.1647166,-0.5257871,-1.8887469,-0.2920472,1.938405,-3.5482874
t6,11.477406,0.52008724,-3.1358,0.4428904,9.094686,0.41751426,1.167607,0.08969119,-3.1622295,0.61288255,-0.3131514
t7,-0.48816392,-1.0326064,3.2394748,5.3041325,-0.14257081,0.005316759,-0.37841806,-0.27232918,-0.11420564,0.4963899,4.988654
t8,7.174691,-2.7699182,-1.4681957,2.0454884,-0.81828624,0.57506764,-0.046829708,-0.8459457,-1.7638628,0.66482973,-1.547879
t9,5.7927985,-3.8876429,-0.8988363,3.3921409,-3.0347242,0.57725227,1.6128742,-0.588685,-0.4861762,0.5908532,-3.1836429
t10,-0.7228042,-0.5024784,1.5741785,1.1027132,-0.05914473,2.609159,-0.45618767,-0.22259347,1.6939005,0.29654804,1.2918878
t11,-0.40482986,-1.008301,2.2424817,4.9293237,-0.14149153,0.050438233,-0.37308607,-0.22047839,-0.13860193,0.5169216,4.0699434
t12,4.181143,0.52169716,-1.813226,0.082823604,-0.21065712,0.024116052,7.47021,5.4515653,-0.9320077,8.06776,-1.477785
t13,4.409683,0.34546804,-1.8594482,-0.0075927465,-0.14511226,0.06312575,7.469132,5.149366,-1.0156692,8.196564,-1.3041614
t14,-0.5416212,-4.1485534,4.5701976,6.730015,-3.0617094,1.9913399,-1.5861472,-1.758326,8.376692,1.7626623,0.103167444
t15,-0.81333894,-0.24218729,3.964332,-0.021893231,-0.12627566,4.174285,-0.6829905,-0.17590265,-0.2389158,0.2720065,-0.123506635
t16,-0.79851073,-0.5724386,1.673056,1.961893,-0.016247706,2.9939132,-0.5999425,-0.30869102,3.0746837,0.3235675,1.6857876
t17,10.857998,-2.9605758,-1.6003162,1.7716962,-2.4942987,0.8307488,2.630283,1.1957775,1.5948339,0.582375,-1.4586154
t18,-0.84599566,-0.6128701,1.8683299,1.5880144,-0.026412925,3.103185,-0.54653114,-0.26209304,2.5392163,0.35144696,1.3319596
t19,-0.37014118,-2.2160833,4.432999,7.3210826,-0.98292696,0.12442603,-0.8036811,-0.70088136,1.7851115,1.0139692,4.6180387
t20,-0.55941683,-0.1837085,0.18302779,2.0971513,-0.69514817,6.5678387,-0.9942851,-0.46596032,6.487591,0.4406322,5.361366
t21,15.718308,-0.41527137,-2.7288198,-0.012731913,-0.46978006,0.81699884,5.646704,5.3319135,-0.28960526,0.03282289,0.057973444
t22,18.174143,1.3377723,-4.858442,-0.005294027,14.95825,0.6326482,2.2723691,-0.095717646,-5.210496,0.39653823,-0.4228611
t23,-0.6209042,-0.19162288,0.3021918,2.0326004,-0.78818756,6.754118,-1.0362533,-0.491501,6.8547297,0.48182642,5.5086107
t24,13.018659,-1.8817941,-2.0740874,0.268657,-1.7708195,0.8110398,3.9271605,3.1357648,1.0820374,0.29377696,-1.0143958
t25,-0.43426573,-0.8679979,2.1858668,4.4143896,-0.26528478,0.34830457,-0.3940893,-0.2729845,-0.043465696,0.46087602,4.894229
t26,-0.22045211,-3.692585,6.8907957,11.8552265,-1.8605123,0.19683334,-1.5494643,-1.12111,2.9427316,1.6274315,5.3264995
t27,-0.47192985,-1.8455727,5.035994,8.333056,-0.19045796,0.16991283,-0.57800275,-0.42813686,-0.005900032,0.8366542,6.756234
t28,-0.44332275,-0.9232211,2.0658588,4.514912,-0.3655157,0.6155224,-0.456393,-0.30517125,0.061528407,0.4977755,5.118175
t29,15.290685,13.932,-3.7900372,-0.01723244,18.199509,1.5139873,7.8086615,11.594024,-1.0315715,0.64377195,8.66148
