"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114"
"t1",0.0525104013201551,0.0236532569886993,-1.8168225630861e-05,-0.00900645967365236,-0.00996257000629318,0.0130221103096979,-0.0734027169982402,-0.00356705988844138,-0.000167390809699739,-0.00498561873909356,0.0172553592119287,0.00113378395620439,0.015952689186701,-0.0103015303614594,0.0629339596675209,0.000544922470833319,0.00278570277599849,-7.44087663307744e-05,-0.0580097061653868,0.078323938577741,-0.00115014116297146,5.18464946162941e-06,0.0624283015315987,0.199208644559152,0.0311575394258723,0.0350966843002536,-0.00841867429279621,-0.0364033679444926,0.248225949875156,0.031977780906904,-0.075953680752095,0.00918854714346167,-0.00353992085804429,-2.44395669524826e-16,-0.00201012483090553,-7.91493599930144e-06,-0.00886660025556152,0.00135086807515917,-0.00414264110697462,-0.00334524166083468,0.0663548791952691,0.00528380475091747,0.00148119508847137,0.0781238759347123,0.00110470341258915,0.00347848001743544,0.00145704293034691,-0.0879594377712,0.000399761319920948,0.0413935589547598,-0.0993304324375519,-0.00676910380291618,0.00390512574263223,0.408486301242902,0.716058464852454,7.14195263967095e-16,0.0426610176101172,-0.37475660016137,5.12465845216751e-15,-0.00526858610885799,0.00240703119483739,1.33896673370895e-06,0.00119778284976645,-0.00011893319398975,-0.000114683985724549,-0.000969914917091212,1.71110367340294e-16,-2.3107836319628e-15,-2.70449718866807e-16,-9.66174352923914e-16,-5.80127606084766e-05,0.0152637993654207,0.00340753577585022,-0.000629071337502996,-8.4932743846008e-05,7.25231203486318e-06,0.000201368967961352,-1.87569497115716e-15,1.93949857357698e-17,-4.83635730079494e-17,-0.000119400850841842,9.14643444303479e-05,-8.53515354519286e-05,-3.61458078671303e-05,-0.00413819709954216,-0.000481029708425669,1.69311021055657e-16,1.50775036389106e-16,1.49632200615585e-18,1.77625218091001e-16,-3.5668716725199e-16,3.92437251496008e-06,1.48070226966883e-16,0.000221562544307464,-5.20727556587713e-16,6.87100431896014e-17,3.44377403191029e-16,-3.03594372187092e-16,3.89998089826947e-08,1.67278277634334e-16,-4.65592762446057e-15,-3.41731465657267e-16,-5.62061312178029e-17,0.0139086010846841,-2.80390541299837e-06,6.51358145453582e-17,1.35404430667937e-15,2.64271976951861e-16,4.54642951755976e-06,1.37149646076972e-15,2.22105989055205e-16,-2.51846113859189e-15,-6.87858416942348e-15,2.0723491374319e-15
"t20",-0.0623552113704428,0.000588549924743942,-0.0782132451571786,-0.00109434178135422,-0.189811956873808,-0.110832199954744,0.022973956216278,-0.0713185170846469,0.00274691539374542,0.0651229963530476,-0.000753333038238074,-0.00120799136962144,-0.00037119620434032,-0.000516507911861733,0.0011365677727585,-0.000508210103227169,0.00198137111388259,-0.00117251730250811,-0.0146639366580102,0.0275950668869745,0.227031108525674,-1.21517493465056e-05,-0.00341297429122054,-0.00924565843516398,0.000427206787198649,0.0084118980871363,0.000231506888009022,-0.00281332808284974,0.00943842582417809,-0.00125528482661614,0.0103472442879463,0.000130321978138176,0.00231414554469548,1.55658296316975e-14,0.883745735421434,-0.000988158274269833,0.00248486506074607,-0.0182591965265977,0.0239256706905331,0.000317010506360178,-0.00872601838973648,0.00024223001624302,0.00105913756518972,-0.00454500904701675,-0.295022126889203,0.0105421391151655,-0.000298866665787576,0.00642462613613235,0.000397043410100794,-0.000763523970921238,0.00130164714789168,2.68663002404693e-05,-0.000519178101954906,-0.00293173810637006,-0.0025178693206256,-1.76797291453476e-15,-0.000945963381725488,0.000446893965231843,4.50928995837996e-16,-0.00270250211728985,0.029054397798016,1.72173955965868e-07,0.000154586370435644,-9.02997225781321e-07,-1.05524440814236e-06,-0.000179713805183873,-4.3404238508751e-16,-1.47052857756433e-15,3.78794226158431e-16,6.18773549194559e-16,-0.000500335337807162,0.0113327302135099,-0.000138934286476567,-0.000550660276962106,-4.29237265356432e-05,6.90648794568134e-08,0.000117093481656445,1.4018687496847e-17,2.2421583325942e-17,-9.0365756910262e-17,-2.18568026468754e-07,0.00239809861775771,-1.84132612515798e-05,-2.43916488503033e-05,-0.000946024903564597,-0.000110351073323279,-1.35301320549231e-16,3.31967390922652e-16,1.77746116490731e-16,4.57049292244057e-16,-3.81760402082896e-16,8.45158192467628e-08,1.11151241640933e-15,5.86095369200961e-05,-6.23863152719855e-16,-1.3930159959698e-15,4.26799862476433e-16,-5.81140287620499e-16,9.29161362901178e-10,-7.02441234477547e-17,-3.30947686892433e-15,2.23291258055657e-16,-6.95640074076716e-17,0.000363516104404947,-8.76718818756475e-07,3.54012316029478e-16,1.37783165396184e-15,-3.2381599249258e-16,1.41319252565192e-06,1.08535899663808e-15,3.85758446005188e-16,-2.62141351397965e-15,-6.16180558357356e-15,1.94798742586219e-15
"t52",-0.0679534007072327,0.00066971813358932,-0.0903794749654006,-0.0013450358696498,-0.243444214629877,-0.147677318517435,0.0322341922798954,-0.104983654586795,0.00433963137104487,0.10897872130457,-0.00143571674813549,-0.00283982214533273,-0.00102140737989035,0.00508222603609016,-0.00541177816535152,0.00188213195447112,-0.00378667135694228,0.00223646344537908,0.0160772176840548,-0.0289400419428776,-0.223831147055513,1.11197319279369e-05,0.0022790035994954,0.00597510604936693,-0.000269766557626281,-0.00536715768592076,-0.000169927166803578,0.000363430767020963,-0.00114547628588859,0.000148647275907566,-0.00117671895194938,-1.39508041531809e-05,-0.000176577761078199,-8.07124297264431e-16,-0.0333532008520246,2.89248329370304e-05,-6.21241918164008e-05,0.000270374407731294,-0.000104509183425193,-2.61625770717284e-07,-1.30248137888281e-05,4.68224617001174e-07,2.18229420706072e-06,-2.10099143152299e-05,-0.00595080657698354,0.000239732687339979,7.89382178840157e-06,6.46240671763924e-05,6.69695449534287e-06,1.3378511719019e-05,-5.91222967504891e-05,-1.37240739657278e-06,3.04569629791778e-05,0.000324068358803835,0.000494661127755157,1.06521305013667e-14,0.0010907540765019,-0.000692550285344986,-1.14242132161474e-14,0.0175526600450333,-0.643977482608334,3.12540317648004e-07,0.000277191746959123,-1.14139605148916e-06,-1.01096291748919e-06,-0.000137712925609502,4.15386363594981e-15,6.6575276988924e-15,-1.8633350656145e-14,-9.09627934166652e-15,-0.631732401477029,0.00469991837171883,-6.19040067393703e-05,-0.00024786833664263,-2.04047795189403e-05,3.26235597482908e-08,5.49638553561578e-05,9.93630945130911e-16,1.23016067074017e-15,1.22385780490389e-16,-1.01287273418121e-07,0.0827943584874305,-4.11422752271035e-06,-8.31758616510914e-06,-0.000361506335469259,-4.22751111343416e-05,5.37853997287692e-16,-1.89825539183525e-15,-1.10853491213993e-15,-3.27507935541353e-16,-1.6848845391421e-15,3.20911459359621e-08,-7.33606251731307e-16,2.22131498767213e-05,-2.01157443994762e-15,4.86517445295227e-16,2.6383801044276e-15,-5.20659160371283e-16,3.48301576415462e-10,-1.36727640981625e-16,-5.29122700550846e-15,8.03551168864793e-16,-4.98729043644286e-16,0.000135266115610338,-3.25891458634257e-07,1.07594813307784e-15,2.073254914097e-15,-1.76745557636875e-16,5.25085542935147e-07,9.30200444525527e-16,4.98056140725186e-16,-1.54649499968135e-15,-3.66756994259193e-15,3.01234501115547e-15
"t53",-0.0680854178340263,0.000671618903890007,-0.0906636994284444,-0.00135083949818281,-0.244678573288139,-0.148521116980553,0.0324449236732238,-0.105745544507288,0.00437540645070609,0.109958240356949,-0.00145078536942501,-0.00287532122722151,-0.00103542491985089,0.00519579318735282,-0.00554295596260838,0.00192969822117224,-0.00389852171238658,0.00230256190863615,0.016654805154174,-0.029999479314736,-0.232250373299704,1.1552612055781e-05,0.00238544359443121,0.00626269810392972,-0.000283168139758998,-0.00564985246452755,-0.000179330896163634,0.000391705206317305,-0.00123984346894077,0.00016111453783667,-0.00127811836311949,-1.51981261912787e-05,-0.000195317944822463,-3.07363639597213e-16,-0.0379876744057296,3.32616987793284e-05,-7.18391635719325e-05,0.000317749580012124,-0.000125662666249426,-3.17750851489522e-07,-1.59366305471586e-05,5.73756797077669e-07,2.67532768885059e-06,-2.5997906429221e-05,-0.00777499193957766,0.000314150691946935,1.04930167476508e-05,8.78728376408701e-05,1.04113571057255e-05,-1.07892707917893e-05,-4.16253939186509e-06,-1.8398365689973e-07,6.11666453179578e-06,0.000136121646425878,0.000265423922954113,4.63542357767614e-15,0.00073539608950429,-0.000472314550263867,-8.13517967353784e-15,0.0122746872063137,-0.4527995701411,2.26054370048333e-07,0.000200546535196878,-8.33527450808964e-07,-7.43368274112207e-07,-0.00010086932997896,6.80325433070297e-17,2.40120683295481e-15,1.53504823880855e-14,1.21849884856743e-14,0.768227416726126,0.00675132793431936,-7.6198219661486e-05,-0.000297699067763321,-1.97227114401542e-05,3.07961918478637e-08,5.13898177090869e-05,1.92531040025419e-15,-3.56034782694883e-16,-4.69612853112887e-16,-9.42780095421259e-08,0.141359257322843,-6.30496193375555e-07,-5.81530475796379e-06,-0.000298164913203358,-3.50257029765e-05,-2.02425904574484e-16,1.10221587214665e-15,3.58768367748847e-16,2.99372849629539e-17,-4.45332980971253e-16,2.81940476414824e-08,-1.68790945278629e-15,1.95473423537405e-05,-2.933256732024e-16,4.22728327225064e-16,-5.8410084848684e-16,-1.50002946181582e-16,3.09597998393059e-10,-3.7649923606195e-16,1.56556970717481e-15,1.32342333803586e-15,-5.70845835922455e-16,0.000121418484952039,-2.93279234275589e-07,-4.14464463565738e-17,1.76758138673392e-15,3.98613754206955e-16,4.73279260130473e-07,1.03712820216502e-15,9.10443608510925e-17,-2.48652642153126e-15,-8.29565810024301e-15,2.10777522500784e-15
"t66",-0.0684990667404956,0.000677576536013764,-0.0915546503925393,-0.00136903961117913,-0.248550540229254,-0.15116855933833,0.033106287456142,-0.108137262089533,0.00448774849355041,0.113034916663874,-0.00149813927285944,-0.0029869498562811,-0.00107952046350656,0.00555393389350447,-0.00595684179077402,0.00207981751052756,-0.00425190113231556,0.00251139391063087,0.0184823651577373,-0.0333521846656133,-0.258899861766378,1.29232056315306e-05,0.00272299523170831,0.00717498731973656,-0.000325692692285095,-0.00654736905867087,-0.000209200715284344,0.000481830451647867,-0.00154082569258636,0.000200886325659211,-0.00160168743236548,-1.91799748909611e-05,-0.000255255517425855,-9.13292041499245e-16,-0.0528543565104786,4.71851792407213e-05,-0.000103043116787841,0.000470099144529981,-0.000193788749329548,-4.98609395133044e-07,-2.532350090659e-05,9.13989365449406e-07,4.26488923516631e-06,-4.20870303770737e-05,-0.0136725042342461,0.000554766242705448,1.89010670378719e-05,0.000163132201411409,2.24705705744678e-05,-8.99666323843712e-05,0.000176314440341218,3.71994348837409e-06,-7.3874563798173e-05,-0.000482778125319488,-0.000490548412806855,-2.94045361238214e-15,-0.000434151394990348,0.000251778479465098,4.87994171762772e-15,-0.00501102085205134,0.172483548838889,-5.27850056682724e-08,-4.64958237584906e-05,1.4606646002637e-07,8.55013911568152e-08,5.50277164860603e-06,-1.15906091365343e-15,-3.93006451756099e-15,-1.14868867216837e-15,1.81588174265453e-15,0.0107840530504428,9.18656231475282e-05,-9.52691057827424e-07,-3.61717408505271e-06,2.49217087358752e-07,-1.16598611422536e-09,-3.4031516020594e-06,-1.7684497678388e-15,-1.54013950945126e-15,-1.571575176537e-16,2.06458786629469e-08,-0.875465510816292,-4.13002738623586e-05,-2.33157018946744e-05,-0.000419251769407846,-4.70520092552396e-05,-2.36936487905747e-15,7.68327123147759e-16,1.33985180516642e-15,-1.17779418107343e-15,4.85980157742242e-15,2.05356235675652e-08,2.7937081522727e-15,1.41259758410996e-05,2.30431025825204e-15,2.98699187452839e-15,-1.22624543665011e-15,7.82751019391933e-16,2.17748580491072e-10,-3.51289649883352e-16,-1.13973587466884e-14,-3.10443591810246e-15,1.82205529556155e-16,8.55289460581474e-05,-2.07326243775472e-07,8.95264074648003e-16,2.52795266353355e-16,-6.21990970867527e-16,3.35463017119153e-07,1.9582798428103e-15,-3.16277137300175e-17,-3.36648130533053e-15,-6.7441285667107e-15,9.39735871752561e-16
"t92",-0.0687813343665902,0.00068163641470529,-0.0921615163615589,-0.00138141491026248,-0.251180385997579,-0.152965019343901,0.033554531483004,-0.109756597295764,0.00456370460216855,0.115112936069805,-0.00153005611255682,-0.00306198481363639,-0.00110911280348779,0.00579170689454578,-0.0062310145901569,0.00217914339151914,-0.0044845987908399,0.00264890563859938,0.0196777054829438,-0.0355435465436549,-0.276300584580786,1.38169611791622e-05,0.00294149110770115,0.00776474563403211,-0.000353145179256915,-0.00712526550128092,-0.000228389887534515,0.000538754223988742,-0.00173034600437419,0.000225905233786954,-0.0018049321306981,-2.167603639755e-05,-0.000292466042606469,-6.68101258780602e-16,-0.0619393645427059,5.56554060933355e-05,-0.000121978284576144,0.000561924814507479,-0.00023450275330687,-6.0632992055824e-07,-3.09010643006616e-05,1.11605660178721e-06,5.20881532192255e-06,-5.16141237663771e-05,-0.0171157617669864,0.000695155673027892,2.37916666735175e-05,0.000206709573343669,2.93163399114552e-05,-0.000131628296042265,0.000268792841161357,5.71133544360853e-06,-0.000114445117267171,-0.000786802693430093,-0.00084850374273815,-6.02170454866552e-15,-0.00092447862994725,0.000550818636851341,6.27423193275986e-15,-0.0118530175031861,0.417096464504643,-1.52477713365308e-07,-0.000134697385927132,4.7679038682664e-07,3.41988937200744e-07,3.37845289031513e-05,-1.04792957565995e-15,-2.0554881449963e-15,2.79198082002054e-15,-2.74428661810663e-15,-0.0728656624798893,-0.000437986344132844,4.02890969534519e-06,1.48813399034586e-05,-5.54595611882258e-07,2.0460785711264e-09,5.02929362900371e-06,2.81587932859885e-16,-1.5541883210523e-16,-2.92380399992358e-16,-1.93783828645736e-08,0.321487761415922,1.34837620687682e-05,6.22586288012101e-06,5.14799515965612e-05,5.19474436778478e-06,1.13773707573101e-15,2.3841441931902e-15,-7.87772877780285e-16,9.08214435350848e-16,-4.54071958561641e-16,5.98549257438607e-09,2.49105703420437e-15,4.37616104739137e-06,3.47167186834174e-15,-5.26887224078148e-15,-2.96712754057721e-15,2.3786409542384e-16,9.14742134743433e-11,2.66243131897846e-14,-0.707106781186547,4.242799302107e-14,4.72510268144135e-14,4.41328643677171e-05,-1.11716611409652e-07,1.31497007771489e-15,5.36877878045677e-15,3.85675867165949e-15,1.85284515088686e-07,-1.86985213454708e-15,-1.34007457710316e-15,-1.55284615071666e-15,-1.97003902765785e-15,3.72486706321988e-15
"t93",-0.0687813343665902,0.000681636414705387,-0.092161516361559,-0.00138141491026164,-0.251180385997579,-0.1529650193439,0.0335545314830038,-0.109756597295764,0.00456370460216846,0.115112936069805,-0.0015300561125566,-0.00306198481363653,-0.00110911280348771,0.00579170689454587,-0.00623101459015764,0.00217914339151913,-0.00448459879083991,0.00264890563859936,0.0196777054829437,-0.0355435465436555,-0.276300584580785,1.38169611791963e-05,0.00294149110770198,0.00776474563403187,-0.000353145179256921,-0.00712526550128047,-0.000228389887534272,0.000538754223988412,-0.00173034600437383,0.000225905233786729,-0.00180493213069881,-2.16760363972763e-05,-0.000292466042606675,-2.51961876489814e-15,-0.061939364542705,5.56554060926092e-05,-0.000121978284575799,0.000561924814507596,-0.000234502753306209,-6.06329920519148e-07,-3.09010643007494e-05,1.11605660226477e-06,5.20881532153774e-06,-5.1614123766136e-05,-0.0171157617669863,0.000695155673027914,2.37916666735886e-05,0.000206709573343506,2.93163399113332e-05,-0.000131628296042282,0.000268792841163175,5.71133544459043e-06,-0.000114445117266127,-0.000786802693429118,-0.000848503742737324,-4.891959386899e-15,-0.000924478629947079,0.00055081863685,6.85347850844108e-15,-0.0118530175031865,0.417096464504641,-1.52477713312742e-07,-0.000134697385927354,4.76790384829946e-07,3.41988939407981e-07,3.37845289041412e-05,-1.69668211952469e-15,-1.58042040079875e-15,1.97512421912822e-15,-2.23082708964023e-15,-0.0728656624798953,-0.000437986344129412,4.02890969837524e-06,1.48813399014592e-05,-5.54595614579218e-07,2.04607492396564e-09,5.02929362329763e-06,-2.67919217261573e-15,9.29832000637889e-16,6.64612449162834e-16,-1.937838125244e-08,0.321487761415908,1.34837620646739e-05,6.2258628763761e-06,5.14799515998297e-05,5.19474436803755e-06,3.60863147251069e-16,-2.05742830000515e-15,7.49111561003187e-16,1.61850729748405e-15,-2.8516979412121e-15,5.98548842823647e-09,-2.00221555489284e-15,4.3761610409459e-06,-5.43539301731897e-15,2.17441040580792e-15,3.3323282846032e-15,-1.23738897877454e-15,9.14823267495733e-11,-2.64575387936698e-14,0.707106781186548,-4.070131397576e-14,-4.88083171300262e-14,4.41328644525291e-05,-1.11716633350333e-07,-9.77745325793916e-16,-1.13586956569634e-15,-2.82913041673759e-15,1.85284502784646e-07,3.5510557092803e-15,1.52746539084133e-15,-2.82261377344581e-15,-1.31089218597474e-14,5.96206903522731e-16
"t23",-0.0634403594638372,0.000603947555449211,-0.0805035545817085,-0.00114011049606273,-0.199399393460983,-0.117296083738639,0.0245579143828534,-0.0769439806148824,0.00300413863609016,0.0720137529067353,-0.000854214744431384,-0.00142751663251619,-0.000453000588484741,-0.000250303099089057,0.000972182881636285,-0.00048002849433084,0.00228718314365851,-0.00135426305783605,-0.0206308450225693,0.0396819421314881,0.337516374242903,-1.89107289477236e-05,-0.0076407002891153,-0.0227878657721692,0.00118988970722678,0.0322441947724157,0.00141831313313972,0.00195302946206486,-0.00438464529192258,0.000513061860362529,-0.00346605061977089,-3.26990925588654e-05,-2.57829454705971e-05,3.68828861005833e-15,0.114568127246189,-0.000138958722537696,0.000353101247993212,-0.00234841467071152,0.00153315446177989,4.78410185872535e-06,0.000280424501122652,-1.04205418547334e-05,-4.90428693189165e-05,0.000582715538097502,0.884300476329518,-0.0417850823999409,-0.00526129251397983,0.0173417804568955,0.000412077475418096,-0.00058429246893471,0.000981521357664409,2.02252173990769e-05,-0.000390118681449838,-0.00218830799630693,-0.00187359198749843,6.11160755059569e-17,-0.000708744305993416,0.000336141396061724,2.78615965094993e-16,-0.00213067191267303,0.02622057451325,1.25490624438095e-07,0.00011269862749432,-6.62251397007762e-07,-7.77042706989836e-07,-0.000132783504906529,-1.08961648022817e-16,-2.09025331714194e-16,-7.20894090740424e-16,5.40177856700573e-16,-0.000442775900859497,0.00842872258612921,-0.00010336364551832,-0.000409707062679901,-3.19971359230248e-05,5.15287903611989e-08,8.74210637939342e-05,-5.28070914692265e-15,-2.60131530878642e-16,-3.68800350626846e-17,-1.63485960902662e-07,0.00213787627664771,-1.38099852806018e-05,-1.83165341662529e-05,-0.000711774457521555,-8.30407129211116e-05,4.15503053336947e-16,-2.48457670063855e-16,3.41581434100283e-16,-2.95308070092778e-16,-3.91474368411437e-16,6.41424881951348e-08,5.15572690936721e-16,4.45086046488434e-05,-8.35127232945309e-17,-1.20365634588846e-15,-7.27996675628537e-16,-3.19026003134621e-16,7.08806657891208e-10,5.24758649302834e-16,-3.19541771657797e-15,2.07539896492591e-16,-1.27402926101008e-15,0.000278844245041582,-6.73611891408755e-07,4.64651731322294e-16,9.46584507502256e-16,5.44172321685419e-16,1.08693205771376e-06,1.07176465318027e-15,1.91405859841256e-16,-2.76160722540995e-15,-6.97954390588107e-15,2.10376835208195e-15
"t54",-0.0644205635657701,0.000617696056493776,-0.0825401044557165,-0.00118013088626981,-0.207684830881327,-0.12282303631406,0.0258926604991252,-0.0816195769336079,0.00321356029977594,0.0775284249421038,-0.00093178255698946,-0.00158515466724001,-0.000508634357341279,-0.000305411314237386,0.00120962842958834,-0.000603800851397615,0.00301408772013035,-0.00178501159362122,-0.029316199769235,0.0568683803301164,0.489873518518351,-2.79147298878243e-05,-0.0125629033945184,-0.0382799029000197,0.00204713273324766,0.0582170595396988,0.00268002926708275,0.00624291489664294,-0.0164463090399356,0.00204061183181553,-0.0152136253409113,-0.000168308246846653,-0.0017521808366196,-6.06277410982003e-15,-0.308208699512847,0.000271217625875072,-0.000590702850942542,0.00272818950627838,-0.00119827657239074,-3.22606590155237e-06,-0.000170756631702466,6.22003742507847e-06,2.91042836222753e-05,-0.000306677646416754,-0.252644740010737,0.0115769075075078,0.00125924144950156,-0.00329936050268439,-1.42029956725835e-05,-0.000125956811188623,0.000251337589019506,5.29649369617296e-06,-0.000104884810774515,-0.000659766388334452,-0.000617263560164455,5.02338828256801e-16,-0.000272433364008002,0.000130717640625003,1.23034485996763e-15,-0.000852060805697186,0.0105559930119434,5.2618856399779e-08,4.72793196086909e-05,-2.82992465931883e-07,-3.3949152488904e-07,-5.95830905954982e-05,-4.46307588065156e-15,2.85900073232222e-15,7.43540674744135e-16,3.2935609612554e-15,-0.000210071077103542,0.00402715393290874,-4.95238535180377e-05,-0.000196430868311392,-1.56088224908015e-05,2.53317082124835e-08,4.32266410811835e-05,-0.707106781186548,5.44227023442811e-14,-3.68950635576846e-14,-8.21053934674317e-08,0.00110411598592822,-7.15207342372362e-06,-9.52711038179879e-06,-0.000374720030589567,-4.37682214743739e-05,-2.48523234139082e-15,-1.69912579743125e-15,4.70495501417741e-16,9.02616043279926e-16,2.69819592990003e-16,3.56933362941344e-08,-4.03136533037309e-15,2.48573071666742e-05,-3.86225986363463e-16,3.35103269002937e-15,8.78861336553719e-16,-1.28295607232947e-15,4.05970319592616e-10,2.25302776695748e-15,-4.55608343450187e-15,-1.84009275520802e-16,-1.48710721580175e-15,0.000164295997270195,-4.00050670924809e-07,-7.5491579030619e-16,2.13549191784096e-15,-3.41138113535058e-16,6.48705594959869e-07,1.76340983190078e-15,-2.43017879119739e-16,-2.34216820305332e-15,-6.26504812844875e-15,2.2152138864036e-15
"t55",-0.0644205635657701,0.000617696056493772,-0.0825401044557166,-0.00118013088626967,-0.207684830881327,-0.122823036314059,0.0258926604991253,-0.0816195769336081,0.00321356029977587,0.077528424942104,-0.000931782556989163,-0.00158515466723991,-0.000508634357341261,-0.00030541131423755,0.00120962842958886,-0.000603800851397603,0.00301408772013028,-0.00178501159362101,-0.0293161997692351,0.056868380330117,0.489873518518353,-2.79147298885757e-05,-0.0125629033945177,-0.0382799029000202,0.00204713273324747,0.0582170595396991,0.00268002926708315,0.00624291489664284,-0.0164463090399365,0.00204061183181526,-0.0152136253409103,-0.000168308246846015,-0.00175218083661902,-5.81444440264282e-15,-0.308208699512848,0.000271217625872721,-0.000590702850941898,0.00272818950627791,-0.0011982765723902,-3.22606590184961e-06,-0.000170756631703899,6.22003742748691e-06,2.91042836216211e-05,-0.000306677646416675,-0.252644740010731,0.0115769075075075,0.00125924144950254,-0.0032993605026849,-1.42029956729219e-05,-0.000125956811189258,0.0002513375890207,5.29649369844263e-06,-0.000104884810772507,-0.000659766388335508,-0.000617263560162472,-2.82686984129652e-16,-0.000272433364006618,0.000130717640623835,-8.57117408772224e-16,-0.00085206080569782,0.0105559930119478,5.2618853375102e-08,4.72793196054296e-05,-2.8299247219884e-07,-3.39491519078611e-07,-5.9583090589e-05,4.73512610280139e-15,-2.57237978216871e-15,1.72470810763116e-16,-3.97796942718188e-15,-0.000210071077105275,0.00402715393296351,-4.95238535458356e-05,-0.000196430868324405,-1.5608822544241e-05,2.53317359387007e-08,4.32266409677893e-05,0.707106781186547,-5.41178955844859e-14,3.68297348778551e-14,-8.21052097578812e-08,0.0011041159859265,-7.15207343963184e-06,-9.52711038435511e-06,-0.000374720030598613,-4.37682214712537e-05,2.58419838989366e-15,2.21838374533817e-15,-3.05770205803944e-16,-1.51432459546996e-16,-5.84423757941583e-16,3.56933392057807e-08,4.1793800003355e-15,2.4857307165005e-05,-5.69119337884321e-16,-1.23766828016158e-15,1.3333901276709e-16,8.03227987773902e-16,4.05971113257951e-10,-2.28360723906684e-15,-1.56064967235891e-15,1.79187363103536e-16,1.1517583997503e-15,0.000164295997274114,-4.00050672840632e-07,1.5798974957302e-15,1.28819916398605e-15,3.70977453712569e-16,6.48705597700329e-07,8.99841691505266e-16,4.51660075667334e-16,-2.25659961654713e-15,-7.37183509040723e-15,2.14480916227524e-15
