"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100"
"t1",-0.0490629773786756,0.00789412140004898,-0.0435757755514025,0.0260146760053253,-0.001875633254834,0.00792742573510289,-0.00416532492602551,0.0969314328057602,-0.0493971251453723,0.0217356371701755,-0.00395270799047719,0.00541091207335095,-0.00228559390817494,-0.00122421037248353,0.0023109105169495,-0.00937145963678604,-0.00103252521696382,-0.00138293068174716,0.0590210568931189,0.0930478008909527,-0.00505413711875967,0.0173792861980417,-0.111894575929946,0.367790659703632,-0.0483020435626289,0.0209348863894554,-0.639397002869923,7.88858724436875e-17,1.16443313324943e-16,-2.57201554433768e-18,-4.99558856466905e-17,3.37516688497827e-15,0.0131387694299278,-0.0636484494916636,0.378071337283,-0.014033714663762,0.200553244428981,-0.0398049764497202,0.117022439616067,-0.0513749489225577,0.0254546655839458,-0.00948783011685604,-0.0975325918308461,0.0171344476620179,-0.410904883389722,-0.113310354180041,0.0265364150224064,0.0166838463232246,0.0076697574976802,-6.44572430600351e-06,-0.00347803451258565,-0.00201154645935765,0.0377700187673272,-0.00927921502418497,-0.000968566182553707,-0.000251256018416805,-0.00269036888693314,-0.00120346711154167,0.00316484613750336,-0.0066703596694136,-0.00214260605241904,0.000161506488233157,0.000230876922999383,0.0020555167491916,0.00126237429390814,5.1515170699398e-05,0.000737356172816923,-0.0168837001507359,4.44903394467013e-05,-1.66099772824779e-16,1.16126000436634e-15,7.66530935947252e-17,1.35200010908942e-16,1.22623265708111e-16,-1.76318378300455e-17,2.05347891468755e-16,-1.73346986721487e-16,-2.46655994240452e-17,1.34142913790769e-16,-8.6671799294849e-17,1.78871547361716e-16,8.97312823003316e-17,-7.01885381412803e-17,-1.9298798670242e-17,-1.13570177567857e-16,-4.97297278497736e-17,3.71068193533164e-17,1.90656952031576e-16,-1.4765478336537e-16,2.94360889829814e-17,1.15196480826585e-18,-8.77932709170137e-17,1.22277676265631e-16,6.03900610074426e-17,-5.0225665640391e-17,-6.6576789654188e-18,6.44287140999511e-17,-1.33397524797185e-16,6.97740037603209e-16,-8.52182907573606e-17
"t3",-0.116267798168076,-0.0293972571916409,-0.0668844199567185,0.102392041198102,0.0187260731833221,-0.00967642699720671,0.00106466627944581,-0.0149471886136367,0.00337219420030221,-0.000186485405061984,-4.12485229813082e-05,0.000243237624153446,-0.000105164479317484,-0.000107621961568944,0.0119503481223322,-0.00141910265843948,-0.000159175406635784,-0.000238467342296862,0.0513961760117495,0.0142988576802135,-0.000788612777432128,0.00304070345772514,-0.0449841344848527,0.129306308078945,0.0011156082993612,0.00114517783584115,-0.0609158187970166,2.0581909445599e-16,2.20519495234004e-16,3.38822593582315e-16,-6.77642445980925e-17,-1.484728621997e-15,-0.01022585560749,-0.0201713820433355,-0.198921917005324,0.000245764824230571,-0.000201184527738416,0.565390929413272,-0.00202395242203821,-0.000126347271582745,4.23908941677969e-05,9.65145245582794e-05,0.333813767183216,0.00262165346331693,-0.00530091254052797,0.0296219695223298,-0.0116060472427143,0.645887066545358,0.00674170237324455,0.00964600525868499,-0.00128568802142388,-0.00080176524585729,0.0836195054423216,-0.149268397314983,0.000218899874511135,4.86784103814094e-05,0.000130391764117407,-0.000120846321641005,0.000371718441097127,-0.000566781247193551,-0.000155801202447023,-2.88091567587141e-06,-4.96133273324116e-06,-0.121665925629,0.00180231928512406,1.07953969238773e-05,0.0105040679510876,-0.0298099945335511,5.05817290424927e-06,8.45276934857567e-16,-2.23484260214407e-15,8.67412503238177e-16,1.21969583484512e-15,-9.11672077094875e-17,1.74741883349424e-17,-1.43844294692508e-15,-8.78397999281649e-16,-9.11244249159318e-16,-4.42265647186982e-16,-3.29911266179853e-16,1.14222736236005e-15,6.70846569601167e-16,-4.51321177530431e-15,2.94877941648957e-16,-5.86284160026394e-16,3.58564671960041e-16,-1.28898538161779e-15,6.55763409770141e-16,7.28997656119885e-16,-6.08372196661452e-16,-6.1398706788121e-16,-1.64038027392062e-15,6.33915692464444e-16,-6.04127874922104e-17,6.96248426298955e-16,-7.08633852995581e-17,1.08223656726302e-16,-9.78404910887412e-16,1.35684089174539e-16,-6.84312837518922e-16
"t64",-0.132460638504272,-0.0371592537461581,-0.117932707372076,0.189743801935094,0.0367474333662702,-0.0220290226599714,0.00551160219989142,-0.165192000292239,-0.0253644934397538,0.000507501501766824,9.20763626820413e-05,-0.000397387906192494,0.000170541570688242,0.00030332461581786,-0.275953052330782,0.000646478840051986,7.21287165073639e-05,0.00010497669254308,-0.020726445043814,-0.0043064808416254,0.000237870688146981,-0.000954922727835442,0.0158372752690364,-0.113207745368813,-0.01206802657376,0.00290389512043948,-0.053082423338938,4.14392945282347e-16,-8.56430348352167e-17,-2.88326460161239e-16,9.92213893512476e-18,-5.8445710173616e-16,-2.88809996289042e-05,-8.05331803365207e-05,-0.00511182523458215,1.22795708832517e-05,-1.05782867614729e-05,0.0394268628558676,-0.000234543056783373,-4.89330746779662e-05,3.60764209003141e-05,-2.52346795784073e-05,-0.00348587220958455,3.94648621995291e-05,-0.000209994036478145,0.00190211019530764,-0.000805774827481476,0.0540237482347463,0.00065445395192348,0.00192539536369808,-0.000611746492924285,-0.000458402285700423,0.274053444478281,0.84665299697471,-0.000281302731839975,-5.79575975867399e-05,-9.68180890097719e-05,2.93151433985767e-05,-6.98491747781417e-05,0.000254204763087304,9.26155739848977e-05,-1.29228186568821e-05,-1.88127477789438e-05,-0.0487379950320055,0.000626935375420749,-3.8656483986536e-07,-0.000403192745759447,0.00135545944371891,-2.28851540902855e-07,9.85290939495919e-16,-4.06569862754737e-15,-1.82706932582921e-15,1.60794293586424e-15,4.84176334635671e-17,-4.91582718188582e-16,-4.75629396661679e-16,-4.58351590646977e-16,-6.87008494718135e-16,8.02293477850555e-16,-1.93389216430647e-15,2.9629869968666e-15,9.65867135804666e-16,-8.77248968687855e-15,1.99143959736944e-15,2.08261116864169e-15,2.68626961074007e-15,-1.47021357132561e-15,-1.68011460513603e-15,-3.31133657863525e-16,1.26601867336075e-15,-1.82001990208663e-15,-1.41572005141265e-15,2.09431832928844e-15,1.80728465204896e-15,1.61915106667349e-15,3.04930746956934e-16,1.62092426114262e-15,-4.6677863214269e-16,-1.17030738186794e-14,2.807466156583e-15
"t111",-0.134389528771438,-0.0380922636520283,-0.124220474455195,0.200536749591552,0.0389817685154996,-0.0235731207604407,0.0060847314943855,-0.184826669441623,-0.0292488369093041,0.000605609444972684,0.000111305449191187,-0.000495992335877882,0.000213110740958545,0.000398128736312783,-0.364318102997093,0.000955053754942967,0.000106850765111353,0.000157802935260436,-0.032575140442064,-0.00921624759803739,0.000515244503960102,-0.00223655943362348,0.0402168164425619,-0.342303542618125,-0.0389103152927993,0.00960106909627775,-0.181727066265701,-5.97026919421154e-17,-2.31148937229916e-16,-2.63454057257321e-16,-2.83041686672946e-16,5.97936030620498e-16,0.000304300912653446,0.000692741493261102,0.0132971136940167,-2.06471438046908e-05,1.72502567012053e-05,-0.0550220372955256,0.000265955411742791,4.55048908816289e-05,-3.23360720363109e-05,2.04972575468389e-05,0.00231585925923986,-2.4485789944283e-05,0.000120687394589425,-0.00101259885221192,0.000422471274727336,-0.0272424679747654,-0.000319288673449355,-0.000804013329269777,0.000225887232823235,0.000166468897194319,-0.092631873922814,-0.279071602240854,8.9779699086498e-05,1.84355098457522e-05,2.99469664016019e-05,-7.64454693036218e-06,1.59845515627906e-05,-5.24733705644213e-05,-1.90269576379028e-05,2.62297303927067e-06,3.81768126385809e-06,0.00980063008131878,-0.000125914537425107,7.08570027423135e-08,7.32706424672822e-05,-0.000235000249555301,3.4726596968197e-08,0.0875498138371105,-0.240841776081742,-0.103794418014937,0.033895520598333,0.016318714246179,-0.0234260036611115,0.00894883338972919,-0.0236579842305854,-0.000822347376819532,0.0295806279312984,-0.0822346501821159,0.0935206639474294,0.0382904326219416,-0.308787713856774,0.0645760247684873,0.0902249918010473,0.122502382335118,-0.0795682689025524,-0.0776633862392428,-0.0108137116932976,0.0360848486087187,-0.0535281950947304,-0.0618491524340149,0.0548301728498418,0.0831197152270183,0.0833982078700558,0.0254078026897235,0.0597519708601481,-0.00132620576346574,-0.477303162763913,0.105150638545577
"t112",-0.134389528771438,-0.0380922636520283,-0.124220474455195,0.200536749591551,0.0389817685154996,-0.0235731207604406,0.00608473149438545,-0.184826669441622,-0.0292488369093047,0.000605609444972899,0.00011130544919128,-0.000495992335877875,0.000213110740958283,0.000398128736313083,-0.364318102997091,0.000955053754942896,0.000106850765111478,0.000157802935260623,-0.0325751404420656,-0.00921624759803714,0.000515244503959842,-0.00223655943362314,0.040216816442562,-0.342303542618122,-0.0389103152927991,0.00960106909627641,-0.181727066265699,-2.57384209356937e-16,-3.32329127426548e-16,-6.23586368314518e-18,2.95998112677703e-16,-9.48008145650482e-16,0.000304300912657154,0.000692741493260717,0.0132971136940164,-2.06471438049614e-05,1.72502567004212e-05,-0.0550220372955238,0.000265955411742395,4.5504890880968e-05,-3.23360720357602e-05,2.04972575463458e-05,0.0023158592592365,-2.4485789944937e-05,0.000120687394593283,-0.00101259885221219,0.000422471274726322,-0.0272424679747537,-0.000319288673452006,-0.000804013329267526,0.00022588723282655,0.000166468897191769,-0.0926318739228007,-0.279071602240828,8.97796990918821e-05,1.84355098474315e-05,2.99469664009458e-05,-7.64454693414029e-06,1.59845515664903e-05,-5.24733705662239e-05,-1.90269576368736e-05,2.62297303896744e-06,3.8176812648679e-06,0.00980063008132053,-0.000125914537423696,7.08570044552293e-08,7.32706424755945e-05,-0.000235000249566361,3.47266005843754e-08,-0.087549813837112,0.240841776081747,0.103794418014938,-0.0338955205983344,-0.0163187142461786,0.0234260036611121,-0.00894883338972856,0.0236579842305859,0.000822347376819804,-0.0295806279312987,0.0822346501821178,-0.0935206639474316,-0.0382904326219425,0.308787713856782,-0.064576024768489,-0.0902249918010493,-0.12250238233512,0.079568268902554,0.0776633862392447,0.0108137116932977,-0.0360848486087195,0.0535281950947319,0.0618491524340162,-0.0548301728498434,-0.0831197152270203,-0.0833982078700578,-0.025407802689724,-0.0597519708601497,0.001326205763466,0.477303162763924,-0.105150638545579
"t85",-0.131468104893202,-0.0366693223947713,-0.114453581676134,0.183733407030514,0.0354944126693624,-0.0211487418928476,0.00516544014769833,-0.15304089512379,-0.0228274695260739,0.000439481736985076,7.8446046462545e-05,-0.000323618833143434,0.000138631222872498,0.000226291524015222,-0.203474474051999,0.000344903533104984,3.80528424523754e-05,5.19804139905832e-05,-0.00802854875284029,0.00374596827270748,-0.000224253438102481,0.00140602710558475,-0.0338818062462229,0.464955819713212,0.0610570353461357,-0.015890201227306,0.323008711844273,-1.89208450340399e-16,3.62096722846596e-16,1.49726858505693e-16,-2.30651081978131e-17,-3.12949775116724e-17,0.00364823802991153,0.0069577656188223,0.0519788184798318,-5.95474974275714e-05,4.87166339396272e-05,-0.139605459574468,0.000583236413071897,8.61076799047455e-05,-5.94494144995419e-05,3.47777599893784e-05,0.0032694072077869,-3.21883481473849e-05,0.000145395315800101,-0.00110690576390751,0.000452323039888691,-0.0275893430229091,-0.000307477508578154,-0.000579065009802609,0.000116366404533001,8.09554218636752e-05,-0.0332312737178609,-0.0872677748850664,2.26719903613404e-05,4.53854657088052e-06,5.77435178304416e-06,1.19727315148004e-06,-7.28979429688928e-06,3.75606851514892e-05,1.3858449460395e-05,-1.99455913744737e-06,-2.90512783289866e-06,-0.00769726246045556,9.93070378489088e-05,-7.40088884699835e-08,-7.83752215773406e-05,0.000284486618151239,-5.70663588828421e-08,-0.134600082264516,0.00830558700441336,-0.0868470317416506,0.0520049966888683,0.13086211802165,-0.148468362994155,0.126179004505282,-0.213067415519862,-0.0668272212177594,-0.0343892685719266,0.0462122592468864,0.157136560938179,-0.063580567380538,-0.17517437302543,0.0407563317698619,0.0188992565812757,-0.111628038744373,-0.0888998874117815,0.231709481095315,-0.108138467898379,0.0338777629548395,0.00345377258540796,-0.271779786453044,0.247790240851554,-0.1304901004731,-0.00470721044232909,0.141812476990825,0.0453976999763538,-0.0337147114250667,0.130088352074959,-0.149683636160934
"t86",-0.131468104893202,-0.0366693223947713,-0.114453581676134,0.183733407030514,0.0354944126693622,-0.0211487418928475,0.00516544014769851,-0.15304089512379,-0.0228274695260743,0.000439481736985256,7.84460464625485e-05,-0.00032361883314357,0.000138631222872321,0.000226291524015041,-0.203474474051999,0.000344903533105158,3.80528424525257e-05,5.19804139906277e-05,-0.00802854875283994,0.00374596827270793,-0.000224253438102276,0.00140602710558489,-0.0338818062462221,0.464955819713213,0.061057035346136,-0.0158902012273051,0.323008711844274,-7.94339727066234e-17,3.58872388268708e-16,8.56785432875873e-17,-9.21329736637421e-17,9.44776581311027e-16,0.00364823802991157,0.0069577656188232,0.0519788184798303,-5.95474974272921e-05,4.87166339396411e-05,-0.139605459574468,0.000583236413071106,8.61076799051758e-05,-5.94494144992783e-05,3.47777599890584e-05,0.00326940720779238,-3.21883481476104e-05,0.000145395315797159,-0.00110690576390887,0.000452323039887521,-0.0275893430229116,-0.000307477508579935,-0.000579065009809962,0.000116366404533519,8.09554218647087e-05,-0.0332312737178568,-0.0872677748850679,2.26719903601459e-05,4.53854657301781e-06,5.77435178176914e-06,1.19727315162272e-06,-7.28979429531155e-06,3.75606851537556e-05,1.38584494585546e-05,-1.99455913844717e-06,-2.90512783280113e-06,-0.0076972624604708,9.93070378460768e-05,-7.40088950509823e-08,-7.83752215748441e-05,0.000284486618141499,-5.70663546500152e-08,0.134600082264516,-0.00830558700441299,0.0868470317416503,-0.0520049966888686,-0.13086211802165,0.148468362994155,-0.126179004505281,0.213067415519861,0.0668272212177592,0.0343892685719263,-0.0462122592468859,-0.157136560938179,0.0635805673805374,0.175174373025431,-0.0407563317698623,-0.018899256581276,0.111628038744372,0.0888998874117814,-0.231709481095314,0.108138467898378,-0.0338777629548397,-0.00345377258540765,0.271779786453043,-0.247790240851554,0.130490100473099,0.00470721044232872,-0.141812476990824,-0.0453976999763541,0.0337147114250669,-0.130088352074956,0.149683636160934
"t63",-0.128595137764197,-0.035286335907515,-0.105238258614596,0.167934894152227,0.0322280993260237,-0.0188978524983337,0.00433540811401265,-0.124617487385291,-0.0171635464579309,0.000291825821771896,4.88311971944128e-05,-0.000154478659067814,6.51616274640193e-05,-0.00010197832386224,0.193356944338223,0.000312685683855778,3.41287574175961e-05,4.42312793845281e-05,-0.00599751716078953,0.00138572447876616,-8.04798444501028e-05,0.000408528671694487,-0.00762279350967846,0.045623124544388,0.00341198464372692,-0.000634875888294972,0.00594296150493823,8.22371931748958e-17,-6.14616571456553e-17,6.077627075606e-16,-1.97967219406316e-16,9.45449236568101e-16,-0.00340223047337589,-0.00693119653185671,-0.101537294875434,0.000179358613565267,-0.000152224533618239,0.535435882903204,-0.00313692419122268,-0.000725934462546696,0.000558336033663176,-0.000467669834130309,-0.372533727399185,-0.00222844759858651,0.00347082547256597,-0.0153734992665937,0.00576471643204676,-0.287497273511174,-0.00274067720006964,-0.00259135849550382,0.000250685715528145,0.000150702400564617,-0.0195623609210154,-0.0108495308973191,-1.1304749698368e-05,-2.567601218177e-06,-6.60768760003773e-06,-7.42114570977256e-06,0.000114537578166983,-0.0017642028062503,-0.000703279714302125,0.000126247127661345,0.000184641937333056,0.597196205261863,-0.007936687951447,-6.18359456218613e-06,-0.00560910678704297,0.0117630188611418,-1.19183813607237e-06,3.3587679334489e-16,3.82261371958345e-16,9.65726317775677e-16,-1.25876768034463e-15,-1.42385489681509e-15,6.82401835936393e-16,-1.47413559384928e-15,2.01422738399566e-15,9.68899336723779e-16,6.54744708618142e-16,-9.9868775859057e-16,-1.91448022720761e-15,8.92650927230156e-16,1.16213535011324e-15,-8.31381336317845e-16,5.72484487649311e-16,7.19543022386669e-16,1.71360267820313e-15,-2.37446329944695e-15,1.40430337168801e-15,-1.38384377189398e-16,1.25522012699287e-16,2.30899861997966e-15,-2.45443687664775e-15,2.14341077886568e-15,3.84184953518064e-16,-1.02426697239027e-15,-1.05465432837589e-16,2.46117359928452e-16,-1.93373795003273e-16,2.82952015104196e-15
"t87",-0.131452719885689,-0.0366556108191067,-0.114218762091127,0.183293383389423,0.0353945371437571,-0.0210642014221603,0.0051069789868924,-0.150499872135331,-0.021991652231093,0.000402138380456968,6.92855610114201e-05,-0.00023676072931296,0.000100169661806711,-0.00017941680046173,0.34620281237152,0.000865841047770641,9.58321010285316e-05,0.000134277993986714,-0.0243344058597491,-0.00340931341891029,0.00018491042047739,-0.000649844267547241,0.00904805620840748,-0.0335880453469379,-0.00217438330421657,0.00038360038264356,-0.00334355365542949,2.96118043845897e-18,6.42281552083419e-16,2.06285723890982e-16,-2.68859357371025e-16,6.45092996862479e-16,-0.00028378132940321,-0.000690096174348075,-0.0259750604886359,6.21897350338094e-05,-5.39017593897927e-05,0.21102880366041,-0.00143043531951108,-0.000383630920520515,0.000303693389693785,-0.000275634458348311,-0.263881378838361,-0.00169518794674404,0.00288100673020736,-0.0140636973981793,0.0053842649715668,-0.283882630331461,-0.00284595511265782,-0.00359801876478322,0.000486624149120974,0.000309889836263262,-0.0545299035436705,-0.0346954643344556,-4.47661193467059e-05,-1.04295586263033e-05,-3.42688159630142e-05,4.73837542248616e-05,-0.000251149998272047,0.00246464267688827,0.000965567856132739,-0.000166023059554154,-0.000242641324620687,-0.760387101752572,0.0100631779354262,5.92024838541126e-06,0.00524378559655418,-0.00971684498200752,7.25269457630875e-07,-4.64756560240345e-16,3.03334431197167e-15,-2.14616081918728e-15,-6.77430141594055e-16,9.61426340927537e-16,-2.39521578389786e-15,5.05063100506957e-16,-1.62066732137549e-15,3.9457237279488e-16,-2.61353431801707e-15,2.33788532854586e-15,1.16370614594853e-15,-1.90857196122674e-15,8.2242046497253e-16,-2.27565781000634e-16,6.46533644691917e-16,-1.68194623359593e-15,-3.82454510878506e-15,2.67377491626222e-15,-2.08123377042842e-15,-4.2102618041621e-16,-3.04309541524845e-16,-3.08555853451211e-15,2.04247493718333e-15,-2.72063049864203e-15,8.29123867079134e-16,1.51777330658355e-15,-5.73704649143231e-16,-3.45242815521508e-16,3.20153290931234e-15,-2.41272657662432e-15
"t99",-0.133366932853731,-0.0375759750501423,-0.120308514362186,0.193719420353591,0.037546612845011,-0.0225406715273442,0.00563803314457652,-0.168388239557326,-0.0253594754809982,0.000479877991578235,8.37550514180743e-05,-0.000295508507798414,0.000125173180726433,-0.000235493528437946,0.457063079354032,0.00127912112914713,0.000141964723801321,0.000201849201747841,-0.0382456657077385,-0.00729623044047731,0.000400528869774971,-0.00152202401786353,0.0229764280480121,-0.101559366582382,-0.00701075187540832,0.00126828746437851,-0.0114466175144937,3.05801746471477e-17,-3.02657488408273e-16,7.90784812119214e-17,-8.47754092435327e-18,-6.07447473311238e-16,0.00299002522900503,0.00593616509755724,0.0675675158432472,-0.000104567204717015,8.78988447624157e-05,-0.294500598434033,0.00162201354235804,0.000356754266767666,-0.000272206917451764,0.000223888338393543,0.175311112335983,0.00105177146622062,-0.00165576700137293,0.00748688686823551,-0.00282299373027908,0.143153033954382,0.00138845709457966,0.0015024732584207,-0.000179685840035625,-0.000112536566468312,0.0184314674814488,0.0114362304945538,1.42874144788857e-05,3.31749828774084e-06,1.0599745262361e-05,-1.23563213770626e-05,5.7474123507463e-05,-0.00050875564612394,-0.000198366407557547,3.36980669758049e-05,4.92393376057898e-05,0.152904786050211,-0.002021102085549,-1.08517645897381e-06,-0.000952932669787884,0.00168463985130662,-1.10054500604195e-07,0.159656889448161,0.110073367404736,-0.143254841734918,-0.152108724333026,-0.100412130784875,-0.158663789818884,-0.183114869784223,0.0685332556580886,0.132512482689945,-0.228783059737587,0.0904207910185166,-0.0245392746246616,-0.0752839542262829,0.0315011884182577,-0.0896086161467482,0.240522940295006,0.00286046724308545,-0.272295555228387,-0.0931277424342055,-0.0152781669603938,-0.0489619968701691,-0.0938322158537246,-0.161653988903184,-0.0160977936744948,-0.0390739838513631,0.200647759531523,0.0443435865371088,-0.0931116596158246,0.0640356248599032,0.0905657292661307,0.0930173153675807
