,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,10.701014,2.333926,3.920415,3.2092533,-0.07221557,8.744196,8.607797,3.3978336,0.34358624,1.233819,11.604952,3.7809217,0.61471605,-0.35952803,4.279693,2.0120323,-0.550908,0.4004694,2.6636906
t6,11.283392,-0.06119195,5.5422034,4.5536165,-0.25576767,8.410017,14.233502,3.4451156,2.3177826,-0.009412102,12.387169,4.4003334,0.6327906,-0.20944704,3.3116617,5.482325,-0.64991564,0.440073,3.4853806
t15,10.08029,-0.45603266,7.2198052,3.7268984,-0.23575312,3.8510497,11.192873,5.581015,3.0020938,-0.24106516,3.9834507,3.143498,0.08995344,0.080526516,0.758946,8.388504,-0.42813116,0.45803776,2.4429483
t20,6.687985,-0.38985988,8.036697,2.6243412,-0.17669003,1.1823266,8.758226,7.7274017,2.4110165,-0.23685794,0.03646446,2.4445086,3.4435487,2.333113,0.073686585,9.437751,-0.2784193,0.37711412,0.46082732
t175,-0.029592523,-0.0042222016,10.675858,0.670879,-0.10432319,-0.035191163,6.572348,14.28702,4.6125135,-0.11619864,-1.557485,1.6499841,12.425484,11.686837,0.2573337,12.597796,-0.16048014,0.290496,0.095840394
t176,-0.029603986,-0.0036511782,10.669765,0.6715527,-0.105284914,-0.034916393,6.571163,14.294642,4.6100364,-0.116386436,-1.5573363,1.6479108,12.424307,11.68707,0.2564922,12.6003685,-0.16030224,0.29102996,0.0956889
t166,-0.0076557985,-0.0032961832,10.766133,0.69177043,-0.10806305,-0.04105791,6.6133156,14.27443,4.5390882,-0.1185542,-1.529912,1.6675237,12.355236,11.634145,0.25813088,12.5482,-0.15295936,0.28459626,0.09966961
t167,-0.0076339873,-0.0027932317,10.762591,0.6919066,-0.1087744,-0.041288998,6.62639,14.285071,4.5474486,-0.11927605,-1.5276467,1.6688201,12.352617,11.63407,0.25748122,12.544775,-0.15245357,0.2845797,0.099934414
t168,-0.009070994,-0.004452786,10.768651,0.69028586,-0.10728893,-0.041216023,6.6195984,14.284808,4.5486884,-0.118787825,-1.5287931,1.6665249,12.34741,11.639377,0.2580063,12.54477,-0.15305859,0.2854404,0.09968031
t50,2.8964713,-0.26940805,9.39305,1.5480037,-0.08915493,-0.026975939,7.30149,10.746619,3.6482823,-0.18794794,-0.8905138,1.8857384,8.014253,6.6036687,0.19660638,11.150384,-0.1851567,0.28500417,0.038273618
t188,-0.01041309,-0.01654013,9.855714,0.6641056,-0.070130944,-0.0364258,5.6905274,13.390153,4.431409,-0.12633081,-1.520327,1.4707086,11.592035,11.192939,0.25589797,11.588717,-0.107208446,0.30948496,0.08698275
t189,-0.010044848,-0.015967013,9.854662,0.66406596,-0.07048516,-0.036409058,5.6886377,13.389842,4.4308257,-0.1263847,-1.5200536,1.4709556,11.595632,11.190415,0.2556751,11.5863085,-0.10718666,0.309548,0.08700238
t89,1.560154,-0.15693083,9.661428,1.0930969,-0.07791286,-0.033231925,6.501511,12.221682,4.10838,-0.17291206,-1.2322097,1.6653678,10.054323,9.12959,0.23802926,11.509526,-0.15051058,0.27999234,0.06490605
t142,-0.00070237264,-0.020764437,10.079608,0.7010787,-0.07994738,-0.04011808,5.929351,13.668597,4.6006417,-0.13209325,-1.5224316,1.5037508,11.820648,11.314383,0.2656532,11.93139,-0.12635334,0.31687617,0.09242939
t143,0.007350102,-0.01964167,10.083857,0.69032776,-0.079929985,-0.039611537,5.8979707,13.648915,4.573032,-0.12820221,-1.5199496,1.4964981,11.832357,11.281239,0.26418883,11.887693,-0.12909238,0.3198578,0.09244533
t30,4.121667,-0.21863276,8.134565,2.015459,-0.19843988,0.609424,7.206667,8.504175,2.890341,-0.18235837,-0.45146066,2.0370295,5.3012085,4.055817,0.09776679,9.593585,-0.2416972,0.3089747,0.016863527
t31,5.37798,-0.29182392,7.939698,2.329264,-0.19360012,1.1162705,7.8223286,7.86073,2.694285,-0.20175105,-0.19926551,2.2134533,4.1466,3.01666,0.07449882,9.35022,-0.2698944,0.348771,0.004054027
t24,6.6754923,-0.35267568,7.689377,2.6791577,-0.21077867,1.700563,8.513279,7.071416,2.300782,-0.22732563,0.30614418,2.435041,2.9138334,1.8838015,0.040784426,8.912307,-0.30145276,0.37141797,0.6643115
t59,-0.42963678,10.782991,5.054796,0.74232143,-0.48353732,-0.09508574,2.591252,4.3570976,8.889718,-0.1427633,2.1025074,0.76972944,0.010486738,10.26428,0.010430743,3.3349674,-0.51071423,7.8395333,1.9480467
t70,-0.42659003,10.929616,5.072512,0.771896,-0.49059045,-0.09922364,2.5844595,4.34602,8.96742,-0.14596802,2.1238346,0.782911,0.017658906,10.352445,0.014774982,3.376194,-0.5108258,8.060356,1.9814848
t91,-0.42170817,10.942327,5.1485357,0.7895774,-0.4970753,-0.098479465,2.6389794,4.397482,9.046241,-0.1479938,2.1698956,0.8039628,0.02400679,10.363778,0.014338568,3.4883137,-0.5125663,8.191037,2.0776622
t115,-0.49590027,11.297884,5.370592,0.680027,-0.48044908,-0.09679445,2.3753545,4.6416497,9.6541605,-0.14635065,1.3574185,0.80960846,0.103937924,10.878408,0.018737828,3.482118,-0.5229561,8.035862,1.8483691
