,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t1,-0.03964117,-0.044694528,-0.983817,7.8648415,6.6270633,1.3313601,-0.011861699,-0.09936285,2.5257673,-0.52880937,4.3236814,-0.16793372,0.07086889,-0.044841547,-1.3972044,2.3470855,5.894256,8.8279,8.935532,15.245504,-0.37948552,-0.07870617,0.55851525,3.338989,-0.45568958
t10,-0.023195025,-0.18788362,-0.43804908,4.7449064,8.99881,-0.001000727,0.6984226,-0.19629367,1.2634574,-0.08649217,0.55992687,-0.16782127,0.062252965,-0.07200604,-1.2074387,6.533964,1.2907392,11.33548,13.463819,15.960683,-0.2019473,-0.029102642,0.1701124,-0.03495077,-0.10743678
t214,-0.024481427,-0.009195244,30.212618,-0.1188209,0.15961368,-1.1531472,7.7933035,-0.46725193,-0.13690364,7.1486697,0.11549713,-0.3457555,12.624889,-0.16034251,11.006101,25.2154,-0.38820273,11.583624,17.118221,-0.2346317,13.393806,3.0235348,8.584329,-0.35508665,16.227417
t215,-0.02422512,-0.009906953,30.199375,-0.11891792,0.17685455,-1.152665,7.807179,-0.46667057,-0.13751157,7.1298213,0.11561286,-0.3446065,12.619491,-0.16028732,10.991106,25.2174,-0.3880315,11.568924,17.100954,-0.23373581,13.374909,3.0067434,8.578523,-0.35436425,16.21633
t99,-0.033429198,-0.1260092,22.367914,-0.08682142,2.3032227,-0.9332429,6.3573375,-0.42614254,-0.107197925,5.94283,0.09212864,-0.34988236,9.656376,-0.15358374,6.817009,22.182062,-0.30329132,11.866643,17.50784,-0.016997125,10.162355,2.136931,6.5062637,-0.31482795,13.228926
t105,-0.030842766,-0.097205184,24.106428,-0.09547798,1.6975157,-0.9938873,6.586441,-0.43192044,-0.115304515,6.245213,0.09740466,-0.35128668,10.349989,-0.1540595,7.789213,22.855656,-0.32373476,11.728975,17.404734,-0.068917565,11.073388,2.353868,6.912334,-0.32249686,13.958897
t111,-0.0280924,-0.061388146,26.347435,-0.106695555,1.0240142,-1.0590839,6.9148016,-0.43959382,-0.1264839,6.6694827,0.104885414,-0.3491949,11.204588,-0.15574771,9.0047655,23.67353,-0.34768838,11.623872,17.234966,-0.1354203,12.14,2.5867887,7.450621,-0.33334553,14.884839
t184,-0.024007266,0.027421042,29.509476,-0.11868715,0.060957283,-1.1882479,7.2472124,-0.46203494,-0.13430972,7.330463,0.11421631,-0.34552097,12.441325,-0.15825894,10.677378,24.97475,-0.38181457,11.618532,17.391813,-0.2167375,13.713152,2.8794885,8.397889,-0.34364226,16.193657
t185,-0.023414632,0.09898331,30.318388,-0.11985703,0.0030330317,-1.2146261,7.4995728,-0.46756607,-0.13395852,7.379123,0.11708939,-0.34320843,12.73571,-0.15928902,11.069662,25.299109,-0.3896685,11.68809,17.49527,-0.23178737,13.831102,3.026013,8.535537,-0.35016903,16.45704
t174,-0.023548342,0.07462276,29.921099,-0.119021,0.020907536,-1.200407,7.39465,-0.4653951,-0.1336666,7.3687043,0.11597228,-0.34422037,12.549486,-0.15890059,10.891066,25.136843,-0.38589856,11.655256,17.445229,-0.22441043,13.768925,2.9630551,8.512698,-0.34673357,16.310247
t160,-0.024857275,-0.008595565,29.06864,-0.11809218,0.18050142,-1.167332,7.273068,-0.45730639,-0.13157308,7.203272,0.11282672,-0.34301648,12.264435,-0.15817417,10.452336,24.790455,-0.37392092,11.595222,17.28012,-0.20556177,13.439157,2.852837,8.26228,-0.34340924,15.973198
t161,-0.023184847,0.05926928,30.324253,-0.1210776,0.055671312,-1.2038972,7.6043153,-0.46675152,-0.1337822,7.3378863,0.11663073,-0.3368203,12.712027,-0.1599529,11.061891,25.344145,-0.38646254,11.693947,17.395435,-0.233699,13.743511,3.0181985,8.605799,-0.35262287,16.381561
t13,-0.051564913,-0.4442425,2.2712111,1.6517009,11.693313,-0.08168705,4.5701885,-0.30981052,0.123643085,0.11651664,0.03338804,-0.20524721,0.35749528,-0.12536816,-0.89354515,13.460609,-0.054559,14.45078,17.229668,15.889991,-0.11952188,0.007671479,0.30258635,-0.20365496,2.8154535
t34,-0.04793497,-0.53792286,15.088933,-0.034135927,13.710908,-0.116803735,10.42365,-0.38781127,-0.11334051,-0.12470071,0.1048731,-0.17700274,4.8038893,-0.17985356,0.85809654,22.482279,-0.2314587,17.058172,17.734558,8.970451,-0.08435177,1.1766206,2.1435652,-0.3664637,7.509682
t62,-0.048215386,-0.53959733,16.207834,-0.042373784,14.141485,-0.10729355,11.075335,-0.39396128,-0.13015763,-0.12726428,0.11103278,-0.17181414,5.170328,-0.18598726,1.2184521,23.403564,-0.24246216,17.462568,17.95164,8.498857,-0.08491472,1.2104803,2.3389962,-0.38244176,7.85044
t137,-0.036930077,-0.5001104,24.533009,-0.08610227,13.291142,-0.21723683,13.75987,-0.4271059,-0.20431897,-0.054102775,0.14944267,-0.16072007,8.376209,-0.20686473,5.319169,27.861683,-0.33960244,17.883474,17.21609,2.7400243,-0.026863847,2.0326896,4.3534627,-0.45351064,10.599929
t141,-0.03669226,-0.49899805,24.813559,-0.08763351,13.2316675,-0.22176042,13.840824,-0.4278694,-0.20626429,-0.05020426,0.1506847,-0.15994948,8.487983,-0.20735651,5.4683876,27.980413,-0.34238192,17.863325,17.164701,2.5280364,-0.024656571,2.0470467,4.4189143,-0.4557164,10.704146
t142,-0.03542813,-0.46899793,27.97573,-0.103997916,12.391089,-0.27914312,14.54761,-0.44187814,-0.21978055,0.05207075,0.16259159,-0.15543534,9.535626,-0.21269657,7.0903373,29.328625,-0.37448856,17.777037,16.828785,0.09937092,0.27679297,2.3482428,5.0978737,-0.47354534,11.823433
