,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t1,10.149905,7.0327168,3.91091,4.7884355,5.4225874,2.492784,2.5767565,5.8395586,4.5565896,5.1343594,5.2592163,7.7159534,5.452071,2.7701762,2.3978155,6.573212,2.5326025,7.9740796,3.347516,4.31984,1.4462858,4.9613338,5.856407,7.7469344,4.091562
t10,10.111507,6.8671136,3.9473288,4.755478,5.4331007,2.4357133,2.623949,5.8232384,4.604247,5.087565,5.2344728,7.6853337,5.3847055,2.7722645,2.4477165,6.6238728,2.5815313,7.9649954,3.3838947,4.3527694,1.4571487,4.931624,5.81439,7.706174,4.067806
t214,8.175429,1.5449024,9.865273,3.161972,5.2813478,0.86376077,3.8575802,6.8761663,5.0197916,7.624349,6.9013886,6.8219614,4.1980247,2.9536166,4.5914764,8.405735,2.7016325,5.6322107,3.5649302,5.8379197,5.7429104,5.249682,4.215215,6.112772,6.188498
t215,8.180878,1.5552601,9.863106,3.1644878,5.2834806,0.85310256,3.8539255,6.8905835,5.0165195,7.63898,6.8990817,6.834632,4.1864734,2.9427464,4.6027665,8.397209,2.6916187,5.6338477,3.5745144,5.8491387,5.7531624,5.253731,4.2034926,6.1027656,6.1800957
t99,8.1672945,1.5894344,9.775757,3.2465403,5.3684244,0.8361288,3.88169,6.9142914,5.031391,7.652799,6.8158774,6.856955,4.189578,2.9259079,4.6148257,8.371969,2.6641707,5.722945,3.5887477,5.8793364,5.784195,5.2791214,4.1950116,6.0907273,6.1392226
t105,8.127474,1.5776552,9.817767,3.2069516,5.3276725,0.8166947,3.923439,6.8719845,5.074576,7.6215377,6.8559356,6.85082,4.160537,2.9260836,4.630316,8.3671055,2.658369,5.682662,3.61455,5.8385825,5.7651014,5.3135242,4.2367067,6.062009,6.184759
t111,8.118174,1.5370687,9.82779,3.20261,5.321543,0.8699707,3.923852,6.842537,5.0895095,7.5944543,6.860854,6.811762,4.206837,2.9601452,4.578949,8.408814,2.6974306,5.6725235,3.5598135,5.807669,5.7246246,5.2988043,4.261713,6.1187534,6.2009897
t184,8.193846,1.5653679,9.913719,3.1168444,5.234421,0.8492068,3.8492956,6.8711205,5.0223045,7.6361856,6.947031,6.8508954,4.1563544,2.9074469,4.5940924,8.367177,2.701111,5.5840364,3.5835254,5.8177133,5.717175,5.261078,4.2143936,6.09903,6.2229667
t185,8.204857,1.5358583,9.8817625,3.144382,5.263709,0.8620825,3.8150096,6.9119554,4.9816074,7.652121,6.919447,6.8209243,4.199204,2.9597883,4.6071997,8.418577,2.6985803,5.611152,3.5622056,5.8648086,5.7654867,5.2219205,4.1768365,6.1104655,6.1681843
t174,8.199306,1.4980727,9.911051,3.1171463,5.233554,0.91176,3.8234982,6.86643,4.996476,7.6002154,6.9467773,6.78589,4.216201,2.9734826,4.5466056,8.43951,2.744395,5.5846524,3.5183165,5.8279653,5.723524,5.2356234,4.2173376,6.162789,6.2083387
