"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125"
"t1",0,3.2006347645303,3.79937526366296,7.30269460930549,4.00900818696771,3.83863422488947,4.47575696345991,4.57434816412262,5.86508595757113,5.96407546231022,5.74183860592594,5.37414787367028,5.41638354956711,5.51652962540035,7.30269460930549,7.14815949356221,7.30269460930549,6.52287477790854,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.23779978887985,6.17090876212564,7.30269460930549,6.12433470007475,6.51133376695806,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,6.1852406401814,6.19188522917894,6.56167898685145,7.30269460930549,6.20363994932811,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.28252678464844,7.30269460930549,7.1726997037422,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549,7.30269460930549
"t2",3.2006347645303,0,1.06033204829804,4.56365139394057,1.97127784588873,1.80090388381048,2.43802662238093,2.53661782304364,5.34708258657126,5.44607209131035,3.70410826484695,4.85614450267041,3.37865320848813,3.47879928432136,5.2649642682265,5.11042915248322,5.26496426822651,4.48514443682955,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,6.71979641787998,5.65290539112577,6.78469123830562,4.08660435899577,4.47360342587908,6.78469123830562,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,6.78469123830562,5.26496426822651,4.14751029910241,4.15415488809996,6.04367561585158,5.26496426822651,4.16590960824913,5.26496426822651,5.26496426822651,5.2649642682265,5.26496426822651,5.26496426822651,5.26496426822651,6.78469123830562,6.78469123830562,6.78469123830562,6.78469123830562,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,6.78469123830562,6.78469123830562,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.2649642682265,5.2649642682265,5.2649642682265,5.26496426822651,5.26496426822651,5.2649642682265,5.2649642682265,5.26496426822651,5.2649642682265,5.2649642682265,5.2649642682265,5.2649642682265,5.26496426822651,5.26496426822651,5.2649642682265,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.24479644356946,5.26496426822651,5.13496936266322,6.78469123830562,6.78469123830562,5.2649642682265,5.26496426822651,5.26496426822651,5.2649642682265,5.2649642682265,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,6.78469123830561,6.78469123830561,5.2649642682265,5.2649642682265,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.2649642682265,5.26496426822651,5.26496426822651,5.2649642682265,5.2649642682265,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,5.26496426822651,6.78469123830561,6.78469123830561,6.78469123830561,6.78469123830561
"t3",3.79937526366296,1.06033204829804,0,4.28572431825499,2.57001834502139,2.39964438294314,3.03676712151358,3.13535832217629,5.94582308570391,6.04481259044301,4.30284876397961,5.45488500180307,3.97739370762079,4.07753978345402,5.86370476735916,5.70916965161588,5.86370476735916,5.08388493596221,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,7.31853691701263,6.25164589025843,7.38343173743827,4.68534485812842,5.07234392501174,7.38343173743827,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,7.38343173743827,5.86370476735916,4.74625079823507,4.75289538723262,6.64241611498424,5.86370476735916,4.76465010738179,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,7.38343173743827,7.38343173743827,7.38343173743827,7.38343173743827,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,7.38343173743827,7.38343173743827,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.84353694270211,5.86370476735916,5.73370986179588,7.38343173743827,7.38343173743827,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,7.38343173743827,7.38343173743827,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,5.86370476735916,7.38343173743827,7.38343173743827,7.38343173743827,7.38343173743827
"t4",7.30269460930549,4.56365139394057,4.28572431825499,0,6.07333769066391,5.90296372858567,6.54008646715611,6.63867766781882,9.44914243134644,9.54813193608553,7.80616810962214,8.95820434744559,7.48071305326331,7.58085912909655,9.36702411300169,9.21248899725841,9.36702411300169,8.58720428160474,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,10.8218562626552,9.75496523590095,10.8867510830808,8.18866420377095,8.57566327065426,10.8867510830808,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,10.8867510830808,9.36702411300169,8.2495701438776,8.25621473287514,10.1457354606268,9.36702411300169,8.26796945302431,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,10.8867510830808,10.8867510830808,10.8867510830808,10.8867510830808,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,10.8867510830808,10.8867510830808,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.34685628834464,9.36702411300169,9.2370292074384,10.8867510830808,10.8867510830808,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,10.8867510830808,10.8867510830808,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,9.36702411300169,10.8867510830808,10.8867510830808,10.8867510830808,10.8867510830808
"t5",4.00900818696771,1.97127784588873,2.57001834502139,6.07333769066391,0,1.57047975607692,2.28068803068973,1.1364353813853,6.15545600900867,6.25444551374776,3.54676967315575,5.66451792510782,3.14822908075456,3.2483751565878,5.1076256765353,4.95309056079202,5.10762567653531,4.25472030909599,5.10762567653531,5.10762567653531,5.10762567653531,5.03454014049294,7.52816984031739,6.46127881356318,7.59306466074303,3.8561802312622,4.24317929814551,7.59306466074303,5.03454014049294,3.86478182656817,5.10762567653531,5.10762567653531,7.59306466074303,5.10762567653531,3.99017170741121,3.99681629640876,6.85204903828899,5.10762567653531,4.00857101655793,5.10762567653531,5.10762567653531,3.86478182656817,5.10762567653531,5.10762567653531,5.10762567653531,7.59306466074303,7.59306466074303,7.59306466074303,7.59306466074303,3.86478182656817,5.10762567653531,5.10762567653531,5.10762567653531,7.59306466074303,7.59306466074303,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.89630515044681,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.89630515044681,5.89630515044681,3.86478182656817,3.86478182656817,5.10762567653531,5.10762567653531,3.86478182656817,5.10762567653531,5.10762567653531,3.86478182656817,3.86478182656817,5.10762567653531,5.10762567653531,5.08745785187825,5.10762567653531,4.97763077097202,7.59306466074303,7.59306466074303,3.86478182656817,5.03454014049294,5.03454014049294,5.89630515044681,5.89630515044681,3.86478182656817,3.86478182656817,5.10762567653531,5.10762567653531,7.59306466074303,7.59306466074303,5.89630515044681,5.89630515044681,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.10762567653531,5.03454014049294,5.03454014049294,5.03454014049294,7.59306466074303,7.59306466074303,7.59306466074303,7.59306466074303
"t6",3.83863422488947,1.80090388381048,2.39964438294314,5.90296372858567,1.57047975607692,0,2.11031406861148,2.13581973323182,5.98508204693042,6.08407155166951,3.3763957110775,5.49414396302957,1.7844015276918,1.88454760352504,4.93725171445706,4.78271659871377,4.93725171445706,2.89089275603323,4.93725171445706,4.93725171445706,4.93725171445706,3.67071258743018,7.35779587823914,6.29090485148493,7.42269069866478,2.49235267819944,2.87935174508275,7.42269069866478,3.67071258743018,4.86416617841469,4.93725171445706,4.93725171445706,7.42269069866478,4.93725171445706,3.81979774533296,3.82644233433051,6.68167507621074,4.93725171445706,3.83819705447968,4.93725171445706,4.93725171445706,4.86416617841469,4.93725171445706,4.93725171445706,4.93725171445706,7.42269069866478,7.42269069866478,7.42269069866478,7.42269069866478,4.86416617841469,4.93725171445706,4.93725171445706,4.93725171445706,7.42269069866478,7.42269069866478,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,5.72593118836856,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,5.72593118836856,5.72593118836856,4.86416617841469,4.86416617841469,4.93725171445706,4.93725171445706,4.86416617841469,4.93725171445706,4.93725171445706,4.86416617841469,4.86416617841469,4.93725171445706,4.93725171445706,4.91708388980001,4.93725171445706,4.80725680889377,7.42269069866478,7.42269069866478,4.86416617841469,3.67071258743018,3.67071258743018,5.72593118836856,5.72593118836856,4.86416617841469,4.86416617841469,4.93725171445706,4.93725171445706,7.42269069866478,7.42269069866478,5.72593118836856,5.72593118836856,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,4.93725171445706,3.67071258743018,3.67071258743018,3.67071258743018,7.42269069866478,7.42269069866478,7.42269069866478,7.42269069866478
"t7",4.47575696345991,2.43802662238093,3.03676712151358,6.54008646715611,2.28068803068973,2.11031406861148,0,2.84602800784463,6.62220478550087,6.72119429023996,2.71253958550358,6.13126670160002,3.68806339328913,3.78820946912236,4.27339558888313,4.11886047313985,4.27339558888313,4.79455462163055,4.27339558888313,4.27339558888313,4.27339558888313,5.5743744530275,7.99491861680959,6.92802759005538,8.05981343723523,4.39601454379677,4.78301361068008,8.05981343723522,5.5743744530275,5.5743744530275,4.27339558888313,4.27339558888313,8.05981343723523,4.27339558888313,3.15594161975904,3.16258620875658,7.31879781478119,4.27339558888313,3.17434092890575,4.27339558888313,4.27339558888313,5.5743744530275,4.27339558888313,4.27339558888313,4.27339558888313,8.05981343723522,8.05981343723522,8.05981343723523,8.05981343723523,5.5743744530275,4.27339558888313,4.27339558888313,4.27339558888313,8.05981343723523,8.05981343723523,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,6.36305392693901,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,6.36305392693901,6.36305392693901,5.5743744530275,5.5743744530275,4.27339558888313,4.27339558888313,5.5743744530275,4.27339558888313,4.27339558888313,5.5743744530275,5.5743744530275,4.27339558888313,4.27339558888313,4.25322776422608,4.27339558888313,4.14340068331984,8.05981343723523,8.05981343723523,5.5743744530275,5.5743744530275,5.5743744530275,6.36305392693901,6.36305392693901,5.5743744530275,5.5743744530275,4.27339558888313,4.27339558888313,8.05981343723523,8.05981343723523,6.36305392693901,6.36305392693901,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,4.27339558888313,5.5743744530275,5.5743744530275,5.5743744530275,8.05981343723523,8.05981343723523,8.05981343723523,8.05981343723523
"t8",4.57434816412262,2.53661782304364,3.13535832217629,6.63867766781882,1.1364353813853,2.13581973323182,2.84602800784463,0,6.72079598616358,6.81978549090267,4.11210965031066,6.22985790226273,3.71356905790947,3.81371513374271,5.67296565369021,5.51843053794693,5.67296565369021,4.82006028625089,5.67296565369021,5.67296565369021,5.67296565369021,5.59988011764785,8.0935098174723,7.02661879071809,8.15840463789793,4.42152020841711,4.80851927530042,8.15840463789793,5.59988011764785,4.1160455571203,5.67296565369021,5.67296565369021,8.15840463789793,5.67296565369021,4.55551168456612,4.56215627356366,7.4173890154439,5.67296565369021,4.57391099371284,5.67296565369021,5.67296565369021,4.1160455571203,5.67296565369021,5.67296565369021,5.67296565369021,8.15840463789793,8.15840463789793,8.15840463789793,8.15840463789793,4.1160455571203,5.67296565369021,5.67296565369021,5.67296565369021,8.15840463789793,8.15840463789793,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,6.46164512760172,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,6.46164512760172,6.46164512760172,4.1160455571203,4.1160455571203,5.67296565369021,5.67296565369021,4.1160455571203,5.67296565369021,5.67296565369021,4.1160455571203,4.1160455571203,5.67296565369021,5.67296565369021,5.65279782903316,5.67296565369021,5.54297074812693,8.15840463789793,8.15840463789793,4.1160455571203,5.59988011764785,5.59988011764785,6.46164512760172,6.46164512760172,4.1160455571203,4.1160455571203,5.67296565369021,5.67296565369021,8.15840463789793,8.15840463789793,6.46164512760172,6.46164512760172,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.67296565369021,5.59988011764785,5.59988011764785,5.59988011764785,8.15840463789794,8.15840463789794,8.15840463789794,8.15840463789794
"t9",5.86508595757113,5.34708258657126,5.94582308570391,9.44914243134644,6.15545600900867,5.98508204693042,6.62220478550087,6.72079598616358,0,4.68248537372643,7.88828642796689,4.09255778508649,7.56283137160807,7.6629774474413,9.44914243134644,9.29460731560316,9.44914243134644,8.66932259994949,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,5.95620970029606,4.88931867354185,6.0211045207217,8.27078252211571,8.65778158899902,5.12293127975375,9.44914243134644,9.44914243134644,9.44914243134645,9.44914243134644,8.23258022985426,9.44914243134644,8.33168846222235,8.3383330512199,5.28008889826766,9.44914243134644,8.35008777136907,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,5.12293127975375,5.12293127975375,8.23258022985426,8.23258022985426,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,6.0211045207217,6.0211045207217,9.44914243134644,9.44914243134645,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134645,9.44914243134645,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.42897460668939,9.44914243134644,9.31914752578316,6.0211045207217,6.0211045207217,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,6.0211045207217,6.0211045207217,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,9.44914243134644,6.0211045207217,6.0211045207217,6.0211045207217,6.0211045207217
"t10",5.96407546231022,5.44607209131035,6.04481259044301,9.54813193608553,6.25444551374776,6.08407155166951,6.72119429023996,6.81978549090267,4.68248537372643,0,7.98727593270598,1.9064417749664,7.66182087634716,7.76196695218039,9.54813193608553,9.39359682034225,9.54813193608554,8.76831210468858,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,5.45082591895946,4.38393489220526,5.5157207393851,8.3697720268548,8.75677109373811,6.12009402546079,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,8.33156973459335,9.54813193608554,8.43067796696144,8.43732255595899,4.77470511693107,9.54813193608554,8.44907727610816,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,6.12009402546079,6.12009402546079,8.33156973459335,8.33156973459335,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,5.5157207393851,5.5157207393851,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608553,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.52796411142848,9.54813193608554,9.41813703052225,5.5157207393851,5.5157207393851,9.54813193608553,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,3.83498851060161,3.83498851060161,9.54813193608553,9.54813193608553,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608553,9.54813193608554,9.54813193608554,9.54813193608553,9.54813193608553,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,9.54813193608554,5.5157207393851,5.5157207393851,5.5157207393851,5.5157207393851
