"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125"
"t1",0.0701370978775262,0.0120419854784106,0.00210539998258352,0.0192162105844439,0.00636304812437834,7.02591769653067e-05,-2.18571764481967e-05,0.0792306737173313,0.0175921633238772,-0.0135843102425399,0.00906743421542317,0.0182319361657973,0.00844066669267717,-0.0296224607105592,0.0124282975873393,-0.15655051548712,0.0219886550112409,0.00017849173898574,-0.0116578548301407,-0.00284694468670819,-0.0089077337823238,0.0793072148892408,-0.0512530755522975,-0.22683455296995,0.0367070723610743,0.613672897922773,-0.230229465973158,-0.0335735631255055,-0.0214889533121969,0.0095435144882689,0.451127018418626,0.0204079741500444,-0.0186665781700845,0.0175198067151225,-0.00167946186814922,0.0106608773894298,0.44494939752193,0.012218108046672,-0.00478046431534002,0.00169401564485981,-0.000214861568474951,-3.17563218510269e-16,-0.10393555080459,0.000810210995956632,-0.00320587986163421,-0.08168627008159,0.000353730890520384,-0.000555274079799666,0.192649962878162,0.0170675441587796,0.00563185001884801,-0.00362656681386094,0.000111130316010079,0.00631465553795504,0.000333733845027676,0.000234621836091632,-4.99071123609153e-05,-1.61704310033341e-06,0.0020482120270838,-0.00013019174492544,0.000357932504790299,-8.14920654475846e-05,-0.00818004203841539,-8.84742795414771e-06,3.68804998621072e-07,9.00120677866611e-17,2.53935039477263e-16,0.00935449956949194,-1.27563950012904e-05,1.62786428369121e-16,-0.000460225716946499,5.50652776071028e-06,-3.35961596137533e-17,3.60578366911777e-16,-2.0321010929476e-06,3.51151312933105e-07,0.00072271867203983,-2.68757855510037e-16,2.43029241704757e-15,-0.026489588227443,-4.85476774512903e-16,-2.02845860844006e-15,-6.6808815310278e-07,-0.000126915347503942,0.00417996690897095,6.92520502018087e-08,-0.00273151464474603,0.00602398691059071,-0.035512745161294,5.01185657659352e-16,-2.3949909080789e-16,5.93668799303131e-07,-3.35110351357421e-16,7.26879471824534e-17,-1.77137319563854e-16,-1.49856880287479e-16,-3.73091996006171e-06,1.53809779814252e-07,-4.15925856736453e-16,-2.76821812339484e-07,1.23941298736636e-16,1.99925809985356e-16,-1.57340832126696e-16,2.8399056157458e-06,-1.36890534825599e-08,2.82993733571205e-16,-6.4618025587813e-16,2.53915847780865e-17,-6.02813548638623e-07,-2.39493906942257e-16,-1.51287354010095e-06,-2.7908621614612e-16,5.85807200094892e-16,-4.45005223240855e-16,3.81606054877358e-16,-1.00688683716639e-06,-1.011034270456e-15,-1.19136769667939e-16,5.08706267798694e-16,-2.72320702451061e-07,2.1083868255278e-17,3.49466676790281e-05,-6.46754655070524e-06,-4.035581847805e-15,-0.0894427190999914
"t7",-0.0235829262866248,0.0138629898505734,0.00874357970532717,0.00219339062716864,0.0111946977983931,-0.000814348965693982,-0.000211771333646346,0.00775574922583647,0.00229785889873089,-0.00359574943825228,0.0160777597235118,0.0518922484230429,0.00105539092361323,-0.0193034475868449,0.00641557777734482,-0.052283799998951,-0.0017461028031584,0.0209404716241199,-0.0380846273903614,-0.00593100726607855,-0.00861051076725755,0.011168328809963,-0.0091398630080712,-0.0832729637450991,0.0116567256146599,0.0881484180718982,0.0542044794863342,0.0184946182043852,0.0294659967048856,0.00526184776075003,0.0347897693923944,-0.00642823506003796,0.00734274302883735,-0.00968090239676976,0.000933909480055614,0.00319191451109303,-0.187705802927142,-0.014875882775507,0.000227730595420656,0.00619281272467009,0.0151535370546034,3.34505302133412e-15,0.0712730797485147,-0.000600439634375522,0.000246118103026812,0.0590787154844465,0.00365337252549638,0.00697146767333444,-0.0206338440941429,0.00672052454090726,0.00195768922492408,-0.0556662999829415,0.00181466618209604,0.41172177890628,0.0393011757066884,0.00456881883683042,-0.00560835691970505,0.00250405252881768,-0.847722207970138,-0.0100558770031735,0.00237906436593939,0.0113408716710302,-0.00137013328782374,0.00119185778384326,-5.01834378370158e-05,-2.13944917760542e-15,5.91504476777257e-18,0.00165637818535706,0.00259521608625411,-2.09932374928854e-15,-8.4092289836498e-05,-0.00108071811136955,6.45591474936778e-16,-1.63532043661052e-16,0.00100585188661778,7.17795931757076e-05,0.00201791728688659,-1.42126634827377e-15,1.62181777292438e-14,-0.152891321082807,-7.48865158910138e-15,-7.0407744130119e-15,4.29261787345661e-05,0.0171646208535226,0.0174948864653555,0.0001053142591257,-0.00865606880278744,0.0132241262888386,-0.00811809339657571,-1.74799843616671e-15,2.15904377050692e-16,-0.000111762064860801,-3.52751270265611e-16,-1.2512359584701e-15,2.63206145852427e-17,-3.16635563241661e-15,-0.000275070687589068,1.07216994917281e-05,2.9453640069663e-15,-1.5197029366655e-06,3.52759691664364e-16,6.10913701165279e-16,-1.16386796649995e-15,0.000172833817891826,-8.08747000460266e-07,-5.09000872080352e-16,-5.38530631630875e-16,-6.39362113989839e-16,-3.27325092380328e-05,-1.29018021526827e-15,-8.16507350134548e-05,8.50280446470961e-16,5.52340294348232e-16,-2.38121933256373e-16,2.05145045671751e-16,-4.40697906158902e-05,-9.5753893130024e-16,-3.85384757720208e-16,-3.86393372433039e-16,-1.16952869293282e-06,-5.7260108367856e-16,3.35549731842611e-06,-6.27827336164983e-07,-5.35638346855399e-15,-0.0894427190999949
"t15",-0.0637112560750926,-0.0341719942878179,-0.0390966870769688,0.00427711619825596,-0.000729688423474579,-0.0341140424773061,4.05080110583333e-06,0.00168880410048077,0.000956662291472207,-0.00647695640087404,0.051829627944347,0.227446444087782,-0.00255598675337115,0.0218801168942286,-0.00557732487758819,0.0208096523786584,0.000400487779382304,0.0145763647565695,-0.0933994130691256,-0.177153490225043,0.186183973305381,0.00242759316353619,0.000530331578866093,0.00412524611492604,-0.000320958119372259,0.0154193646793008,0.0890021937290561,-0.0763369131837685,0.00181062887858111,0.833625203099077,-0.050477892782234,0.29869149242787,-0.0175145114892714,0.217682788354775,0.000744194850639023,0.000137003277688294,0.0202904540543599,0.00158623445964941,-2.42583802142791e-05,-0.018155190936168,-0.00310985884433711,5.92464273945972e-16,-0.0057395455577081,4.74785865493057e-05,-1.84426370516996e-05,-0.00438828410185096,-0.000593154776067171,-0.00272408651194125,0.00189119321877137,-0.00718645791231787,-0.000123024359787497,0.00622228600979518,-0.00123221044894562,-0.0444064241844275,-0.00809635761494077,0.000800671740006912,-0.00013838368299184,-5.31481239385467e-05,0.00405883551115293,0.000104430377944156,-2.47251895046899e-05,3.40046250125811e-05,1.38645093341805e-05,1.26714594326484e-05,-5.87338675468731e-06,1.00224410712795e-15,-2.07084253810484e-16,-1.12263768227176e-05,5.87108498969681e-05,2.49396350295728e-16,4.7637454608143e-07,-0.000616764767411977,-3.47602115175921e-18,-1.04017881976172e-16,4.28252704395439e-05,4.16812722453807e-06,6.37534821799798e-06,-1.51969663188769e-15,-7.99399011858147e-16,-0.00141146282811119,4.45004841007087e-16,-5.84644316087977e-16,3.77247935805874e-05,0.0479228308356748,-0.000638879884718259,1.97824504027543e-05,-1.82410767496147e-05,7.02118536907725e-05,-6.22836038469332e-05,6.04529946346969e-17,1.39645741079031e-16,-1.24000736786962e-06,-3.29305745754254e-17,5.56177827277426e-17,-4.61653196397808e-16,-1.35546620691558e-16,-2.78622495301932e-05,4.0767396832704e-06,-6.25519772234926e-16,-3.26747847059213e-08,2.17373728000299e-16,-8.76828496418486e-17,-3.64889560321902e-16,6.80503006601446e-05,-8.83100287114631e-08,3.78920262049064e-17,-1.57063878037248e-16,-4.7522816164488e-17,-3.43977724235682e-05,-4.43419842915698e-17,-3.32274850219011e-05,5.20845376756161e-16,6.32287948735815e-16,-9.32685760023245e-16,5.5626033917807e-16,-5.41092522312561e-06,-1.17503291756504e-15,-2.41837140972042e-16,5.25506424649136e-16,-3.40062695180931e-08,3.3291643380312e-17,9.9654124063406e-08,-1.90716478210727e-08,-3.98214155876109e-15,-0.0894427190999884
"t38",-0.0645682352520004,-0.0350626193029544,-0.0406201945159161,0.00444766971521521,-0.000764638475112958,-0.0358595940864922,4.29486132355145e-06,0.00183189471183481,0.00105986169954386,-0.00752685904860036,0.0607876516631378,0.267614897989295,-0.00308938967242912,0.0282671649783864,-0.00724908036523931,0.0272592252788659,0.000557716451511823,0.0221772178082574,-0.168591247479621,-0.368153862302048,0.533874492619068,0.00736754004937229,0.00208774217653507,0.0264921127306929,-0.0040139429428685,-0.0460880052242817,-0.113865411660988,0.0610725856239407,-0.00102925986642431,-0.328320075534853,0.0162528395273534,-0.0395252286109943,0.00106481943392643,0.0453137582625328,0.000171936423941496,3.25487809879858e-05,0.00736275086472862,0.000724848183634187,-1.11293455562598e-05,-0.0100281613910711,-0.00175212523758397,-1.00493399257541e-15,-0.00336050524376146,3.05576992624081e-05,-1.2666659688133e-05,-0.00304342686532344,-0.000452066281990532,-0.0021324237118574,0.00149922403646176,-0.00570447657678039,-0.000101885292687558,0.0053814089302999,-0.0010709622672027,-0.042826708725608,-0.00806752195246068,0.000804589115825925,-0.000142895172729854,-5.6777533550207e-05,0.00443162527666234,0.00012882495026843,-3.06566482367785e-05,4.22816381494486e-05,1.74988561529461e-05,1.68488691179514e-05,-8.01457154104347e-06,2.35584177328738e-15,-8.31386877161792e-16,-1.67385974421449e-05,8.7688941746415e-05,3.8769830202366e-16,7.46251537283386e-07,-0.00100852021004507,-1.82792768543393e-16,1.52072473035071e-15,8.28331471159502e-05,1.08229778233184e-05,1.72090379659176e-05,-1.04807951688569e-14,-1.64063416781923e-14,-0.00654675521914531,4.15951712866331e-15,-1.33604683467048e-14,0.000329513261062274,0.568875927875423,-0.00928318663085212,-0.00118010619791478,0.000746452431074563,-0.000767978016008862,0.000341780097263714,8.61852066922673e-16,-7.32584189256971e-16,2.99788107996124e-06,1.27050458178723e-15,-3.6479945304382e-16,-1.86275989448428e-16,-2.67491829747264e-15,1.05695301883237e-05,-1.34317893758248e-06,6.31081261569689e-17,9.95011893020102e-09,7.84243765208786e-17,-1.18412913424414e-15,-2.05390080485322e-15,-1.45360431402885e-05,1.67146614435194e-08,2.66694600985419e-16,-2.8662091030777e-16,-1.55245235005138e-16,4.20057025711109e-06,-2.44208490392675e-16,3.90091229670201e-06,4.04400871743281e-15,7.86932235088603e-16,1.00964662830615e-15,2.25549846091518e-16,-1.91179360298157e-07,-1.23131991764949e-15,-7.01538044354257e-16,6.2446268069529e-16,-2.42954417624482e-09,-4.71938143050817e-16,9.14409575156897e-09,-2.15064911900106e-09,-2.65922247769966e-15,-0.0894427190999925
"t39",-0.0637484704510901,-0.0342211174531365,-0.0391985099973599,0.00428865314437075,-0.00073230009112583,-0.0342494583660764,4.07164112752815e-06,0.00170392434450743,0.000969442041061288,-0.00664786724374138,0.0533519271329667,0.234371700098804,-0.00265869829866823,0.0234028863502957,-0.00598239367745249,0.0224043634152951,0.000445082400852168,0.0170781162084569,-0.123309592486875,-0.261200340149527,0.361955248865953,0.00496661679314121,0.00137876823453169,0.0170979598245097,-0.00255120842554783,-0.0276130703895592,-0.0657351459297492,0.0344007092111164,-0.00056943299378989,-0.178395521135014,0.00875205801956055,-0.0206544803428812,0.00054841250312543,0.0215002894510405,8.07688709994323e-05,1.52446432546079e-05,0.00321476115543067,0.000293427694599053,-4.49750034347751e-06,-0.0036392368592179,-0.000626019372333792,-3.7170780765746e-16,-0.00116125241297815,9.50962213624252e-06,-3.57456032172945e-06,-0.000844308021329387,-0.000101491696190742,-0.000441781253700848,0.000297786023174112,-0.00112790705997857,-1.70270890749664e-05,0.000715810415674461,-0.000138105698710826,-0.00152323754639283,-2.87357289814683e-05,-3.93586325726439e-06,4.64930712346161e-06,3.85300487010405e-06,-0.00040290831574858,-2.87037064248477e-05,7.00040742595707e-06,-9.78498321181057e-06,-4.33370455174597e-06,-5.12142844893458e-06,2.6581716351923e-06,-3.9148572047185e-15,1.39110849621737e-15,7.10448498926464e-06,-3.7373115037672e-05,-8.43351037414033e-16,-3.54064853669595e-07,0.000521143710876991,3.00978020418678e-16,-1.52889326292433e-15,-5.55824665241223e-05,-9.70487331029012e-06,-1.58728671304065e-05,1.57012227645445e-14,2.34202060088654e-14,0.00784974437167355,-5.69111611729189e-15,1.79993512733409e-14,-0.000455997404392064,-0.818972296005593,0.013629101959876,0.00192035663337126,-0.00122538134686267,0.00135710778104827,-0.000662462766824503,3.13806570216711e-16,1.1850922082509e-15,-7.13018011254164e-06,-1.9916901488765e-15,8.33679816164834e-16,-4.3468705843496e-16,3.49336574795393e-15,-7.08524579882809e-05,1.00550043788424e-05,-5.07693084706656e-16,-7.93423095055997e-08,3.46063500232349e-16,2.20003325859193e-15,2.73763121277328e-15,0.000155816760739833,-1.98948227901273e-07,7.33458298867767e-16,-8.04406406715265e-16,1.97264878208745e-16,-7.40071327580963e-05,-1.93869356027104e-16,-7.12536882745419e-05,-6.36354879173152e-15,3.78058809794934e-17,-2.11772900492663e-15,6.87850927355145e-16,-1.03749414823257e-05,-5.10213657387956e-16,8.37234313359368e-16,3.25970845618609e-16,-6.34079322267114e-08,7.2855405909922e-16,1.82871897698e-07,-3.44181159861203e-08,-5.32222075885611e-15,-0.0894427190999952
"t19",-0.0644762106504152,-0.0349957739043037,-0.0405589107605988,0.00444123916376267,-0.000764113821804179,-0.0358499320396878,4.30010466085438e-06,0.00184619637933736,0.00107872488671499,-0.00796742614748962,0.0650477076122871,0.287540654385412,-0.00345820006051571,0.0376805160771639,-0.00989141599301967,0.0384338719783994,0.00119178444870591,-0.175822664627971,0.0563609269126926,0.0359027903733783,0.00219146737077414,5.49327096538897e-05,1.84368924890554e-05,-0.000149861398902167,9.24976635889557e-05,0.00643101860715474,0.0284184754711712,-0.0203571779449029,0.000403153992039892,0.140899077696034,-0.00692651514072981,-0.00210012261357894,0.00192075479234877,-0.91247213517999,-0.008756614324269,-0.00306451612111653,0.0398206682975197,0.00210329777842305,-3.20047221597582e-05,-0.019792134847678,-0.00333626132478089,-3.92463197780177e-15,-0.00598052542419482,4.6533384897084e-05,-1.74672308397286e-05,-0.00413701376002187,-0.000538044692964947,-0.00244881611708478,0.00169333404127357,-0.00643199765621518,-0.000108781243724483,0.00544365592451558,-0.00107682301944836,-0.0380700115407252,-0.00690904116689067,0.000682497326981296,-0.000117564612818337,-4.49827954520369e-05,0.00342771680885906,8.73110675564671e-05,-2.06646004090115e-05,2.84144937516394e-05,1.15734495790002e-05,1.05420533654212e-05,-4.8786761940977e-06,-3.23439618879274e-16,4.70008915238293e-16,-9.27756877544918e-06,4.85144532071217e-05,1.22875787778696e-16,3.92601796630787e-07,-0.000507104007616271,-8.37192638524726e-17,6.83634592460569e-17,3.48783372551763e-05,3.32911558252322e-06,5.07689726699564e-06,-4.93815352713127e-16,-1.08387631965277e-15,-0.00106160361622287,1.29239653342683e-16,-6.88124710394404e-16,2.48724820463877e-05,0.0281925824795221,-0.000337364514292549,4.36837302545627e-05,-3.25412786721818e-05,7.75796982157978e-05,-6.11354257463116e-05,-8.43714196525251e-16,-3.44120023778124e-16,-1.13120015882689e-06,1.09204767128067e-16,-1.21859410344297e-16,1.11177404644357e-16,-2.46270991835048e-16,-2.41710412235991e-05,3.53259332574079e-06,-5.54388014860167e-16,-2.82974202889283e-08,2.43473183221235e-16,2.64221603159245e-16,-5.95823785661039e-16,5.88146732208505e-05,-7.62845749270366e-08,7.6093708000956e-16,-6.89260830635906e-16,2.52792591060124e-17,-2.96716884594947e-05,-1.78528037868161e-16,-2.86594127400492e-05,-6.65424270657414e-16,3.48649436231246e-16,3.77767382374998e-16,2.97741097095675e-16,-4.65349670864039e-06,-7.64688174284104e-16,-4.49055901147728e-17,5.32106121917874e-16,-2.92284895366653e-08,-1.06786054519371e-16,8.56257933175939e-08,-1.63818139172042e-08,-4.16486066850224e-15,-0.0894427190999918
"t103",-0.0657975552866381,-0.036403506518679,-0.043030419965372,0.00471843298148081,-0.000821862987407762,-0.0387538844666952,4.71398425769565e-06,0.00210219592878082,0.00127349709427549,-0.0102435477081522,0.0850617264480601,0.378260624410696,-0.00478643677514487,0.0595260684089508,-0.0158219366895028,0.0624824725896197,0.00221020303865599,-0.400778508037796,0.205609235850096,0.218767686254976,-0.10226433421321,-0.00117418427929631,-0.000129496482073014,0.000580913557400811,-0.000271577260238973,-0.00906341112900053,-0.0286250765171432,0.0168434516246969,-0.000291462351403853,-0.0894535799247805,0.00412831341452409,0.00101945631299309,-0.000846079555120633,0.232596420483619,0.00208358641398776,0.000714224855777875,-0.00546301084480068,-0.000132885603351322,1.97598816354579e-06,-0.000232546603675753,-6.77545985445043e-05,3.28531512457204e-16,-0.000222974340505124,3.75995307772181e-06,-1.95113706145542e-06,-0.000481433379622016,-8.69018574794315e-05,-0.000426364580247746,0.000304780614311822,-0.00116160467684705,-2.17529434971835e-05,0.00119221676288179,-0.000238107890854829,-0.00998698255597193,-0.0018919910664109,0.000188849657341049,-3.35749181537618e-05,-1.3314179566199e-05,0.00103604952646411,2.89865117880323e-05,-6.8823650553312e-06,9.48003970364594e-06,3.89617056402962e-06,3.65103236906501e-06,-1.71094937690091e-06,6.38144469276859e-16,-3.93369453274927e-16,-3.37458589968565e-06,1.76574516678567e-05,6.38336226875517e-16,1.45222120534964e-07,-0.000190013523951511,-1.01774759663225e-16,-5.75785310144709e-16,1.3591793068736e-05,1.35274383333233e-06,2.07103722139605e-06,-1.64314614518564e-17,2.380568927353e-15,-0.000448395459651463,-5.12106362926767e-16,3.8975795419135e-16,1.06918654615183e-05,0.0121755811539806,-0.000146030379558892,1.91292743708668e-05,-1.42636411119303e-05,3.42745625969965e-05,-2.72663008992027e-05,-5.2986363109281e-16,-1.73667997816701e-17,-5.14290847166416e-07,-2.1667092372441e-15,1.0093713750167e-17,6.56255400644984e-16,-7.68784781427395e-16,-1.17174162929052e-05,1.71971238688713e-06,5.08742314485316e-15,-1.3806297255862e-08,-1.2556431320915e-15,7.67992224255511e-15,-2.13866674144574e-15,2.8953222093711e-05,-3.76523234091327e-08,7.4689384494595e-16,-4.01378932218472e-15,-4.78253095889763e-15,-1.47611894410663e-05,-2.29769761536248e-15,-1.42660234372393e-05,0.707106781186548,2.54378876297719e-16,-1.43233939384006e-15,-3.82039389275584e-17,-2.36873567129064e-06,8.8173785373413e-16,-5.23952784857758e-15,1.51053581037035e-15,-1.4973117517854e-08,-1.71719554739373e-15,4.40316560457506e-08,-8.45888604557084e-09,-3.46171804544583e-15,-0.0894427190999909
"t104",-0.0657975552866381,-0.036403506518679,-0.0430304199653719,0.0047184329814807,-0.000821862987407343,-0.0387538844666952,4.71398425772347e-06,0.00210219592878081,0.00127349709427606,-0.0102435477081515,0.0850617264480599,0.378260624410696,-0.00478643677514543,0.0595260684089509,-0.0158219366895029,0.062482472589621,0.00221020303865624,-0.400778508037795,0.205609235850096,0.218767686254976,-0.10226433421321,-0.00117418427929774,-0.000129496482073474,0.000580913557399847,-0.000271577260238689,-0.00906341112899943,-0.0286250765171434,0.0168434516246967,-0.00029146235140374,-0.0894535799247801,0.00412831341452427,0.00101945631299309,-0.000846079555120896,0.23259642048362,0.00208358641398744,0.000714224855777641,-0.00546301084480146,-0.000132885603352645,1.97598816464657e-06,-0.000232546603674053,-6.77545985445325e-05,7.75565165332486e-16,-0.000222974340504079,3.75995307724779e-06,-1.95113706163152e-06,-0.000481433379621584,-8.69018574798959e-05,-0.000426364580248072,0.0003047806143095,-0.00116160467684436,-2.17529434973617e-05,0.0011922167628807,-0.000238107890850009,-0.00998698255596941,-0.00189199106641046,0.000188849657340875,-3.35749181541369e-05,-1.33141795667695e-05,0.00103604952646449,2.89865117880884e-05,-6.88236505547773e-06,9.48003970530856e-06,3.89617056068632e-06,3.65103236865522e-06,-1.71094937719326e-06,-3.34223617188775e-16,-2.06704259409563e-16,-3.37458590047635e-06,1.76574516671911e-05,-7.10582208491847e-16,1.45222121461977e-07,-0.000190013523948476,2.07644809849893e-16,1.00556233001583e-15,1.35917930682644e-05,1.35274383228333e-06,2.07103722039994e-06,-3.12049485818116e-16,-2.73928298978043e-15,-0.000448395459651186,4.15313888297956e-16,-1.03557808590244e-15,1.0691865462153e-05,0.0121755811539912,-0.000146030379557355,1.91292743735156e-05,-1.42636411092965e-05,3.42745625934754e-05,-2.72663008932291e-05,1.14046496651414e-15,2.06703195427373e-16,-5.14290846524044e-07,1.86258689931558e-15,3.23514740587876e-16,-1.26251465554796e-15,2.63257788051706e-16,-1.17174162999602e-05,1.71971239392584e-06,-5.74765156456062e-15,-1.38063051907243e-08,1.66010673704039e-15,-7.13835479184832e-15,1.93582507083377e-15,2.89532221141377e-05,-3.76523181220346e-08,4.3016291809698e-16,2.99106774112425e-15,4.69535946125455e-15,-1.47611895024652e-05,2.02570538611206e-15,-1.42660234280055e-05,-0.707106781186547,9.96094477656734e-16,1.45191257495876e-16,9.34867427663667e-16,-2.36873565995847e-06,-2.97690073160553e-15,4.87478504348022e-15,-5.26830092980214e-16,-1.49731139216108e-08,2.0643369581722e-15,4.40316544179173e-08,-8.45887723832793e-09,-4.57106281461624e-15,-0.0894427190999908
"t34",-0.0767453776651452,-0.052745095598405,-0.0900518634224349,0.0102333772678119,-0.00272723004936566,-0.168681933717066,0.000537425202608817,-0.00265810041266996,-0.000655396803119504,0.00128743814793082,-0.00827116233620552,-0.0335834867229818,0.000185682910856234,0.000237722424059583,-7.88673506614389e-05,0.000363511932550028,-2.96302888733982e-06,0.0254582458500639,0.00918747634887263,0.000514393466679975,-0.00132543636716347,-3.3818454951917e-05,-2.9675820986885e-05,-0.000741964353991934,0.000155107201583951,0.00405191800984722,0.0138150764714299,-0.00837875702987018,0.000138870103139743,0.0306791769137843,-0.000527958620587997,-0.0933761243840996,-0.011981673251917,-0.000441042120440229,2.22806426582748e-05,1.36413068389918e-05,-0.0055481245655705,-0.0011181555965543,1.74987666945734e-05,0.655504118234079,-0.0289582136369996,2.83329263133072e-14,-0.0154320890066828,4.2377807499014e-05,-8.81368557604775e-06,-0.0018464825125261,0.000427876408224775,0.00891207980916303,-0.0543367770747834,0.661231363145405,-0.000228741114863511,0.00287884497079941,0.247126747105438,-0.0374228768027332,-0.0063429798292449,0.000617215189275788,-0.000101851576814993,-3.7284957857178e-05,0.00277339790781743,6.42303926693511e-05,-1.51577147882753e-05,2.08092512165494e-05,8.40764037456901e-06,7.47497392937498e-06,-3.42503106729347e-06,-9.44861085685793e-16,3.40663559742117e-16,-6.37298370013213e-06,3.33212942136543e-05,-6.64552168793908e-18,2.72505813314244e-07,-0.0310675763580468,6.07921830707725e-16,2.72785262129964e-16,2.16636898715044e-05,1.97692347265305e-06,2.99591167139402e-06,-2.11433714582215e-16,-2.29625530514182e-15,-0.000562697963287378,-1.08462502521935e-15,-4.23446598132283e-16,9.96466300520695e-06,0.00783656933436905,-5.02126330939599e-05,0.00410789679672056,-3.28493752931473e-05,6.16636747701191e-05,-4.38620646012397e-05,4.74173423446205e-16,-2.21259578078375e-16,-7.47409750202975e-07,-3.53069933192939e-16,-3.12115527074833e-16,1.93001957820283e-16,1.33117328675608e-17,-1.46210360736882e-05,2.12966980114457e-06,-7.01943457874599e-16,-1.70298755307539e-08,2.22906293837935e-16,9.52431099900721e-16,2.0833107895744e-16,3.5162076176023e-05,-4.55221747034581e-08,5.55050538931708e-16,1.87056284978256e-16,1.93085290150183e-16,-0.000835602915121037,-3.18925117572019e-16,-1.69771798115115e-05,2.88718119144067e-15,4.88498458114306e-16,-1.64715704193547e-16,4.37343442795148e-16,-2.72257268404138e-06,-5.06556331520133e-16,1.91927514214393e-17,4.25361069820938e-16,-1.70386024769148e-08,1.02923238961699e-15,4.98100622435152e-08,-9.50832188352538e-09,-3.89246815967709e-15,-0.0894427190999931
"t105",-0.0826710584701592,-0.0610631877833464,-0.112520426806926,0.0128568827795582,-0.00359850077171974,-0.227141172616488,0.000766541980458467,-0.00446811665711181,-0.0013062568025927,0.00417833135186802,-0.0302437253531406,-0.128382834134369,0.0011206466239703,-0.00534203590488075,0.00127595597083903,-0.00433906094582567,1.22887636964345e-05,-0.0593890943577782,-0.0132666561621351,-0.000609535788311299,0.00124734412652141,3.10432790766892e-05,2.50525197312493e-05,0.00057588263590305,-0.000114390692045928,-0.00252788106519982,-0.00791243901970357,0.00456577900786553,-7.31998776309405e-05,-0.0156796237154549,0.000265942853830995,0.0449920119239369,0.00566261432518351,0.000191470939969188,-9.59909829798603e-06,-5.86430694196822e-06,0.00229970863679323,0.000460225054404787,-7.2041895619156e-06,-0.285722948518841,0.012824912288633,-1.10642577676059e-14,0.00712750668562345,-2.44575270308332e-05,7.83733645514827e-06,0.00185080524650382,0.000413629697383946,0.00455300432952346,-0.0222586950749527,0.265276272567364,-5.80311707991797e-05,0.0051939629781222,-0.225080998410176,-2.85650657510586e-05,2.57310041199346e-08,-9.28668788374699e-08,2.74518104617563e-08,-1.57798865708968e-08,3.73314213657217e-06,7.99059871110677e-07,-1.98880549760088e-07,2.81076821652534e-07,1.31646512168239e-07,1.86432149964062e-07,-1.06282138011783e-07,-4.87660698166236e-16,1.70920456319333e-15,-4.58023777554308e-07,2.44417858398705e-06,2.77972456434764e-15,4.2794040285574e-08,-0.103330303969034,1.59925559713987e-15,2.26752593152365e-15,-7.89227305020084e-07,-2.26433940698862e-09,2.51399036820237e-09,2.00415706208263e-16,3.89302947570201e-15,-8.79322629848689e-06,5.04919926057623e-15,-6.19008173902463e-16,2.23987230129387e-07,0.000192149051188345,-1.28809551369581e-06,0.00697794230466468,4.9191538561825e-08,1.64630823384698e-06,-1.36549887110428e-06,8.90696249286492e-16,2.10658433755549e-15,-2.78732143186138e-08,-8.41756681603888e-16,-6.6984462553181e-16,-5.45974275190636e-15,-1.61766175321342e-15,-5.71153065671105e-07,7.32461793727064e-08,1.53499819156873e-15,-5.2446326637783e-10,2.72427192682203e-15,3.35645967310369e-15,-9.37165248388808e-15,-9.85419048952329e-08,1.31310049102938e-09,7.88350661210752e-15,1.29453667041476e-14,-3.50280184620364e-14,0.824170067861908,1.31975855789695e-13,-2.60302294667783e-05,-3.65237183971743e-14,-3.02465500426137e-15,-3.91203423389809e-14,4.19664261951807e-15,-3.5513408637535e-07,7.75050847753524e-16,4.64936934849315e-15,-1.159162647592e-15,-2.13375493065603e-09,-1.94782372373198e-15,6.15797648116772e-09,-1.16652675645601e-09,-2.89245806209526e-15,-0.0894427190999988
