,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
t1,0.002425293,3.0373406,-0.2551518,1.8453863,-0.3291068,0.17092538,-0.23230085,-0.22123253,-0.010147659,3.1423974,-0.854961,0.5233253,0.620989,8.6922655,0.3492853,-0.07750306,-0.022309685,-0.10968403,1.3319981,0.18852593,-0.6386318,-0.68888605,2.868662,-1.5187013,0.7641132,4.3389516,2.6552598
t16,0.016463794,0.008395119,5.806783,5.824973,3.5405111,1.8279781,3.4396842,-0.37475416,1.1119767,-0.19343369,-1.2062883,0.2644883,3.769045,9.476479,1.001857,-0.30702204,-0.008306831,-0.39348188,0.18653527,2.255953,-0.55266863,-0.7605441,2.6537433,-1.1600829,1.0716015,7.1981654,6.321742
t20,0.013541163,0.0059832907,5.6234784,5.6962914,1.570222,1.183768,2.4638374,-0.40692848,0.65325105,-0.10201389,-1.3197227,0.2542895,3.8343897,10.840531,0.070407584,-0.29651514,-0.009360127,-0.35941976,0.57646024,1.6452994,-0.6974574,-0.7722353,2.9292324,-1.4524926,1.2015003,8.32094,5.381937
t33,0.013150632,0.0073406543,7.256226,6.4307003,2.5926478,1.333062,3.5143836,-0.4688002,0.18713383,-0.124969505,-1.2977003,0.15189043,4.3894734,10.620694,0.09825118,-0.31190696,-0.0071855546,-0.3576186,0.48058623,0.8206118,-0.7393766,-0.64966637,4.162075,-1.331968,1.3851631,9.210372,5.658039
t64,0.01251546,0.0097717885,10.678694,8.599329,8.221308,3.8215451,6.637806,-0.4990026,0.22977541,-0.3443743,-1.0874392,0.10169048,5.145107,7.593433,1.6272573,-0.42752463,-0.0005760874,-0.4324818,1.9412253,0.05200643,-0.69598454,-0.40988454,7.4497323,-0.70944273,1.4558508,9.1765175,8.486548
t239,0.013507346,0.0013411896,17.7721,15.575239,25.84084,7.7933187,13.123801,-0.22296901,-0.07508486,-0.6313664,-0.048225142,0.056100912,4.2668195,-0.07604871,6.9735003,-0.85496855,-0.032899674,-1.1176133,11.766126,0.026365917,-0.913649,0.4262651,18.656393,-0.10439525,2.4401207,4.9804554,18.812235
t240,0.013530519,0.0013585128,17.761246,15.585398,25.8172,7.7991533,13.115636,-0.22427885,-0.07528795,-0.6306154,-0.050592184,0.05623502,4.2851405,-0.07670765,6.9717193,-0.8533609,-0.032824825,-1.1184334,11.763355,0.025248818,-0.9136579,0.4197748,18.663609,-0.1036359,2.4391909,4.9882245,18.81548
t195,0.013721358,0.0013191939,17.692596,15.5758295,25.767384,7.852864,13.079124,-0.2200509,-0.070807606,-0.62854767,-0.05402272,0.0649772,4.288152,-0.06869642,6.9973106,-0.8593022,-0.032984693,-1.120513,11.719083,0.018801505,-0.9145483,0.3515966,18.619114,-0.106922716,2.433755,4.9641223,18.81502
t187,0.013566488,0.0034639293,16.530706,14.382084,22.591278,6.9785023,11.926705,-0.31293532,-0.112272784,-0.5493674,-0.27069637,0.038145985,4.721173,0.96770537,5.842652,-0.7870263,-0.0261011,-1.0168666,10.099389,0.04737866,-0.8804662,-0.013799072,16.891603,-0.14880495,2.2871053,6.167751,16.88383
t256,0.013719845,0.0015534438,17.744438,15.590024,25.754433,7.836965,13.074693,-0.21961641,-0.08151166,-0.6264776,-0.05394108,0.06378843,4.3379583,-0.06757974,7.014792,-0.85014987,-0.03306045,-1.123072,11.746271,0.016943106,-0.92015857,0.37532642,18.543917,-0.11125628,2.4385023,5.0281854,18.802402
