"accepted_species","trait_ARD"
"t31","0"
"t32","1"
"t4","1"
"t69","1"
"t70","1"
"t67","1"
"t68","1"
"t60","1"
"t56","1"
"t21","1"
"t19","1"
"t14","1"
"t73","1"
"t74","1"
"t53","1"
"t44","1"
"t45","1"
"t5","1"
"t41","1"
"t42","1"
"t23","1"
"t17","1"
"t18","0"
"t25","1"
"t22","1"
"t61","1"
"t62","1"
"t95","1"
"t96","1"
"t79","1"
"t80","1"
"t78","1"
"t28","1"
"t20","0"
"t6","1"
"t46","1"
"t47","1"
"t50","1"
"t29","1"
"t2","1"
"t99","0"
"t100","0"
"t33","1"
"t58","1"
"t59","1"
"t40","1"
"t89","1"
"t90","1"
"t30","1"
"t51","1"
"t52","1"
"t16","1"
"t91","0"
"t92","0"
"t13","1"
"t8","1"
"t9","1"
"t63","1"
"t64","1"
"t10","1"
"t1","1"
"t12","1"
"t39","1"
"t76","1"
"t77","1"
"t71","1"
"t72","1"
"t54","1"
"t55","1"
"t43","0"
"t57","1"
"t97","1"
"t98","1"
"t75","1"
"t65","1"
"t66","1"
"t93",NA
"t94","0"
"t7",NA
"t15","0"
"t26","1"
"t83","1"
"t84",NA
"t27",NA
"t34","0"
"t11","0"
"t3","0"
"t48","0"
"t49","0"
"t81",NA
"t82",NA
"t35",NA
"t24","0"
"t38",NA
"t85","1"
"t86",NA
"t87","1"
"t88",NA
"t36","1"
"t37","0"
