accepted_species,estimate
t23,1.8106899
t244,-0.63842696
t369,-0.18428963
t299,-0.2580933
t251,-0.6881093
t204,0.32872865
t361,-0.1882386
t475,-0.20369388
t407,-0.09403788
t399,0.016082067
t375,-0.03265586
t106,0.0782462
t78,-0.17156564
t87,0.18254139
t125,0.05352641
t62,-0.33444184
t123,-0.36265057
t111,0.14075164
t384,0.513028
t255,-0.0919714
t232,-0.19919972
t233,0.069985196
t458,1.0864933
t110,-0.13827689
t147,0.054734144
t493,-0.24962413
t382,3.8832426e-05
t448,-0.34870586
t404,-0.24754132
t478,-0.26012957
t457,-0.32450935
t107,-0.3690049
t122,0.0046643815
t356,-0.6401103
t433,-0.45455572
t489,-0.39409402
t328,-0.48864707
t258,-0.5279503
t49,-0.44505978
t45,1.0343759
t46,1.9743084
t44,-0.10224616
t139,-0.6914057
t320,0.97070694
t199,-0.40265584
t119,-0.25814927
t218,-0.6370703
t172,0.8392073
t159,1.1507517
t36,0.72424424
