,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,3.1343775,10.622253,12.161341,-0.09104863,0.8978405,-8.453213e-05,13.254415,3.6890657,-0.49431396,-0.030380437,-0.007160536,-0.015033279,0.023869183,0.6979453,4.182391,1.4485741,-0.18521594,-2.377538,0.1646423
t2,0.78658444,7.1752467,8.578277,3.5662568,0.88443875,-0.010927811,14.942795,1.186906,-0.6254228,-0.0111460695,-0.010424362,-0.031540003,0.0069626663,0.7242042,2.6835654,0.8432563,-0.61444414,-2.5962894,0.2718034
t3,7.8948927,13.14748,20.210068,-0.5351012,0.9929552,2.1653419,13.469168,7.3771586,-0.49793398,-0.08900969,-0.00684511,2.319171,0.06458222,0.537248,1.8220932,1.2746824,1.0594133,-1.8113577,0.19201292
t4,0.114596605,4.8504825,5.3156977,7.3936925,1.0329314,-0.027207121,15.944514,-0.036501028,-0.72415507,1.0343866,-0.010125738,-0.0425505,0.286023,0.7917366,1.1528926,1.5679585,-0.98165756,-2.5084167,0.4064786
t5,0.105557375,1.3383733,-0.052858695,4.9900665,0.85325927,-0.021495065,10.927096,-0.080293074,-0.52252287,-0.027167313,2.1685414,-0.03728139,0.006749931,0.9302124,2.7747583,4.347549,-0.08293447,-0.7459939,0.39804
t6,0.075678974,0.6163415,-0.077099584,5.6164746,0.9245545,-0.025471656,11.253656,-0.099223495,-0.56051844,-0.023321254,2.8149018,-0.040461104,0.0065678684,0.88726664,4.222905,5.318748,-0.25363326,-0.52999806,0.43248436
t7,0.049291793,0.17238747,-0.11060351,5.0533934,0.86724806,-0.023035847,10.19127,-0.09683308,-0.50848514,-0.027670559,2.95213,-0.037773818,0.008452494,0.84709615,4.225113,5.459654,-0.17682573,-0.2758879,0.41124156
t8,0.30084863,-0.03856057,-0.015470038,11.743746,1.0706143,-0.04614331,11.326857,-0.15400028,-0.6788013,4.578538,-0.021464366,-0.034991372,0.0024217423,0.48852125,-0.7245014,-0.051839408,-1.8129458,-1.8772337,0.44948816
t9,19.706379,10.271588,31.122908,-1.131218,0.7509878,8.513624,8.010535,14.735919,-0.4669984,-0.18945016,-0.010468763,12.934232,0.1452852,0.19274573,-0.8637114,0.36773217,6.644595,4.321684,0.2363189
t10,19.80446,10.125537,31.184565,-1.1365747,0.7444182,8.518293,7.858682,14.747129,-0.46701363,-0.19001652,-0.010688381,13.045715,0.14608069,0.2748778,-0.88463527,0.3201053,6.7097306,4.4789944,0.23188457
t11,0.07863458,1.164973,-0.094672024,4.222284,0.7845234,-0.016206987,9.96461,-0.07122895,-0.46605697,-0.03676558,2.5464003,-0.034482934,0.01108026,0.9639462,2.759651,4.4827404,1.0230147,-0.49796852,0.38021955
t12,21.97357,11.069003,34.32197,-1.2370579,0.755622,8.268165,7.769336,15.874771,-0.49680087,-0.1975547,-0.014282041,15.405299,0.16022748,0.0011409995,-1.0045586,0.12662621,7.701764,3.781525,0.20536391
t13,0.32395372,-0.06606604,-0.019431762,12.891551,0.8775812,-0.046031818,10.083461,-0.16700348,-0.69075435,6.567947,-0.023939474,-0.030329043,0.0033050592,0.3891402,-0.8152871,-0.25166458,-1.8559417,-1.912796,0.41745257
t14,0.19347537,-0.07347416,-0.10598995,8.595058,0.8680333,-0.036574237,7.188594,-0.1284266,-0.48496264,2.9886532,-0.015847992,-0.023209557,0.0070851045,0.31823173,-0.6711102,-0.09785784,-1.3951429,-1.1208807,0.31792727
