accepted_species,estimate
t60,-0.06462472143901746
t94,-0.019649124813681217
t78,0.012235815175002364
t86,-0.17444273817461767
t87,-0.03646588625585669
t161,-0.44354948369487524
t147,-0.5108986410326113
t148,-0.5468110863489335
t176,-0.19676402165230547
t177,-0.30499415086941983
t133,-0.11581519505834839
t130,-0.2078555361200465
t89,-0.6638076979215422
t58,0.28305686430346555
t137,-0.09681017554067031
t171,-0.1290702881030439
t76,-0.16282523941737972
t77,-0.15880180443242445
t41,-0.0922098722047576
