"accepted_species","trait_ARD"
"t1","0"
"t2","0"
"t7","1"
"t8","1"
"t9","1"
"t27","1"
"t28","1"
"t111","1"
"t112","1"
"t86","0"
"t87","1"
"t57","1"
"t58","1"
"t52","1"
"t33","0"
"t34","0"
"t70","0"
"t71","0"
"t146","0"
"t147","0"
"t39","0"
"t40","1"
"t53","0"
"t129","0"
"t130","0"
"t80","0"
"t78","0"
"t79","0"
"t44","0"
"t121","0"
"t122","0"
"t101","1"
"t102","1"
"t68","0"
"t109","0"
"t110","0"
"t127","1"
"t128","1"
"t85","1"
"t62","1"
"t107","0"
"t108","1"
"t59","1"
"t72","1"
"t73","1"
"t65","1"
"t74","1"
"t75","0"
"t69","1"
"t95","1"
"t96","1"
"t29","1"
"t89","1"
"t90","0"
"t30","1"
"t31","1"
"t123","1"
"t124","1"
"t18","1"
"t115","0"
"t116","0"
"t83","0"
"t32","0"
"t47","0"
"t84","0"
"t100","0"
"t125","0"
"t126","1"
"t94","0"
"t140","0"
"t141","0"
"t142","0"
"t143","0"
"t64","0"
"t81","0"
"t82","0"
"t20","0"
"t54","1"
"t55","1"
"t49","1"
"t97","1"
"t98","1"
"t50","0"
"t51","1"
"t35","0"
"t134","1"
"t135","1"
"t12","0"
"t16","1"
"t36","1"
"t119","1"
"t120","1"
"t93","0"
"t91","1"
"t92","1"
"t48","1"
"t63","1"
"t144","1"
"t145","1"
"t131","1"
"t61","1"
"t138","1"
"t139","1"
"t11","1"
"t10","1"
"t5","0"
"t6","0"
"t99","0"
"t117","1"
"t118","1"
"t26","0"
"t22","0"
"t21","0"
"t37","0"
"t56","0"
"t76","0"
"t77","0"
"t14","0"
"t15","0"
"t19","0"
"t38","1"
"t103","0"
"t104","0"
"t13","0"
"t41","0"
"t148","1"
"t149","1"
"t17","0"
"t132","0"
"t133","0"
"t60","0"
"t45","0"
"t113","1"
"t114","1"
"t88","1"
"t136","0"
"t137","0"
"t46","0"
"t23","0"
"t24","0"
"t25","0"
"t66","1"
"t67","1"
"t42","0"
"t43","0"
"t105","0"
"t106","0"
"t3","0"
"t4","0"
