accepted_species,estimate
t33,0.37512472
t152,0.37355494
t254,0.37355494
t304,0.37355494
t298,0.37355494
t382,0.37355494
t248,0.37355494
t251,0.37355494
t238,0.37355494
t236,0.37355494
t214,0.37355494
t164,0.37355494
t136,0.37355494
t183,0.37346676
t196,0.37355494
t182,0.37355494
t380,0.37355494
t252,0.37355494
t480,0.37355494
t320,0.37355494
t217,0.37355494
t101,0.37352586
t115,0.37352586
t74,0.36600885
t75,0.4485179
t140,-0.34758246
t80,-0.34771544
t92,-0.3479423
t155,-0.3481649
t259,-0.34802675
t349,-0.3480366
t409,-0.34805518
t327,-0.3480366
t460,-0.34805518
t429,-0.3480221
t356,-0.3480767
t220,-0.34808832
t167,-0.34813887
t302,-0.34806427
t434,-0.34805444
t388,-0.3478718
t210,-0.3480075
t416,-0.3480312
t436,-0.34799984
t117,-0.3485041
t186,-0.3479275
t24,-0.33840021
t15,-0.2279823
t13,1.1361231
