"accepted_species","trait_ARD"
"t1","0"
"t35","0"
"t36","0"
"t31","0"
"t53","0"
"t61","0"
"t126","0"
"t127","0"
"t231","1"
"t232","1"
"t124","0"
"t122","0"
"t114","0"
"t111","0"
"t105","0"
"t120","0"
"t210","0"
"t257","1"
"t258","1"
"t200","0"
"t115","0"
"t119","0"
"t149","0"
"t171","0"
"t172","0"
"t118","0"
"t113","1"
"t101","0"
"t102","0"
"t90","0"
"t91","0"
"t206","0"
"t207","0"
"t176","0"
"t285","0"
"t286","0"
"t287","0"
"t161","0"
"t162","0"
"t187","0"
"t188","0"
"t123","1"
"t222","0"
"t223","0"
"t276","0"
"t277","0"
"t131","1"
"t164","0"
"t165","0"
"t268","0"
"t305","1"
"t306","1"
"t307","1"
"t308","0"
"t219","1"
"t261","1"
"t262","1"
"t186","0"
"t190","0"
"t209","0"
"t226","0"
"t227","0"
"t191","1"
"t201","0"
"t224","1"
"t225","0"
"t247","0"
"t248","0"
"t235","0"
"t179","1"
"t103","1"
"t125","0"
"t133","0"
"t134","0"
"t158","1"
"t159","1"
"t143","1"
"t155","0"
"t156","0"
"t202","0"
"t203","0"
"t199","0"
"t217","0"
"t254","0"
"t289","0"
"t290","0"
"t196","0"
"t174","0"
"t152","0"
"t142","1"
"t213","0"
"t251","1"
"t252","1"
"t185","1"
"t181","1"
"t216","0"
"t283","0"
"t284","0"
"t198","0"
"t238","0"
"t239","0"
"t240","0"
"t294","0"
"t295","0"
"t182","0"
"t177","0"
"t147","0"
"t148","0"
"t132","1"
"t241","0"
"t242","0"
"t92","0"
"t93","0"
"t140","1"
"t141","1"
"t137","0"
"t166","0"
"t270","0"
"t271","0"
"t236","1"
"t298","0"
"t299","0"
"t264","0"
"t302","0"
"t313","0"
"t314","0"
"t278","0"
"t205","0"
"t136","0"
"t293","1"
"t319","1"
"t320","1"
"t183","1"
"t154","1"
"t180","0"
"t184","0"
"t315","0"
"t316","0"
"t228","0"
"t229","0"
"t321","1"
"t322","1"
"t288","1"
"t309","1"
"t310","1"
"t192","1"
"t153","1"
"t317","0"
"t318","0"
"t303","0"
"t304","0"
"t269","0"
"t291","0"
"t292","0"
"t263","0"
"t178","1"
"t54","0"
"t56","0"
"t57","0"
"t59","0"
"t76","0"
"t80","0"
"t81","0"
"t63","1"
"t74","1"
"t75","0"
"t60","0"
"t41","0"
"t50","0"
"t51","0"
"t44","0"
"t129","0"
"t138","0"
"t139","1"
"t157","1"
"t189","1"
"t218","0"
"t244","1"
"t259","1"
"t260","1"
"t274","1"
"t275","1"
"t230","1"
"t211","1"
"t249","1"
"t250","1"
"t163","1"
"t79","1"
"t82","0"
"t83","0"
"t78","0"
"t42","0"
"t37","0"
"t40","0"
"t72","0"
"t73","0"
"t38","0"
"t39","0"
"t32","0"
"t33","0"
"t30","0"
"t17","0"
"t19","0"
"t28","0"
"t29","0"
"t23","0"
"t10","0"
"t22","1"
"t58","0"
"t70","0"
"t71","0"
"t96","1"
"t106","1"
"t116","1"
"t117","1"
"t197","0"
"t233","0"
"t296","0"
"t297","0"
"t220","1"
"t221","0"
"t112","1"
"t107","0"
"t121","1"
"t160","0"
"t204","0"
"t214","1"
"t215","1"
"t212","1"
"t173","0"
"t146","0"
"t150","0"
"t151","1"
"t144","0"
"t145","0"
"t170","1"
"t281","1"
"t282","1"
"t253","1"
"t272","1"
"t273","1"
"t208","0"
"t279","1"
"t280","0"
"t265","1"
"t266","1"
"t267","1"
"t237","1"
"t234","1"
"t325","0"
"t326","0"
"t135","1"
"t130","1"
"t94","1"
"t88","1"
"t128","1"
"t243","1"
"t311","0"
"t312","0"
"t300","0"
"t301","0"
"t193","0"
"t255","1"
"t256","1"
"t168","0"
"t169","0"
"t195","1"
"t323","0"
"t324","0"
"t175","1"
"t104","1"
"t99","1"
"t100","1"
"t86","1"
"t87","0"
"t109","1"
"t110","1"
"t108","1"
"t194","1"
"t245","0"
"t246","0"
"t167","0"
"t84","0"
"t85","1"
"t97","1"
"t98","1"
"t95","1"
"t89","0"
"t77","1"
"t62","0"
"t49","0"
"t47","0"
"t48","0"
"t34","0"
"t16","1"
"t5","0"
"t2","0"
"t3","0"
"t14","1"
"t15","1"
"t13","1"
"t9","1"
"t66","0"
"t67","0"
"t68","0"
"t69","0"
"t55","0"
"t45","0"
"t26","0"
"t27","1"
"t43","1"
"t46","1"
"t64","0"
"t65","0"
"t52","1"
"t18","0"
"t6","1"
"t7","1"
"t11","1"
"t20","1"
"t21","1"
"t24","1"
"t25","0"
"t12","1"
"t8","1"
"t4","0"
