"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98"
"t1",-0.0768264614484261,0.015905441562424,-0.014826070422341,0.00240530152352416,-0.0148455520668512,0.00323343481661013,-0.00584658400772673,0.00059703486255483,-0.00361000973259065,0.0718994066884089,-0.0527973317308448,0.0291220614116256,-0.00651572694036628,0.00218576790871002,-0.0320659800578509,-0.0176636248566217,-0.00409413182420344,0.506113055203397,-0.0515303604445424,0.0485463995626086,-0.769293466009545,0.252803667727839,-0.028357810991384,0.0162737572500485,-0.00684457311279098,0.0501462585498131,-0.0165822595939044,0.00494331910895044,0.00180598676922491,-0.0167541988853975,0.034757640234228,0.00536560632828547,-0.223252614224133,0.00166531184161993,0.00268679151426463,-0.00136762339533355,-1.1478563286952e-15,-0.00324179912379661,2.32249480741114e-16,0.00162915577704601,-0.00166693249809437,-1.3120347613059e-16,-0.000622126014792803,-9.90397380596933e-05,-1.97686078382264e-16,6.20613997162303e-17,-0.00052003895407039,0.00816982710178988,0.000150831636230686,-0.00130090337455174,-0.00232979853059291,0.00601417936352419,0.00739742294342725,-0.0129738666255993,0.00249004617293329,0.00260118930728775,4.47796979889914e-05,1.41098183369888e-12,0.000985417121597052,2.53098966736972e-05,8.76761693994612e-17,-0.00581111425538788,-0.0136977531057475,3.67961698108936e-16,0.00010630161217984,0.00064504326542949,-1.61517197166355e-17,0.0158907126942494,-8.41892755703449e-16,-9.95287943061685e-16,-4.88950222777438e-05,-0.000155392778517061,0.00176310308807166,-1.07363422424332e-05,-1.46216302046261e-17,0.000190966829997817,-0.000269149942354609,3.20439745792624e-17,-1.89326410546337e-14,2.90399230111553e-05,-3.60820387890369e-17,-3.31060705740511e-05,-3.54745798210327e-18,-6.74559437323156e-18,2.33285404863633e-17,9.50862800846942e-18,4.72245150350253e-17,0.000126746194692171,3.00285827625726e-17,-1.09464756293592e-17,2.31021316503212e-17,1.02591074774768e-17,-8.29196770807273e-18,-1.77981845852353e-17,4.33579664218746e-17,-4.89781951276282e-18,-9.55971171121765e-17,-2.25277286757617e-17
"t48",-0.14828039327183,0.0850651059380654,0.0209022044534348,-0.00172520964396381,0.00792344917401286,-0.00122576714038504,0.00129023987107154,-0.000108004720999078,-0.00114851581223138,0.0532387841560443,0.0301630377664096,0.140651617682396,0.000635152030490303,-0.000200899207228253,-0.0731259324426394,-0.646540001669187,0.000864926290119509,-0.0440409314034842,0.00439098288620207,-0.00359958116177969,0.0623342152544492,0.0729715758981641,-0.000270608449603499,-0.000391033938750748,0.000168359500267107,0.0155822526974915,0.000229668450906195,0.0016549041945137,0.000594298594017195,0.00016922553187348,0.0137043861906836,1.97274890832021e-05,-0.0371227395758754,-2.42269767664764e-05,-2.01958800449182e-05,4.65524734659872e-06,8.24808419018096e-16,2.2955636280568e-06,-2.60498682668667e-16,5.93227428407207e-06,-0.00853244429755229,2.04197314591404e-16,-6.82584964991386e-06,-1.1188753044016e-06,-3.0394741515714e-16,1.26559465579722e-15,-1.98767475746815e-05,0.0128328053671064,1.74618034050037e-06,-1.5453568258833e-05,-2.94888842394332e-05,9.84915217085956e-05,0.00012253107879244,-0.000259422776821343,0.00680030943686289,2.34579742498969e-05,8.41700531988395e-07,2.32600293625182e-14,0.000289023118053001,5.38649232784787e-07,1.37445880878683e-15,-0.000129532280637197,-0.000322411731421512,-2.22293815055328e-16,2.54988833999273e-06,1.61236856567614e-05,6.40786278965418e-15,0.000401005575054442,-6.64780341911109e-15,0.707106781186547,-1.29867461578965e-06,-4.57801816636141e-06,5.22102880804459e-05,-3.59697603019255e-07,4.28684948370698e-16,6.75450563710142e-06,-0.000631226582081655,-7.2824918882785e-16,-8.83800515228575e-16,1.1112953147232e-06,3.92048834361242e-16,-1.34623008965725e-06,3.50937096169413e-16,-1.73044237378692e-16,-7.59074980691417e-17,2.07539000578894e-16,1.17958424667815e-16,0.000289965122558154,-5.09593823510447e-17,5.78657359072836e-16,-3.11607820599046e-16,1.06568602328178e-16,-6.77128009605833e-17,2.39431875858531e-16,-1.55325780166909e-16,2.3954629900702e-16,-1.05464547130387e-16,1.98603722327651e-17
"t49",-0.148280393271831,0.0850651059380653,0.0209022044534347,-0.00172520964396375,0.0079234491740128,-0.00122576714038506,0.00129023987107159,-0.00010800472099922,-0.00114851581223146,0.0532387841560441,0.0301630377664097,0.140651617682397,0.000635152030490192,-0.000200899207228242,-0.0731259324426398,-0.646540001669187,0.000864926290119544,-0.0440409314034849,0.00439098288620258,-0.00359958116177998,0.0623342152544499,0.0729715758981627,-0.000270608449602765,-0.000391033938751386,0.000168359500267005,0.015582252697491,0.000229668450906198,0.00165490419451425,0.000594298594016944,0.000169225531873383,0.0137043861906851,1.97274890833409e-05,-0.0371227395758765,-2.42269767662197e-05,-2.01958800449475e-05,4.65524734660918e-06,-1.01979374416554e-15,2.29556362826941e-06,6.60054377754448e-17,5.93227428538975e-06,-0.00853244429755425,-1.15170988570916e-16,-6.82584964964772e-06,-1.11887530507847e-06,-5.15727644137602e-16,-9.7418908747946e-16,-1.98767475759325e-05,0.0128328053671094,1.74618034040087e-06,-1.54535682589724e-05,-2.94888842388038e-05,9.84915217088782e-05,0.000122531078792025,-0.000259422776821106,0.00680030943686188,2.34579742519947e-05,8.41700531624507e-07,3.00817325655583e-14,0.000289023118056559,5.38649232356181e-07,-1.350328139415e-15,-0.000129532280631157,-0.000322411731410685,7.75346266212323e-17,2.54988833400487e-06,1.61236856367254e-05,-6.43063306878531e-15,0.000401005575049934,6.78844859597241e-15,-0.707106781186548,-1.29867467279689e-06,-4.57801817628493e-06,5.22102880786274e-05,-3.59697606427501e-07,-3.6026406779169e-16,6.75450563724066e-06,-0.000631226582086147,7.36332088795533e-16,-6.20381650603944e-16,1.11129531452457e-06,-5.07828326323421e-16,-1.3462300897162e-06,-2.57552391224481e-16,6.81553919973028e-16,3.59738186781092e-17,-2.94992340686401e-16,-1.38705875045219e-16,0.000289965122559595,1.05944079393963e-16,-1.82204124963291e-16,3.68015326870333e-16,-8.20494346803526e-17,6.9928998454227e-17,-1.63226734304442e-16,2.47550586138577e-16,-1.87019876596076e-16,-8.293417408725e-17,-1.89317134385543e-17
"t29",-0.155002697855673,0.0918784592321215,0.0248848062173985,-0.00222914016192033,0.0108708117758107,-0.00185412308890755,0.00245813113425247,-0.000229049083784535,-0.000944028977206166,0.0698278138360587,0.26743913438555,-0.146015812119179,-0.000206966630070752,6.2635923565312e-05,0.00403885117111832,0.0333234420115935,2.84829537395615e-06,-0.00213050824064757,0.000205941078332847,-1.84157199405281e-05,-0.00617306213685961,-0.0413565113629071,0.000839682663088585,-0.000133466969653759,4.81519454216873e-05,0.00337740674420671,2.49604301241239e-05,0.000146472357474004,4.17680463258224e-05,7.31299915596693e-06,-0.000609127888950737,-1.28945817288052e-06,0.00388270004962717,4.5287318024271e-06,6.90957001042952e-06,-3.06750347528679e-06,-1.81984235909419e-15,-2.69501170948412e-06,3.45663460689139e-15,-3.77117452061317e-05,0.924698630652425,8.26186221248352e-15,-1.51511014707576e-05,-2.43405528543121e-06,1.49487362612723e-15,-7.40890524970818e-15,-3.59535059606112e-05,0.0228440827622461,2.3935390333113e-06,-2.08767741596145e-05,-3.83671077069975e-05,0.000110107578860304,0.000136253247527538,-0.000282081857482362,0.0100195145735789,1.28642313300764e-05,8.07413120043739e-07,2.59615747004446e-14,0.000272995907850392,4.95143261553311e-07,-1.73273548911751e-16,-0.00011674354168763,-0.000283860701738526,-4.33256194373946e-17,2.22704791775487e-06,1.38430465466539e-05,3.97654514569126e-16,0.000342952370081189,5.34436971471415e-17,-1.42414964454578e-15,-1.08838029503866e-06,-3.69575658788961e-06,4.20765184018432e-05,-2.80239753544649e-07,-2.47221676112416e-17,5.37127558486917e-06,-0.0189921313591523,1.48871792204491e-16,-5.71195903224302e-16,8.21468722031486e-07,1.74232586825298e-16,-9.85876182009668e-07,3.77572224335725e-17,2.12097430592119e-17,-8.66551098031089e-17,4.90561400309335e-16,2.51044170382261e-16,0.000286016355519827,5.63669639150662e-18,1.62271010161439e-16,-9.33035223942935e-17,8.10066918394046e-17,1.13500748391842e-16,-1.49104411296978e-17,1.90667750199227e-16,8.00590775175404e-17,-2.43205094516664e-16,5.32034197393743e-17
"t63",-0.157913276827564,0.0947664275271285,0.0264794074315794,-0.00242251829763815,0.0119696732256007,-0.00207833208203871,0.00283748446258859,-0.000266817115569871,-0.00116445194892797,0.0867640042397006,0.351907611764359,-0.218718985154298,-0.000357806078073159,0.000109005588353497,0.00905470047321116,0.075306918567982,7.64816971040357e-06,-0.0149411582760088,0.0015752687921472,-0.00227734533371751,0.069559608569905,0.229508965998661,-0.00381553845064582,0.000322275117304292,-0.000102299507568713,-0.00572055447179249,-2.74292842342115e-05,-0.000149570370133553,-4.00782795834109e-05,-6.44432069661117e-06,0.000440665113824915,8.65071617100772e-07,-0.00242013467284607,-2.47826061546799e-06,-3.15708743264418e-06,1.1164445739213e-06,-1.10324313172714e-16,8.04665485694411e-07,-7.67685743519499e-16,7.70131839777921e-06,-0.16555143306488,-1.05523952519301e-15,1.27155650736282e-06,1.9887989748048e-07,-6.0794200828438e-17,1.30404148482208e-15,2.09437166783877e-06,-0.00127744338029866,-2.08423516559871e-08,1.14086656879324e-07,-1.26626492330051e-07,5.07396551163372e-06,6.53583367073076e-06,-1.89923620076797e-05,0.000725234468126862,9.47215661759124e-07,7.06166777244267e-08,2.32243619347683e-15,2.6155355994307e-05,5.32042164257465e-08,-4.84401716895865e-18,-1.34504446782291e-05,-3.51040748867385e-05,2.18955139165464e-17,2.81261402576064e-07,1.81565217598082e-06,-1.77263010755634e-16,4.52947311659919e-05,1.14593028114158e-16,-2.80728937904437e-15,-1.46994516872268e-07,-4.49517418502245e-07,5.03579167556269e-06,2.61232876926789e-08,1.98453627914078e-16,-8.76308627495103e-06,0.827618663687802,3.18297014943863e-15,-6.44401211964012e-16,6.0218246698809e-07,-3.39957380886442e-16,-5.60035607692306e-07,-1.3640225335522e-16,-1.11124413445608e-15,2.81093221362832e-16,-1.6034787330026e-16,-4.03020123671613e-17,0.000150830619960535,-1.08945673709765e-16,-3.2791233811526e-16,3.27621222300374e-16,2.08311073559323e-17,1.64782585975321e-16,7.01727632930703e-17,7.87603601641265e-17,-6.42697185526065e-17,-6.48014700442582e-17,-2.51200634901681e-17
"t74",-0.158193640749146,0.0950429710898055,0.0266299155341083,-0.00244060060145866,0.0120718455008916,-0.0020990228289702,0.00287207756138015,-0.000270248824731019,-0.00118405504893358,0.0882662792745154,0.359255174962773,-0.224802821074421,-0.000369986554396334,0.000112744419178142,0.00943995101339,0.0785273397178348,8.00717319181937e-06,-0.0158277227627905,0.00166967269027773,-0.00242720520342387,0.074439430688449,0.246503353565838,-0.00410431349700441,0.000349080697633779,-0.000111017719453982,-0.00623179705866029,-3.01546836342995e-05,-0.000164728504316376,-4.4210097008847e-05,-7.12476049466795e-06,0.000489933369018571,9.63982900202727e-07,-0.00270302643516979,-2.77960300885645e-06,-3.56267499797974e-06,1.27009569840389e-06,2.38949333606182e-16,9.22071537974752e-07,-8.35638640937989e-16,8.94938840151566e-06,-0.193295050362911,-1.74106613453198e-15,1.52106895921528e-06,2.38079117811457e-07,-4.49077146110307e-16,1.51676064656577e-15,2.52826275995227e-06,-0.0015434870242188,-2.57428821790178e-08,1.41169021208431e-07,-1.57503239527935e-07,6.52173707659139e-06,8.41611436342739e-06,-2.49907151887441e-05,0.000960691180679269,1.2569231464454e-06,9.57817266846779e-08,3.30106324456434e-15,3.60603389162946e-05,7.55031939492923e-08,5.81695177497549e-17,-1.95834899559977e-05,-5.31465149380857e-05,-2.03737286449044e-16,4.32904174568007e-07,2.91704252945637e-06,-1.57778499691198e-17,7.36172029139441e-05,-1.59435012377388e-16,7.61611513810485e-16,-2.58051915768556e-07,-1.08395262475808e-06,1.24855318338821e-05,-1.28433176339773e-07,-4.86103163499914e-16,6.48291532034058e-06,-0.396641245462203,-2.33162116309977e-15,-1.09453883282068e-15,1.14656526087881e-07,4.59506808032111e-16,-2.45148973489101e-07,-1.84114719199187e-14,-0.707106781186546,2.55400178132922e-14,1.15986559718261e-14,1.45849149536722e-14,8.41995987552118e-05,1.33043704011838e-15,2.08907160650144e-16,1.70630912865209e-16,1.53190048607029e-16,-5.31551537456783e-16,-2.40381980686703e-16,3.26719716709726e-17,-1.33588334486999e-16,-1.45172645417812e-16,1.68715085994639e-16
"t75",-0.158193640749146,0.0950429710898055,0.0266299155341081,-0.00244060060145868,0.0120718455008914,-0.00209902282897025,0.00287207756138019,-0.000270248824731047,-0.00118405504893352,0.088266279274515,0.359255174962774,-0.22480282107442,-0.000369986554396511,0.000112744419178148,0.00943995101338996,0.0785273397178353,8.0071731919356e-06,-0.0158277227627905,0.00166967269027791,-0.00242720520342406,0.074439430688449,0.246503353565837,-0.00410431349700436,0.000349080697633768,-0.00011101771945398,-0.0062317970586602,-3.01546836344729e-05,-0.000164728504316279,-4.42100970085052e-05,-7.12476049459509e-06,0.000489933369018425,9.63982900234819e-07,-0.00270302643516873,-2.77960300898786e-06,-3.56267499782188e-06,1.27009569869272e-06,6.22983426634971e-16,9.22071538475219e-07,-3.60155948430257e-16,8.94938840168176e-06,-0.19329505036291,-6.89696758433171e-16,1.52106895911922e-06,2.38079117686313e-07,-7.69077196573332e-16,2.08451528989939e-15,2.52826275993481e-06,-0.00154348702421864,-2.57428820546056e-08,1.41169021325958e-07,-1.57503239383086e-07,6.5217370761872e-06,8.41611436365464e-06,-2.49907151884249e-05,0.00096069118067856,1.25692314747843e-06,9.57817267808331e-08,2.89709225498136e-15,3.60603389161036e-05,7.55031944017976e-08,1.76736733196251e-16,-1.95834899562632e-05,-5.31465149386581e-05,1.39387367804668e-17,4.32904174272101e-07,2.91704252958994e-06,-1.46416616339771e-17,7.36172029141419e-05,-2.46643390369011e-16,1.63161715144881e-15,-2.58051916108101e-07,-1.08395262404316e-06,1.24855318335794e-05,-1.28433176686967e-07,3.73069072835296e-16,6.48291532004647e-06,-0.396641245462201,-8.07971525495201e-16,1.36693968917977e-15,1.14656524990161e-07,-4.47203269162806e-16,-2.4514897624043e-07,1.85822823074032e-14,0.707106781186548,-2.56699908819555e-14,-1.19533069678298e-14,-1.46403022977137e-14,8.41995987513549e-05,-1.16383628261771e-15,-3.7673043582228e-17,-3.65900539200612e-16,-1.51048913799478e-16,3.19980223110465e-16,-5.63540941371005e-17,-1.43734522333131e-16,-1.01459902601812e-17,-5.35885922468222e-17,-2.23741218306767e-16
"t20",-0.15266185207725,0.0895366905785451,0.0235652775337136,-0.00206695686277397,0.00994160101477473,-0.00166241953872281,0.00212793881995266,-0.00019599598033871,-0.000744597694112285,0.0544409903491619,0.188235552056624,-0.0731828334128859,-4.56445657594576e-05,1.29027268089138e-05,-0.00189266629247165,-0.0164613672483447,-3.16645792016509e-06,0.0173353049976247,-0.00189676626072466,0.00386474475777383,-0.14933601832921,-0.604696540045559,0.0109534384581401,-0.00138492441056412,0.00049421319417078,0.0356436326924437,0.00038918810525862,0.00270795259689491,0.000947014406374282,0.000261377025379227,0.0267995458883424,2.67449708896642e-05,-0.0503643616538501,-3.23371445285449e-05,-2.64908516243549e-05,6.10504556988571e-06,-3.10208211753637e-15,3.1104189378902e-06,-3.1863315368096e-14,1.22517071868781e-05,-0.144035187830856,0.707106781186545,-5.2438454410126e-06,-8.65761361189493e-07,-1.97339694496419e-15,7.87751555785584e-16,-1.62566931212189e-05,0.0105376026068302,1.50732028777415e-06,-1.33667682424505e-05,-2.56332503272907e-05,8.7251206557639e-05,0.000108662940429504,-0.000239252603251354,0.0086265141192406,1.11161738910927e-05,7.25394071406804e-07,2.25727555425866e-14,0.000250841355829919,4.69114922239624e-07,5.34491145600248e-16,-0.000112892500429656,-0.000280971170641839,-1.90047498620816e-16,2.22169404327826e-06,1.40388637020978e-05,-2.05250452718009e-16,0.000349085788712504,4.18230322685697e-16,7.72315995333736e-16,-1.12908383737085e-06,-3.96662695758426e-06,4.52291182738412e-05,-3.10252056918532e-07,-2.14401659805937e-16,5.84805460532626e-06,-0.00416847427732373,-1.90734078380068e-17,-4.52247242688734e-16,9.49615720739145e-07,-3.8551370875023e-16,-1.14782762407792e-06,-1.90916361310922e-16,-5.86668431489348e-16,2.34132448409297e-16,-3.08251711589215e-17,-9.05471525182713e-17,0.000335192934315445,-1.37357445905141e-16,8.66062664204318e-17,2.49757814563183e-16,-4.53757122399573e-17,-1.9197291276484e-16,-4.00638517317077e-17,-1.13232508827381e-16,5.14917716050268e-17,-7.09353526547797e-17,-7.26611085050505e-17
"t21",-0.152661852077249,0.0895366905785451,0.0235652775337136,-0.00206695686277403,0.00994160101477476,-0.00166241953872254,0.00212793881995244,-0.000195995980338759,-0.000744597694112442,0.0544409903491619,0.188235552056624,-0.0731828334128862,-4.56445657595547e-05,1.29027268089242e-05,-0.00189266629247174,-0.0164613672483447,-3.16645792005493e-06,0.0173353049976243,-0.00189676626072443,0.00386474475777372,-0.14933601832921,-0.604696540045557,0.0109534384581397,-0.00138492441056393,0.000494213194171098,0.0356436326924438,0.000389188105258641,0.00270795259689441,0.000947014406374846,0.000261377025379071,0.0267995458883435,2.67449708887786e-05,-0.0503643616538478,-3.23371445282955e-05,-2.64908516253663e-05,6.10504557200077e-06,3.14685566081286e-15,3.11041893693263e-06,3.11664643500635e-14,1.22517071877255e-05,-0.144035187830843,-0.70710678118655,-5.24384544452888e-06,-8.65761358806742e-07,1.05871715239729e-15,1.20817025938487e-15,-1.62566931185273e-05,0.0105376026068296,1.50732028849439e-06,-1.3366768241682e-05,-2.56332503286265e-05,8.72512065567439e-05,0.000108662940429737,-0.00023925260325184,0.0086265141192429,1.11161738914727e-05,7.25394071481288e-07,2.34304822818098e-14,0.000250841355832353,4.6911492329008e-07,-6.96118031368826e-16,-0.000112892500429961,-0.000280971170641797,4.94596852384179e-16,2.22169404298037e-06,1.40388637023445e-05,5.20443580404597e-18,0.00034908578871265,-5.97859818685023e-16,5.8550154497396e-16,-1.12908383676749e-06,-3.96662695791516e-06,4.52291182737128e-05,-3.10252056846819e-07,1.88181101342132e-16,5.8480546051967e-06,-0.00416847427732396,1.36859274947952e-17,-5.93247253577574e-16,9.49615720655946e-07,1.66601170349262e-16,-1.14782762406143e-06,2.14656404600834e-16,2.68741390941018e-16,-2.95674148069323e-16,-9.65598413803498e-18,2.36793537781935e-16,0.000335192934314808,1.28308944154005e-16,1.26608116573646e-16,-2.12213825239117e-16,8.64115007829627e-18,1.34182885822365e-16,-1.03732656897736e-16,1.46893793112009e-16,2.09850321689757e-17,-1.03544262710988e-16,7.08255071785116e-17
"t40",-0.160284374955713,0.0974798739908157,0.0286342489070221,-0.0027610872750744,0.0142537838609232,-0.00267955561373356,0.00453175968411668,-0.000472577670810666,0.00821616126068044,-0.286546907438948,-0.08951584186034,-0.0429642175671893,-9.21762329634535e-05,2.81612541467614e-05,0.00224491614155256,0.0186045274947115,1.73210119432977e-06,-0.00209357987244363,0.000213384466799981,-0.000200726308336541,0.00369942193672163,0.00539967134937742,-4.5789360409219e-05,-7.93082024020536e-06,2.65078638290138e-06,1.97169517392008e-05,-1.69062108719559e-05,-0.000170556379756602,-8.24873736195773e-05,-3.73267569941486e-05,-0.115316955423157,1.55992096771565e-05,-0.0143858283026873,-4.76481626462705e-06,-1.97804552192014e-06,1.22832797897019e-07,-1.47885018729783e-16,-5.71049729222034e-08,-1.31259690245491e-15,-7.40268927311785e-07,0.00199577823273514,-1.45691285050806e-15,2.57317061424719e-06,4.31111314637259e-07,1.04647105311433e-15,-1.25444056679948e-15,9.73874252371224e-06,-0.00644683493829429,-1.57412212382045e-06,1.46210757132094e-05,3.20637075958297e-05,-0.000302590525125608,-0.000406138677733134,0.00390390295941712,-0.920612689079142,0.00330587040077822,5.10920396027027e-06,1.49561818752992e-13,0.00111846180405921,1.38310187403732e-06,1.16118206521641e-15,-0.000270226431114816,-0.000551673565557895,-1.67249534336751e-15,4.11018314015331e-06,2.3124785578971e-05,-1.0304238295039e-17,0.000561093047054845,-9.79944155654418e-16,7.00551202278828e-16,-1.61062711175075e-06,-4.67452152431904e-06,5.28726648103585e-05,-3.07817639376204e-07,-2.67778100961479e-16,5.45553773731661e-06,-0.000693672611928701,-2.63147748816549e-17,-3.44568181010622e-16,8.32952225184399e-07,-1.41966171097718e-16,-9.63496805038173e-07,1.29353382924431e-16,-2.46471215322682e-16,-1.10726928908272e-16,-3.9465471747777e-16,-4.73893444366657e-17,0.0102800469526763,-1.33872727809545e-16,1.22065865269901e-15,-2.08077022853067e-17,-4.54893757492086e-16,2.06063930628842e-16,1.40962502374511e-16,1.68351866304511e-18,1.115451537041e-16,-7.28264072937592e-17,-7.64085433357006e-17
