"accepted_species","sorted"
"t52",-1.92812537914703
"t59",-2.0189656929335
"t60",-1.99865126096273
"t55",-1.97273095247025
"t73",-1.91689959109244
"t74",-1.84177284333882
"t174",-1.33829044129779
"t175",-1.36667962719956
"t154",-1.35733510213538
"t88",-1.377092832444
"t89",-1.35309409948867
"t150",-1.46133332764508
"t151",-1.46137969139031
"t115",-1.49539089749548
"t68",-1.31544555739377
"t70",-1.47150730019621
"t85",-1.31079212973653
"t86",-1.27091946150092
"t90",-1.21719710967926
"t157",-1.38119233189478
"t176",-1.33413519523267
"t177",-1.36491273800784
"t178",-1.38750511784822
"t229",-1.37424156323339
"t235",-1.37043060191509
"t236",-1.3695104646678
"t233",-1.367046240109
"t128",-1.36616410143273
"t134",-1.35314969715581
"t135",-1.35906454077419
"t133",-1.37938905423373
"t99",-1.33116848612593
"t65",-1.37695619635651
"t48",-1.55244233854838
"t14",-1.70400423553703
"t13",-1.23631945528256
"t2",-0.934122167413564
"t15",0.957405743650531
"t27",0.404360604399011
"t28",0.519546151809694
"t18",0.689102808792841
"t91",-0.0972195337552801
"t92",-0.0656448851931831
"t122",-0.140301198722541
"t126",-0.201166691911027
"t127",-0.159613384392389
"t196",-0.0942629708634197
"t197",-0.113111368216348
"t225",-0.0939964405955936
"t321",-0.0837512311382948
"t335",-0.0860008296561484
"t336",-0.0863145214325528
"t366",-0.0938682649688062
"t367",-0.0939642007031184
"t217",-0.0959050502230887
"t132",-0.101233525546546
"t100",-0.108017690007841
"t130",-0.0758298176309234
"t261",-0.161515597706116
"t262",-0.179175568795059
"t370",-0.161852291225716
"t371",-0.161505334994898
"t304",-0.161641021575488
"t264",-0.167540713024119
"t255",-0.170929614949813
"t252",-0.163612275329348
"t230",-0.168986172476685
"t353",-0.171697624358508
"t354",-0.171292654935454
"t346",-0.176131347342371
"t231",-0.164672467851384
"t314",-0.169295364448011
"t315",-0.171144693938351
"t221",-0.157186638724066
"t200",-0.167315300922176
"t256",-0.163341518221416
"t349",-0.156042256488888
"t350",-0.157981747112355
"t311",-0.15872415940245
"t312",-0.154574509842494
"t290",-0.157799689913136
"t228",-0.155195056921496
"t206",-0.18875442080873
"t152",-0.159908982622218
"t121",-0.160407545256632
"t125",-0.0277669242213444
"t168",0.00700036202335959
"t169",0.00684095238822092
"t153",-0.00743836440823324
"t98",-0.171292564555196
"t113",-0.206267609390147
"t114",-0.157875599980658
"t213",-0.12185954281468
"t224",-0.11243346714564
"t305",-0.119544746153583
"t308",-0.121121847363295
"t309",-0.120590850391077
"t263",-0.126283423941873
"t279",-0.130133049699481
"t280",-0.129397858807375
"t342",-0.12309092023329
"t343",-0.125933558629896
"t285",-0.122436750603158
"t207",-0.123811145432906
"t195",-0.119583698817476
"t226",-0.126359640535047
"t242",-0.103229622273
"t243",-0.111415151606573
"t248",-0.123089893532716
