,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
t1,11.111706,1.3962702,7.126023,3.226046,5.9215603,3.67359,3.2244,3.6663425,5.4174814,6.5400333,4.5051003,4.1325307,4.497532,4.07853,2.87294,3.9088588,6.2374873,8.272931,5.7885513,4.4512115,5.218549,4.8419456
t2,11.233238,1.2825943,7.1018815,3.189403,5.896361,3.5862448,3.2789216,3.7982984,5.4605393,6.488071,4.5385885,4.0331326,4.6350465,4.2494535,2.7520115,4.0297365,6.1476474,8.259953,5.879887,4.375055,5.3111987,4.8661914
t3,10.860592,1.6303828,6.8913198,3.3965945,6.122254,3.7270103,3.014006,3.4179776,5.1871448,6.762986,4.3983226,4.4073915,4.2555213,3.7141876,3.195532,3.5584908,6.562548,8.148587,5.653184,4.531223,5.1605844,4.975624
t4,10.933364,1.5483227,6.9958735,3.3484137,6.0207086,3.7195833,3.0900593,3.4956543,5.2984934,6.6479487,4.4392858,4.2740602,4.3457794,3.8262494,3.1004517,3.6819177,6.471649,8.200379,5.723576,4.5178714,5.1596203,4.9346623
t5,10.861416,1.5880618,6.9399395,3.422994,6.0593863,3.7511985,2.9890912,3.4260411,5.2491283,6.6937785,4.396554,4.3493648,4.311998,3.7612913,3.1616468,3.6016974,6.582504,8.188002,5.684886,4.5302367,5.11721,5.046296
t6,10.905858,1.5595008,7.0158925,3.3691885,6.013454,3.742437,3.0731103,3.4681265,5.301593,6.647329,4.418452,4.284153,4.3393216,3.8156073,3.102768,3.6695697,6.4907813,8.220976,5.706859,4.530762,5.1309724,4.9631925
t7,10.935592,1.5374777,6.9188995,3.3222048,6.111008,3.6541378,2.8832536,3.4764016,5.1639214,6.814277,4.43767,4.4489384,4.3290033,3.7994676,3.0988107,3.59793,6.5151744,8.124778,5.6451135,4.417025,5.2414446,5.15193
t8,11.026526,1.4617022,7.0952797,3.2479806,5.9498143,3.6984046,3.0984173,3.5864966,5.3479595,6.6154966,4.5140276,4.2433243,4.4155836,3.943906,2.9717991,3.7664475,6.352427,8.227186,5.7275515,4.472976,5.1956534,4.96546
t9,10.853575,1.6060593,6.8903956,3.4089217,6.122893,3.7256684,2.9203265,3.3994024,5.1679635,6.795024,4.378772,4.4534416,4.282351,3.7094848,3.1952684,3.532369,6.6078377,8.154496,5.6351,4.4828486,5.1612515,5.0891457
t10,11.008443,1.4771107,7.100018,3.2724612,5.9413238,3.706613,3.1416416,3.5703847,5.371824,6.5936365,4.4685435,4.2094274,4.4104743,3.929849,2.989111,3.7807522,6.3558955,8.257203,5.7497025,4.497601,5.172977,4.9243236
t11,10.711081,1.7290606,6.7372804,3.5548785,6.2588778,3.8267496,2.7449574,3.2271447,5.029166,6.9488645,4.1652536,4.6323996,4.2022486,3.4784355,3.4338622,3.2895365,6.8520417,8.207954,5.5716715,4.473552,5.121912,5.250625
t12,10.694781,1.7418453,6.7169275,3.571316,6.2775764,3.8370802,2.7184222,3.2066684,5.009107,6.972497,4.1383014,4.6593795,4.1951594,3.450984,3.461851,3.2582831,6.8826985,8.213868,5.5639296,4.467925,5.119011,5.2749577
t13,11.048569,1.4427505,7.043451,3.268505,5.958012,3.655798,3.134533,3.6148481,5.3597436,6.593676,4.4804792,4.1850824,4.4628787,3.9610136,2.9882855,3.795367,6.35282,8.2183,5.802225,4.45951,5.235238,4.9494815
t14,11.050949,1.4476342,7.0142574,3.2854605,5.9790397,3.6375322,3.1654127,3.6166124,5.349844,6.584184,4.469668,4.1549926,4.485535,3.9645698,3.0087001,3.7974613,6.3624268,8.195715,5.8301616,4.4501376,5.2663836,4.903217
t15,10.613293,1.8090371,6.6135416,3.6438563,6.387424,3.891472,2.588036,3.0999465,4.8817163,7.100765,4.01562,4.802329,4.186544,3.3274536,3.5947285,3.1039717,7.0194697,8.261954,5.5501013,4.416137,5.1285205,5.3849106
t16,10.5362215,1.8731625,6.569153,3.7713556,6.378173,3.9393206,2.4827716,3.0753999,4.9272494,7.1429186,3.9050934,4.8490214,4.1435213,3.1919541,3.6545072,2.9772243,7.170957,8.143425,5.480535,4.4638767,5.1020203,5.4450927
t17,11.0334,1.4389015,6.964752,3.2709398,6.0546556,3.6065006,2.9470174,3.582598,5.2373886,6.7379327,4.4712057,4.3455257,4.4451404,3.9321382,2.9838603,3.714331,6.4093213,8.144621,5.7140346,4.358782,5.302495,5.1195316
t18,11.010547,1.4629563,6.9567018,3.2822113,6.061734,3.619134,2.9369838,3.5584857,5.225334,6.748263,4.469073,4.3634768,4.4148393,3.9001622,3.0124948,3.6905053,6.43536,8.139662,5.6998124,4.379519,5.281477,5.124344
t19,11.328506,1.1961316,7.1485243,3.1313639,5.8250823,3.525841,3.3364158,3.9023368,5.5142555,6.4558043,4.548137,3.955699,4.7535524,4.4068336,2.6230927,4.1621265,6.033471,8.298579,5.939002,4.3337693,5.3561826,4.8213515
t20,10.993866,1.602677,6.958731,3.2857947,6.0019536,3.6853473,3.3540182,3.5603697,5.362824,6.5306964,4.5486,4.055355,4.348522,3.8573217,3.193447,3.7494392,6.42065,8.132024,5.8216696,4.5284066,5.23483,4.5153413
t21,10.9551735,1.5112268,6.9308615,3.3171592,6.0886664,3.644238,2.8927865,3.504604,5.18717,6.7839603,4.4581184,4.4172406,4.3567963,3.8435197,3.0585353,3.6367881,6.4936514,8.122113,5.6632714,4.414569,5.2444015,5.1634803
t22,11.261802,1.2290035,7.163743,3.141697,5.80046,3.5189853,3.2276993,3.848091,5.4944425,6.513893,4.4719996,3.9878378,4.7144,4.221812,2.7966223,3.9820704,6.1204805,8.331208,5.9215903,4.2928324,5.4078245,4.9182324
t23,11.183852,1.320553,7.0597,3.2015433,5.9023986,3.5688987,3.19924,3.7558389,5.4199104,6.542863,4.5084696,4.073644,4.60925,4.1383033,2.8590758,3.9328597,6.2204523,8.238722,5.888302,4.371119,5.3329554,4.9331174
t24,10.938629,1.6159816,7.099884,3.4091651,6.017803,3.7787771,3.3887262,3.5101001,5.357881,6.462505,4.4684806,4.063012,4.343161,3.823151,3.1981208,3.7595592,6.4212904,8.194322,5.80775,4.6569777,5.1295314,4.3856363
t25,11.007908,1.5507485,7.027158,3.3233397,5.968295,3.7030954,3.3884714,3.57841,5.4030147,6.466907,4.526414,4.0384254,4.397331,3.8838758,3.1345227,3.8065972,6.3718576,8.183969,5.849391,4.5625353,5.196758,4.44465
t26,10.946002,1.6060411,7.0973053,3.4066172,6.0107546,3.770029,3.408992,3.5184278,5.3712506,6.4465594,4.4799356,4.050157,4.3512673,3.829058,3.187356,3.7757618,6.4115644,8.193554,5.8172894,4.655322,5.1277723,4.3521304
t27,10.97552,1.5882984,7.0435147,3.3771,5.9991617,3.7369013,3.4374466,3.5476115,5.386893,6.4368067,4.5136514,4.0178204,4.367759,3.851275,3.1814544,3.794295,6.4003353,8.172951,5.845316,4.6191835,5.162749,4.341187
t28,10.550815,1.8529327,6.581035,3.7285619,6.3882184,3.9340107,2.532441,3.0642533,4.8881226,7.12544,3.9581716,4.834909,4.146946,3.2563,3.6388612,3.037887,7.108701,8.199858,5.491878,4.445808,5.102999,5.4312744
t29,11.011929,1.5608193,6.9902306,3.311833,5.9668126,3.6950653,3.3889859,3.5821452,5.3995953,6.4789104,4.5319014,4.032155,4.3967743,3.8837543,3.1588035,3.7954025,6.3800836,8.172223,5.8624,4.5472493,5.2235875,4.4540577
t30,10.540998,1.8842224,6.61142,3.7190707,6.4033313,3.9604604,2.5744517,3.0475612,4.87687,7.106987,3.9901679,4.809173,4.221982,3.306691,3.610281,3.0452647,7.087525,8.250669,5.5938797,4.400329,5.1522336,5.3694725
t31,11.056748,1.4246527,6.9414587,3.2180848,6.0860415,3.550998,2.8816593,3.5868084,5.184047,6.79856,4.4876413,4.398607,4.4223614,3.914816,2.9855826,3.6813624,6.415539,8.10509,5.6694307,4.291674,5.35476,5.192381
t32,10.581726,1.8047929,6.5494676,3.686803,6.419047,3.914346,2.5375037,3.0819163,4.8388867,7.160606,3.9644663,4.8712554,4.1138196,3.2730608,3.6741834,3.055498,7.0830517,8.231407,5.4850016,4.4443054,5.066605,5.4423985
t33,10.606997,1.8315865,6.5175076,3.6522326,6.4689474,3.8691077,2.4755218,3.0389898,4.8064723,7.201062,3.9010768,4.9111843,4.140541,3.2077525,3.7069643,2.9796956,7.1505723,8.290387,5.500044,4.3716435,5.1282086,5.4869375
t34,10.554946,1.8406146,6.5662417,3.7585275,6.3824306,3.9016938,2.4823527,3.0989943,4.916997,7.1489606,3.9079947,4.8707795,4.080909,3.1670716,3.6700256,2.9572852,7.1898503,8.137251,5.420561,4.4971786,5.05186,5.4675727
t35,10.583105,1.8458929,6.5460906,3.6904159,6.444232,3.8952386,2.4948082,3.0471325,4.838298,7.1764107,3.9197705,4.8857617,4.1621237,3.2257664,3.679832,2.9935405,7.1327844,8.252289,5.5245085,4.399074,5.1327887,5.4601874
t36,11.067359,1.5156107,7.0132613,3.3431692,5.977283,3.6938164,3.4505,3.636743,5.407375,6.424545,4.536399,3.9704368,4.446943,3.9488575,3.1157262,3.852038,6.3314896,8.174131,5.89143,4.5490255,5.2337704,4.39709
t37,11.399282,1.113982,7.22284,3.0994997,5.7481008,3.4715426,3.3134623,3.969911,5.5646205,6.452096,4.500272,3.853789,4.8183646,4.3966265,2.6743317,4.1051826,5.9748096,8.371898,5.96773,4.191798,5.510371,4.892057
t38,11.334135,1.1789885,7.174212,3.1280637,5.7995267,3.5062544,3.3198943,3.9128144,5.5228634,6.4575386,4.527358,3.931308,4.7719827,4.385064,2.6594558,4.122314,6.030662,8.321213,5.942391,4.292755,5.4044228,4.8535166
t39,11.372801,1.1684239,7.1506515,3.110073,5.8142595,3.5172725,3.3744829,3.9487174,5.5326247,6.437331,4.572597,3.9390628,4.7896104,4.5007505,2.5345585,4.2543707,5.9751515,8.297523,5.957446,4.3418713,5.342492,4.7907467
t40,13.372064,9.347455,6.273452,7.2060375,4.1129036,4.9303374,4.4721117,4.8301,5.4323096,2.5088613,4.6396,3.8952658,4.4841123,4.590636,5.1168866,7.3108406,5.0593424,3.9641542,5.2872453,2.80092,5.73966,4.1455965
t41,13.369176,9.361394,6.2849765,7.2257295,4.117363,4.9453907,4.4554176,4.8594685,5.4596505,2.5044928,4.6202245,3.872404,4.515382,4.617845,5.149589,7.3483987,5.0612397,3.951597,5.267749,2.799112,5.7483764,4.1635766
t42,11.082786,1.389536,6.9750247,3.2414708,6.0423083,3.5719674,2.9388256,3.6318316,5.244965,6.742956,4.4781837,4.332307,4.4944797,3.9951413,2.9290175,3.7502284,6.362787,8.151343,5.725324,4.3099217,5.3471794,5.1493382
t43,13.345186,9.30437,6.2503757,7.1644173,4.1454725,4.9605355,4.4649487,4.807171,5.4061303,2.556677,4.624254,3.8955877,4.463079,4.600119,5.121677,7.308033,5.086939,4.0108147,5.2763686,2.8385289,5.7681293,4.1981244
t44,13.34164,9.347134,6.2488933,7.204843,4.144838,4.9693246,4.463757,4.833038,5.434573,2.5139315,4.6017528,3.8723068,4.501985,4.6219335,5.1529193,7.3458166,5.0674787,3.979858,5.246741,2.8266075,5.7739353,4.1792183
t45,11.3695,1.1854035,7.1570396,3.1370795,5.854812,3.5572712,3.4517493,3.9478338,5.502075,6.377338,4.6501455,3.966185,4.783085,4.550469,2.489394,4.297873,5.9687905,8.243061,5.9266024,4.3927364,5.3040085,4.809801
t46,13.330127,9.282536,6.233136,7.136059,4.1559525,5.0015993,4.4304404,4.8470893,5.426997,2.5851443,4.54395,3.8001523,4.502989,4.6849766,5.21189,7.4285,5.1167884,4.041744,5.2051373,2.870612,5.8149886,4.2649136
