,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,5.197022,2.7125041,9.185506,6.9133754,3.4605324,4.5926394,5.9040246,5.7888455,7.4942207,7.0611353,6.4340096,5.288419,3.8149934,5.105617,4.672878,6.384807,5.2263265
t3,4.9560304,2.743925,9.325579,7.0022087,3.4288666,4.5498123,5.9017324,5.877225,7.45284,7.031951,6.387408,5.224849,3.7672513,5.1022067,4.669955,6.359237,5.2062163
t4,4.9540224,2.7825465,9.343916,7.0141053,3.4499724,4.5281796,5.869495,5.88831,7.4304194,7.00311,6.4124513,5.2101107,3.7452915,5.0648026,4.691337,6.336099,5.2408385
t10,4.6634073,2.7790651,9.510173,7.099254,3.3886166,4.6211157,5.8534126,5.9832954,7.466904,6.9352846,6.432508,5.140591,3.6365778,5.0816226,4.7451863,6.320785,5.222491
t19,4.0735054,2.686894,9.812169,7.121208,3.407371,4.8916655,5.7365837,6.0961013,7.413813,6.8760314,6.1438165,5.2363286,3.653635,5.3371925,4.884277,6.453774,4.992766
t55,-2.3640962,3.28203,0.3950936,-0.8511507,5.045583,6.300525,7.1602926,7.7843666,2.7141144,3.4860783,6.5096745,7.423447,8.005513,5.8393364,8.157168,5.957564,6.6799135
t57,-2.4172182,3.3093894,0.36204684,-0.9308519,5.1192255,6.249474,7.172338,7.862697,2.6743648,3.4057062,6.4758325,7.5044875,7.9405975,5.812092,8.151289,5.883567,6.758491
t114,-2.3073704,3.2481337,0.3813655,-0.9019154,5.100638,6.3464336,7.249662,7.8363028,2.6348786,3.4405384,6.5271435,7.4553294,8.053405,5.8958597,8.074084,5.9066095,6.7336173
t121,-2.4007266,3.3512473,0.3398321,-0.9088464,5.109163,6.255436,7.1469254,7.843958,2.7009559,3.4246745,6.434572,7.4863434,7.975704,5.8204436,8.18013,5.9159317,6.7348986
t122,-2.3088212,3.2832646,0.4253209,-0.8715616,5.0741634,6.3502555,7.228507,7.802993,2.651592,3.4704251,6.4974737,7.429742,8.034119,5.8912897,8.092862,5.918793,6.702137
t123,-2.3510928,3.2460392,0.43145955,-0.8308832,5.0272408,6.3257017,7.1881523,7.7637315,2.6952014,3.5090315,6.5421185,7.398214,8.006244,5.850535,8.123295,5.953082,6.6607637
t120,-2.4051487,3.35623,0.32787132,-0.9072829,5.109376,6.2476363,7.1209636,7.841198,2.7156634,3.425593,6.4309807,7.48758,7.973806,5.8216386,8.200751,5.9183292,6.7313533
t56,-2.3755987,3.325791,0.34916082,-0.8380137,5.0335627,6.2758803,7.0992975,7.773008,2.7762105,3.493328,6.4781566,7.4220867,8.0254135,5.820786,8.220576,6.005373,6.6632156
t12,4.5646496,2.7196312,9.585913,7.1019483,3.4445972,4.7139783,5.780707,5.978157,7.415492,6.95098,6.3332434,5.2036266,3.6925201,5.177641,4.7379103,6.3956037,5.138117
t13,4.5884786,2.7453914,9.57689,7.1162767,3.4502716,4.6986113,5.778699,5.9913993,7.4058714,6.9432254,6.333335,5.1835895,3.6688826,5.157273,4.7319713,6.3738046,5.1610255
t9,3.9330823,2.7316053,9.902804,7.1724963,3.3390038,4.904115,5.741068,6.10906,7.4229083,6.8273664,6.1806417,5.145405,3.5753205,5.3270593,4.93232,6.3847084,4.9847484
t15,4.4605474,2.6885822,9.654896,7.102098,3.4291818,4.7526627,5.763579,5.976883,7.4177785,6.9471073,6.314215,5.217897,3.7058551,5.2271376,4.752056,6.431007,5.093271
t23,3.6084738,2.6898098,10.030887,7.2184453,3.3300004,4.9640813,5.733191,6.0792294,7.5044813,6.794103,6.116177,5.182724,3.6767366,5.4964075,5.0039225,6.459782,4.833286
t33,3.8476,2.6198366,9.997048,7.159944,3.418435,4.9896,5.6933665,6.061324,7.4593754,6.859646,6.141181,5.2926755,3.7353308,5.4719944,4.9129148,6.5523863,4.8772626
t34,3.6945846,2.7140598,9.942004,7.19883,3.3618143,4.926514,5.7678957,6.100798,7.50974,6.808861,6.098749,5.209597,3.7465024,5.475232,4.9968224,6.4815207,4.8538065
t26,3.915744,2.647047,9.929103,7.17798,3.438853,4.924657,5.7136993,6.090509,7.4848223,6.8471327,6.1346173,5.2981744,3.770757,5.4369187,4.922116,6.5538692,4.9076247
t30,3.823753,2.701761,10.013041,7.172004,3.3339288,5.003706,5.6786537,6.1257386,7.3744903,6.8051233,6.1282454,5.1743054,3.642255,5.382253,4.974372,6.4216228,4.9373116
t31,3.9145575,2.6221168,9.967062,7.207892,3.4691777,4.9268,5.686899,6.1073036,7.506011,6.8329034,6.146323,5.3166285,3.8083603,5.4341583,4.915645,6.5919733,4.9155207
t14,3.963166,2.5830953,10.0105915,7.155811,3.4010577,5.062152,5.6537786,6.007032,7.4132156,6.8872566,6.2163634,5.245463,3.6291318,5.40598,4.8139353,6.5173693,4.945325
t164,2.0341558,-0.23134243,12.921244,4.4508476,11.6339245,15.117575,2.568452,0.9582451,2.1023853,5.6280174,6.8729286,7.4118605,2.394277,2.2955017,3.7033532,7.8014874,5.9988275
t165,2.0478673,-0.26060075,12.909731,4.4500012,11.554125,15.104354,2.5418434,0.95873576,2.1262531,5.6616516,6.8398805,7.4123588,2.4583921,2.2898595,3.7580004,7.7636003,5.971888
t85,2.0398269,-0.15019001,12.970357,4.4186344,11.548724,15.18897,2.6622224,1.098418,2.1787019,5.542379,6.878563,7.4335313,2.4817543,2.4036174,3.6657262,7.8894053,6.0372486
t86,2.042176,-0.22407313,12.928556,4.4764023,11.486925,15.184697,2.5825498,1.0242679,2.1596904,5.6960454,6.7808747,7.331159,2.535807,2.2769518,3.8014526,7.7469163,5.9018035
t160,2.0578983,-0.23262356,12.937062,4.4048724,11.588326,15.086379,2.5727172,1.0298885,2.1394262,5.5943985,6.9037995,7.509393,2.4436526,2.3736923,3.6926968,7.827628,6.0327983
t161,2.015268,-0.20384574,12.967569,4.4586678,11.530213,15.1363125,2.603915,1.0279251,2.172186,5.606329,6.8494234,7.4514837,2.5066552,2.33368,3.7253778,7.8322477,6.0090127
t100,1.9494529,-0.068169184,13.091725,4.537197,11.516445,15.1844,2.7230709,1.0560753,2.2436514,5.5744753,6.799902,7.406221,2.549406,2.3342688,3.726486,7.873936,6.0631638
t152,2.0026681,-0.21249689,13.027834,4.490263,11.420993,15.102901,2.5989068,1.039937,2.2542381,5.656081,6.7675223,7.4683337,2.613036,2.33605,3.8382788,7.7650285,5.9969525
t153,1.918436,-0.17433602,13.104532,4.563283,11.485815,15.104636,2.6184473,0.96926636,2.2661498,5.639168,6.7781844,7.4841166,2.597,2.2646692,3.818001,7.7930746,6.039348
t95,2.013606,-0.15128776,12.9662695,4.516724,11.529613,15.155384,2.649497,1.043987,2.1671443,5.62339,6.7999563,7.3503375,2.4803708,2.3412104,3.7347577,7.8167515,5.9883065
t48,2.029932,-0.25227883,12.882987,4.488428,11.570696,15.068094,2.5465531,0.9347061,2.1117682,5.6930075,6.8265276,7.385612,2.4182901,2.257416,3.7657757,7.741987,5.938256
t49,3.825335,2.563193,10.096442,7.1301975,3.3895698,5.1763463,5.609547,6.0090485,7.355905,6.886239,6.15298,5.2443175,3.624409,5.449693,4.842783,6.514288,4.9075627
t167,1.8813238,2.0896163,11.591714,6.652778,0.922518,8.144265,5.6019373,2.978507,5.826357,6.6669946,6.3403797,4.1566014,0.3006516,6.4230037,4.9501963,5.9371543,3.540104
t168,1.9240957,2.108962,11.565687,6.693085,0.9657664,8.093009,5.5977216,3.0186498,5.804285,6.6569595,6.3369203,4.181368,0.35207814,6.4069014,4.933518,5.932229,3.571994
t140,1.852039,2.0457652,11.638189,6.6220236,0.92058593,8.127171,5.620306,2.9011176,5.8483124,6.693574,6.29715,4.1031137,0.2291421,6.4377666,4.9904513,6.0137,3.5275693
t141,1.8225464,2.0272596,11.624088,6.669377,0.9674694,8.0365305,5.6581736,2.9216278,5.865313,6.672726,6.182291,4.089765,0.28783825,6.5225515,4.986805,6.112785,3.5454469
t118,1.8943721,2.1786997,11.547597,6.797067,1.074339,7.910508,5.510918,2.8518102,5.6947136,6.6867976,6.242294,3.9412997,0.24651888,6.5194354,4.9452467,6.0766973,3.5218666
t119,1.9371644,2.1291316,11.6146145,6.7193513,1.0286938,7.998379,5.538101,2.8736784,5.755775,6.7475348,6.3181214,4.009076,0.24321248,6.415432,5.004671,6.074623,3.556376
t76,2.0263643,2.1407423,11.597637,6.7615614,1.1944773,7.825203,5.4307933,2.9032154,5.774399,6.848279,6.3226147,3.9155934,0.32586867,6.3398147,4.9778237,6.189007,3.5437255
t111,1.9510496,2.1459877,11.605077,6.6880374,1.0543623,7.9920416,5.4393535,2.8772893,5.751865,6.7683105,6.4250517,3.9698756,0.22656038,6.3166018,4.950758,6.002661,3.4815927
t112,1.9544219,2.1672823,11.595838,6.7414246,1.0890938,7.9438653,5.444326,2.9652913,5.7860227,6.785176,6.380356,3.972616,0.33661938,6.3720427,4.967709,6.0836377,3.4280374
t69,1.9322524,2.1351757,11.626672,6.731908,1.0244976,8.000036,5.5474305,2.9050019,5.7729726,6.7583485,6.309414,4.0173535,0.27691016,6.432922,5.03128,6.1040297,3.5342498
t116,1.96088,2.2334924,11.495045,6.763734,0.93104607,8.117687,5.5503583,3.0639613,5.7242985,6.6697464,6.4115505,4.1827145,0.40573832,6.4560447,4.9126873,5.883941,3.4947467
t117,2.015922,2.1993904,11.477957,6.8004184,1.033982,8.001497,5.5227995,3.0188344,5.661858,6.659563,6.318941,4.152556,0.36515614,6.350901,4.842305,5.9048834,3.6993496
t107,2.0081494,2.208109,11.481981,6.7812705,0.99077344,8.041958,5.545832,2.9991143,5.67731,6.6645184,6.374253,4.164098,0.35882214,6.395314,4.8881283,5.887667,3.6591878
t108,1.9520153,2.1782198,11.498504,6.767826,1.0413567,7.991418,5.478523,2.8949852,5.604098,6.629211,6.3362637,4.090126,0.25336233,6.393577,4.835547,5.8815002,3.7059145
t80,2.0232449,2.3002112,11.434926,6.8108826,0.9646361,8.070394,5.4810534,2.9725091,5.612521,6.6822324,6.482542,4.1207104,0.35298145,6.4228325,4.8978915,5.8325896,3.6252954
t25,2.01621,2.0777936,11.639493,6.712831,1.197287,7.832494,5.500968,2.9360163,5.841287,6.8422794,6.294809,3.9876955,0.36253276,6.3375754,5.0116806,6.219439,3.6364098
t20,3.9866316,2.5956006,9.970091,7.08572,3.4145598,5.1162,5.6345973,6.037456,7.3311024,6.9120474,6.1372976,5.2601027,3.6246772,5.3844867,4.8349795,6.4883437,4.9658904
t46,3.4366744,2.1296713,11.027912,6.892132,3.1085281,6.373896,5.137886,5.361253,6.8539834,7.075052,6.533769,5.007222,3.2773128,5.7195635,4.4150667,6.4522004,4.7302346
t154,3.3960607,2.0239992,11.255819,6.879644,3.0805202,6.6455975,5.0230455,5.2289104,6.748519,7.118736,6.5738573,4.9799304,3.1826093,5.7539625,4.319427,6.458597,4.725214
t155,3.3695095,2.0078156,11.25948,6.85358,3.0536435,6.6598845,4.9990973,5.2146606,6.7264123,7.115555,6.591694,4.955146,3.198285,5.780494,4.3023105,6.4392505,4.7063313
t72,3.311608,2.0073586,11.189903,6.788941,2.9928622,6.6179705,4.952809,5.234848,6.6811666,7.0819364,6.661076,4.9002295,3.270838,5.834624,4.300575,6.3801303,4.6481824
t146,3.3966315,2.0474265,11.218099,6.8635826,3.0762234,6.6135283,5.040737,5.253168,6.7652054,7.088419,6.6095276,4.985312,3.2176335,5.7508135,4.340297,6.455514,4.725718
t147,3.3461506,2.0429468,11.209682,6.823197,3.047939,6.6073985,5.0020127,5.244942,6.733723,7.129653,6.6400914,4.929812,3.23334,5.788921,4.3036027,6.4058857,4.675947
t83,3.40001,2.0761821,11.163712,6.8456874,3.0694664,6.550826,5.0725965,5.2865677,6.7941666,7.0977826,6.6109796,4.985523,3.2594454,5.749566,4.3417735,6.455178,4.72624
t50,3.6987693,2.4910748,10.25986,7.1078577,3.3521125,5.3653264,5.5385456,5.9160395,7.287591,6.91163,6.1746964,5.2181535,3.5736945,5.5190787,4.8002477,6.517233,4.85099
t73,3.5870621,1.7270051,11.689018,7.2298937,3.3961143,7.0397186,4.6937766,5.029511,6.4728866,7.459377,6.247876,5.071887,2.7206023,5.591378,4.0304503,6.561399,4.813524
t131,3.606482,1.6956339,11.724773,7.2661514,3.430497,7.0701294,4.6625395,5.056711,6.4533224,7.494782,6.213156,5.038407,2.677315,5.5879726,3.998373,6.526983,4.7796545
t132,3.54719,1.7685636,11.681205,7.211047,3.3733225,7.035002,4.7297344,5.017755,6.503186,7.439146,6.2751565,5.0402174,2.7307193,5.628618,4.055892,6.5255394,4.7830877
t88,3.469527,1.8152224,11.6171055,7.1283135,3.2896805,6.9877706,4.780489,5.057653,6.5470047,7.359144,6.353428,4.9645195,2.8125656,5.7054396,4.13113,6.458931,4.7066116
t89,3.473684,1.764585,11.59159,7.1210694,3.2870817,6.9634643,4.728371,5.0211363,6.500672,7.350726,6.345447,4.9759383,2.8216193,5.697562,4.13723,6.492102,4.7132654
t51,3.5338187,1.8230922,11.538083,7.120586,3.3081155,6.902795,4.785687,5.137139,6.5783978,7.3496428,6.3407164,5.0360656,2.8548748,5.6438313,4.140198,6.52842,4.7759376
t62,3.408129,1.9478526,11.3418,6.9589605,3.1364152,6.723626,4.9394603,5.162673,6.6697807,7.1637206,6.491879,4.9792085,3.0469246,5.736255,4.2964435,6.4559145,4.7116537
t70,3.5185728,2.2063088,10.816489,7.003213,3.2026045,6.0848684,5.2352843,5.4878263,6.950079,7.0434566,6.3676753,5.064351,3.2859144,5.652247,4.535316,6.4641786,4.75431
t71,3.374233,1.8852233,11.406535,6.978501,3.1404321,6.7930717,4.875899,5.09803,6.6054964,7.1926684,6.4690385,4.9512215,2.98847,5.7600856,4.255891,6.441804,4.687999
t11,4.9787903,2.8616138,9.250161,7.078879,3.5053618,4.4804497,5.9101715,5.8314734,7.448755,7.01273,6.492644,5.1922483,3.7533572,4.987217,4.707328,6.24916,5.32849
t17,6.0443172,8.1257105,3.082323,11.278933,5.7389956,6.8478823,4.510395,4.5408845,3.0405562,6.1502037,5.020173,4.718974,3.8538737,5.2744055,4.8943295,3.509189,4.8993015
t77,6.0042586,7.7181497,3.481039,11.747016,5.685923,6.612342,4.6818204,4.686659,2.7920496,5.513195,4.9085307,5.0206876,4.4405107,5.253687,4.741682,3.3009558,4.955399
t78,6.0552206,7.7236457,3.5117412,11.729737,5.671585,6.637059,4.725721,4.6604247,2.810973,5.47032,4.9190607,4.966356,4.4484406,5.306566,4.7560234,3.3417988,4.895157
t148,6.070123,7.6626663,3.4862034,11.814712,5.614292,6.685273,4.7494397,4.6005464,2.76998,5.4969344,4.9820695,5.018215,4.3962283,5.2801,4.834037,3.3073545,4.9118767
t149,6.0318704,7.6715107,3.528556,11.774894,5.639939,6.6098924,4.727161,4.679965,2.7582068,5.4552884,4.9161754,5.0176463,4.4865966,5.2618356,4.7470217,3.307121,4.9286795
t92,5.9899015,7.679581,3.4854128,11.843369,5.696628,6.617148,4.67067,4.657272,2.7815592,5.521153,4.933751,5.0773425,4.447202,5.2162232,4.7821894,3.2208774,5.0055003
t44,6.016794,8.183113,3.026458,11.284214,5.802972,6.872353,4.4789696,4.5355115,3.0993528,6.095571,4.951375,4.7283792,3.9038572,5.334811,4.8275027,3.5256903,4.9033933
t144,5.869545,7.798065,3.4756744,11.602666,5.7941904,6.48987,4.515916,4.8251805,2.9225528,5.575333,4.8662605,5.106191,4.3729672,5.2534714,4.6063747,3.248637,5.026917
t145,5.822146,7.7569075,3.531314,11.547504,5.7243533,6.3967834,4.580167,4.929222,2.8758132,5.5096445,4.806715,5.1430225,4.431486,5.224519,4.4948773,3.2554388,4.967807
t93,5.8835464,7.8354254,3.4014988,11.58049,5.7608323,6.5241494,4.535183,4.812454,2.8833594,5.598959,4.833137,5.066061,4.3844643,5.21695,4.606557,3.3074389,5.0322504
t94,5.8374853,7.828896,3.4474435,11.560841,5.7892766,6.4666424,4.508829,4.8580203,2.9235961,5.5792723,4.8354487,5.102903,4.3827715,5.231729,4.566438,3.2685943,5.0359635
t171,5.904477,7.801303,3.3638635,11.560052,5.656119,6.512032,4.566121,4.8858542,2.759546,5.572479,4.7473607,5.099942,4.4617214,5.1041813,4.5133424,3.373094,5.05042
t172,5.9096355,7.7806964,3.4252584,11.646748,5.7303643,6.523328,4.5800524,4.8273187,2.8086004,5.5122933,4.797963,5.070206,4.481042,5.196981,4.5966954,3.3423388,5.039266
t128,5.851909,7.8207703,3.4373486,11.590325,5.764693,6.4618225,4.611191,4.8874974,2.7969282,5.4967976,4.7448535,5.0537176,4.5104585,5.2033014,4.5420556,3.360683,5.028678
t169,5.8670735,7.83928,3.4164586,11.563542,5.7420425,6.4951143,4.5803895,4.901711,2.786734,5.522664,4.744174,5.0526404,4.4904947,5.1651945,4.516009,3.379516,5.0971985
t170,5.872405,7.774861,3.470016,11.686045,5.8158402,6.4856906,4.5705433,4.835903,2.8227441,5.4333673,4.776468,5.0739303,4.5550313,5.2392955,4.6037326,3.32758,5.080351
t90,2.5746171,14.221585,4.629032,0.46443307,3.0842874,3.0816166,5.774467,5.4386725,0.8220694,1.3100326,5.326017,5.196751,5.9041066,4.122588,5.3906918,7.098759,3.9555955
t91,2.5291076,14.1812315,4.696025,0.45306915,3.0770779,3.0853715,5.812601,5.358253,0.8654206,1.3492358,5.256932,5.2626057,5.831398,4.0782986,5.4620185,7.0743494,4.0359483
t113,2.4783254,14.2603035,4.7348866,0.46348494,3.0106146,3.0095196,5.8659644,5.3858547,0.7870028,1.2670816,5.267668,5.301885,5.8466988,4.0278616,5.4956093,7.1550536,4.0080256
t126,2.5131629,14.21664,4.6836953,0.38336635,3.0451007,3.0467346,5.8327026,5.475008,0.8316809,1.310401,5.354666,5.2519894,5.9343657,4.064773,5.4291096,7.1054835,3.9189641
t166,2.4824235,14.286933,4.71775,0.38578686,3.0363421,2.9923434,5.8576527,5.4679027,0.7602966,1.2425592,5.4062395,5.2863226,5.9741073,4.0357904,5.4646297,7.1796393,3.9249113
t173,2.5262318,14.300299,4.6485915,0.48180732,2.978531,2.9825742,5.834616,5.4999995,0.74791354,1.2294688,5.294587,5.217522,5.8996487,4.0720906,5.4038363,7.182688,3.894222
t174,2.5089061,14.2326975,4.7008624,0.46296403,3.023748,3.0411255,5.839339,5.3930497,0.8162995,1.2959784,5.251673,5.2678494,5.833592,4.057015,5.463585,7.120675,4.001408
t96,2.4842992,14.251813,4.728439,0.4177338,3.0230308,3.0202127,5.8588624,5.3999896,0.7976505,1.2768632,5.2889514,5.2955737,5.864765,4.034577,5.4877977,7.144217,3.993948
t16,6.0669746,8.233477,2.9669583,11.140017,5.7640624,6.961329,4.490869,4.478518,3.1579373,6.309727,5.0335035,4.633655,3.696237,5.3231397,4.903079,3.5986648,4.8733354
t53,6.113014,8.689786,2.5367,11.2028675,5.9309483,7.2892413,4.5516605,4.312903,3.2610028,6.4938807,4.8959875,4.467421,3.4178247,5.506948,4.9073763,3.6680706,4.7849007
t54,6.0046563,8.713593,2.5082967,11.158468,5.928934,7.211422,4.4157343,4.27502,3.3141901,6.486742,5.016978,4.447779,3.4430268,5.409441,4.93746,3.6940203,4.830708
t52,6.049906,8.447739,2.7408879,11.178349,5.8183217,7.0695586,4.4476204,4.4085217,3.1154425,6.3500147,5.0163703,4.606825,3.6278622,5.366715,4.8915987,3.5361218,4.824047
t58,6.0397315,8.706681,2.5208938,11.080351,5.93523,7.2457414,4.447108,4.3000875,3.255063,6.4806085,5.0067644,4.434886,3.453858,5.4790235,4.9990015,3.7249985,4.831205
t59,6.0182548,8.772475,2.4502814,11.064906,5.9364233,7.218926,4.3675714,4.224583,3.2907891,6.5139027,5.067473,4.3737736,3.4355688,5.3973045,5.0393887,3.753798,4.811992
t40,6.124145,8.382712,2.8075466,11.181465,5.771103,6.9835825,4.388768,4.3606772,3.0896804,6.2329893,4.990932,4.5941067,3.7450864,5.3324122,4.836502,3.5351498,4.7702065
t41,6.075104,8.314984,2.8831818,11.164854,5.7795997,6.989645,4.4506874,4.439278,3.1262927,6.288341,5.0260663,4.6174054,3.709109,5.3328004,4.9034753,3.5717065,4.84507
t84,6.1694756,8.620889,2.6022608,11.083565,5.7826552,7.235451,4.4500375,4.229043,3.16208,6.445196,5.0055,4.4374733,3.4845874,5.424175,4.986396,3.6511207,4.736119
t129,6.0771885,8.638578,2.5938303,11.024031,5.8483715,7.194371,4.4149423,4.284907,3.2198668,6.4521775,5.051774,4.392064,3.5085788,5.413746,5.059702,3.7425137,4.8063283
t130,6.1343126,8.596171,2.6218104,11.15482,5.8108397,7.1852756,4.465321,4.287235,3.194782,6.4234986,4.971039,4.4650183,3.517233,5.402231,4.9314346,3.635289,4.7585874
t38,6.093268,8.30126,2.8883035,11.146087,5.7841024,6.9673057,4.4469147,4.425947,3.1426291,6.2665324,5.0055737,4.6115985,3.7251782,5.343461,4.8771076,3.5885608,4.828934
t65,6.047842,8.731853,2.4933052,11.11983,5.933936,7.245449,4.442312,4.2685013,3.2788363,6.5013547,5.0023847,4.4171276,3.4331937,5.4451394,4.9859724,3.7204728,4.8117056
t66,6.0435348,8.432705,2.7754266,11.210948,5.8714237,7.0967765,4.529455,4.476146,3.1609526,6.330669,4.9771433,4.642262,3.6515708,5.417089,4.8962846,3.5861518,4.8885174
t45,6.0491304,8.533707,2.6706867,11.210551,5.9032016,7.1440883,4.4993577,4.403241,3.1927254,6.37793,4.9498935,4.567959,3.5832112,5.445902,4.8915052,3.6096175,4.841878
t5,4.8351965,2.7982457,9.412261,7.0792637,3.4706194,4.5243983,5.8664308,5.926174,7.4186363,6.9970813,6.3799067,5.2096705,3.7403145,5.083744,4.7009478,6.345623,5.228531
t7,4.8923674,2.8065147,9.350336,7.063222,3.4772165,4.52069,5.881151,5.887916,7.4328365,7.005131,6.4221897,5.205553,3.7470336,5.0530677,4.699546,6.316396,5.259443
t8,4.9243736,2.7489643,9.336471,7.043198,3.3908958,4.5427494,5.9145784,5.9415894,7.4153385,7.009855,6.3794584,5.15516,3.7189271,5.0772543,4.635347,6.3234706,5.2098184
t2,5.22178,2.7669592,9.194204,6.936105,3.4537528,4.54798,5.84245,5.8194304,7.4598155,7.0077024,6.44666,5.248873,3.7686343,5.048186,4.703181,6.3618393,5.261031
t6,5.4240623,2.681748,9.0482025,6.8181376,3.4892447,4.6086025,5.9313087,5.7049065,7.537969,7.096782,6.4733353,5.357988,3.867815,5.1157794,4.6646905,6.406467,5.24037
t67,13.696078,3.6194842,3.7816548,3.1192074,4.6419344,7.1490617,6.8200626,3.0734105,8.027354,5.1389956,7.611722,6.3645177,5.391889,6.4135966,5.41259,6.8690577,5.679344
t101,13.687157,3.630086,3.7758796,3.1089797,4.6215854,7.160492,6.8328767,3.066254,7.9984035,5.128964,7.657373,6.39385,5.398847,6.4149394,5.425712,6.8419375,5.6851864
t102,13.662268,3.6547158,3.7449632,3.0842044,4.6482744,7.1888947,6.8596077,3.069118,7.978521,5.105209,7.6708612,6.4399533,5.4252005,6.4003096,5.4583635,6.8226,5.711197
t75,13.6066,3.6528234,3.8500974,3.0982919,4.5725584,7.159527,6.8366437,3.145318,8.135445,5.1067724,7.5236754,6.3529897,5.3965335,6.3018403,5.4685597,6.9838686,5.7561297
t105,13.591828,3.7328668,3.74931,3.0039823,4.5403886,7.241404,6.9333057,3.0829039,8.043302,5.034063,7.6159973,6.461355,5.475228,6.3064365,5.535829,6.9025645,5.797757
t106,13.676094,3.700696,3.7564516,3.0254745,4.5679736,7.181229,6.906022,2.9958744,8.011695,5.078077,7.5796165,6.3723583,5.417113,6.3762226,5.4723034,6.85559,5.7398396
t60,13.62676,3.67842,3.769258,3.0655966,4.60448,7.2160053,6.877171,3.108962,8.05372,5.0759697,7.6027813,6.412987,5.4546165,6.3495474,5.4784184,6.903703,5.7423744
t61,13.639479,3.6892884,3.8296568,3.0431736,4.507061,7.150052,6.881305,3.0463858,8.103015,5.092666,7.5284204,6.3521733,5.3851733,6.301922,5.490368,6.95282,5.778928
t32,11.649621,2.7551532,5.490947,4.4257693,4.563869,5.7304263,5.678314,4.784721,8.6848755,5.849521,7.512966,7.4369287,3.6349041,5.3493257,5.799388,6.643241,5.770591
t18,11.617036,2.6957319,5.5349174,4.4622216,4.56484,5.686025,5.6742945,4.758184,8.655759,5.8511467,7.4608035,7.377903,3.6638756,5.378372,5.888081,6.6541586,5.7371807
