"","t1","t3","t4","t10","t19","t55","t57","t114","t121","t122","t123","t120","t56","t12","t13","t9","t15","t23","t33","t34","t26","t30","t31","t14","t164","t165","t85","t86","t160","t161","t100","t152","t153","t95","t48","t49","t167","t168","t140","t141","t118","t119","t76","t111","t112","t69","t116","t117","t107","t108","t80","t25","t20","t46","t154","t155","t72","t146","t147","t83","t50","t73","t131","t132","t88","t89","t51","t62","t70","t71","t11","t17","t77","t78","t148","t149","t92","t44","t144","t145","t93","t94","t171","t172","t128","t169","t170","t90","t91","t113","t126","t166","t173","t174","t96","t16","t53","t54","t52","t58","t59","t40","t41","t84","t129","t130","t38","t65","t66","t45","t5","t7","t8","t2","t6","t67","t101","t102","t75","t105","t106","t60","t61","t32","t18","t24","t115","t124","t125","t135","t136","t150","t151","t162","t163","t156","t157","t81","t82","t74","t103","t104","t97","t98","t99","t68","t47","t133","t134","t138","t139","t79","t127","t175","t176","t87","t137","t158","t159","t142","t143","t109","t110","t42","t43","t39","t63","t64","t29","t36","t37","t35","t21","t22","t27","t28"
"t1",0,4.4131309169,4.56161671768,6.95434510328,9.40844202078,12.59742059008,11.79608475793,12.23038728503,12.59742058994,12.597420589846,12.451538615046,12.18123685139,12.59742059013,7.44837210238,7.44455863108,9.67678504118,8.26169779058,10.26091318748,9.99319629018,10.47470731578,9.56939496038,9.94938792858,9.84996556488,9.73307853008,12.59742059063,12.59742059063,12.2708661239,12.5974205907,12.59742059075,12.59742059075,12.59742059068,12.59742059068,12.59742059068,12.59742059078,12.59742059088,10.31389064137,12.59742059051,12.59742059051,12.597420590518,12.597420590518,12.597420590648,12.597420590648,12.364629648348,12.597420590648,12.597420590648,12.597420590648,12.597420590658,12.597420590658,12.597420590658,12.597420590658,12.597420590858,12.07032388281,9.55394347071,11.42596874911,12.59742058961,12.59742058961,12.59742059001,12.59742058981,12.59742058981,12.05069664221,10.7532023124,12.59742059013,12.43799107073,12.59742058993,12.59742058993,12.59742058993,12.59742058963,12.494270158,11.26990440802,12.5974205907,7.21624216398,10.61283429678,11.91337275498,12.09823025748,12.39610468243,12.59742059118,12.59742059118,10.41344633128,12.43117938998,12.59742059078,11.9473433763,12.59742059128,12.59742059173,12.59742059173,12.59742059088,12.59742059087,12.59742059087,12.59742059104,12.59742059104,12.59742059098,12.59742059098,12.59742059098,12.59742059099,12.59742059099,12.59742059108,9.08614924408,12.59742059048,12.59742059048,11.16975316006,12.21669402666,12.59742059066,10.40202320684,10.1073828363,12.59742059034,12.59742059034,12.59742059034,10.18708206774,12.59742059058,11.27579142408,11.63849722438,5.61838783778,5.67162433708,5.62807050308,3.92127900404,5.5415867556,12.59742059028,12.13843505368,12.0391731531,12.59742058998,12.59742058958,12.59742058958,12.40842702468,12.59742058968,10.3602981589,8.9894737798,10.1029556106,12.5974205901,12.59742059017,12.29142793557,12.597420589653,12.597420589653,12.40643113312,12.5974205896,12.59742058959,12.59742058959,12.59742058962,12.59742058962,12.5974205898,11.6232447902,12.5974205892,12.59742058942,12.59742058942,12.5974205894,12.04679531993,12.5974205898,11.13400158455,12.5974205895,12.5974205894,12.5974205894,12.5974205894,12.5974205894,12.5974205895,12.3398519369,12.59742059016,12.59742059016,11.76614896629,12.30052945828,12.5974205897,12.5974205897,12.5974205901,12.5974205901,12.59742059,12.59742059,10.14917012477,10.15419314956,11.57836576197,12.59742058967,11.23552261657,11.3961968939,10.67934819012,12.59742058952,12.5974205895,9.46304245299,9.41951167419,11.1955256739,9.9101550789
"t3",4.4131309169,0,1.18226944858,3.57499783418,6.02909475168,9.21807332098,8.41673748883,8.85104001593,9.21807332084,9.218073320746,9.072191345946,8.80188958229,9.21807332103,4.06902483328,4.06521136198,6.29743777208,4.88235052148,6.88156591838,6.61384902108,7.09536004668,6.19004769128,6.57004065948,6.47061829578,6.35373126098,9.21807332153,9.21807332153,8.8915188548,9.2180733216,9.21807332165,9.21807332165,9.21807332158,9.21807332158,9.21807332158,9.21807332168,9.21807332178,6.93454337227,9.21807332141,9.21807332141,9.218073321418,9.218073321418,9.218073321548,9.218073321548,8.985282379248,9.218073321548,9.218073321548,9.218073321548,9.218073321558,9.218073321558,9.218073321558,9.218073321558,9.218073321758,8.69097661371,6.17459620161,8.04662148001,9.21807332051,9.21807332051,9.21807332091,9.21807332071,9.21807332071,8.67134937311,7.3738550433,9.21807332103,9.05864380163,9.21807332083,9.21807332083,9.21807332083,9.21807332053,9.1149228889,7.89055713892,9.2180733216,3.83689489488,7.23348702768,8.53402548588,8.71888298838,9.01675741333,9.21807332208,9.21807332208,7.03409906218,9.05183212088,9.21807332168,8.5679961072,9.21807332218,9.21807332263,9.21807332263,9.21807332178,9.21807332177,9.21807332177,9.21807332194,9.21807332194,9.21807332188,9.21807332188,9.21807332188,9.21807332189,9.21807332189,9.21807332198,5.70680197498,9.21807332138,9.21807332138,7.79040589096,8.83734675756,9.21807332156,7.02267593774,6.7280355672,9.21807332124,9.21807332124,9.21807332124,6.80773479864,9.21807332148,7.89644415498,8.25914995528,2.23904056868,2.29227706798,2.24872323398,3.39890684494,5.0192145965,12.07504843118,11.61606289458,11.516800994,12.07504843088,12.07504843048,12.07504843048,11.88605486558,12.07504843058,9.8379259998,8.4671016207,9.5805834515,12.075048431,12.07504843107,11.76905577647,12.075048430553,12.075048430553,11.88405897402,12.0750484305,12.07504843049,12.07504843049,12.07504843052,12.07504843052,12.0750484307,11.1008726311,12.0750484301,12.07504843032,12.07504843032,12.0750484303,11.52442316083,12.0750484307,10.61162942545,12.0750484304,12.0750484303,12.0750484303,12.0750484303,12.0750484303,12.0750484304,11.8174797778,12.07504843106,12.07504843106,11.24377680719,11.77815729918,12.0750484306,12.0750484306,12.075048431,12.075048431,12.0750484309,12.0750484309,9.62679796567,9.63182099046,11.05599360287,12.07504843057,10.71315045747,10.8738247348,10.15697603102,12.07504843042,12.0750484304,8.94067029389,8.89713951509,10.6731535148,9.3877829198
"t4",4.56161671768,1.18226944858,0,3.5954344588,6.0495313763,9.2385099456,8.43717411345,8.87147664055,9.23850994546,9.238509945366,9.092627970566,8.82232620691,9.23850994565,4.0894614579,4.0856479866,6.3178743967,4.9027871461,6.902002543,6.6342856457,7.1157966713,6.2104843159,6.5904772841,6.4910549204,6.3741678856,9.23850994615,9.23850994615,8.91195547942,9.23850994622,9.23850994627,9.23850994627,9.2385099462,9.2385099462,9.2385099462,9.2385099463,9.2385099464,6.95497999689,9.23850994603,9.23850994603,9.238509946038,9.238509946038,9.238509946168,9.238509946168,9.005719003868,9.238509946168,9.238509946168,9.238509946168,9.238509946178,9.238509946178,9.238509946178,9.238509946178,9.238509946378,8.71141323833,6.19503282623,8.06705810463,9.23850994513,9.23850994513,9.23850994553,9.23850994533,9.23850994533,8.69178599773,7.39429166792,9.23850994565,9.07908042625,9.23850994545,9.23850994545,9.23850994545,9.23850994515,9.13535951352,7.91099376354,9.23850994622,3.8573315195,7.2539236523,8.5544621105,8.739319613,9.03719403795,9.2385099467,9.2385099467,7.0545356868,9.0722687455,9.2385099463,8.58843273182,9.2385099468,9.23850994725,9.23850994725,9.2385099464,9.23850994639,9.23850994639,9.23850994656,9.23850994656,9.2385099465,9.2385099465,9.2385099465,9.23850994651,9.23850994651,9.2385099466,5.7272385996,9.238509946,9.238509946,7.81084251558,8.85778338218,9.23850994618,7.04311256236,6.74847219182,9.23850994586,9.23850994586,9.23850994586,6.82817142326,9.2385099461,7.9168807796,8.2795865799,2.2594771933,2.3127136926,2.2691598586,3.54739264572,5.16770039728,12.22353423196,11.76454869536,11.66528679478,12.22353423166,12.22353423126,12.22353423126,12.03454066636,12.22353423136,9.98641180058,8.61558742148,9.72906925228,12.22353423178,12.22353423185,11.91754157725,12.223534231333,12.223534231333,12.0325447748,12.22353423128,12.22353423127,12.22353423127,12.2235342313,12.2235342313,12.22353423148,11.24935843188,12.22353423088,12.2235342311,12.2235342311,12.22353423108,11.67290896161,12.22353423148,10.76011522623,12.22353423118,12.22353423108,12.22353423108,12.22353423108,12.22353423108,12.22353423118,11.96596557858,12.22353423184,12.22353423184,11.39226260797,11.92664309996,12.22353423138,12.22353423138,12.22353423178,12.22353423178,12.22353423168,12.22353423168,9.77528376645,9.78030679124,11.20447940365,12.22353423135,10.86163625825,11.02231053558,10.3054618318,12.2235342312,12.22353423118,9.08915609467,9.04562531587,10.82163931558,9.53626872058
"t10",6.95434510328,3.57499783418,3.5954344588,0,2.5620072499,5.7509858192,4.94964998705,5.38395251415,5.75098581906,5.750985818966,5.605103844166,5.33480208051,5.75098581925,1.7065303641,1.7027168928,3.9349433029,2.5198560523,4.5190714492,4.2513545519,4.7328655775,3.8275532221,4.2075461903,4.1081238266,3.9912367918,6.85557885235,6.85557885235,6.52902438562,6.85557885242,6.85557885247,6.85557885247,6.8555788524,6.8555788524,6.8555788524,6.8555788525,6.8555788526,4.57204890309,6.85557885223,6.85557885223,6.855578852238,6.855578852238,6.855578852368,6.855578852368,6.622787910068,6.855578852368,6.855578852368,6.855578852368,6.855578852378,6.855578852378,6.855578852378,6.855578852378,6.855578852578,6.32848214453,3.81210173243,5.68412701083,6.85557885133,6.85557885133,6.85557885173,6.85557885153,6.85557885153,6.30885490393,5.01136057412,6.85557885185,6.69614933245,6.85557885165,6.85557885165,6.85557885165,6.85557885135,6.75242841972,5.52806266974,6.85557885242,3.7048823877,7.1014745205,8.4020129787,8.5868704812,8.88474490615,9.0860608149,9.0860608149,6.902086555,8.9198196137,9.0860608145,8.43598360002,9.086060815,9.08606081545,9.08606081545,9.0860608146,9.08606081459,9.08606081459,9.08606081476,9.08606081476,9.0860608147,9.0860608147,9.0860608147,9.08606081471,9.08606081471,9.0860608148,5.5747894678,9.0860608142,9.0860608142,7.65839338378,8.70533425038,9.08606081438,6.89066343056,6.59602306002,9.08606081406,9.08606081406,9.08606081406,6.67572229146,9.0860608143,7.7644316478,8.1271374481,2.6467692519,2.926322175,2.882768341,5.94012103132,7.56042878288,14.61626261756,14.15727708096,14.05801518038,14.61626261726,14.61626261686,14.61626261686,14.42726905196,14.61626261696,12.37914018618,11.00831580708,12.12179763788,14.61626261738,14.61626261745,14.31026996285,14.616262616933,14.616262616933,14.4252731604,14.61626261688,14.61626261687,14.61626261687,14.6162626169,14.6162626169,14.61626261708,13.64208681748,14.61626261648,14.6162626167,14.6162626167,14.61626261668,14.06563734721,14.61626261708,13.15284361183,14.61626261678,14.61626261668,14.61626261668,14.61626261668,14.61626261668,14.61626261678,14.35869396418,14.61626261744,14.61626261744,13.78499099357,14.31937148556,14.61626261698,14.61626261698,14.61626261738,14.61626261738,14.61626261728,14.61626261728,12.16801215205,12.17303517684,13.59720778925,14.61626261695,13.25436464385,13.41503892118,12.6981902174,14.6162626168,14.61626261678,11.48188448027,11.43835370147,13.21436770118,11.92899710618
"t19",9.40844202078,6.02909475168,6.0495313763,2.5620072499,0,4.7532825567,3.95194672455,4.38624925165,4.75328255656,4.753282556466,4.607400581666,4.33709881801,4.75328255675,4.1606272816,4.1568138103,6.3890402204,4.9739529698,6.9731683667,6.7054514694,7.186962495,6.2816501396,6.6616431078,6.5622207441,6.4453337093,9.30967576985,9.30967576985,8.98312130312,9.30967576992,9.30967576997,9.30967576997,9.3096757699,9.3096757699,9.3096757699,9.30967577,9.3096757701,7.02614582059,9.30967576973,9.30967576973,9.309675769738,9.309675769738,9.309675769868,9.309675769868,9.076884827568,9.309675769868,9.309675769868,9.309675769868,9.309675769878,9.309675769878,9.309675769878,9.309675769878,9.309675770078,8.78257906203,6.26619864993,8.13822392833,9.30967576883,9.30967576883,9.30967576923,9.30967576903,9.30967576903,8.76295182143,7.46545749162,9.30967576935,9.15024624995,9.30967576915,9.30967576915,9.30967576915,9.30967576885,9.20652533722,7.98215958724,9.30967576992,6.1589793052,9.555571438,10.8561098962,11.0409673987,11.33884182365,11.5401577324,11.5401577324,9.3561834725,11.3739165312,11.540157732,10.89008051752,11.5401577325,11.54015773295,11.54015773295,11.5401577321,11.54015773209,11.54015773209,11.54015773226,11.54015773226,11.5401577322,11.5401577322,11.5401577322,11.54015773221,11.54015773221,11.5401577323,8.0288863853,11.5401577317,11.5401577317,10.11249030128,11.15943116788,11.54015773188,9.34476034806,9.05011997752,11.54015773156,11.54015773156,11.54015773156,9.12981920896,11.5401577318,10.2185285653,10.5812343656,5.1008661694,5.3804190925,5.3368652585,8.39421794882,10.01452570038,17.07035953506,16.61137399846,16.51211209788,17.07035953476,17.07035953436,17.07035953436,16.88136596946,17.07035953446,14.83323710368,13.46241272458,14.57589455538,17.07035953488,17.07035953495,16.76436688035,17.070359534433,17.070359534433,16.8793700779,17.07035953438,17.07035953437,17.07035953437,17.0703595344,17.0703595344,17.07035953458,16.09618373498,17.07035953398,17.0703595342,17.0703595342,17.07035953418,16.51973426471,17.07035953458,15.60694052933,17.07035953428,17.07035953418,17.07035953418,17.07035953418,17.07035953418,17.07035953428,16.81279088168,17.07035953494,17.07035953494,16.23908791107,16.77346840306,17.07035953448,17.07035953448,17.07035953488,17.07035953488,17.07035953478,17.07035953478,14.62210906955,14.62713209434,16.05130470675,17.07035953445,15.70846156135,15.86913583868,15.1522871349,17.0703595343,17.07035953428,13.93598139777,13.89245061897,15.66846461868,14.38309402368
"t55",12.59742059008,9.21807332098,9.2385099456,5.7509858192,4.7532825567,0,2.94058813585,3.37489066295,3.74192396786,3.741923967766,3.596041992966,3.32574022931,3.74192396805,7.3496058509,7.3457923796,9.5780187897,8.1629315391,10.162146936,9.8944300387,10.3759410643,9.4706287089,9.8506216771,9.7511993134,9.6343122786,12.49865433915,12.49865433915,12.17209987242,12.49865433922,12.49865433927,12.49865433927,12.4986543392,12.4986543392,12.4986543392,12.4986543393,12.4986543394,10.21512438989,12.49865433903,12.49865433903,12.498654339038,12.498654339038,12.498654339168,12.498654339168,12.265863396868,12.498654339168,12.498654339168,12.498654339168,12.498654339178,12.498654339178,12.498654339178,12.498654339178,12.498654339378,11.97155763133,9.45517721923,11.32720249763,12.49865433813,12.49865433813,12.49865433853,12.49865433833,12.49865433833,11.95193039073,10.65443606092,12.49865433865,12.33922481925,12.49865433845,12.49865433845,12.49865433845,12.49865433815,12.39550390652,11.17113815654,12.49865433922,9.3479578745,12.7445500073,14.0450884655,14.229945968,14.52782039295,14.7291363017,14.7291363017,12.5451620418,14.5628951005,14.7291363013,14.07905908682,14.7291363018,14.72913630225,14.72913630225,14.7291363014,14.72913630139,14.72913630139,14.72913630156,14.72913630156,14.7291363015,14.7291363015,14.7291363015,14.72913630151,14.72913630151,14.7291363016,11.2178649546,14.729136301,14.729136301,13.30146887058,14.34840973718,14.72913630118,12.53373891736,12.23909854682,14.72913630086,14.72913630086,14.72913630086,12.31879777826,14.7291363011,13.4075071346,13.7702129349,8.2898447387,8.5693976618,8.5258438278,11.58319651812,13.20350426968,20.25933810436,19.80035256776,19.70109066718,20.25933810406,20.25933810366,20.25933810366,20.07034453876,20.25933810376,18.02221567298,16.65139129388,17.76487312468,20.25933810418,20.25933810425,19.95334544965,20.259338103733,20.259338103733,20.0683486472,20.25933810368,20.25933810367,20.25933810367,20.2593381037,20.2593381037,20.25933810388,19.28516230428,20.25933810328,20.2593381035,20.2593381035,20.25933810348,19.70871283401,20.25933810388,18.79591909863,20.25933810358,20.25933810348,20.25933810348,20.25933810348,20.25933810348,20.25933810358,20.00176945098,20.25933810424,20.25933810424,19.42806648037,19.96244697236,20.25933810378,20.25933810378,20.25933810418,20.25933810418,20.25933810408,20.25933810408,17.81108763885,17.81611066364,19.24028327605,20.25933810375,18.89744013065,19.05811440798,18.3412657042,20.2593381036,20.25933810358,17.12495996707,17.08142918827,18.85744318798,17.57207259298
"t57",11.79608475793,8.41673748883,8.43717411345,4.94964998705,3.95194672455,2.94058813585,0,2.2698308151,2.63686412001,2.636864119916,2.490982145116,2.22068038146,2.8005100978,6.54827001875,6.54445654745,8.77668295755,7.36159570695,9.36081110385,9.09309420655,9.57460523215,8.66929287675,9.04928584495,8.94986348125,8.83297644645,11.697318507,11.697318507,11.37076404027,11.69731850707,11.69731850712,11.69731850712,11.69731850705,11.69731850705,11.69731850705,11.69731850715,11.69731850725,9.41378855774,11.69731850688,11.69731850688,11.697318506888,11.697318506888,11.697318507018,11.697318507018,11.464527564718,11.697318507018,11.697318507018,11.697318507018,11.697318507028,11.697318507028,11.697318507028,11.697318507028,11.697318507228,11.17022179918,8.65384138708,10.52586666548,11.69731850598,11.69731850598,11.69731850638,11.69731850618,11.69731850618,11.15059455858,9.85310022877,11.6973185065,11.5378889871,11.6973185063,11.6973185063,11.6973185063,11.697318506,11.59416807437,10.36980232439,11.69731850707,8.54662204235,11.94321417515,13.24375263335,13.42861013585,13.7264845608,13.92780046955,13.92780046955,11.74382620965,13.76155926835,13.92780046915,13.27772325467,13.92780046965,13.9278004701,13.9278004701,13.92780046925,13.92780046924,13.92780046924,13.92780046941,13.92780046941,13.92780046935,13.92780046935,13.92780046935,13.92780046936,13.92780046936,13.92780046945,10.41652912245,13.92780046885,13.92780046885,12.50013303843,13.54707390503,13.92780046903,11.73240308521,11.43776271467,13.92780046871,13.92780046871,13.92780046871,11.51746194611,13.92780046895,12.60617130245,12.96887710275,7.48850890655,7.76806182965,7.72450799565,10.78186068597,12.40216843753,19.45800227221,18.99901673561,18.89975483503,19.45800227191,19.45800227151,19.45800227151,19.26900870661,19.45800227161,17.22087984083,15.85005546173,16.96353729253,19.45800227203,19.4580022721,19.1520096175,19.458002271583,19.458002271583,19.26701281505,19.45800227153,19.45800227152,19.45800227152,19.45800227155,19.45800227155,19.45800227173,18.48382647213,19.45800227113,19.45800227135,19.45800227135,19.45800227133,18.90737700186,19.45800227173,17.99458326648,19.45800227143,19.45800227133,19.45800227133,19.45800227133,19.45800227133,19.45800227143,19.20043361883,19.45800227209,19.45800227209,18.62673064822,19.16111114021,19.45800227163,19.45800227163,19.45800227203,19.45800227203,19.45800227193,19.45800227193,17.0097518067,17.01477483149,18.4389474439,19.4580022716,18.0961042985,18.25677857583,17.53992987205,19.45800227145,19.45800227143,16.32362413492,16.28009335612,18.05610735583,16.77073676083
"t114",12.23038728503,8.85104001593,8.87147664055,5.38395251415,4.38624925165,3.37489066295,2.2698308151,0,0.70002201111,0.700022011016,0.554140036216,0.28383827256,3.2348126249,6.98257254585,6.97875907455,9.21098548465,7.79589823405,9.79511363095,9.52739673365,10.00890775925,9.10359540385,9.48358837205,9.38416600835,9.26727897355,12.1316210341,12.1316210341,11.80506656737,12.13162103417,12.13162103422,12.13162103422,12.13162103415,12.13162103415,12.13162103415,12.13162103425,12.13162103435,9.84809108484,12.13162103398,12.13162103398,12.131621033988,12.131621033988,12.131621034118,12.131621034118,11.898830091818,12.131621034118,12.131621034118,12.131621034118,12.131621034128,12.131621034128,12.131621034128,12.131621034128,12.131621034328,11.60452432628,9.08814391418,10.96016919258,12.13162103308,12.13162103308,12.13162103348,12.13162103328,12.13162103328,11.58489708568,10.28740275587,12.1316210336,11.9721915142,12.1316210334,12.1316210334,12.1316210334,12.1316210331,12.02847060147,10.80410485149,12.13162103417,8.98092456945,12.37751670225,13.67805516045,13.86291266295,14.1607870879,14.36210299665,14.36210299665,12.17812873675,14.19586179545,14.36210299625,13.71202578177,14.36210299675,14.3621029972,14.3621029972,14.36210299635,14.36210299634,14.36210299634,14.36210299651,14.36210299651,14.36210299645,14.36210299645,14.36210299645,14.36210299646,14.36210299646,14.36210299655,10.85083164955,14.36210299595,14.36210299595,12.93443556553,13.98137643213,14.36210299613,12.16670561231,11.87206524177,14.36210299581,14.36210299581,14.36210299581,11.95176447321,14.36210299605,13.04047382955,13.40317962985,7.92281143365,8.20236435675,8.15881052275,11.21616321307,12.83647096463,19.89230479931,19.43331926271,19.33405736213,19.89230479901,19.89230479861,19.89230479861,19.70331123371,19.89230479871,17.65518236793,16.28435798883,17.39783981963,19.89230479913,19.8923047992,19.5863121446,19.892304798683,19.892304798683,19.70131534215,19.89230479863,19.89230479862,19.89230479862,19.89230479865,19.89230479865,19.89230479883,18.91812899923,19.89230479823,19.89230479845,19.89230479845,19.89230479843,19.34167952896,19.89230479883,18.42888579358,19.89230479853,19.89230479843,19.89230479843,19.89230479843,19.89230479843,19.89230479853,19.63473614593,19.89230479919,19.89230479919,19.06103317532,19.59541366731,19.89230479873,19.89230479873,19.89230479913,19.89230479913,19.89230479903,19.89230479903,17.4440543338,17.44907735859,18.873249971,19.8923047987,18.5304068256,18.69108110293,17.97423239915,19.89230479855,19.89230479853,16.75792666202,16.71439588322,18.49040988293,17.20503928793
"t121",12.59742058994,9.21807332084,9.23850994546,5.75098581906,4.75328255656,3.74192396786,2.63686412001,0.70002201111,0,0.848221589906,0.702339615106,0.47535291371,3.60184592981,7.34960585076,7.34579237946,9.57801878956,8.16293153896,10.16214693586,9.89443003856,10.37594106416,9.47062870876,9.85062167696,9.75119931326,9.63431227846,12.49865433901,12.49865433901,12.17209987228,12.49865433908,12.49865433913,12.49865433913,12.49865433906,12.49865433906,12.49865433906,12.49865433916,12.49865433926,10.21512438975,12.49865433889,12.49865433889,12.498654338898,12.498654338898,12.498654339028,12.498654339028,12.265863396728,12.498654339028,12.498654339028,12.498654339028,12.498654339038,12.498654339038,12.498654339038,12.498654339038,12.498654339238,11.97155763119,9.45517721909,11.32720249749,12.49865433799,12.49865433799,12.49865433839,12.49865433819,12.49865433819,11.95193039059,10.65443606078,12.49865433851,12.33922481911,12.49865433831,12.49865433831,12.49865433831,12.49865433801,12.39550390638,11.1711381564,12.49865433908,9.34795787436,12.74455000716,14.04508846536,14.22994596786,14.52782039281,14.72913630156,14.72913630156,12.54516204166,14.56289510036,14.72913630116,14.07905908668,14.72913630166,14.72913630211,14.72913630211,14.72913630126,14.72913630125,14.72913630125,14.72913630142,14.72913630142,14.72913630136,14.72913630136,14.72913630136,14.72913630137,14.72913630137,14.72913630146,11.21786495446,14.72913630086,14.72913630086,13.30146887044,14.34840973704,14.72913630104,12.53373891722,12.23909854668,14.72913630072,14.72913630072,14.72913630072,12.31879777812,14.72913630096,13.40750713446,13.77021293476,8.28984473856,8.56939766166,8.52584382766,11.58319651798,13.20350426954,20.25933810422,19.80035256762,19.70109066704,20.25933810392,20.25933810352,20.25933810352,20.07034453862,20.25933810362,18.02221567284,16.65139129374,17.76487312454,20.25933810404,20.25933810411,19.95334544951,20.259338103593,20.259338103593,20.06834864706,20.25933810354,20.25933810353,20.25933810353,20.25933810356,20.25933810356,20.25933810374,19.28516230414,20.25933810314,20.25933810336,20.25933810336,20.25933810334,19.70871283387,20.25933810374,18.79591909849,20.25933810344,20.25933810334,20.25933810334,20.25933810334,20.25933810334,20.25933810344,20.00176945084,20.2593381041,20.2593381041,19.42806648023,19.96244697222,20.25933810364,20.25933810364,20.25933810404,20.25933810404,20.25933810394,20.25933810394,17.81108763871,17.8161106635,19.24028327591,20.25933810361,18.89744013051,19.05811440784,18.34126570406,20.25933810346,20.25933810344,17.12495996693,17.08142918813,18.85744318784,17.57207259284
"t122",12.597420589846,9.218073320746,9.238509945366,5.750985818966,4.753282556466,3.741923967766,2.636864119916,0.700022011016,0.848221589906,0,0.6986056832,0.475352913616,3.601845929716,7.349605850666,7.345792379366,9.578018789466,8.162931538866,10.162146935766,9.894430038466,10.375941064066,9.470628708666,9.850621676866,9.751199313166,9.634312278366,12.498654338916,12.498654338916,12.172099872186,12.498654338986,12.498654339036,12.498654339036,12.498654338966,12.498654338966,12.498654338966,12.498654339066,12.498654339166,10.215124389656,12.498654338796,12.498654338796,12.498654338804,12.498654338804,12.498654338934,12.498654338934,12.265863396634,12.498654338934,12.498654338934,12.498654338934,12.498654338944,12.498654338944,12.498654338944,12.498654338944,12.498654339144,11.971557631096,9.455177218996,11.327202497396,12.498654337896,12.498654337896,12.498654338296,12.498654338096,12.498654338096,11.951930390496,10.654436060686,12.498654338416,12.339224819016,12.498654338216,12.498654338216,12.498654338216,12.498654337916,12.395503906286,11.171138156306,12.498654338986,9.347957874266,12.744550007066,14.045088465266,14.229945967766,14.527820392716,14.729136301466,14.729136301466,12.545162041566,14.562895100266,14.729136301066,14.079059086586,14.729136301566,14.729136302016,14.729136302016,14.729136301166,14.729136301156,14.729136301156,14.729136301326,14.729136301326,14.729136301266,14.729136301266,14.729136301266,14.729136301276,14.729136301276,14.729136301366,11.217864954366,14.729136300766,14.729136300766,13.301468870346,14.348409736946,14.729136300946,12.533738917126,12.239098546586,14.729136300626,14.729136300626,14.729136300626,12.318797778026,14.729136300866,13.407507134366,13.770212934666,8.289844738466,8.569397661566,8.525843827566,11.583196517886,13.203504269446,20.259338104126,19.800352567526,19.701090666946,20.259338103826,20.259338103426,20.259338103426,20.070344538526,20.259338103526,18.022215672746,16.651391293646,17.764873124446,20.259338103946,20.259338104016,19.953345449416,20.259338103499,20.259338103499,20.068348646966,20.259338103446,20.259338103436,20.259338103436,20.259338103466,20.259338103466,20.259338103646,19.285162304046,20.259338103046,20.259338103266,20.259338103266,20.259338103246,19.708712833776,20.259338103646,18.795919098396,20.259338103346,20.259338103246,20.259338103246,20.259338103246,20.259338103246,20.259338103346,20.001769450746,20.259338104006,20.259338104006,19.428066480136,19.962446972126,20.259338103546,20.259338103546,20.259338103946,20.259338103946,20.259338103846,20.259338103846,17.811087638616,17.816110663406,19.240283275816,20.259338103516,18.897440130416,19.058114407746,18.341265703966,20.259338103366,20.259338103346,17.124959966836,17.081429188036,18.857443187746,17.572072592746
