,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
t1,8.266277,0.03657014,-0.010496259,3.3660638,2.2344573,4.301898,9.056315,-0.0067229527,4.025048,1.8660073,4.44045,0.24665296,0.010121857,-0.010749929,9.429963,4.4058166,1.4132934
t3,17.067001,0.09187991,0.7809565,2.8527555,8.634227,9.729023,8.4284525,-0.027258415,6.7918267,2.61993,4.4493623,0.15274034,0.021808071,-0.17186806,20.948774,5.0085144,-0.0030898727
t4,16.817682,0.092862666,0.75433403,2.7384832,8.587903,9.718524,8.146141,-0.027152453,6.732529,2.5327997,4.3144846,0.1554927,0.02188129,-0.17635407,20.693144,4.8698144,-0.0039666854
t10,17.181913,0.07731099,3.4951339,1.3129919,11.53011,10.037609,1.866891,1.0924227,7.1542163,0.76923454,0.8017792,0.026103796,0.026340807,-0.22069752,22.893658,2.7627618,-0.08467959
t19,11.57951,0.032114554,3.6100745,1.8960873,8.399048,4.3681974,-0.05973412,4.88307,6.1625805,0.019817375,-0.06906759,0.48363844,0.021282848,-0.1678928,13.725886,0.23174186,-0.05607893
t55,6.2737937,0.85042584,2.9918895,3.9955313,5.205507,-0.27464387,-0.114976756,9.411087,5.356233,-0.09876895,-0.14364015,0.32693732,0.017857244,-0.055499535,1.9597908,-0.09071566,-0.0005698741
t57,7.845801,0.19367346,3.130977,3.652291,5.9907007,0.26352927,-0.10340893,8.818424,5.836515,-0.06444207,-0.12899065,0.00026702316,0.01863946,-0.08899921,4.9782467,-0.09020739,-0.014323673
t114,7.514064,0.42653203,3.0197043,4.1349635,5.563678,-0.08190377,-0.10654264,10.04553,5.919797,-0.076058954,-0.1388394,0.011611618,0.018160935,-0.06629417,3.5857327,-0.11497488,-0.00935194
t121,6.813501,0.7362881,2.9544756,4.344616,5.2246723,-0.21697332,-0.11172716,10.399878,5.734152,-0.08819198,-0.14449234,0.005750813,0.01794025,-0.051758733,2.2628613,-0.11938083,-0.0022823326
t122,6.8239655,0.7538638,2.9559329,4.335756,5.270296,-0.21331164,-0.11243119,10.385644,5.7122836,-0.08391953,-0.1454441,0.0046717254,0.017849475,-0.05197157,2.2270346,-0.120798215,-0.0036516355
t123,7.1248713,0.60361314,2.9753332,4.2643433,5.388282,-0.16222666,-0.109808266,10.285452,5.806929,-0.0813567,-0.1429444,0.008487384,0.0179915,-0.05610184,2.780564,-0.11942775,-0.0058530993
t120,7.6392264,0.39090127,3.0151434,4.111107,5.623245,-0.06320424,-0.10600692,10.061751,5.966087,-0.07542602,-0.13809872,0.013550395,0.018170629,-0.065679364,3.766281,-0.117625594,-0.009971665
t56,6.2222395,0.83460045,3.0269017,3.9142199,5.0419636,-0.23279984,-0.11323863,9.398609,5.3379645,-0.092274375,-0.1434538,0.35387728,0.017645039,-0.06507221,1.7843364,-0.09259196,-0.0020664788
t12,15.532561,0.064980604,4.472056,1.0233566,11.337619,9.374953,0.5584124,0.5409177,6.6952558,0.53993094,0.28183606,0.33541688,0.027333988,-0.24201998,21.379581,2.7487843,-0.10072636
t13,15.532785,0.06495681,4.4671936,1.0203543,11.344736,9.379014,0.5549924,0.5451065,6.6949005,0.53184664,0.27932826,0.31407797,0.027309941,-0.241107,21.377924,2.744897,-0.10077437
t9,9.867346,0.023836343,4.636675,1.279932,8.361142,3.9885108,-0.07777336,1.9618405,5.331782,0.42198506,-0.05470171,1.714647,0.022762585,-0.25583798,12.387797,1.32441,-0.06845242
t15,13.962459,0.048791237,6.490327,0.7967496,11.485844,7.847779,-0.04614578,0.25008085,7.055206,-0.044192217,-0.03328923,0.9572926,0.032199595,-0.30050844,20.500721,2.9196157,-0.104228735
t23,9.21734,0.0153365,6.919073,1.4781445,9.297981,3.289177,-0.11464712,1.0300577,6.468807,-0.08880435,-0.08001136,1.9537499,0.031530783,-0.329306,12.870187,2.5395188,-0.077960014
t33,9.855615,0.018327186,6.901655,1.3838555,9.642258,3.9064767,-0.10635184,0.9517383,6.5739098,-0.081376165,-0.07201464,1.875924,0.031904656,-0.32526666,14.084593,2.5316262,-0.07973428
t34,8.792099,0.0109521095,7.042581,1.5501564,9.1453905,2.8544075,-0.12172567,1.0945244,6.391577,-0.09277687,-0.085069135,2.110857,0.031846624,-0.32656637,12.141406,2.5779052,-0.07941987
t26,10.78702,0.026023371,6.802486,1.2147014,10.03698,4.762529,-0.093857884,0.7673387,6.708628,-0.07411099,-0.06257894,1.7217407,0.031805214,-0.32602108,15.74646,2.5605521,-0.0821215
t30,9.848977,0.017168941,6.946133,1.4106281,9.762839,3.97091,-0.107644655,0.809512,6.484136,-0.07068642,-0.069680184,1.926696,0.031376787,-0.32281438,14.133004,2.6127331,-0.08418901
t31,10.044425,0.018980328,6.9068995,1.3613348,9.8494215,4.187092,-0.104624316,0.75054324,6.509068,-0.06769301,-0.06746587,1.8716763,0.03142361,-0.3242507,14.520963,2.5990453,-0.084344156
t14,10.32557,0.02668925,7.110928,1.2402512,9.740273,4.1666346,-0.09916404,0.52244663,6.7568955,-0.07364093,-0.06958908,1.6663702,0.0310417,-0.33838767,15.163426,2.671492,-0.09073373
t164,5.292522,0.73416483,9.519657,2.9564023,8.869073,-0.045221318,-0.16864723,0.6659126,6.3845367,-0.21634342,-0.15477253,2.6726396,0.036495455,-0.38512388,7.4077606,4.1106553,-0.09170587
