accepted_species,estimate
t160,1.4400091
t95,1.4969146
t309,2.6098027
t289,-0.14397424
t254,-0.20489147
t220,-0.009648997
t284,-0.03883157
t173,0.70250523
t63,-0.25128195
t308,-0.8873135
t108,-0.91265744
t99,-1.0257801
t256,-1.0176654
t205,-0.9812691
t301,-0.87387615
t262,-1.0656469
t154,-0.86553687
t71,-0.66570514
t331,-1.3254371
t250,0.5529075
t172,0.7246935
t286,-0.12446618
t40,-0.35817543
t67,-0.6861182
t31,0.2886589
t50,0.44840208
t229,-0.26848102
t76,0.3467171
t26,0.41530862
t35,0.5782157
t169,1.2749879
t85,0.5069242
t4,0.010347736
t3,-0.6607375
