"accepted_species","trait_ARD"
"t59","0"
"t95","0"
"t96","0"
"t52","0"
"t56","0"
"t43","0"
"t44","1"
"t99","0"
"t100","0"
"t63","0"
"t6","0"
"t65","0"
"t66","0"
"t64","0"
"t16","1"
"t15","0"
"t3","0"
"t4","0"
"t1","0"
"t93","0"
"t94","0"
"t60","0"
"t17","0"
"t87","0"
"t88","0"
"t54","0"
"t85","1"
"t86","1"
"t84","1"
"t30","0"
"t31","0"
"t5","0"
"t82","0"
"t83","1"
"t47","0"
"t61","0"
"t62","0"
"t50","0"
"t26","1"
"t23","0"
"t24","0"
"t36","0"
"t21","0"
"t13","1"
"t72","1"
"t73","1"
"t32","0"
"t35","1"
"t28","0"
"t29","0"
"t97","0"
"t98","0"
"t67","1"
"t68","1"
"t51","1"
"t81","1"
"t48","0"
"t49","0"
"t9","1"
"t74","0"
"t75","0"
"t79","1"
"t80","1"
"t45","1"
"t20","1"
"t91","1"
"t92","1"
"t76","1"
"t14","1"
"t70","1"
"t71","1"
"t77","1"
"t78","1"
"t37","0"
"t40","1"
"t11","1"
"t7","0"
"t8","0"
"t12","1"
"t33","0"
"t34","0"
"t57","1"
"t69","1"
"t10","0"
"t27","0"
"t41","0"
"t42","0"
"t38","0"
"t39","0"
"t25","0"
"t18","0"
"t19","0"
"t53","0"
"t89","1"
"t90","1"
"t55","1"
"t46","0"
"t58","0"
"t22","0"
"t2","0"
