"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114"
"t2",-0.149243394117467,0.0081675238996353,-0.00204621979013317,-0.0718320013689575,0.000617450776032133,-0.000487683872039368,-0.000449869627094894,-0.00900859840233049,3.81295581306685e-05,7.7534179350606e-05,0.00237412421523839,-0.118114919795736,-0.00335393462991886,0.163453480573561,-0.130756606232306,-0.00225041099885713,-0.00129728300299375,-9.07547457482111e-05,-5.8958282836207e-05,-0.000309946936812496,-0.00019939031390194,-0.0292410488680721,-0.000927218982520318,-0.0531441480811175,0.937507423694231,-0.000339861838988649,0.000771131483629414,-0.00437922003708944,-0.000251733576886219,0.00265964827933008,-0.000255782465336932,0.0948084833429363,-0.0290050147012477,-0.00120536752338539,-5.59144421552941e-06,-0.00014856896244181,0.000443417250858021,-6.38367632344591e-05,-0.000472088414305767,8.78410841139914e-16,-0.000454864747547388,-0.000417117496207857,0.000681226317871614,-3.59801400224655e-16,-0.000534450107485991,0.00030843002603414,-2.96474471357204e-05,0.000278030731156974,-0.00046318094940552,-3.55398416890692e-16,0.000376195163869596,-1.52062429703719e-15,-0.00391664638372546,-0.0356225366839181,0.0931854738756526,0.00912569571694381,0.0566711334567403,0.0137696447530072,-0.00142701707660437,8.27636205602784e-06,2.2894546866157e-16,0.000349438460102178,0.00106958357913603,7.25720739715361e-05,2.20544869284391e-05,-3.29651682980558e-05,0.000514458415566837,-5.19350469036326e-16,8.26109575035199e-05,-2.54572337741131e-16,0.000686817993363381,0.00337942416806322,2.91488744771954e-09,-9.94976800318468e-05,5.6796948512829e-05,-8.18818046617938e-05,9.96912626686156e-05,-4.48082562621634e-06,-2.34425088668645e-16,-3.03723544694718e-15,5.50587383786882e-17,-1.77094872602174e-05,6.0037495737308e-16,-2.68715088641214e-07,-1.45048422803945e-06,-2.43399752461366e-06,-1.93383982030905e-16,4.71376379254942e-06,1.26694671776801e-07,-1.91199821926789e-16,3.37439538120444e-16,-5.27304057689182e-16,9.05464968321657e-16,-6.35296620525418e-19,4.89490665466816e-09,3.460375514923e-17,9.91181323139431e-17,1.80710654755198e-16,3.10556952364306e-17,-2.19655291731513e-07,2.57907981892273e-15,-1.26978881991955e-06,8.00146244310788e-16,1.60709112067578e-15,-8.78160494666517e-16,-1.28443509898671e-15,-6.22354471457923e-16,1.72245629145647e-15,-9.51180337127202e-16,-4.40305103601523e-16,7.21894348130111e-16,-1.73393104570193e-15,3.55673793891743e-15,-1.17154544048355e-13
"t29",-0.167003885978379,0.0115116049808301,-0.00380585253657034,-0.207797949593637,-0.0160064846627637,0.00302687723831166,0.00123263056910135,0.0157735358580594,-3.33190949328384e-05,-5.95503293576249e-05,-0.00146688393479096,0.0482649834056022,0.00114781895627937,0.162291808854731,0.139439005538906,0.00107240066201439,0.000358834525748378,1.98774603694868e-05,9.63650436875225e-06,4.70896390671655e-05,2.76640992662259e-05,0.00333375376431296,8.32169103887117e-05,0.000609889413218268,-0.00843598374531512,-1.53071729190381e-06,1.70543622202965e-06,0.000104273501962433,8.59211285097237e-06,-0.00144876576949197,0.000148825950748909,-0.563868884284579,-0.225439021062075,-0.00599693205252646,-1.75817618215964e-05,-7.96047799779539e-05,0.000164503469698225,-2.14612182033873e-05,-0.00015073671869468,-3.1269813981932e-15,-0.000134345596393537,-0.000116084025100191,0.000187673075434778,-7.92468547212631e-16,-0.000144231256223605,8.29521763930961e-05,-7.95384111668199e-06,7.46323373608943e-05,-0.000124814210090009,-2.34581401790031e-15,0.000101952490166738,0.707106781186534,-0.00107642085620625,-0.00993321419171365,0.0261692345649183,0.00257063568762709,0.0160160321684693,0.00392028289965523,0.0161783824687434,2.02680961997837e-06,-7.32845091702567e-16,9.21179869758622e-05,0.00028901362249548,1.97732500053388e-05,6.07365100698299e-06,-0.00017054874332274,0.00015125837129132,3.82106383950823e-15,2.64288340954906e-05,7.35119804342101e-16,0.00029302358499799,0.0351896070448865,-1.39150984582996e-10,-1.15850586872361e-05,1.15204277220732e-05,-2.08351640172251e-05,2.56513729985904e-05,-1.17374910500732e-06,-3.94245855492108e-18,-6.9870762527184e-15,8.76033715790978e-16,-4.67369976037894e-06,9.45000824489037e-15,-7.20669717267848e-08,-3.89547339080391e-07,-6.58192932855532e-07,8.39497467517263e-16,1.28574367554533e-06,3.45939403719786e-08,6.67251794697334e-16,-7.21767958835169e-16,-2.80785664767531e-16,-6.55309760950624e-16,-7.16268806826597e-16,1.34858767842974e-09,2.52913537183569e-16,9.19431168222989e-16,7.77258217639169e-16,7.79345901601836e-16,-6.12297974012435e-08,-6.20909730130869e-15,-3.55083801317993e-07,4.30787455174768e-16,6.02446444062798e-16,-1.77323282997012e-15,-2.16569435671919e-15,-2.7427362546357e-16,1.55897535294202e-15,-9.27936908169695e-16,1.16546904860108e-16,-1.58381374501329e-17,-1.95672686409525e-15,2.02395488511582e-15,-1.17623467807094e-13
"t30",-0.167003885978379,0.0115116049808301,-0.00380585253657069,-0.207797949593636,-0.0160064846627633,0.00302687723831143,0.00123263056910158,0.0157735358580589,-3.33190949330712e-05,-5.95503293574832e-05,-0.00146688393479139,0.0482649834056016,0.00114781895627852,0.162291808854733,0.139439005538908,0.00107240066201522,0.000358834525747851,1.98774603691201e-05,9.636504368105e-06,4.70896390676095e-05,2.76640992652954e-05,0.00333375376431149,8.32169103876825e-05,0.00060988941321992,-0.00843598374531655,-1.53071729391265e-06,1.70543622251685e-06,0.000104273501959159,8.59211285014954e-06,-0.00144876576949128,0.000148825950749827,-0.563868884284556,-0.225439021062065,-0.00599693205252496,-1.75817618235707e-05,-7.96047799765779e-05,0.000164503469700478,-2.14612182044166e-05,-0.000150736718694398,-5.08669537428733e-16,-0.00013434559641011,-0.00011608402510047,0.00018767307543735,-3.14647173808555e-15,-0.000144231256218858,8.29521763808045e-05,-7.9538411548693e-06,7.46323373631302e-05,-0.000124814210096568,1.9524012689243e-15,0.000101952489924851,-0.70710678118656,-0.00107642085623977,-0.00993321419175254,0.0261692345649062,0.00257063568766048,0.016016032168463,0.00392028289962654,0.0161783824687453,2.02680960968881e-06,1.33745398193521e-15,9.21179869802245e-05,0.00028901362250024,1.97732500235787e-05,6.0736509916503e-06,-0.000170548743330231,0.000151258371285101,-4.55263057245871e-15,2.64288340989423e-05,-1.91883948772111e-15,0.000293023584998883,0.0351896070448877,-1.39142552337838e-10,-1.15850586835592e-05,1.15204277037087e-05,-2.08351640122451e-05,2.56513729767794e-05,-1.17374910667657e-06,6.27934902707744e-16,6.90551823941718e-16,-1.15673769961057e-15,-4.67369976237985e-06,-6.08759358042304e-15,-7.20669630773218e-08,-3.89547345210625e-07,-6.58192937841369e-07,-1.29781590530398e-15,1.28574367412307e-06,3.4593939212775e-08,-6.4655900996866e-16,7.03476848427765e-16,-4.61014375427134e-15,1.5612165478201e-15,-4.98866072233128e-16,1.348592861772e-09,-2.45854627556328e-16,-1.53967938010404e-16,4.71406013607249e-16,-1.48835235664431e-15,-6.12297977685898e-08,8.76668033728025e-15,-3.550838048754e-07,8.82713972384655e-16,2.12765981483494e-15,-9.35211746515837e-17,-1.54531215682124e-15,-7.63969172894153e-16,2.30147017441231e-15,-9.64183021266704e-16,9.74546324644211e-18,5.46894079713253e-15,-1.60564739741938e-15,5.1400653215001e-15,-1.17482158380131e-13
"t51",-0.168611618903746,0.0118089362406012,-0.00395967151777098,-0.219457495342823,-0.0173775169432686,0.00331311342596694,0.00136680583598182,0.0177079890484961,-3.85711367363019e-05,-6.94611455286535e-05,-0.0017354535965856,0.0589252566536412,0.00142229755319743,0.267970705867168,0.24209570163711,0.00193141945633537,0.000681175032153885,3.90461126216577e-05,2.00163241760485e-05,9.94320864916667e-05,5.97061036021019e-05,0.00758673311557583,0.000204184408873413,0.0044372030515921,-0.0730370179219999,1.00476820506565e-05,-4.92737976692119e-06,-0.000138253767857239,-1.0078830891484e-05,0.000676920606087779,-6.85760524764315e-05,0.206200551419139,0.0777738390241385,0.00203771225722476,5.82401607449899e-06,1.57419211646681e-05,-1.64623550429479e-05,1.26791375553813e-06,4.97478230058868e-06,5.83941052550397e-16,-2.13253269736758e-06,-7.72374622449849e-06,1.45019226970225e-05,1.80886847119689e-15,-1.47773465267412e-05,8.88605655019242e-06,-8.33110731481438e-07,7.66277705851239e-06,-1.10574307962207e-05,-2.89462487872626e-16,6.85245140791489e-06,2.4008572907519e-15,-1.50792534599441e-05,0.000342465623300565,-0.00141898787188715,-0.000159220945061589,-0.00111516819796289,-0.000333704297810077,-0.00356360544441318,-6.03913279398642e-07,-3.47796480442607e-15,-3.78285205508685e-05,-0.000154385191789059,-1.18611956729535e-05,-4.29715066330484e-06,0.000279857912090817,-0.000273943254474004,1.52116753806583e-14,-9.37971184409388e-05,1.20015483273252e-14,-0.00258383839431436,-0.852069404807749,2.34824276347452e-08,-0.000395917866246447,0.000104834120496801,-5.1532835036942e-05,5.69330304161152e-05,-2.16552803588829e-06,-3.17971228287359e-15,5.37599580895083e-14,-4.00484492574268e-15,-7.96174786112965e-06,-1.37293664597401e-16,-1.03441017285062e-07,-5.51153277637582e-07,-8.68835662042981e-07,-1.98428257308487e-15,1.56435063991687e-06,4.1697858026589e-08,2.26907144476191e-15,-1.23937417288538e-15,5.58099604599417e-15,6.06825197809735e-15,-2.51669424750929e-15,1.50834666690923e-09,-4.71001851779776e-16,-2.15434190011619e-15,-2.16147990364852e-15,-1.18672120217215e-15,-6.30641097800983e-08,1.21269150476988e-14,-3.58716134284514e-07,-2.62352095709803e-15,2.74350137547011e-15,-1.49088535537685e-15,-3.31279377759288e-16,1.48717969523361e-15,2.15030033885507e-15,-1.03034289074475e-15,-8.60874472500593e-16,2.89804517640872e-15,-4.34754522614479e-15,3.80347045483442e-15,-1.16038199840191e-13
"t89",-0.169359283899411,0.0119443502239275,-0.00402850460620724,-0.224583211611828,-0.0179620680152942,0.00343410846418346,0.00142277807103879,0.0185052107068249,-4.06748028767828e-05,-7.3404407522396e-05,-0.00184101725793743,0.0630097665507904,0.00152627159874553,0.301948143763221,0.274419468017645,0.00219808831785606,0.000779357848963364,4.48177066922605e-05,2.30870133969977e-05,0.00011484068377242,6.90787290281635e-05,0.0088126936480497,0.000238397470715952,0.00537534789908728,-0.0887073547235653,1.25467582673651e-05,-6.25635759692001e-06,-0.000180639591341853,-1.32464595576339e-05,0.000940251186314972,-9.53438629364728e-05,0.29134023314417,0.11033930821868,0.00289404701641655,8.28642919828866e-06,2.32210097976109e-05,-2.53297308169155e-05,2.0007838695677e-06,8.00809265287291e-06,6.9197472612808e-16,-3.61006563999541e-06,-1.43079724369813e-05,2.76986863878611e-05,6.4275764252402e-16,-3.19708808540918e-05,2.01962448641931e-05,-2.73763697737068e-06,2.6228505776967e-05,-4.81644723378655e-05,-1.63385456360005e-16,4.28254396733462e-05,1.20181642415673e-14,-0.000513771717499726,-0.00513000248202881,0.0138857699953855,0.00137772186085657,0.00866724896329169,0.00216162729086101,0.0102006988875357,1.36024635520896e-06,2.65502878906341e-15,6.69407240001957e-05,0.000226796842265194,1.61106478389778e-05,5.24232872664955e-06,-0.000215224246117827,0.000201611487502637,-5.86116357902765e-15,5.41454542290083e-05,-8.01492840185919e-15,0.00122988297027301,0.368022537025398,-9.6306675368811e-09,0.000153744074529792,-3.54220006258152e-05,7.55509098295066e-06,-6.56306902171539e-06,1.12540556186858e-07,1.53425991173844e-15,-1.15368691185343e-14,3.4994163349055e-15,1.59791452501783e-07,9.28959063302453e-15,-6.22612010363471e-09,-3.73575580795981e-08,-9.26177651510464e-08,-1.47464822891772e-15,2.46392489908901e-07,6.82878623150772e-09,8.01508969704377e-16,-6.9330315757496e-16,1.375822578761e-14,-2.25055636202041e-14,-5.74608797025792e-15,3.27990557585931e-10,3.43314466030238e-15,-3.01974699528883e-15,9.42556115246964e-15,1.96987634588813e-14,-1.80156697118693e-08,0.707106781186544,-1.08845273965707e-07,-4.72712311787592e-15,-1.08218506058054e-14,1.26257752663416e-14,3.73805019679304e-15,2.88396594326671e-15,-1.24448075537551e-15,9.66068522125179e-16,-5.22855744726157e-15,1.98222772316276e-15,1.59364725771304e-15,5.92127192643062e-16,-1.16924339779632e-13
"t90",-0.16935928389941,0.0119443502239281,-0.00402850460620697,-0.224583211611828,-0.0179620680152942,0.00343410846418365,0.00142277807103894,0.0185052107068248,-4.06748028771298e-05,-7.34044075224973e-05,-0.00184101725793704,0.0630097665507905,0.00152627159874595,0.301948143763218,0.274419468017642,0.00219808831785665,0.000779357848963892,4.48177066929795e-05,2.30870133964122e-05,0.00011484068377351,6.90787290283598e-05,0.00881269364804876,0.000238397470715632,0.00537534789908713,-0.0887073547235648,1.25467582674567e-05,-6.25635759635223e-06,-0.000180639591344161,-1.32464595590989e-05,0.000940251186314857,-9.53438629362914e-05,0.29134023314417,0.11033930821868,0.00289404701641853,8.28642919761161e-06,2.32210097969011e-05,-2.53297308154231e-05,2.00078386927733e-06,8.00809265114002e-06,4.91867696118314e-16,-3.61006563879376e-06,-1.43079724357057e-05,2.76986863855586e-05,6.19461937830019e-16,-3.19708808515477e-05,2.01962448642304e-05,-2.73763697832407e-06,2.62285057768647e-05,-4.81644723366312e-05,1.02213661839937e-15,4.28254396772808e-05,-2.22044604925031e-15,-0.000513771717501603,-0.00513000248203046,0.0138857699953895,0.00137772186085566,0.00866724896329288,0.00216162729085695,0.0102006988875366,1.36024635737522e-06,1.12633167181004e-16,6.6940724001819e-05,0.000226796842267474,1.61106478386197e-05,5.24232872648787e-06,-0.000215224246137407,0.000201611487505591,-7.94065222595265e-15,5.41454542345383e-05,-2.40301022301045e-15,0.00122988297027721,0.368022537025379,-9.63066076642527e-09,0.000153744074534753,-3.5422000623642e-05,7.55509098366389e-06,-6.56306898784657e-06,1.12540557349938e-07,6.10162680698263e-16,-4.04432879919219e-14,-5.06882925005337e-17,1.5979144322253e-07,-9.83182265306207e-15,-6.22611690108151e-09,-3.73575567338408e-08,-9.26177669632084e-08,2.80996327387243e-15,2.46392501338561e-07,6.82878260583805e-09,-3.2193523575081e-15,2.78203440739881e-15,-1.87075058042856e-14,1.85236996837219e-14,8.46607137708999e-15,3.27976589046167e-10,-2.85675054073243e-15,4.90447867516667e-15,-7.4938683614351e-15,-1.83624318064208e-14,-1.80161299151753e-08,-0.707106781186552,-1.0884519220967e-07,8.59376150291688e-15,1.29959875612223e-14,-1.36939670086579e-14,-5.87466827383633e-15,-5.30433095525294e-15,4.24497174524221e-15,-2.48197918631747e-15,4.73136928840144e-15,-2.54558680192472e-15,-2.53832791659467e-15,6.03136855037858e-15,-1.18640169777775e-13
"t42",-0.170529719258206,0.0121867676912823,-0.00416670800321978,-0.236167720172846,-0.0195958300787428,0.00379394640247573,0.00160643185845876,0.021378098167157,-5.0273497651102e-05,-9.24999005314303e-05,-0.00241365822491463,0.0918948860704699,0.00236741506129724,-0.233716682028897,-0.127224096537842,-0.00071862053607087,-0.000152848390293776,-6.08969754762814e-06,-1.45506999759831e-06,-5.272561910351e-06,-1.75874834682253e-06,0.000134770341004164,1.38089423557301e-05,0.0010789712724435,-0.0181814207804039,2.86616294952812e-06,-1.43375303617937e-06,-3.89579292860602e-05,-2.79559901435807e-06,0.000132534838258532,-1.32822769040509e-05,0.0317044036105869,0.0110505940776196,0.000283106287076346,7.77723222165144e-07,-1.53358079357882e-07,5.60465349372808e-06,-9.94776420780472e-07,-8.05357217753553e-06,1.6592961403209e-15,-8.57890461816698e-06,-7.58367786923478e-06,1.174386924592e-05,9.84141280576866e-16,-5.92318923672164e-06,2.43803611218775e-06,6.70085496214536e-07,-7.33278460445157e-06,2.27534581391223e-05,-1.63945840535988e-15,-3.10428615337435e-05,-2.92821322744885e-15,0.000715572380389172,0.0113655464726601,-0.0369729030285729,-0.00394528537567896,-0.0267127915594594,-0.00775818554039638,-0.906512960727301,1.54612857696189e-05,1.66064499207125e-15,0.000333882560021771,0.000756818070782748,4.6558319076665e-05,1.26144091105631e-05,-0.0192102258293619,0.000207794846038529,-6.30233067587383e-15,3.11163736624595e-05,-9.04286921426165e-15,0.00027638763987677,0.0166749474962618,5.04181725615634e-10,-2.42031497237663e-05,1.54919662791974e-05,-2.15324078208933e-05,2.58559014476277e-05,-1.12913932942762e-06,-6.16292612386402e-16,-1.29825130781353e-14,8.51080694154752e-16,-4.39777960329751e-06,2.86709452062078e-15,-6.43448217663508e-08,-3.46153584398437e-07,-5.71076729354102e-07,5.4763046525286e-16,1.08247521409117e-06,2.9019786570223e-08,-6.57550237008563e-17,1.8857385735492e-15,-2.25049150832807e-16,-1.74953547066245e-15,-7.18948053325786e-16,1.09769741679194e-09,-5.81753848473541e-16,-5.71858667413785e-17,-5.80044322008092e-17,4.12760120229126e-16,-4.8071519497325e-08,2.20331371479355e-15,-2.76290198183929e-07,1.67747769928769e-15,1.83961470016108e-15,-1.12920467003223e-15,-1.60912720112715e-15,-3.98206993530446e-16,8.2764457854896e-16,-5.67279790354565e-16,-2.15828971740443e-16,-4.70955499499327e-15,-2.43129001372653e-15,2.55546684949423e-15,-1.17384517887852e-13
"t59",-0.171368133318131,0.0123424325406749,-0.00424770685698827,-0.242360614799564,-0.0203409849809851,0.00395087756962513,0.00168116401647865,0.0224744470471958,-5.34170519656599e-05,-9.85293857034332e-05,-0.00258270327273675,0.099271817842423,0.00256836309682556,-0.269443949832635,-0.147801904364584,-0.000839210220951777,-0.000179742216445116,-7.19145022663525e-06,-1.72939761192756e-06,-6.27783580245889e-06,-2.09892897087171e-06,0.000161694546584742,1.66820834182905e-05,0.00137167473864591,-0.0231985186466193,3.80750156642002e-06,-1.95289783317407e-06,-5.54759343410237e-05,-4.01842136788386e-06,0.000208993988940699,-2.09798486207621e-05,0.0515329704386311,0.0180960631763323,0.000464510229862347,1.28025498993914e-06,-2.70233980241052e-07,1.0757769445855e-05,-2.01685381241455e-06,-1.70833090772979e-05,-2.28929797957201e-15,-2.05941413026485e-05,-2.37300384840182e-05,4.09113478506707e-05,4.04412407417595e-15,-3.77303758452567e-05,2.28358627272427e-05,-2.76515041069049e-06,2.64021347920108e-05,-4.81408162311696e-05,-1.11562025084134e-16,4.3234904949971e-05,-1.38777878078145e-16,-0.000556941749451277,-0.00623347653364669,0.0179753333431853,0.00183423165843864,0.0118915482600079,0.00317411918466255,0.197086117009114,-2.42553101065264e-06,-1.2144859727934e-16,-3.24931992366659e-05,-4.06639081426502e-05,-1.69198638474363e-06,-1.74566818697642e-07,0.504859340908408,4.55248515669173e-05,2.77755481100781e-14,4.9444546823306e-06,1.68330570612364e-14,4.96878404458572e-05,0.00318186577369843,9.91011418185119e-11,-4.90177655365206e-06,3.36041489021311e-06,-5.99973801852787e-06,7.4929624655169e-06,-3.53734336806471e-07,-5.69861190753143e-14,0.707106781186539,-1.38392011715175e-14,-1.43189835448631e-06,1.09663076734856e-13,-2.30420987092982e-08,-1.25063402789021e-07,-2.15834012034139e-07,1.04995078325749e-15,4.33678361107789e-07,1.17094367026685e-08,-5.29125218708308e-15,2.58678302205714e-15,-1.02948832864955e-14,5.72244971678971e-15,2.59762282244262e-16,4.70564002467271e-10,9.81797817199942e-16,5.15350755681491e-16,-3.39904344759614e-16,2.24252795490513e-15,-2.22326649221193e-08,-1.80511445605421e-14,-1.30308289725623e-07,1.17684379736911e-15,2.46190010965316e-15,1.0291218422867e-16,-3.18453176148081e-15,-7.46904712210717e-16,1.85350533201555e-15,-1.55205950310449e-16,-1.1746863320777e-15,7.56845248914113e-15,-1.91122819980595e-15,3.63830822576601e-15,-1.17095301655345e-13
"t60",-0.171368133318131,0.0123424325406749,-0.00424770685698823,-0.242360614799564,-0.020340984980985,0.00395087756962526,0.00168116401647852,0.0224744470471963,-5.34170519659038e-05,-9.85293857030335e-05,-0.00258270327273675,0.0992718178424235,0.0025683630968253,-0.269443949832635,-0.147801904364586,-0.000839210220951545,-0.000179742216444742,-7.19145022668468e-06,-1.72939761192622e-06,-6.27783580200838e-06,-2.09892897033395e-06,0.000161694546582531,1.66820834185467e-05,0.00137167473864648,-0.0231985186466197,3.80750156721288e-06,-1.95289783203299e-06,-5.54759343411462e-05,-4.01842136736092e-06,0.00020899398894062,-2.09798486216413e-05,0.051532970438631,0.0180960631763286,0.000464510229861796,1.28025498994461e-06,-2.70233979553106e-07,1.07577694462283e-05,-2.01685381203262e-06,-1.70833090788383e-05,1.29410138572609e-15,-2.0594141305021e-05,-2.37300384848496e-05,4.09113478531609e-05,1.55032868284145e-17,-3.77303758460846e-05,2.2835862728791e-05,-2.76515041039994e-06,2.64021347926635e-05,-4.81408162297192e-05,6.79603166686893e-16,4.3234904946859e-05,-7.91033905045424e-15,-0.000556941749457204,-0.00623347653363839,0.0179753333431679,0.00183423165843795,0.0118915482600055,0.00317411918466415,0.197086117009132,-2.4255310112836e-06,-4.30250221963661e-15,-3.24931992343204e-05,-4.06639081263653e-05,-1.69198638120171e-06,-1.74566798470568e-07,0.504859340908383,4.55248515672704e-05,2.49314778481425e-14,4.94445468460172e-06,1.01182393172165e-14,4.96878404427709e-05,0.00318186577360663,9.91102009199966e-11,-4.90177655605474e-06,3.36041487356341e-06,-5.99973801551817e-06,7.49296257366389e-06,-3.53734386813026e-07,5.37848730220362e-14,-0.707106781186556,1.69217248922884e-14,-1.43189845388028e-06,-1.02434782691681e-13,-2.3042115547498e-08,-1.25063398777651e-07,-2.15834041384191e-07,-1.88713242553816e-15,4.33678358872545e-07,1.17094293976317e-08,2.75083079257098e-15,9.97166614595105e-16,1.40631365234979e-14,-3.49959545951379e-15,-7.82167214627817e-16,4.70572619558303e-10,1.06637340565898e-16,-4.56618470048769e-17,8.14415250767159e-16,-1.97678088051839e-15,-2.22326666073831e-08,1.04815871723244e-14,-1.30308286525123e-07,1.54459266663339e-16,-5.72104295191171e-19,-1.48357385528021e-15,2.71474350580004e-15,4.55305690626827e-16,4.97961897494663e-15,-2.03405337007748e-15,8.50031672268317e-16,-1.92526096415506e-15,-2.53158765276471e-15,2.62050899143155e-15,-1.17513519464047e-13
"t63",-0.171392178201371,0.0123468937873423,-0.00425002689529444,-0.242537894794767,-0.0203622950755585,0.00395536429081897,0.00168329974080996,0.0225057669090225,-5.3506775203153e-05,-9.87014433891905e-05,-0.00258752533444057,0.0994820824352889,0.00257408872926955,-0.270457073034792,-0.148385093114237,-0.000842626474908199,-0.000180503711455072,-7.22263643350909e-06,-1.73715904570343e-06,-6.30627384619162e-06,-2.10855065522326e-06,0.000162455776734819,1.67632754159701e-05,0.00137991663684884,-0.0233397540015886,3.83392996578468e-06,-1.96744958155299e-06,-5.59376657545935e-05,-4.05258392892996e-06,0.000211118832175408,-2.11937491695571e-05,0.0520831287178396,0.0182914689924382,0.000469540951496282,1.29418890802944e-06,-2.73463667438894e-07,1.0899609325102e-05,-2.04492093369453e-06,-1.73308201014624e-05,1.50813232900764e-15,-2.09219804832016e-05,-2.41670698140903e-05,4.16987099293338e-05,-2.57497987751891e-15,-3.857993410169e-05,2.33784750631677e-05,-2.85404293899094e-06,2.72726882201411e-05,-4.99431439959849e-05,1.34138961102803e-16,4.50887821371745e-05,-6.57807142090405e-15,-0.00058742696031347,-0.00663974951959719,0.0192242264929243,0.00196478200666326,0.0127581477343554,0.00341641952267516,0.218616649779333,-2.74372751051577e-06,1.80597819062739e-15,-3.79698991807808e-05,-4.96062235045958e-05,-2.12059577419507e-06,-2.30612436960587e-07,-0.494906440230575,-8.37329624185889e-06,-2.67368636665476e-14,3.09392525429052e-06,-4.82271341560095e-15,3.73989771689656e-05,0.00250498307005893,7.9450744728634e-11,-3.99270749286719e-06,2.82258972797509e-06,-5.41032412762903e-06,6.80877064544645e-06,-3.25777107793817e-07,1.1118535929537e-14,-9.51916902594681e-14,-8.66398865887418e-15,-1.3265331763918e-06,0.707106781186543,-2.16223228873161e-08,-1.1748492048237e-07,-2.03824451851142e-07,2.88371819724842e-15,4.12106573870003e-07,1.1134982272304e-08,-1.64258576877258e-15,-1.58167129475904e-15,-6.51571102292629e-16,-1.56020704944218e-15,3.00160660727277e-15,4.50081221775978e-10,-1.44417459848028e-15,5.0114613354099e-16,-5.98828666267371e-16,-1.02902627507971e-15,-2.14036437175695e-08,5.16481805867542e-16,-1.25644947360282e-07,7.3783960330373e-16,1.80930206304571e-15,-1.23114656388256e-15,-1.74283507787052e-16,1.5260587535263e-15,7.40041606503512e-16,4.76526279702664e-16,-5.63916031950496e-16,1.06356078754249e-15,-9.64131510827453e-16,3.32879530115995e-15,-1.16004002470957e-13
