,0,1,2,3,4,5,6,7,8,9,10
t1,15.529839,-0.5647526,2.3700502,7.3686996,5.4379234,2.9261496,7.388433,1.493158,7.6974034,4.7884407,5.5276756
t2,15.598428,-0.56145006,2.4621444,7.518092,5.4636474,2.6841474,7.4814043,1.4612807,7.506253,4.7768354,5.4383454
t3,5.8482,13.283364,8.521096,5.0909123,2.2882218,4.4928193,3.117113,2.667433,1.4230931,1.1179272,1.5138856
t4,-0.26587927,1.3398482,7.048962,6.1455083,8.12264,3.3586829,7.8180866,5.3293834,2.4829926,4.5067964,6.784179
t5,5.480907,13.856852,8.335712,5.8363276,2.4484773,4.48907,2.860787,2.143361,1.5332333,0.7858163,1.3633375
t6,5.7838855,13.50659,8.51197,5.101707,2.3072846,4.564423,3.106691,2.4823225,1.4102849,1.2470263,1.4045994
t7,5.512318,13.769238,8.380479,5.925439,2.3523593,4.4353266,2.8830302,2.182163,1.4924532,0.5635349,1.5114089
t8,-0.3391237,0.8000866,4.2522726,5.2808557,6.4118185,3.669937,6.0131607,6.7507596,3.89742,3.23924,5.846414
t9,15.360707,-0.8829783,2.1122425,7.6707754,5.7199473,3.0467393,7.33152,1.5077931,7.707523,4.7643423,5.5820875
t10,15.30167,-1.0160223,2.0365987,7.6257997,5.8055143,2.9836843,7.2496867,1.475883,7.571015,4.861989,5.579316
t11,-0.17752075,1.4229566,6.9492645,6.0312657,8.081076,3.340253,7.760296,5.3741055,2.5378659,4.5233645,6.833274
t12,15.162197,-1.1255453,1.8597249,7.5039988,5.8288054,3.067673,7.0835032,1.4976689,7.747158,4.822731,5.592778
t13,-0.21337146,1.4013523,6.909923,6.074224,8.030094,3.4540071,7.7657275,5.405235,2.5604823,4.422992,6.7118545
t14,15.545041,-0.61225146,2.5112746,7.5011077,5.2660527,2.6689029,7.3652015,1.3974869,7.273062,4.7523384,5.628914
t15,15.549073,-0.5164913,2.5948298,7.5350137,5.2508082,2.6022239,7.4446483,1.3581675,7.2660728,4.75342,5.602526
t16,5.7613087,13.051108,8.444284,5.4553223,2.3368425,4.358932,2.9926887,2.7820065,1.4584633,0.63868076,1.6265703
t17,-0.20786564,0.70609397,4.187183,5.3327184,6.3637185,3.393602,5.8159385,6.7265086,4.0815015,3.0967295,5.871584
t18,-0.18353811,1.4518497,7.0207853,6.1258316,8.189599,3.2471209,7.817035,5.4090304,2.413702,4.6168118,6.9159675
t19,-0.16102481,1.4505961,7.001396,6.0490456,8.141607,3.2934136,7.7854986,5.3847156,2.473754,4.572463,6.880302
t20,-0.30718833,0.7680535,4.2136674,5.270762,6.4437823,3.645339,6.0138206,6.8546834,3.997486,3.2241452,5.886259
t21,5.6881757,13.789998,8.470117,5.2699113,2.2925837,4.6039634,3.0817828,2.2947142,1.4331379,1.3576221,1.3647957
t22,5.9597397,13.013303,8.570538,4.9668355,2.2521853,4.467071,3.1708927,2.8762617,1.3946853,1.1015189,1.5891109
t23,-0.34574544,0.8832835,4.321049,5.3274775,6.3345513,3.7697601,6.038407,6.630807,3.8304937,3.0275266,5.8172345
t24,-0.4232018,1.0061672,8.552547,6.9554887,9.326312,3.0402002,10.41372,3.853698,2.4200118,5.17642,7.8308315
t25,5.323026,14.080813,8.281275,5.910789,2.5369437,4.4765706,2.7611046,1.9374439,1.6172485,0.84663016,1.1410177
t26,-0.3760524,1.2192533,7.0412908,6.2716227,8.039017,3.461726,7.875565,5.295048,2.5285404,4.3644214,6.6306653
t27,-0.45558473,1.1453961,7.019081,6.357236,8.07944,3.4173434,7.8313513,5.3164163,2.4396827,4.3883343,6.58831
t28,5.8094625,12.926747,8.445069,5.3802233,2.3420446,4.345478,3.0044544,2.8876712,1.478911,0.5888841,1.6617209
t29,15.712265,-0.36306342,2.600521,7.418358,5.347357,2.598807,7.5552664,1.463257,7.5448933,4.742338,5.3650684
t30,15.769715,-0.46383822,2.5583746,7.4492674,5.39262,2.5156796,7.5111756,1.4883478,7.4226503,4.741646,5.2870255
t31,-0.2871387,0.8512213,4.383066,5.3764796,6.463055,3.556714,5.850892,6.7643547,4.0556164,2.934499,5.991772
t32,-0.07891583,0.58757114,4.037027,5.408542,6.371663,3.1185498,5.808589,6.431628,4.1324253,3.1031187,5.8450346
t33,-0.40729254,0.88332194,8.4089,6.998273,9.079457,2.9159417,10.235819,3.8859627,2.6372378,5.223884,7.8595605
t34,5.637824,14.149961,8.391467,5.5421643,2.3765495,4.762733,3.130644,2.0512238,1.3307638,1.413068,1.4046483
t35,-0.072442494,0.71398574,4.0536785,5.4887934,6.279907,3.0008473,5.7498126,6.424897,4.256427,3.0696156,5.809062
t36,-0.13531555,0.62971544,4.0420995,5.4167647,6.2756467,3.093004,5.7497597,6.459831,4.1679945,2.9938743,5.836615
t37,-0.22002026,1.0689483,8.454978,7.036155,8.9458065,2.8120835,10.14497,4.0015354,2.7190785,5.2050457,7.842693
t38,-0.31373358,1.0801826,8.409577,6.9752145,9.073897,2.8966465,10.215268,3.9986894,2.559837,5.2614126,7.793715
t39,5.635462,14.095014,8.388505,5.5579104,2.3963132,4.7522483,3.1171944,2.0823054,1.3313657,1.3308827,1.4250787
t40,5.687708,13.940117,8.399977,5.3575654,2.454333,4.7439146,3.156726,2.1591866,1.313999,1.4443884,1.4546748
t41,15.135881,-1.1022509,1.8258808,7.51514,5.646361,3.1698692,7.197054,1.4864795,7.8692656,4.7614098,5.605445
t42,15.896159,-0.31114253,2.6946218,7.2142544,5.102908,2.5027432,7.4944777,1.5230016,7.4510617,4.7675595,5.406987
t43,15.22704,-1.0500134,1.9225733,7.6103735,5.8006954,3.2094357,7.1516037,1.4998559,7.968399,4.712043,5.6688986
t44,5.832231,12.92975,8.49889,5.247485,2.4038103,4.32902,2.983901,2.922368,1.5741619,0.67108256,1.6739633
t45,5.8790765,12.809705,8.459665,5.264038,2.3549373,4.2588925,3.0571861,3.0269156,1.5127133,0.59822965,1.745196
t46,0.21056107,1.2169896,4.603177,4.9986887,6.073315,4.3455358,6.4306006,6.8505707,3.8477304,3.6852045,5.54423
t47,5.6071787,14.005366,8.487105,5.4393206,2.263194,4.6146626,3.0226233,2.1579182,1.4609082,1.3801091,1.3009232
t48,-0.34415898,0.96935445,8.404034,7.1906505,9.088183,2.8668845,10.223239,3.7624936,2.790049,5.4122863,7.919997
t49,-0.39847785,1.209141,6.969007,6.2947216,8.028091,3.4546113,7.784923,5.3848367,2.4268456,4.3447933,6.582807
t50,-0.45098996,1.1660024,6.9863095,6.3416057,8.150457,3.329967,7.751991,5.356743,2.3104305,4.45511,6.579626
t51,15.6229515,-0.3420257,2.5748591,7.3145614,5.297058,2.7505548,7.4879622,1.5009458,7.640945,4.7736206,5.480629
t52,5.2098336,14.182145,8.33045,5.9707484,2.64101,4.4392824,2.6547673,1.830377,1.6471965,0.87019783,1.020073
t53,15.18081,-1.3252516,1.7673231,7.6409597,6.166693,3.2828617,7.143965,1.5289532,7.912486,4.885688,5.671734
t54,5.260693,14.215138,8.404868,5.971048,2.7060792,4.439894,2.6265001,1.820865,1.5631102,0.9616917,1.0544435
t55,-0.36219317,0.9254059,8.459946,7.152848,9.049249,2.9679837,10.175861,3.706364,2.8384004,5.2859244,7.9078903
t56,15.260171,-0.93929857,2.0196366,7.5795417,5.764807,3.2574332,7.1301675,1.454776,8.06813,4.6414638,5.6784735
t57,-0.24453938,0.8601777,4.2992163,5.24637,6.327559,3.6872668,5.9072957,6.641577,3.8711631,3.167991,5.815661
t58,-0.25188693,0.9276648,4.350708,5.338964,6.286162,3.7145529,5.985242,6.5897975,3.8440092,3.0862458,5.841374
t59,15.832348,-0.30770907,2.6865156,7.2577085,5.08457,2.4351842,7.405121,1.4496976,7.273519,4.662988,5.3399835
t60,15.927376,-0.28084078,2.654938,7.0933166,5.038201,2.406208,7.3370214,1.4818617,7.230362,4.6338277,5.3002176
t61,6.0029593,12.612747,8.555764,4.9066243,2.2738645,4.276603,3.2453778,3.1452851,1.4575899,0.9136728,1.7542235
t62,6.0032268,12.600985,8.464783,4.9946604,2.3886356,4.409224,3.282554,3.2883604,1.2891781,0.99651,1.7302964
t63,15.919142,-0.22860637,2.6903594,7.151614,5.0163074,2.3924675,7.4568973,1.5565811,7.3602886,4.761916,5.2661767
t64,15.870183,-0.3868939,2.6108918,7.193263,5.0779986,2.4674659,7.398451,1.6417973,7.4981747,4.8140063,5.4495177
t65,-0.4407192,1.099555,8.423254,6.984573,9.297012,2.9647288,10.377611,3.9282136,2.4764051,5.3445163,7.799324
t66,5.5420065,13.532534,8.383375,5.857532,2.3611917,4.455554,2.7811306,2.353179,1.5497279,0.37988114,1.5186135
t67,-0.17896086,1.1318593,8.664577,7.074174,9.037743,2.9970329,10.0553255,3.8483794,2.7607267,4.8733,7.7846656
t68,6.051653,12.5453615,8.445329,5.089204,2.4143884,4.3701735,3.23958,3.3050659,1.2898468,0.8982556,1.7604215
t69,6.072905,12.619461,8.563889,5.0349426,2.2945187,4.2721653,3.3001344,3.2809052,1.4289688,0.9280009,1.8411431
t70,-0.29293483,0.93120354,8.506158,6.900065,9.0237055,3.1014135,10.182714,3.7043078,2.7169352,5.103697,7.8209825
t71,-0.3144813,0.97188187,8.622173,7.062266,9.1929865,2.9895291,10.392278,3.754235,2.674846,5.205217,7.9694066
t72,-0.41171968,0.9234234,8.452102,7.1562896,9.01089,2.9532356,10.407492,3.9118686,2.7272246,5.392861,8.020445
t73,-0.423374,0.76967585,8.407502,7.1170635,8.957502,2.917638,10.250255,3.812193,2.8278172,5.321212,7.985443
t74,15.138417,-1.339442,1.7204342,7.6940317,6.128845,3.2437131,7.098497,1.5310059,7.9047174,4.8766837,5.637026
t75,15.079301,-1.311452,1.7290523,7.6294312,6.068885,3.272358,7.035762,1.4406587,7.7998757,4.9243755,5.691789
t76,15.234937,-1.0451463,1.9382644,7.616012,5.7872443,3.1841724,7.1988597,1.4896498,7.968339,4.7191825,5.6378956
t77,15.239668,-1.1219004,1.8460261,7.741629,5.8907094,3.2705278,7.121718,1.5803199,8.011156,4.6972218,5.7481933
t78,5.5590606,13.59279,8.422555,5.7737384,2.300607,4.3492293,2.9721053,2.4068305,1.5484664,0.6411387,1.5707264
t79,5.6027355,13.534108,8.335086,5.654702,2.4489627,4.4454527,2.8383257,2.4324727,1.5574272,0.74201024,1.429276
t80,-0.20057365,1.0143719,8.64574,7.077382,9.027489,2.8297448,10.122022,4.0166607,2.851073,4.980989,7.903583
t81,-0.20157047,1.0657619,8.652725,7.027924,9.000041,2.9239802,10.070939,3.9266663,2.8045926,4.8577228,7.8449554
t82,-0.28710127,0.9441265,8.632745,7.038924,9.292588,2.9324586,10.315905,3.7882452,2.5968814,5.2349997,7.9260874
t83,-0.36209783,0.94535345,8.557369,6.96567,9.249005,2.967547,10.304458,3.900033,2.4421546,5.1663938,7.849226
t84,0.016574023,1.1360229,4.5050616,5.145675,6.242552,4.1016126,6.323593,6.706257,3.8122332,3.5565712,5.719808
t85,0.0048321825,1.2158735,4.4672847,5.1922197,6.2768774,4.084482,6.417073,6.782911,3.7556498,3.6422703,5.7430196
t86,5.5618243,13.538378,8.342723,5.8992643,2.392598,4.42008,2.844666,2.3868315,1.516059,0.43318665,1.5522294
t87,5.6932144,13.448453,8.283595,5.937803,2.4997094,4.527633,2.8948317,2.4620204,1.4362192,0.3970159,1.6300796
t88,6.0423656,12.547814,8.614819,5.031784,2.1507745,4.375345,3.1338725,3.1618407,1.451724,0.853992,1.6809881
t89,15.808879,-0.30026063,2.647938,7.273117,5.2449827,2.6464913,7.555135,1.4893283,7.549472,4.805388,5.3554664
t90,15.66854,-0.2506452,2.7001226,7.409574,5.2585354,2.5956223,7.6091084,1.4421389,7.538104,4.7721953,5.4215403
t91,5.164862,14.140339,8.301039,5.9369044,2.6868105,4.3694005,2.5936625,1.8392941,1.7732072,0.8166334,0.98048717
t92,-0.26823315,0.66116345,4.048449,5.4891696,6.2398357,3.2068987,5.7527127,6.5219235,4.16125,2.922535,5.859858
t93,-0.18262379,0.5498918,3.9535277,5.4598994,6.18743,3.1976318,5.747286,6.466296,4.0746775,2.874327,5.707404
t94,6.164884,12.442066,8.643178,4.9010873,2.2240844,4.2808986,3.2248998,3.2414486,1.4401554,0.83313155,1.8124924
t95,6.053712,12.43858,8.54303,4.9730344,2.2962828,4.4248586,3.1810155,3.3593948,1.3366578,0.93181425,1.6840945
t96,5.5622954,14.146162,8.442408,5.57645,2.3187494,4.709497,3.012699,2.037252,1.3922924,1.4150249,1.3662117
t97,5.6048436,14.1323,8.434006,5.559813,2.2483816,4.677839,3.0867732,2.0624852,1.4131151,1.4648459,1.3189709
t98,-0.2839892,0.73321706,4.0424647,5.570636,6.217281,3.1459975,5.7459626,6.4582596,4.194244,2.9033825,5.872267
t99,-0.29555237,0.73206675,4.042672,5.632291,6.3915277,3.215996,5.9180207,6.4660788,4.1183314,3.0591521,5.895584
t100,-0.2571574,1.3508564,6.774984,6.1065855,8.001443,3.3007925,7.768499,5.3647976,2.573894,4.535815,6.8628774
t101,-0.12269301,1.4796886,6.8369336,5.9702425,7.980706,3.4113533,7.688878,5.4588904,2.6317952,4.4451613,6.7694507
t102,0.102252856,1.2507107,4.5153675,5.013819,6.151572,4.248803,6.460624,6.791353,3.8039289,3.715924,5.606881
t103,0.16283059,1.3050102,4.547374,5.0339656,6.1355567,4.3183284,6.509233,6.9118104,3.914663,3.772674,5.4968786
t104,-0.46820086,0.8726833,4.279586,5.3826156,6.4808364,3.650291,5.990592,6.7873106,3.9965572,3.0647886,6.014936
t105,-0.4041203,0.7202216,4.1055584,5.4741874,6.4390106,3.5258532,6.0953083,6.687421,3.9041536,3.145041,5.896456
t106,5.9366536,12.8029,8.4997,5.37996,2.229611,4.364178,3.1175041,2.9902802,1.3873612,0.7124668,1.6921045
t107,5.949454,12.89911,8.550413,5.40575,2.204495,4.262945,3.145065,2.9543705,1.4890742,0.7388881,1.7181208
t108,15.04175,-1.3246319,1.6823975,7.672796,6.06275,3.2154396,7.014969,1.4268303,7.813038,4.934594,5.621152
t109,15.203298,-1.3513347,1.7457205,7.709123,6.1814294,3.2873237,7.1622295,1.5755922,7.973623,4.8677845,5.660873
t110,-0.055954356,0.51274025,3.9537046,5.4678245,6.3147173,3.102361,5.8584733,6.3779483,4.047593,3.0364969,5.6828694
t111,-0.04304572,0.6288665,4.0433135,5.422029,6.3763413,3.0997612,5.833132,6.384948,4.1484604,3.1256459,5.7899647
t112,0.09215266,1.2011178,4.624487,4.9896774,6.22,4.3641124,6.356572,6.699335,3.9216738,3.6733203,5.644523
t113,0.06741,1.3095092,4.495469,5.02314,6.2065806,4.2486115,6.509671,6.818041,3.858469,3.7769601,5.5870256
t114,5.123292,14.265032,8.163487,5.8904266,2.4898942,4.5337896,2.6741648,1.7606086,1.7695656,0.91616523,0.91582406
t115,5.168652,14.251713,8.2496805,5.9409075,2.5464246,4.476159,2.6687078,1.7618886,1.6949226,0.92985576,0.95793146
