"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105"
"t111",-0.115088417870268,0.0841938304171519,-0.187396379417917,0.0382065376621286,-0.00324335921102705,0.00788317279534105,-0.0030804927026629,0.208953763728724,-0.0309254501837301,0.425403584751115,-0.0167220657707093,0.00182414895382501,-0.0103515957394292,0.000942751117806268,-0.00999226438686496,-0.000772575675176604,0.110873287318403,-0.00446423723152718,-0.000183760889780406,1.59989381408955e-05,-0.000590331983464742,0.000135676409544358,-0.00163346675367436,6.07465109808109e-05,-0.00011099934635142,0.000278376111829807,-0.000109548319018097,0.000519433042909814,-0.0471372286944447,1.6018393070082e-05,-0.000319140876189941,0.000776733740895655,-5.25849035856797e-05,0.000194292092537585,-0.0240585374896913,0.000157203946104619,-1.14172855644314e-05,-0.00306538123287128,0.000250012637725782,5.54127312138998e-05,0.00051858520753443,-0.00413989063536775,0.00375696477325649,9.01559181086305e-06,-0.00551295874851231,-0.000303011872075254,0.0430644989533792,-0.125864960699978,-0.00273316098725857,0.0283080582397741,0.000531118242058948,2.20738782645999e-16,8.04951358038987e-17,5.61684452748556e-05,-1.61619291625042e-05,-4.98356446954076e-17,-9.65328998244019e-17,-6.88405608048067e-06,-0.000112691097025178,0.0764554851680802,5.91772540874539e-17,2.87091976118777e-17,1.52789496524246e-06,1.05082907388218e-05,2.52885098538484e-08,-1.35225403492226e-05,4.68649717276538e-17,-2.8054262460286e-17,-1.10835760048713e-06,-9.77487412306422e-06,5.12455742077789e-16,1.37219528583285e-17,-3.76368682631437e-17,2.49963611320497e-06,8.041292804824e-06,1.82033797647675e-06,6.05312424407259e-16,6.41732398532235e-06,-0.000147947456428364,3.26261677396688e-08,1.09784739047238e-05,1.42592998167996e-08,-0.000148616431295166,-2.04119724475833e-16,2.95845141304631e-17,-5.12099589555883e-17,-2.28744990286295e-07,-2.15989555383245e-08,-7.86617450085516e-17,-9.54168008194917e-17,-3.75241396383266e-17,3.99472056478482e-06,-4.71292651304949e-08,-3.27994430249181e-07,-2.52754414029703e-16,-5.03290383090106e-16,-2.23888470063586e-16,-3.20706021988745e-16,3.69584583912962e-17,-2.13511479127147e-16,-8.91431851912786e-16,0.81728496599449,-5.70825581888572e-16,1.06188763921585e-15,8.78639775365362e-16
"t112",-0.115114458208452,0.0842271698856615,-0.187472790105448,0.0382333607843542,-0.00324690935619772,0.00789274416971421,-0.0030844153554823,0.209253163661809,-0.0309714557837185,0.426189433113732,-0.0167561982585635,0.00182802604232201,-0.0103744356244757,0.000945045532950053,-0.0100173495147506,-0.000774679696986828,0.111176412460985,-0.00447850254387335,-0.000184381902036573,1.60594235710466e-05,-0.000592659321161979,0.000136240906141889,-0.00164067371532041,6.10173085516205e-05,-0.000111520194515257,0.000279705386944978,-0.000110096647085651,0.000522386485787929,-0.047413141077636,1.61276511040119e-05,-0.000321371726410184,0.000782382615636117,-5.30113183857371e-05,0.000196060828385707,-0.0243041631622506,0.000158932995221101,-1.1547091393748e-05,-0.00310253540105459,0.000253273796747254,5.61456631308025e-05,0.000525627862677748,-0.00419793881822072,0.00381098280404684,9.14616480723426e-06,-0.00560038262653299,-0.000307821419175191,0.0438256512304889,-0.128224012589287,-0.00278578749762124,0.0288546044243476,0.000541480787981957,2.91024354508839e-16,1.17668252716076e-16,5.72983010761045e-05,-1.65086013702886e-05,2.59498350277146e-17,6.26240365399478e-17,-7.04075540055164e-06,-0.00011528123366986,0.07831749469382,3.40424741656911e-16,8.80486663910331e-17,1.57639305346832e-06,1.08422647913018e-05,2.61096318206788e-08,-1.39664909924824e-05,-7.13243539244956e-17,-1.62774828746391e-17,-1.15537113465565e-06,-1.01944197840688e-05,9.68333358252656e-16,2.52036725144342e-17,9.12945272981907e-17,2.6200717388346e-06,8.45466896008531e-06,1.92229171738692e-06,-4.18474084789621e-17,6.798752208109e-06,-0.000156938980822993,3.47355046327632e-08,1.17473984739968e-05,1.53377904276181e-08,-0.000160329412064786,-2.87933654320073e-16,4.33940180037034e-16,1.64807548931839e-16,-2.55739796730106e-07,-2.42682597300615e-08,-1.86194073416204e-16,-1.23166245136155e-16,3.14336616006946e-16,4.6702482067505e-06,-5.69996153650734e-08,-3.98202775630015e-07,8.56641265047302e-17,7.64974568763039e-16,3.8523973398715e-16,5.73121714363876e-16,2.47895286778907e-16,3.00427407537307e-16,6.6062989507038e-17,-0.407455464646445,-0.707106781186548,3.77868777615832e-15,1.04188548409081e-15
"t113",-0.115114458208452,0.0842271698856614,-0.187472790105447,0.0382333607843542,-0.00324690935619777,0.00789274416971403,-0.00308441535548218,0.209253163661809,-0.0309714557837186,0.426189433113732,-0.0167561982585634,0.00182802604232199,-0.0103744356244757,0.000945045532950151,-0.0100173495147507,-0.000774679696986845,0.111176412460985,-0.00447850254387342,-0.000184381902036551,1.60594235710507e-05,-0.000592659321161898,0.000136240906141878,-0.00164067371532037,6.10173085516331e-05,-0.0001115201945153,0.000279705386945009,-0.000110096647085738,0.000522386485787952,-0.047413141077636,1.61276511040982e-05,-0.0003213717264101,0.000782382615636248,-5.3011318385865e-05,0.000196060828385572,-0.024304163162251,0.00015893299522115,-1.15470913941139e-05,-0.00310253540105453,0.000253273796747332,5.61456631308072e-05,0.000525627862677877,-0.0041979388182208,0.00381098280404704,9.14616480704496e-06,-0.00560038262653287,-0.000307821419175048,0.0438256512304885,-0.128224012589287,-0.00278578749762085,0.0288546044243474,0.000541480787981379,3.47857560266262e-16,3.36044185786869e-16,5.72983010766921e-05,-1.65086013698569e-05,-1.73757184417062e-16,-4.03397155451581e-16,-7.04075540077802e-06,-0.000115281233670061,0.0783174946938199,-3.21994505758258e-16,-1.11584574955849e-17,1.57639305376986e-06,1.0842264791062e-05,2.61096318463171e-08,-1.39664909925633e-05,8.29556409928275e-17,1.33627723176274e-17,-1.15537113469207e-06,-1.01944197839643e-05,7.22964657402471e-16,-9.58823303600325e-17,-2.32959301566541e-16,2.6200717390445e-06,8.45466895988438e-06,1.92229171755908e-06,-9.92946820617113e-16,6.79875220782874e-06,-0.000156938980822828,3.47355044227634e-08,1.17473984740245e-05,1.5337790900148e-08,-0.000160329412064739,-2.39424270322402e-16,-3.8676977643415e-16,1.24642089193881e-17,-2.55739796437852e-07,-2.42682600902857e-08,3.24548440586163e-16,1.67777793034538e-16,-5.80997263490304e-16,4.67024820643491e-06,-5.69996148329867e-08,-3.98202775217249e-07,1.76749266825588e-16,-1.80507759710827e-16,7.57192862221122e-17,-7.27613670501612e-16,-2.25623319346627e-16,1.40527166571607e-17,8.64492896186537e-16,-0.407455464646444,0.707106781186548,-4.7916514346104e-15,-3.06229616583467e-15
"t9",-0.10637943924242,0.073039375794759,-0.161830808468636,0.0292259666080625,-0.00205367425474616,0.00467484039161199,-0.00176543750670299,0.108544260856398,-0.0154946502225242,0.161603313386722,-0.00525907760384706,0.000521823021725007,-0.00267818039573846,0.000171503777005857,-0.00155863387870763,-6.48563378211641e-05,0.00891010993585667,0.000339326443623125,2.54413074077325e-05,-4.39577838044064e-06,0.000194701276334261,-5.48293471805513e-05,0.0008001401151244,-3.07045487838819e-05,6.49913413280727e-05,-0.000170861599532672,7.58612625926139e-05,-0.000480800605840933,0.0463412838354013,-2.10806944238555e-05,0.000438651205669873,-0.00114337037759583,9.26377182838865e-05,-0.000409466736948584,0.0600008042880986,-0.000435603465775692,3.31250958081976e-05,0.00970616656559854,-0.000873398711029553,-0.000197176504379799,-0.00191050981029038,0.0159021506120281,-0.0149090648128409,-3.61151556622492e-05,0.0248007255964041,0.00136472521931432,-0.221980304010228,0.69764320566274,0.0156599217803648,-0.162734386289009,-0.00309278199305481,-1.67606898682753e-15,-1.02860770409676e-15,-0.000339513978320683,0.000105624540267282,4.04271021107119e-16,6.99166885137752e-16,4.83342556646955e-05,0.000800506052482348,-0.582141988121529,-2.6870872521379e-16,-6.46482288052198e-17,-1.59274156909385e-05,-0.000109706250218374,-2.70757769207068e-07,0.000146675557557882,2.80538662430467e-17,-2.16306407947751e-17,1.62481418584593e-05,0.000145300254649779,-1.12798289986682e-14,-7.38170562517563e-17,-1.25013597097396e-16,-4.25826736604232e-05,-0.000147905888201014,-3.70734090925834e-05,6.53845956310955e-16,-0.000140311751968876,0.00332226045266465,-7.89222065429023e-07,-0.000292614341373201,-4.17505189154501e-07,0.00457787263836338,9.0293081890205e-15,5.50570265725274e-17,9.57839072434134e-17,1.18142028275263e-05,1.18686297277614e-06,3.51090182435972e-17,-3.33358359531116e-17,8.60296270062592e-18,-0.000342439690817376,5.65108947532355e-06,4.07804412980783e-05,4.00139921378657e-17,5.50124934417756e-17,1.50080941696764e-16,-2.20816326419532e-16,5.95756227947301e-17,-1.95447345233107e-16,4.52082519099314e-17,-0.00231787754309982,-4.82009811531371e-16,2.3672321782541e-17,5.40140664107545e-18
"t12",-0.109952013249287,0.0774754374746223,-0.171973628032202,0.0325278208910992,-0.00241185013748851,0.00553303918596453,-0.00208970465398556,0.12528289802571,-0.0174459513017121,-0.211701859035278,-0.027071386052235,0.00218975400440007,-0.0106593697109726,0.000769152945729383,-0.00772489759014753,-0.000525886590263005,0.0750293037280603,-0.00235016585491268,-8.67011674759147e-05,5.62694322899987e-06,-0.000177636885994278,3.09960606173915e-05,-0.000223162101703802,7.20564088024984e-06,-1.97827729631544e-06,-6.13864406086122e-06,1.6466480709548e-05,-0.000505119352972477,0.0758662730810754,1.2510799189216e-05,-0.000174265846261121,0.000213578099840816,1.52627331418293e-05,-0.000227222308391632,0.257034485443453,0.000464406303706717,-2.00745866691509e-05,-0.00251190021824451,7.47956271946507e-05,1.24694096320795e-05,4.99437898826582e-05,0.00018339157846871,-0.000550114646650241,-1.57742732004161e-06,0.00279520679382152,0.000154611262460592,-0.0380508648937466,0.137462875616332,0.00325605289289541,-0.0340106251230596,-0.000659112979982317,-1.13671683088948e-17,-2.44633469914655e-16,-7.6351368340639e-05,2.64172036857664e-05,-4.80359427246496e-17,-1.05429635067566e-15,1.36099352957223e-05,0.000231936452635638,0.288287959415348,1.6368137242564e-16,1.44535614467971e-16,-4.91862953217367e-06,-3.39068435768898e-05,-8.48295369720498e-08,4.62676317281061e-05,-1.55611022251722e-16,1.9060722141765e-17,5.92792440004741e-06,5.34007664900793e-05,-4.96737818493276e-15,3.35967246512111e-16,2.39798914571609e-16,-1.70952149560534e-05,-6.42633530750436e-05,-2.02599503900653e-05,-2.04467241925475e-15,-0.00015476090230963,0.835448790037661,-5.67395175557884e-08,-6.75987877450284e-05,-1.154483486011e-07,0.00132998641555305,5.36192290779288e-15,2.76438858134271e-16,-7.94620510845938e-18,4.05372816806652e-06,4.10534463360663e-07,8.2612417302351e-17,3.67650991370158e-17,-6.03810737335827e-16,-0.000123069669340624,2.06458857730024e-06,1.4919741799904e-05,6.11101100283379e-17,-2.17646608358388e-16,-1.66370976195364e-17,-1.16019791716661e-16,-1.71845904512829e-16,-3.04798097518815e-16,-3.82468836918592e-17,-9.28785706075241e-06,1.05478582914944e-16,-4.33611781923925e-16,-8.33395729608636e-16
"t15",-0.112572719630646,0.0807855001198302,-0.17955213681639,0.0351066746203538,-0.00272964957713022,0.00635880483883546,-0.00242028446966055,0.148253139144628,-0.020801967614875,-0.266160718817056,-0.0351139899221056,0.00288106834549418,-0.0142242192677404,0.00107071374779539,-0.0109189162873642,-0.000777932721145086,0.111255886714432,-0.00393496368110693,-0.000154324057883209,1.1983794771122e-05,-0.000419295843577308,8.87628431553214e-05,-0.000950370914038627,3.44706088466321e-05,-5.3966439422384e-05,0.000126306559923906,-3.81918217117095e-05,-0.000164618966911208,0.0385187359299431,1.38126527994447e-05,-0.000205351956461357,0.000276869193297956,2.50060169433247e-05,-0.000479382780374884,0.736159413807535,0.00173026059862436,-8.65327746036086e-05,-0.0156750194994273,0.000997951347942008,0.000213687317482119,0.00188704039869409,-0.0141904056041945,0.0123677278194993,2.93602804596093e-05,-0.0161185889121742,-0.000885153465973593,0.115894871327357,-0.328775284040368,-0.00706483797806947,0.073103602851209,0.00136687536815885,6.07112339615098e-16,3.36883274116841e-16,0.00014340428753968,-4.11125476376266e-05,1.87060039166244e-16,3.88786465341225e-16,-1.81443354288998e-05,-0.000301927481704484,-0.327777256051428,-1.60305732034064e-16,-4.91614235231871e-16,3.34720334093419e-06,2.30245066911114e-05,5.55599722515766e-08,-2.97518337300577e-05,2.24537034967777e-16,-2.28924893836052e-16,-2.58056147810006e-06,-2.2864315290938e-05,1.6974842418402e-15,-1.44991217667577e-16,-7.96242840091304e-17,6.2537396865884e-06,2.16021006282609e-05,6.11066074750418e-06,2.41307813172615e-16,4.33903382920757e-05,-0.228008277428814,1.4384573826623e-08,1.56133812737784e-05,2.4438971631988e-08,-0.000268921642648334,-1.54346575683541e-15,-3.28228973722685e-17,2.23153567262854e-16,-5.37431215297511e-07,-5.2014125000491e-08,5.50374549698784e-17,4.26089893365565e-17,-1.74735427716396e-17,1.16204570950894e-05,-1.61740872045372e-07,-1.14747533380827e-06,3.31391643805127e-17,4.13834307959547e-16,-3.6292042478313e-18,-1.77711917916102e-16,5.50227843142051e-17,-3.90757903537582e-16,1.14774837431716e-18,7.5233374696726e-08,3.38689201333851e-16,1.53609580964528e-16,-2.58254364609833e-16
"t116",-0.115792861466452,0.0849649077794695,-0.18913937610926,0.0385332405184307,-0.00318226534635057,0.00756118057141614,-0.00290702521843275,0.183125581156056,-0.0259519057742682,-0.356098702185356,-0.0489647506827376,0.00409419156535598,-0.0205958665258796,0.0016392985770895,-0.0170547681780655,-0.00128887072061416,0.184895276488601,-0.00759548412139744,-0.000319483693085013,2.9728549433724e-05,-0.00113511564855319,0.000275237965362527,-0.00356860947080196,0.000134739204100923,-0.000268736731657839,0.000698339735195103,-0.000308445852867594,0.00277599370644568,-0.356530657646465,-3.2627495609984e-05,0.000423130937890996,-0.000466242140299315,-2.60673110428802e-05,0.000318583364946312,-0.317088513676868,-0.00055561575144002,2.42107390304057e-05,0.00329358520346139,-0.000143141900420111,-2.82321445624833e-05,-0.000210724726447178,0.00125639436537095,-0.000884583488386144,-1.96043691412613e-06,0.000215610885413046,1.14059481448583e-05,0.00448783402933034,-0.0206112904770712,-0.000514782752245615,0.00539955384011748,0.000106169637960726,-9.22444320514883e-17,1.65410243053969e-16,1.26715065073028e-05,-4.48486540423863e-06,-3.35763934824267e-16,-2.06073436663201e-17,-2.29260410676102e-06,-3.89531115525344e-05,-0.0472218356368493,-1.25026860594837e-16,-1.10996098246986e-16,6.63355263951897e-07,4.56790589193054e-06,1.12183021661901e-08,-6.06001747048536e-06,-2.14715624801176e-16,-2.10019370786806e-17,-6.1454969273594e-07,-5.47527075074363e-06,4.76988233902709e-16,1.40503607314082e-17,-9.24436004349804e-17,1.57229705384802e-06,5.56016657862025e-06,1.61682891491284e-06,-6.56786568051355e-17,1.16789232756652e-05,-0.0617419258803635,3.95706990391798e-09,4.37508018406644e-06,6.95778019043532e-09,-7.71656532225849e-05,-1.54105829797251e-16,-3.81447702137057e-16,1.87851494235621e-17,-1.63485273895935e-07,-1.59017805029492e-08,-2.06657529789317e-16,-2.39599194657968e-16,-2.23127000238343e-16,3.65203545690976e-06,-5.1541280990702e-08,-3.66114004429505e-07,-1.11130069874136e-16,-2.0701997356042e-16,3.32875149460412e-16,-2.81483444344998e-17,-1.02907844167388e-17,-1.78355572803384e-16,1.68849323373609e-16,2.54959614254258e-08,-2.04390199868019e-15,6.30980434426975e-16,-0.707106781186547
"t117",-0.115792861466452,0.0849649077794695,-0.18913937610926,0.0385332405184304,-0.00318226534635054,0.00756118057141583,-0.00290702521843315,0.183125581156056,-0.0259519057742683,-0.356098702185357,-0.0489647506827377,0.00409419156535595,-0.0205958665258795,0.00163929857708976,-0.0170547681780657,-0.00128887072061429,0.184895276488602,-0.00759548412139741,-0.00031948369308491,2.97285494336071e-05,-0.00113511564855317,0.000275237965362616,-0.00356860947080185,0.000134739204100885,-0.000268736731657706,0.000698339735195328,-0.000308445852867447,0.00277599370644578,-0.356530657646465,-3.26274956100741e-05,0.000423130937891146,-0.000466242140299818,-2.60673110427003e-05,0.000318583364946074,-0.317088513676868,-0.000555615751440146,2.42107390304615e-05,0.00329358520346129,-0.000143141900420045,-2.82321445622972e-05,-0.000210724726447034,0.00125639436537081,-0.000884583488386177,-1.96043691439814e-06,0.000215610885413081,1.14059481446796e-05,0.00448783402933038,-0.0206112904770714,-0.000514782752245957,0.00539955384011764,0.000106169637961202,-1.14664428057591e-16,1.01839925354052e-16,1.26715065075428e-05,-4.48486540388781e-06,3.06906334262573e-16,1.01238514830395e-16,-2.29260410592156e-06,-3.89531115526519e-05,-0.0472218356368489,6.69708112368327e-17,2.82444446660481e-16,6.63355263647195e-07,4.56790589155921e-06,1.12183020158951e-08,-6.06001747038896e-06,2.13175853011831e-16,5.03953142210607e-17,-6.1454969288025e-07,-5.47527075064734e-06,4.83177544226937e-16,-1.53005641703795e-16,-6.51221589707112e-17,1.57229705400965e-06,5.56016657880137e-06,1.6168289153172e-06,3.01596655572419e-16,1.16789232758515e-05,-0.0617419258803629,3.95706944261543e-09,4.37508018466443e-06,6.95778001554182e-09,-7.71656532216499e-05,-4.42286925175611e-16,4.11088067773114e-16,3.2391927859654e-17,-1.63485274058411e-07,-1.59017806014626e-08,2.16359248011522e-16,1.49828352609197e-16,2.14372347367837e-16,3.65203545701637e-06,-5.1541281816001e-08,-3.6611400484232e-07,9.10111077541398e-17,2.92502412785906e-16,-1.56528067655573e-17,-3.40921479902732e-16,1.24883122050762e-16,3.62117642553747e-16,-1.02064399058828e-16,2.54959592882464e-08,1.73762079216186e-15,-5.05021587815063e-16,0.707106781186548
"t7",-0.107125043503562,0.0738767893303071,-0.163729803877452,0.029681426448581,-0.00205345217475611,0.0045951572221436,-0.00171288204782323,0.0988342468157174,-0.0135678487316464,-0.147160412102731,-0.0173957042471296,0.00135234389192536,-0.00631171383646137,0.00039385525505164,-0.00372099318432603,-0.000203122959267866,0.0285869722809105,-0.000206473589996573,7.06073416873159e-06,-3.7549876038905e-06,0.000189591060662834,-6.07274383359845e-05,0.0010010271226029,-3.9232855361178e-05,9.26295848171408e-05,-0.000253560237701839,0.000127367948631024,-0.0015197870145362,0.205850006643855,2.35122307331051e-05,-0.000313055982925172,0.00035781755450744,2.11508846550316e-05,-0.000245019981592672,0.172587320519167,0.000115386063661538,5.83040536152218e-07,0.00232158861937106,-0.000310934276168745,-7.32708826864513e-05,-0.000759849490429151,0.00675261907505149,-0.0066045484906707,-1.6176949542405e-05,0.0123768268479168,0.000681668144359381,-0.120795463908124,0.394089385471499,0.00899027919549123,-0.093575721114119,-0.00178954379361129,-1.71867503015047e-16,-1.14335736461297e-15,-0.00020008423254863,6.50462409549686e-05,-2.75866269724216e-16,1.55900521354636e-16,3.19764490712131e-05,0.000541184483560254,0.647747748953451,2.79605384449832e-16,4.03028324480576e-16,-9.71500312206037e-06,-6.69353894991509e-05,-1.65969551312924e-07,9.01079662358974e-05,-6.30689833607506e-17,1.82076203459968e-16,1.02336850882768e-05,9.15122827079969e-05,-6.45858428017086e-15,-4.01872879730763e-17,-2.89185340589804e-16,-2.65529673010927e-05,-9.03316600706743e-05,-2.04778390511981e-05,1.09099367848471e-15,-3.19177148073092e-05,-0.492332471005598,-6.67024866192339e-07,-0.000221318268893262,-3.06516178560182e-07,0.00333379537158088,5.15158655697939e-15,-6.0638310561754e-17,3.35638091980948e-18,8.44854509589662e-06,8.48662294639892e-07,-1.12424887338279e-16,-1.42561850644798e-17,1.79729354188065e-16,-0.000245132325497709,4.05064643088388e-06,2.92350319159644e-05,-2.96198684499931e-17,3.22430742385434e-16,2.22002935808013e-16,-1.15078613598291e-16,6.64410473939933e-17,5.10218030019564e-16,7.17370998364219e-17,-1.73019372293193e-05,-3.37261828090905e-16,3.14715479432059e-16,-1.42403050389824e-16
"t6",-0.109649300312319,0.0769779911900557,-0.170815742398353,0.0319613930630328,-0.00230903757911571,0.00523651154638471,-0.00196491398146813,0.115411439121573,-0.0159401763582958,-0.17972330481257,-0.0216525908537948,0.00169586542684986,-0.00796646644925999,0.000503315048675783,-0.00476018705156785,-0.00025611682351801,0.0359801166818612,-2.20565037415913e-05,2.59377181993375e-05,-8.42554793344672e-06,0.000424203542543124,-0.00013900232175979,0.00239991430508479,-9.50087850242083e-05,0.000237682074701175,-0.000665613902162342,0.000358451141042574,-0.00557321456232504,0.819399928982088,0.000194720498597605,-0.00323119600350915,0.00633883416139117,-0.000309776361893099,0.00107246562838321,-0.3919723821599,-0.00013894377058943,-4.56285441282375e-06,-0.00373745329818366,0.000375040675403166,8.45103024861743e-05,0.000808486493208859,-0.00655197582606917,0.00597965962293711,1.4361781079167e-05,-0.00870670070749454,-0.000478445413448539,0.0655598000630992,-0.186770626034333,-0.00400601458126845,0.0414396692797061,0.000773757345673017,1.28100737400948e-16,4.28942729830524e-16,8.07093821194939e-05,-2.2675260711198e-05,-3.53433485164135e-17,5.59466387576679e-17,-9.73240331143176e-06,-0.000161084156894408,-0.168555467161366,-6.10416912662705e-17,-1.70043839576507e-17,1.28705063349667e-06,8.83557034417773e-06,2.05863603119764e-08,-1.08167454234982e-05,1.34700298431792e-16,-1.81922270660129e-17,-4.51086832601141e-07,-3.77156351424017e-06,1.82759495315606e-16,-9.27421600285059e-17,-1.31082944758953e-17,4.05535206472241e-07,1.77494208104956e-07,-3.38991310025032e-07,7.10789871219006e-17,-2.4635044062675e-06,0.00320830675942373,-1.72649352562043e-08,-8.6572682868618e-06,-1.50283065337669e-08,0.000179326597202423,4.46774555060448e-16,1.88358068811815e-17,-2.01871005775057e-17,7.49658408553432e-07,7.7852813003545e-08,4.5643367007171e-17,-4.06888009054835e-17,-7.00499381416093e-17,-2.65844890659581e-05,4.7363185123718e-07,3.44057729199489e-06,-7.20782286198918e-18,-3.91660983390498e-16,-7.87909608295985e-17,-2.01046557740137e-16,4.99792361191564e-17,1.83417964424358e-16,1.21753592088313e-17,-2.68626937638405e-06,-2.99174405421349e-17,2.68626356414115e-17,6.54151338742778e-17
