,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
t2,21.972834,0.026277876,10.109722,-0.1150765,1.5274168,-0.00856876,11.498256,-0.113557085,-0.29322705,-0.13120857,-0.095856845,-0.0026055693,13.218899,-0.10525191,0.018251373,-0.37236893,8.601937,0.22997679,-0.54561037,0.0073814983,6.50161,-0.20701322,0.061400402,0.2927695,16.210756,-0.30175325,17.72186,1.171072,0.15902147,0.11476762,-0.057538524,9.673405,29.463163,3.2524455,-0.006374005,0.84473056,5.8792467,-0.24419473,-0.45941648,-0.095670976,6.217912,-0.079564966,0.06937966
t7,21.838425,0.022026839,12.009523,-0.12406884,0.21336812,-0.023935053,9.204158,-0.16305843,-0.33736816,-0.13784793,-0.0961194,-0.0029136688,13.454811,-0.10870233,0.0208817,-0.31235006,10.526534,0.2192182,-0.5617499,0.011241424,5.1742067,-0.18319619,0.0865736,3.7868109,20.57882,-0.32442498,20.418228,0.8038616,0.19931789,0.14840366,-0.06781556,9.867594,30.37245,5.6198397,-0.007217099,0.7007625,8.07723,-0.23184794,-0.4918233,-0.09192268,4.981361,-0.0884248,0.07473114
t8,21.942423,0.023240624,11.499095,-0.12288728,0.561737,-0.019804591,9.882747,-0.15005459,-0.32617795,-0.13810104,-0.09568569,-0.0028246832,13.370598,-0.10653876,0.0196286,-0.32970768,10.010302,0.22167337,-0.56092155,0.01013674,5.592297,-0.19266337,0.07933701,2.7670536,19.360949,-0.3173711,19.688282,0.9053681,0.18678679,0.13944015,-0.064903155,9.812676,30.13614,4.8911314,-0.0069965017,0.73834854,7.513721,-0.23637426,-0.48799738,-0.0928139,5.35824,-0.08710095,0.072815046
t1,21.922602,0.026832728,9.762309,-0.112380944,1.7598945,-0.0063061253,11.82432,-0.10628261,-0.28486985,-0.12582166,-0.09438099,-0.0025405171,13.177249,-0.1042541,0.017997373,-0.38269037,8.23887,0.22910947,-0.53671616,0.0068113776,6.6003118,-0.20847633,0.058092374,-0.026301904,15.5359125,-0.29822734,17.266472,1.2581341,0.15183355,0.10809317,-0.05561666,9.618658,29.213415,2.93734,-0.00611849,0.8719973,5.4946704,-0.24763235,-0.4500349,-0.09522292,6.420069,-0.07702534,0.06842301
t4,21.98477,0.026429353,9.887261,-0.115779065,1.5829566,-0.007968792,11.656014,-0.11171819,-0.29049194,-0.12719093,-0.094242014,-0.0025705358,13.203367,-0.105072826,0.01791782,-0.37886095,8.454453,0.22831477,-0.5418917,0.0076180073,6.472889,-0.2093705,0.06047884,0.10278934,16.021782,-0.30110094,17.540894,1.2895559,0.15550445,0.110874236,-0.05712614,9.670185,29.378267,3.1100297,-0.006287904,0.8640444,5.7458167,-0.24683677,-0.45449457,-0.09562045,6.3681045,-0.080322355,0.06910871
t5,21.78314,0.021776916,11.868858,-0.12736598,0.17746559,-0.024818627,9.043441,-0.16640027,-0.33791342,-0.13325265,-0.09474414,-0.002880962,13.445303,-0.108356245,0.020519715,-0.316467,10.618787,0.21574363,-0.55939436,0.01210035,4.8849764,-0.18016587,0.0888228,3.8545184,20.889645,-0.32755032,20.447557,0.88767475,0.19738317,0.14628218,-0.06806999,9.906751,30.336588,5.659668,-0.007201669,0.69686794,8.098547,-0.23417586,-0.49009502,-0.09117148,5.0574102,-0.08982895,0.07481552
t6,21.975168,0.024934348,10.538233,-0.12022145,1.0579017,-0.013731779,10.859879,-0.13025497,-0.3072868,-0.13187921,-0.09389657,-0.002673066,13.242214,-0.1049137,0.018408261,-0.35893258,9.204334,0.22323714,-0.5524235,0.009002941,5.96958,-0.20259345,0.06977013,1.2753108,17.637362,-0.30947223,18.504896,1.1666188,0.16786331,0.122236975,-0.06071006,9.740968,29.690239,3.887282,-0.0066126795,0.8131995,6.5907927,-0.24216497,-0.4694162,-0.09439442,5.980207,-0.084565274,0.07045833
t14,22.630697,0.032676272,8.706911,-0.11300268,3.1314123,0.81318974,13.992165,-0.069743454,-0.2534272,-0.12416812,-0.101226464,-0.0023398122,13.814923,-0.1083395,0.018351277,-0.46477973,7.1289034,0.24983644,-0.5326296,0.0033693523,7.7213645,-0.23152111,0.04186554,-0.40872195,12.722782,-0.29564643,15.672447,1.3390597,0.12188031,0.082769975,-0.048566677,9.782643,29.890648,1.1600157,-0.005578734,1.0030254,3.8644574,-0.30228007,-0.446632,-0.10552366,7.7640834,-0.073221706,0.06833745
t40,23.985493,0.025990952,15.428623,-0.17881933,0.0014302367,-0.035672426,8.155239,-0.22890373,-0.4004953,-0.16875556,-0.11149635,-0.003395223,16.32625,-0.13764553,0.03197558,-0.37547,14.7962475,0.23943667,-0.65708137,0.01730375,3.1211371,-0.17413618,0.12706694,8.020303,28.72397,-0.39581114,25.551762,-0.0019171536,0.25411955,0.18563402,-0.08313862,11.147108,36.188393,8.273803,-0.008169647,0.60502553,11.345613,-0.31240284,-0.60853785,-0.11444192,4.9059877,-0.116144635,0.090813436
t41,23.951715,0.025258772,15.65883,-0.1790913,0.0016836856,-0.03797659,7.8399796,-0.23529282,-0.4060213,-0.16877161,-0.1116208,-0.0034410013,16.383009,-0.13879238,0.032717593,-0.3674486,15.046562,0.2378758,-0.6585729,0.017935846,2.9097183,-0.16892914,0.13048622,8.5466585,29.31118,-0.39880332,25.910206,-0.002121172,0.2606627,0.1901042,-0.08440613,11.155812,36.308643,8.6253195,-0.008224077,0.5888894,11.632675,-0.30897018,-0.6074025,-0.11377094,4.734881,-0.11636136,0.09182312
