"accepted_species","trait_OU_scaled"
"t52",-1.90617373566828
"t59",0.945794469609365
"t60",1.16307739202186
"t55",NA
"t73",-0.152177196998491
"t74",-0.744535844347688
"t174",-1.3955981342074
"t175",0.18968322517637
"t154",2.61313046244727
"t88",NA
"t89",-0.860935486340024
"t150",NA
"t151",1.40805208736982
"t115",-0.507641765370593
"t68",2.22806129133017
"t70",-0.0409398273449998
"t85",0.901672973661026
"t86",-0.0619812020647572
"t90",-0.563122982381944
"t157",1.10576014590243
"t176",-0.191834488067399
"t177",0.531301562941598
"t178",NA
"t229",0.504311943632803
"t235",-1.19268714387923
"t236",-0.412169702579524
"t233",NA
"t128",NA
"t134",-0.243362949707635
"t135",-0.386193846290472
"t133",-1.41326896521425
"t99",-1.03339294324056
"t65",NA
"t48",0.748937730438912
"t14",0.715051464001089
"t13",1.84901785911787
"t2",-1.8012936416442
"t15",-1.81829488681565
"t27",0.631051730036335
"t28",-0.396220989420405
"t18",-1.88663143896736
"t91",0.100987801228928
"t92",0.243615362267847
"t122",-2.43351636707002
"t126",-2.15395481237084
"t127",NA
"t196",NA
"t197",-1.24297433209974
"t225",-0.582211882769815
"t321",-0.785093791148403
"t335",NA
"t336",0.44461095089797
"t366",-0.525473419247705
"t367",-0.657405532937884
"t217",-0.188483753275771
"t132",1.33833095766308
"t100",0.570332253296017
"t130",NA
"t261",0.542449538126426
"t262",0.585739270254557
"t370",1.46691158947227
"t371",1.60443195637711
"t304",-0.148206986578366
"t264",-0.373373305460935
"t255",-1.26525978375072
"t252",-2.49734834424484
"t230",-1.34304598189578
"t353",-0.522900214024891
"t354",0.156112941172549
"t346",0.465091666910275
"t231",-0.00600779716561032
"t314",0.657152255095639
"t315",0.122585846458383
"t221",0.567328118606871
"t200",-0.601609786938393
"t256",0.0889835297401453
"t349",NA
"t350",NA
"t311",0.725811484434832
"t312",-0.924501432843973
"t290",1.00311560119805
"t228",-0.68304324785457
"t206",0.970239612812562
"t152",0.120243638507513
"t121",0.0581966320512966
"t125",-0.825981773567304
"t168",-1.34480824983388
"t169",0.824955047406417
"t153",-0.165891751809735
"t98",2.09820840872724
"t113",1.57938727366356
"t114",NA
"t213",0.479644640685019
"t224",0.345402754777933
"t305",0.0753092296240806
"t308",-0.0220761993473576
"t309",-1.18721203249965
"t263",0.0563505013633296
"t279",NA
"t280",0.766651938971303
"t342",-0.761676897202418
"t343",-0.458801564412156
"t285",-0.886223123306633
"t207",-0.748048128466988
"t195",-0.935709519345506
"t226",-1.17217551745196
"t242",0.233395663772337
"t243",-0.79677023124173
"t248",1.68944498026014
"t250",0.595751553155741
"t251",0.720034205873551
"t164",-1.37703531540379
"t147",0.642915663254776
"t138",-1.57321707054021
"t97",0.272553840973307
"t93",0.389882154605995
"t44",0.0159056944214972
"t54",-1.48707328412764
"t61",-1.65373832747261
"t69",-0.219136067812563
"t83",1.68820438618282
"t84",-0.23149860614701
"t142",0.998012008790682
"t276",0.155441436047939
"t277",1.28159889929428
"t211",-0.50748715525795
