,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
t1,1.5250397,0.6847671,4.0464654,2.5312388,5.414783,8.171831,2.868073,3.913563,2.3081288,6.2552595,3.5516367,6.8761334,4.708801,8.656393,3.7555037
t2,1.4723263,0.6828064,3.9407434,2.5786664,5.549372,8.338928,2.9844854,3.8842707,2.330768,6.3359604,3.841245,7.0589504,4.7740827,8.441413,3.9819741
t3,1.4364451,0.7016711,3.89735,2.5673957,5.58617,8.402408,3.0314867,3.9021962,2.3665373,6.363776,3.9031742,7.131161,4.807131,8.359732,4.073742
t4,1.4962946,0.6860259,3.979985,2.5688226,5.496719,8.263749,2.9360256,3.889314,2.3154294,6.310143,3.7342002,6.9836903,4.7489786,8.532205,3.884971
t5,1.4938194,0.37243333,4.4208407,2.1514075,4.8338184,7.318221,2.889859,3.2460942,2.147167,5.6638784,1.7115536,6.145424,4.9255214,9.592382,2.6449277
t6,1.4918358,0.6619021,4.035317,2.5172725,5.446218,8.211668,2.9033,3.8805268,2.3285792,6.257654,3.5969207,6.9220476,4.749188,8.602599,3.8128319
t7,1.4788301,0.65242815,4.047847,2.4997802,5.4402223,8.217762,2.9118786,3.8748536,2.3469467,6.2439456,3.575486,6.922905,4.761455,8.600281,3.8112822
t8,1.4906467,0.6329109,3.838422,2.6823862,5.6395845,8.361695,3.0873146,3.8014348,2.2691123,6.423147,4.0740037,7.1383686,4.825838,8.337586,4.047123
t9,1.4383051,0.7277817,3.9264016,2.5675113,5.623269,8.453866,3.0115948,3.859518,2.3752375,6.3425727,3.9364312,7.1465425,4.8207116,8.333694,4.108873
t10,1.5424623,0.65106356,3.8895884,2.6974087,5.692555,8.500279,2.9580116,3.8860843,2.2624235,6.422277,4.1189947,7.1215262,4.7286124,8.298631,4.2056327
t11,1.4955261,0.6069688,3.8571866,2.672629,5.602037,8.284805,3.0757525,3.7550776,2.2489781,6.396197,4.011915,7.074338,4.841316,8.4169235,3.9332469
t12,13.95902,4.122739,7.4321284,5.7045155,4.0733104,12.58632,6.786876,3.4978437,4.4079437,8.669255,3.765558,8.951547,2.4127107,5.9113297,4.0084968
