,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
t1,0.79490876,7.4086924,1.1680671,0.03563258,3.159086,6.44175,4.913748,5.184277,6.050353,3.967579,4.914408,6.365344,4.084921,5.0609517,4.675033,6.804633,4.9309688,4.621109,3.7206945,5.515098,4.492354,6.3580384,4.5758753,4.9759088,4.78454,4.1158147,3.3423653,5.2043915,4.5764937,4.7684493,5.0271487,4.488458,3.8173344
t28,0.4437218,7.8276815,1.3478532,-0.2344758,2.9127443,6.4875627,5.1559625,5.3321567,6.0648465,3.7648594,4.7596927,6.543175,3.7562737,5.0779066,4.886328,6.818184,5.057378,4.750843,3.7558653,5.65678,4.3910356,6.420671,4.643955,5.0409756,4.8415318,4.074686,3.270891,5.3283587,4.5556784,4.9067035,5.1576934,4.415405,3.7159052
t31,0.24137095,8.0540695,1.4629934,-0.37567338,2.777234,6.520604,5.3157063,5.4184856,6.0749364,3.6554577,4.6676025,6.6350093,3.5596821,5.0655007,5.0004473,6.796981,5.1402802,4.8357973,3.7974298,5.709169,4.3606863,6.425542,4.708193,5.1050997,4.853108,4.0499244,3.2344015,5.389898,4.536983,4.9884515,5.260221,4.3749228,3.65714
t37,0.011543048,8.345755,1.5422606,-0.51693416,2.6417472,6.5513353,5.466931,5.4691644,6.058271,3.542559,4.539076,6.7507257,3.3561637,5.1038218,5.0859194,6.771597,5.2394104,4.893918,3.882587,5.7527494,4.3461566,6.3873377,4.813965,5.1321516,4.8904314,4.008316,3.2323654,5.456954,4.514893,5.108877,5.3643546,4.29666,3.5711572
t38,0.16476974,8.14768,1.5247171,-0.42566937,2.7062414,6.5243077,5.3982754,5.454873,6.0670266,3.6247165,4.631564,6.667135,3.4800951,5.028513,5.0446234,6.791209,5.1735106,4.875826,3.818639,5.7209487,4.3445735,6.4274263,4.7387557,5.148805,4.83635,4.036792,3.2109432,5.4090834,4.54274,5.026559,5.3042893,4.366867,3.6379652
t7,0.7265255,7.494846,1.2306097,-0.017896999,3.113562,6.463522,4.9635434,5.2412696,6.0748024,3.9493878,4.884985,6.3972807,4.0184894,5.010324,4.7334695,6.7868166,4.948088,4.67938,3.6683257,5.547639,4.461825,6.3765135,4.592507,5.0054655,4.801355,4.1291437,3.2877247,5.1994634,4.5674033,4.781533,5.061281,4.5176573,3.838017
t9,0.72146463,7.5030913,1.2201732,-0.018932443,3.1020951,6.4472313,4.966808,5.2282095,6.0554643,3.9397483,4.892567,6.3919873,4.014013,5.0561633,4.7287703,6.808478,4.9508066,4.658983,3.706928,5.5480337,4.4579496,6.382166,4.5820475,4.992142,4.792286,4.1089625,3.3227515,5.2211356,4.5788703,4.791333,5.0436788,4.4886045,3.8121908
t10,0.6774528,7.550812,1.2496928,-0.058058035,3.0771227,6.4623456,4.995324,5.256887,6.0684195,3.911439,4.865029,6.423518,3.9750845,5.019139,4.758996,6.7991953,4.96955,4.691998,3.6786983,5.5717487,4.4472218,6.3885036,4.5966554,5.011563,4.8043456,4.1157002,3.280152,5.2278323,4.572318,4.8055058,5.074586,4.4994917,3.816748
t23,0.3126464,7.9789147,1.432143,-0.32557893,2.8166947,6.503446,5.265944,5.3902326,6.0622005,3.7005255,4.6966844,6.603337,3.6254241,5.059773,4.962905,6.8043594,5.116491,4.809773,3.7892625,5.6840973,4.3708777,6.421052,4.6912875,5.094584,4.834102,4.053028,3.2441256,5.3677373,4.550914,4.967113,5.230151,4.3937173,3.6780171
t52,0.043163672,8.302245,1.5677401,-0.48790294,2.6274097,6.536801,5.4925265,5.481641,6.0568066,3.581225,4.567809,6.7199097,3.3643467,5.0547,5.079925,6.7663727,5.2193346,4.9041085,3.853394,5.72777,4.3441186,6.4010663,4.790401,5.1613607,4.8526917,4.018799,3.2037637,5.4281216,4.536912,5.083845,5.3572874,4.3353186,3.604798
t53,0.086276166,8.247608,1.5752136,-0.46890795,2.6510632,6.527157,5.462385,5.484234,6.0537667,3.5975878,4.5867777,6.7061844,3.401641,5.0226455,5.080939,6.7749376,5.2110133,4.9144983,3.8456519,5.721994,4.3394566,6.4135866,4.7821712,5.1847296,4.828594,4.0225387,3.191755,5.4203286,4.5476356,5.0700874,5.352418,4.3556123,3.6186419
t50,-0.004311222,8.351462,1.6216861,-0.5291328,2.578297,6.5381837,5.55114,5.5101995,6.042194,3.5485556,4.5310464,6.753757,3.3096704,5.0235376,5.1159706,6.754875,5.2547154,4.944489,3.88167,5.7356606,4.334684,6.392405,4.8265443,5.2029147,4.8475413,4.003076,3.185006,5.445156,4.544988,5.1228623,5.398657,4.314153,3.5825918
t67,-0.08201195,8.450534,1.6489657,-0.5624399,2.5339375,6.543621,5.5931187,5.5103245,6.018823,3.5197687,4.481179,6.797515,3.250592,5.0496073,5.1149106,6.715635,5.2950397,4.9585466,3.9265926,5.719495,4.357393,6.3443418,4.869209,5.2140493,4.8633795,3.9805722,3.1893842,5.4481573,4.5430493,5.1707873,5.436384,4.2706723,3.552014
t68,-0.18812743,8.595402,1.6571895,-0.6248645,2.4649365,6.5606256,5.693061,5.4982095,6.0172215,3.4230788,4.407967,6.867357,3.1715386,5.1112566,5.1299243,6.7155795,5.329942,4.944501,3.9782226,5.747086,4.3655853,6.3146462,4.9383717,5.1700883,4.9347916,3.965157,3.2289584,5.487207,4.5121126,5.2379365,5.4877157,4.1857467,3.4826128
t35,0.1998147,8.102872,1.5006751,-0.4089735,2.7353132,6.5220695,5.3596497,5.4402566,6.0632544,3.6365874,4.6334968,6.6656613,3.516423,5.041879,5.0272517,6.7852273,5.1692767,4.8637066,3.819391,5.7073274,4.3568583,6.4140162,4.74182,5.1357303,4.84089,4.038148,3.2194674,5.397644,4.541169,5.0234523,5.295879,4.3683987,3.6419828
t11,0.3574415,7.9259877,1.3839245,-0.29496375,2.8684916,6.508213,5.207986,5.363872,6.079211,3.7138002,4.720892,6.5856514,3.6803513,5.088057,4.9286613,6.8083262,5.084946,4.7801538,3.7689722,5.6839533,4.380301,6.4236097,4.666414,5.052748,4.8656845,4.0715694,3.2608867,5.3522334,4.5376954,4.933444,5.194549,4.392751,3.6902137
t12,0.71338123,7.5065646,1.2412374,-0.03286281,3.103218,6.4798474,4.970653,5.2522187,6.0905476,3.9381478,4.868898,6.414521,4.0093746,5.0000653,4.7457714,6.7734094,4.9546514,4.6911206,3.6488035,5.560509,4.459251,6.374631,4.607206,5.0015516,4.8192005,4.137811,3.273971,5.1909285,4.5522475,4.7910194,5.0750685,4.5270767,3.8434203
t18,0.5624573,7.685331,1.2812079,-0.14655702,3.0050964,6.48326,5.0502,5.283041,6.076172,3.8276217,4.7965913,6.502598,3.8736422,5.075486,4.807456,6.799454,5.009326,4.7100377,3.727977,5.6139884,4.430665,6.3941994,4.6270556,5.007448,4.841467,4.096778,3.2955484,5.2747235,4.5482674,4.861649,5.118871,4.444695,3.7541268
t19,0.23808849,8.044813,1.4267708,-0.3784224,2.7959533,6.529907,5.2861657,5.39057,6.084503,3.624599,4.66395,6.6471963,3.57597,5.102908,4.97852,6.8067403,5.131974,4.8017983,3.80561,5.720366,4.372746,6.420779,4.702699,5.065399,4.888435,4.0524764,3.2665062,5.4018865,4.515037,4.986233,5.243912,4.3408775,3.635181
t16,0.50585353,7.7546043,1.3290261,-0.18634164,2.9688497,6.491887,5.0991297,5.316339,6.0825524,3.8203177,4.779608,6.5174503,3.8226619,5.037089,4.848569,6.789995,5.0280757,4.743214,3.7116292,5.62518,4.4144135,6.4018135,4.642027,5.0393867,4.8338246,4.101658,3.2600372,5.275444,4.549955,4.8714833,5.1479425,4.46121,3.7627792
t17,0.57280165,7.6824355,1.2819828,-0.125143,3.0094292,6.4798155,5.0595517,5.268582,6.072128,3.8502166,4.803571,6.4881086,3.8776977,5.0242825,4.796582,6.7902565,5.0149198,4.7042,3.6817865,5.585728,4.4513006,6.374297,4.6396585,5.006672,4.8121214,4.1032567,3.2744286,5.249646,4.5502205,4.856579,5.1259866,4.481525,3.7876253
