,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
t1,0.025073513,-0.65164775,4.10353,1.855513,6.9959493,-0.37402022,-0.030369697,-0.15415713,5.6234927,3.0686698,3.1339958,-0.29891568,4.4822145,0.8294142,-0.034616206,-0.27934787,0.40736678,0.2859117,-0.16821179,0.14576851,-0.5721614,0.93385386,1.9369899,2.7708776,-0.26583132,5.90654,-0.051523652,-0.15930404,4.6072845,-0.07841576,-0.5047946,6.6069083,0.6374042
t28,0.017434532,-0.5102052,3.7900229,3.774232,7.336276,-0.42774177,0.36879098,1.0833433,6.2261534,1.4388882,1.8191339,1.1264442,5.5568047,3.0531275,-0.10780461,-0.33981466,0.5775902,0.2524243,-0.019081952,0.15747187,-0.6704161,0.026393125,-0.08118838,0.55307245,1.0318769,2.9694698,-0.012407213,-0.16367325,5.299089,2.2351873,-0.23017973,8.825478,0.0023447713
t31,0.0190141,-0.36671793,2.635459,4.2224345,7.984702,-0.43696338,0.65362954,2.1193619,6.206245,0.6228322,1.1224567,3.0984495,6.072945,3.4007404,-0.108743675,-0.3787619,0.6113063,0.23096815,1.1774842,0.14287011,-0.6424706,0.026155023,-0.20368224,0.28884453,2.2269282,2.1378984,0.74392694,-0.12533079,5.1813016,4.4392986,-0.12920327,8.116928,0.004273718
t37,0.07013605,-0.19864383,0.90789515,4.4871144,9.639623,-0.4041414,2.2965994,3.6460373,5.852252,0.30946663,-0.010247865,6.2764564,7.8035507,4.1193666,-0.063372724,-0.3866924,0.59609014,0.22099279,3.452696,0.119452395,-0.5203629,0.027550746,-0.44042182,-0.017959561,4.5274105,1.3544991,2.9849281,0.13795954,5.8388963,8.5695915,0.8420849,7.000934,0.0062291287
t38,0.029861158,-0.31136513,2.1124127,4.3803864,8.400859,-0.43538707,1.0838119,2.4235651,6.1609645,0.3196317,0.58813024,4.1398726,6.403087,3.5713406,-0.098529294,-0.39370567,0.6057787,0.21895467,1.77724,0.13548693,-0.616723,0.029573388,-0.26616168,0.24284032,2.7854214,1.9933659,1.2383618,-0.07486134,5.3493714,5.6654406,-0.08186933,7.759257,0.005106707
t7,0.023259046,-0.7569557,5.3539987,3.0004416,7.8243146,-0.41765085,0.17820941,-0.14927334,6.3496394,3.5106175,3.4111404,-0.29710072,5.9576955,1.9722663,-0.08062464,-0.2956889,0.5091504,0.31411672,-0.18129274,0.16896503,-0.7318075,0.029420475,1.5670252,2.2355614,-0.23103164,6.402057,-0.04718934,-0.1829289,5.6436243,-0.11550724,-0.5574354,8.683666,0.8452654
t9,0.019603323,-0.63593584,4.807902,3.4961526,7.41539,-0.40197468,0.4008205,-0.011167961,6.2435465,2.4391136,2.5234618,-0.07474007,5.5432267,2.5039375,-0.09090639,-0.30739897,0.5256338,0.28223634,-0.11016272,0.16622673,-0.72037756,0.028163237,0.38791135,1.3239512,-0.07670627,4.41367,-0.036741808,-0.14808853,5.4362683,0.11256589,-0.38579008,8.926155,0.00012091116
t10,0.0190195,-0.67259705,5.0144296,3.296093,7.548246,-0.40309885,0.36346206,-0.050843224,6.2750244,2.7376688,2.760819,-0.14310554,5.6387444,2.2773194,-0.08566334,-0.30343008,0.5161482,0.2875667,-0.13802533,0.16656692,-0.7263085,0.028809588,0.6655846,1.5814102,-0.11982589,4.9464164,-0.039565403,-0.16127622,5.5107846,-0.02892645,-0.43875238,8.874272,0.19345665
t23,0.012536915,-0.42677686,3.144039,4.098815,7.5078435,-0.4343979,0.46141788,1.6646475,6.064961,0.93452317,1.301343,2.132735,5.810694,3.1179657,-0.102629244,-0.35730472,0.6109557,0.22257875,0.5838499,0.15000702,-0.6154266,0.008493858,-0.15993215,0.39090747,1.709439,2.423997,0.28296688,-0.14984863,5.106696,3.3313913,-0.1662437,8.360334,0.0028620271
t52,0.047876123,-0.21127926,1.3767979,4.609604,9.565136,-0.41149443,2.117473,3.4556656,5.994219,0.0012569058,0.09784029,5.9667006,7.665924,4.1887603,-0.06667413,-0.37298262,0.6416766,0.20416458,3.244896,0.12510592,-0.5258613,0.02989976,-0.4276877,-0.020150343,4.557226,1.4031781,2.8223655,-0.029242683,5.9020867,8.141367,0.34727472,7.4375157,0.0052459524
t53,0.026029529,-0.27480447,2.1151168,4.53042,8.744671,-0.4277948,1.3094319,2.741379,6.146598,0.0004509049,0.48908043,4.716354,6.773336,3.8902194,-0.08426224,-0.37889272,0.6462126,0.20213974,2.2291486,0.1338064,-0.60088485,0.039914433,-0.32150307,0.019803261,3.4787447,1.7905976,1.8397195,-0.07680758,5.5946245,6.4267306,-0.059243616,7.9380083,0.004581167
t50,0.048931975,-0.20746359,1.3221843,4.512362,9.583702,-0.4129431,2.086998,3.434397,5.9303207,0.0014754157,0.087676376,5.9636817,7.665918,4.1803203,-0.061291877,-0.37205592,0.64292717,0.20176244,3.3429399,0.12429192,-0.5165825,0.029842043,-0.42613125,-0.023444634,4.5342636,1.3916048,2.8779092,-0.026451865,5.941984,8.240345,0.44572684,7.337895,0.005336849
t67,0.073101625,-0.111074924,0.4381947,4.692335,10.512851,-0.38433853,3.0877814,4.5564656,5.906526,0.039410107,-0.056655526,7.4271894,8.88675,4.199362,-0.053741995,-0.3789806,0.6270611,0.21161003,4.667894,0.11445027,-0.4402964,0.020067086,-0.597446,-0.031438142,5.374657,1.1767025,4.2595034,0.28876168,6.4518385,10.519591,1.9209256,6.9034586,0.0065732957
t68,0.103862,-0.037219416,0.026176166,4.7466288,11.691687,-0.36812603,4.4121017,6.1731806,6.0969043,0.00078039704,-0.11432606,9.4582,10.885163,5.1692023,-0.04631076,-0.38137177,0.6372803,0.23715277,6.6147428,0.09975963,-0.34727463,0.14452314,-0.7551939,-0.08520358,7.200579,0.27300474,6.507548,1.280694,6.731734,13.699865,4.021734,5.8411775,0.008018172
t35,0.015725907,-0.35059333,2.7823133,4.3175464,8.051388,-0.43304062,0.73856294,2.1559222,6.2584496,0.41568577,0.90103585,3.2460864,6.191829,3.4477634,-0.0970536,-0.37539387,0.6399524,0.21190253,1.318341,0.14404859,-0.6394534,0.03993511,-0.24660794,0.14566606,2.3748477,2.2307477,1.0592248,-0.12994654,5.3523483,4.8820243,-0.1232136,8.498492,0.0038170698
t11,0.01596516,-0.4217862,2.98758,3.7448466,7.381577,-0.4258753,0.4498873,1.6538314,5.9130783,1.3653795,1.3606542,1.6563041,5.5504227,2.8589787,-0.07920943,-0.37144986,0.5684563,0.24336837,0.5652532,0.14790289,-0.617506,0.00076183677,-0.091083035,0.38815174,1.0348377,2.2516317,0.22665349,-0.112686,4.751817,2.7954624,-0.16615735,7.6613283,0.003161002
t12,0.018916786,-0.68487626,4.9692383,2.932116,7.638257,-0.40265638,0.21086131,-0.05198932,6.0984306,3.1192393,2.9546423,-0.18412639,5.6569457,2.055363,-0.07701285,-0.31078333,0.48560855,0.3095534,-0.13328585,0.1641626,-0.72755396,0.090475015,1.0013777,1.866221,-0.23827498,5.185878,-0.042979814,-0.14177097,5.29352,-0.06260038,-0.45340395,8.361941,0.31345066
t18,0.020968542,-0.5513809,4.040488,3.3010523,7.35503,-0.41118717,0.3464019,0.64872074,6.042898,2.182075,2.1269455,0.104493774,5.4188175,2.5539947,-0.07924372,-0.3351015,0.5223374,0.28191152,-0.049266193,0.15976302,-0.66990715,0.113978826,0.047968104,1.0269877,-0.050578646,3.5806916,-0.020326557,-0.13059807,5.1262183,0.87736404,-0.2932286,8.354692,0.0011749894
t19,0.016846782,-0.33976048,2.2742136,3.9565027,8.110038,-0.44175947,0.9249201,2.1994526,5.8102036,0.8703039,0.75768465,3.135916,6.2448716,3.2990355,-0.07307304,-0.39498746,0.58793867,0.22880329,1.601532,0.14154747,-0.5769662,0.016091049,-0.14345923,0.316238,1.7959917,1.8103942,0.9391506,-0.06613777,4.837642,4.3641996,-0.095175445,7.0284376,0.0044888426
t16,0.027791165,-0.49323797,3.6797407,3.992505,7.347057,-0.42975587,0.39958224,1.4422555,5.911011,2.113648,1.3951939,0.67694354,6.190516,2.9090889,-0.095100045,-0.3667399,0.5452806,0.28676334,0.47570562,0.15613504,-0.6716342,0.016986584,-0.08696785,0.27674928,-0.030620981,2.9859173,0.030886754,-0.09484789,5.1813498,1.3229283,-0.1802228,8.226528,0.0019986534
t17,0.028597733,-0.5821622,4.524268,3.7559917,7.44583,-0.41939354,0.3233607,0.56712526,6.057689,2.6882439,2.0102935,-0.031092338,6.145632,2.8861215,-0.10553406,-0.338151,0.51279116,0.31409183,-0.030533696,0.16333564,-0.7379914,0.026063234,-0.016848352,0.6547219,-0.20065546,3.915552,-0.02315318,-0.09714919,5.3188477,0.03569775,-0.28615955,8.615839,0.00062414224
t21,0.02400918,-0.6453248,4.9878573,3.487712,7.640251,-0.4194887,0.26517445,0.05081048,6.040596,3.0519528,2.3951204,-0.10532707,6.2348504,2.7804132,-0.10648164,-0.32574132,0.49315253,0.32768697,-0.06558388,0.1666159,-0.7555168,0.021746589,0.24434869,1.0323118,-0.28419232,4.4325347,-0.0348999,-0.094144695,5.3995605,-0.046992097,-0.35082564,8.687203,1.4339505e-05
t22,0.025844129,-0.620343,4.8351192,3.625545,7.57157,-0.4188703,0.31831107,0.19259003,6.0588183,2.885714,2.232504,-0.07155494,6.1945558,2.8759172,-0.10795699,-0.32886544,0.4986418,0.3236701,-0.052187666,0.16580765,-0.74920744,0.026664233,0.061045296,0.84727436,-0.25137827,4.1638145,-0.031433504,-0.0905562,5.3629465,-0.026227422,-0.32037443,8.716954,0.00030132776
t13,0.03060903,-0.5523737,4.346706,4.1537414,7.566187,-0.42709246,0.37316346,1.037663,5.830265,2.8678346,1.6907693,0.28121638,6.4650464,3.253414,-0.108642235,-0.3551372,0.5256418,0.30476394,0.25245035,0.16255578,-0.760204,0.04387282,-0.03519922,0.43324727,-0.19940907,3.5403216,-0.02069541,-0.060317136,5.400403,0.32288057,-0.25358394,8.471713,0.0015440509
t34,0.048001926,-0.41561824,2.3681264,5.819508,9.071676,-0.45184943,1.3733786,3.0469494,5.3781414,3.1469355,0.2185044,3.1762125,8.990765,4.6600857,-0.107710995,-0.40238863,0.59107554,0.32406634,3.4350545,0.15155403,-0.70053226,0.16263664,-0.25938138,-0.207475,-0.04375522,1.6164004,1.3338859,1.5477878,5.383905,2.2943993,-0.0344364,7.2503195,0.0052018613
t72,0.12017607,-0.2362861,0.05045699,6.921866,13.257038,-0.35294136,5.914292,7.066892,5.289522,4.6204376,-0.1219281,9.250894,15.641213,7.420184,-0.03383007,-0.36418802,0.60882854,0.42858604,9.865881,0.12118894,-0.41403943,0.23789646,-0.8368074,-0.5744079,3.2248087,-0.22088033,7.4201956,4.9123416,6.674636,8.768104,5.0764394,3.9754102,0.009720157
t235,0.2185442,-0.07820512,0.15373163,8.4323225,15.6867695,-0.18895404,11.7939,13.083149,6.428184,6.8513947,-0.34915596,16.716318,24.446468,10.968458,2.0338864,-0.4133131,0.76804703,0.5255529,16.732855,0.090826064,-0.28605393,0.13412209,-1.3468287,-0.9957422,8.9994545,-1.1193271,16.373404,8.297898,8.6602955,19.09089,13.666712,-0.12110705,0.013968877
t236,0.24076307,-0.05369115,0.17631663,8.773687,16.062551,-0.16331825,12.801923,14.1572075,6.7219934,7.123812,-0.3869622,18.148382,25.899792,11.477834,2.3884737,-0.4220125,0.80913615,0.54296803,17.931887,0.08612448,-0.26217416,0.10657878,-1.4430181,-1.0606729,10.26267,-1.2903266,18.116587,9.047293,9.018289,21.362535,15.392616,-0.23390178,0.014737311
t228,0.24086647,-0.051216908,0.1775045,8.781391,16.14634,-0.16734304,12.814945,14.187894,6.660672,7.076474,-0.38894814,18.22498,25.891825,11.469603,2.3773596,-0.42442587,0.8024252,0.54079705,17.963509,0.084924944,-0.2611149,0.10468468,-1.4442023,-1.0472424,10.282875,-1.2819066,18.112066,9.033941,9.035687,21.349518,15.418428,-0.23644875,0.014799318
t114,0.1546452,-0.20031591,0.08256897,7.4821286,14.158787,-0.30475348,7.8826747,9.071946,5.647678,5.621296,-0.1931071,11.668982,18.75734,8.768029,0.4273287,-0.37903112,0.6631112,0.47016844,12.322567,0.11451826,-0.3762834,0.21501403,-0.98984313,-0.7224826,4.7974463,-0.5020134,10.310685,6.1795583,7.31503,11.805368,7.777996,2.2321134,0.011272065
t102,0.13436669,-0.23171486,0.057726637,7.1707263,13.676892,-0.33659488,6.6471996,7.8197036,5.402659,5.12798,-0.141838,10.121877,16.921522,8.04738,-0.007719765,-0.37081367,0.6286326,0.4480637,10.864041,0.12097305,-0.41283384,0.23827632,-0.8853986,-0.63405526,3.6547112,-0.3217497,8.519148,5.429603,6.861678,9.725151,6.0568843,3.3552186,0.010341387
t58,0.071514696,-0.34526595,0.5444557,6.633183,11.459178,-0.39350626,3.4180667,5.0579715,5.0660224,3.90582,-0.055188656,5.9333096,12.212062,6.1212106,-0.07380368,-0.38232195,0.56076336,0.37545088,6.664302,0.14030585,-0.5675874,0.21480256,-0.55834144,-0.36386055,1.1361694,0.6013938,4.0174217,3.5247989,5.838553,5.241703,1.9054954,5.875438,0.0074892924
t69,0.07889911,-0.3414639,0.019816723,6.9217944,11.96155,-0.38913715,3.8334687,5.421,5.098177,4.0916395,-0.059692714,6.604132,12.975073,6.587903,-0.07239335,-0.37669778,0.5584201,0.3888488,7.3208847,0.13931862,-0.54784226,0.23700368,-0.6354188,-0.40807673,1.4078009,0.36577618,4.560587,4.0619116,6.0010357,5.787362,2.2720616,5.759293,0.007894373
t98,0.11515351,-0.25558743,0.057332847,6.953692,13.602171,-0.3642644,5.701122,7.233126,5.1835895,4.428538,-0.11509606,9.359949,15.499347,7.701623,-0.043181315,-0.37313965,0.6109685,0.42450082,9.811874,0.1237548,-0.46412766,0.23549412,-0.84147775,-0.5773587,3.1032739,-0.17434265,7.2763705,5.2222095,6.7535486,8.780489,4.7788467,4.3289967,0.009954099
t99,0.1361077,-0.20849247,0.077335455,7.2543135,14.075876,-0.3275412,6.9032316,8.523489,5.4359527,4.6972003,-0.16457514,11.030882,17.21987,8.305823,-0.00645412,-0.38286492,0.65013176,0.4352477,11.118316,0.11431051,-0.43840772,0.20661701,-0.9561026,-0.6617709,4.5707054,-0.36015713,9.189383,5.805094,7.1765933,11.23456,6.6886086,3.3675344,0.010809639
t85,0.09499841,-0.30020443,0.031458598,6.9330826,12.818402,-0.37559414,4.762424,6.0874176,5.125666,4.3541965,-0.08136803,7.9325104,14.147753,7.036057,-0.05615799,-0.37380922,0.569753,0.40351927,8.566763,0.1335056,-0.50454366,0.25214058,-0.74856615,-0.50141203,2.0577404,-0.04879164,5.7715364,4.615815,6.4221063,6.963433,3.3039253,5.129551,0.00883266
t86,0.10209494,-0.28078464,0.042298917,6.8933864,13.134507,-0.37267828,5.0968566,6.510119,5.1670055,4.394546,-0.091003686,8.458975,14.645915,7.281315,-0.052843962,-0.37313342,0.57957387,0.4123323,9.0342245,0.12973243,-0.4930967,0.25050083,-0.7846856,-0.5330494,2.4272804,-0.09751431,6.3183722,4.794393,6.5586443,7.588956,3.8260136,4.891674,0.009260785
