"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95"
"t1",-0.058807091976922,0.0523639658555765,-0.0522617277133224,0.00210869497762598,-0.117370119250745,0.0106594718643859,-0.393200528817928,0.0114402353545617,-0.0319059266438955,0.00432773273933651,-0.47832850373487,0.327208198270021,-0.288158743185186,-6.47013515328838e-05,0.00170242698754344,-0.0131411180406883,0.00132135629200734,-0.00543795525187064,0.00460202542182001,-0.0518347662776958,2.67349297832227e-05,-0.00157395477083449,0.00123871121068742,-0.011450450098222,1.43082670151336e-05,-0.000789110958433155,-0.0109245093931551,1.98993304590672e-05,0.000334580201494568,-0.00363542076533742,-3.65059336301339e-16,0.0030961829895945,-0.000142713738943939,0.00278141637394309,-0.00104831978428835,0.00308342490088118,-4.58688285626892e-15,-0.0252214589427413,0.623075007595682,-0.00166127729009148,-0.00321172571745649,4.09343689299295e-16,1.63075660706163e-16,-1.42091904575817e-17,1.15334605062857e-16,0.000113435376985921,1.12836860374775e-05,-0.000125823461761776,-6.3893943855841e-06,0.000101024588800587,1.42713944554442e-05,-2.64221967620414e-17,1.90230870487041e-05,1.49751481845624e-05,-0.0013631335030055,4.91162906584882e-17,-7.35612677010777e-18,4.11619285310978e-17,1.15792279335112e-16,2.49116605579922e-05,-8.90498500775273e-06,-1.33031974997024e-17,-0.000161772059329512,5.40351092506342e-17,2.52763095993821e-05,2.19301867109e-07,4.90384729423459e-17,-3.25539453434836e-17,-3.64569907007607e-18,-1.21652322766586e-18,1.82958987099074e-17,6.12816805149605e-06,-3.87512815330038e-05,2.00459148562284e-05,1.0103762350309e-16,6.0435525004379e-07,5.47466685077545e-17,-5.57877945554049e-05,-1.16202636948323e-16,6.02190075102079e-06,1.25007205965526e-18,5.41717126351067e-17,4.40900222700551e-17,3.0574089386834e-17,3.71228881032015e-18,-3.91229742514587e-06,-9.19872540345541e-17,-8.35385960821613e-17,2.10228863556057e-17,-6.73983778321457e-17,-8.69078958569108e-17,1.57176472262898e-06,-4.28754607955715e-17,6.82766777451871e-17,1.27497607529717e-16
"t11",-0.0595097050396267,0.0541853725580651,-0.055931337691855,0.0022785869450227,-0.133602407393156,0.0125614082790992,-0.48400802608899,0.0146819314217844,-0.0463027077442662,0.0211653483878754,0.461745747390074,-0.0948182500801451,-0.0371329142177098,-2.15339037272413e-05,0.000698305699585071,-0.00550051476728467,0.000576905130245982,-0.0027101847299288,0.00237326879478546,-0.0278129980213459,1.44751847675678e-05,-0.000859791153892188,0.000674770745274243,-0.00613548264825122,7.64844868761294e-06,-0.00041877231620199,-0.00554205263089166,1.00882108379865e-05,0.000169429770869503,-0.00178988849733683,1.22519508555156e-15,0.00147523382260451,-6.60119442553062e-05,0.00101521604275933,-0.000317603675466579,0.000743092156765895,-0.707106781186548,-0.0036046646204493,0.0190275729319795,0.000146422320853969,0.000284219353982239,5.45943874170808e-16,1.15756329494031e-16,2.52059073309832e-16,-3.02389360362327e-16,-0.000170751566774672,-1.89357086453313e-05,0.000253512794231252,1.97489873376415e-05,-0.000947695698444876,0.000269474086095249,3.12156371147093e-16,0.000219543041705603,0.0001119454578052,-0.00666168809056001,1.44877471489903e-16,2.96664628888727e-16,-3.00005518553259e-17,-3.22190160274952e-16,6.6813818987507e-05,-2.17537841010311e-05,-1.39920767301072e-16,-0.000365939172156556,-1.8736022765676e-16,5.54785242830723e-05,4.48242324225327e-07,-4.52272454184327e-17,5.94508585396782e-17,1.0862241164729e-16,1.29190071313661e-16,-4.36542172654014e-17,1.03127291348307e-05,-6.25894784363251e-05,3.21845255651381e-05,2.1274999743811e-17,9.60282586047177e-07,1.35041390892019e-17,-8.38384033567152e-05,1.76559872699498e-16,8.98879852635411e-06,-1.85664887740956e-16,-2.01223376034799e-16,-2.91361997751634e-16,3.50844933573159e-17,-1.38897553372495e-16,-5.53478923619893e-06,6.55261354894992e-18,-2.01773554105752e-16,-2.48355295677841e-16,-4.10684149726518e-17,3.65758879363285e-16,2.15563963903263e-06,2.09135348372319e-17,1.14700873620164e-16,1.30786253173492e-16
"t12",-0.0595097050396267,0.0541853725580652,-0.0559313376918553,0.00227858694502277,-0.133602407393156,0.0125614082790993,-0.48400802608899,0.0146819314217845,-0.0463027077442661,0.0211653483878756,0.461745747390074,-0.0948182500801452,-0.0371329142177091,-2.15339037270999e-05,0.000698305699584989,-0.00550051476728493,0.000576905130245608,-0.00271018472992916,0.00237326879478533,-0.0278129980213464,1.44751847672138e-05,-0.000859791153892396,0.000674770745274206,-0.00613548264825193,7.64844868835093e-06,-0.000418772316201993,-0.00554205263089234,1.00882108375409e-05,0.000169429770868739,-0.00178988849733678,-6.12687695623711e-16,0.00147523382260544,-6.60119442545754e-05,0.00101521604275842,-0.0003176036754643,0.000743092156805259,0.707106781186547,-0.00360466462045152,0.0190275729319894,0.000146422320857788,0.00028421935398122,-6.92318301520212e-16,2.49329404776881e-18,-1.6883563566255e-16,2.57899685706585e-16,-0.000170751566775852,-1.89357086440349e-05,0.00025351279423016,1.974898733636e-05,-0.00094769569844593,0.000269474086095212,-3.3524334312282e-16,0.000219543041705918,0.000111945457805541,-0.00666168809055915,-2.29198030791944e-16,-2.6581224518451e-16,-8.68547175902623e-17,2.66479015148175e-16,6.68138189868091e-05,-2.17537841013714e-05,1.53588104065887e-16,-0.00036593917215723,2.28581811038642e-16,5.54785242832642e-05,4.48242323471686e-07,-1.38917527253696e-17,-1.21767377663351e-16,-9.70740229309173e-17,-1.91366928870719e-16,4.99913916817985e-17,1.03127291348194e-05,-6.25894784361966e-05,3.21845255651085e-05,5.92580522319815e-18,9.60282586528782e-07,6.20906563767122e-17,-8.38384033567314e-05,1.66836589949123e-16,8.98879852649891e-06,2.44402311985613e-16,9.43119674462451e-17,3.25852209939843e-17,-9.30992152453334e-17,1.8250314541513e-16,-5.53478923559713e-06,-1.13181426563306e-16,-1.68121694767874e-17,3.32640530133734e-16,1.68227396373832e-16,-3.30438076760568e-16,2.15563963905244e-06,-1.00668593185162e-16,8.88842734836074e-17,2.35222596923619e-16
"t3",-0.0250966034916193,0.0311551965443471,-0.0499487213582514,0.00176561101064184,-0.0377389098624784,0.00446453143641316,-0.0879694043127003,0.00105461026822187,-0.00161872300601975,-0.0101790412100916,-0.0884517297186397,-0.0774931606927715,0.109491150660361,-0.000255412566313053,-0.0117325073183997,0.0171305079564633,-0.00199167948820896,0.043976024177617,-0.0459491858081212,0.96928528978003,-0.037429412667747,-0.0349335488970091,0.0221271515598828,-0.0359468120580836,0.000197171363160003,-0.00802773484751913,-0.0244465353114523,-6.29382101759667e-05,0.0057631642378103,-0.00721393934949559,1.40170820921862e-16,0.0165013090009047,-0.000235329649871116,0.00819349606943118,-0.000900198700282331,0.00201104929493094,5.88910893399406e-18,-0.0211102955820026,0.0142703349345077,0.00117005376735708,0.000875327312379194,5.09188526184573e-17,-6.29245444789645e-17,1.96054425004622e-16,5.50976559288962e-17,-0.00102557631824375,-0.000112887265132144,0.00149360516758162,0.000113567860081037,-0.00222212069808349,0.00141417334798671,4.04080092585839e-17,0.00112811457133168,0.000547297207073691,-0.0149743490784039,-1.78232136088656e-16,-1.2041222444199e-17,1.14304147007767e-17,2.3147964098822e-17,0.000363171116855428,-0.000115608383566024,-1.78249415110755e-17,-0.000784346610930464,-1.36057426088496e-16,0.000288119327354108,2.28622480954655e-06,-5.62392827613796e-17,-7.81012180259541e-18,-4.61634766123485e-17,-2.91352311160973e-17,5.9307064378182e-17,4.97524831074494e-05,-0.000126992402996228,0.000152718970516408,4.22911296794202e-17,4.53856934796168e-06,5.53934343741075e-17,-0.000166876671463542,4.81406050522497e-16,4.14007739842139e-05,8.39532473231506e-17,-2.29796829865411e-16,-3.70113500409948e-17,7.49696934649617e-17,8.92476338863844e-19,-1.08024870197375e-05,-1.12284137499893e-16,-1.54699480487324e-16,2.20689672462696e-17,1.65030633987936e-17,3.01627786954062e-17,4.1580240756625e-06,-2.99296522880186e-17,8.1703023816933e-17,9.49391509929055e-17
"t22",0.0856446957580603,-0.0169371403958417,0.0446802328083477,0.163758059839795,0.000516405229176065,-0.0140940519329583,0.00123704306024723,0.00222072408432036,9.89085500836123e-06,-0.00410501265048994,-0.00396282682033361,-0.0101907659742951,-0.000953116396357478,-0.000134327911883431,-0.0376700603492387,-0.000454692296631031,-5.89079912210089e-05,0.158103051336385,-0.336536557491287,-0.0306369873452453,0.00063931401942056,-0.0328542958377927,0.0208176661087378,-0.000384486166571095,0.000193083339580685,-0.000893769160234792,-0.000788157065203033,-3.62236105166334e-05,0.00553827194952107,-0.000130247259203601,-3.32736564390779e-17,0.00831985766131006,-3.88303058279898e-07,-0.0746078169267874,-3.97108939275367e-05,3.68534904386197e-05,2.23172160499798e-15,0.0028793608679245,-0.00144086528739473,-0.894699584976566,0.0622733362802248,-1.90643938768917e-16,-1.52768203378923e-16,1.62291252728994e-15,8.4511359098837e-16,-0.00416632834609288,-0.000447499322461978,0.00570907869670045,0.000406339248272231,-0.000205940363566927,0.000716885757482828,-1.51118446587289e-16,0.00335872594454155,0.00153962177819537,-0.0012881967401551,5.46568076634498e-17,-3.44271208612994e-16,-8.97682484868382e-17,1.71598118979797e-16,0.0194377138322616,-0.000308858331129641,-1.26077248437019e-16,-6.75205792576285e-05,1.87227894279126e-16,0.0137707214618143,5.77195594547664e-06,-4.44068605907768e-17,4.39732962270381e-17,2.16176747004547e-16,-2.37349248011236e-16,1.2443303788936e-16,0.00194759405987875,-1.03374727574393e-05,0.000367867212349235,1.32783854849814e-16,0.000168483004326851,1.24826720945965e-16,-1.3630283578303e-05,1.50007342009304e-16,9.73362090137762e-05,2.93317140815461e-16,5.28748018901528e-16,-8.83709104604137e-17,-5.08245535355107e-17,-1.67993736814179e-16,-8.88394147074269e-07,-2.48343070850637e-16,-8.34967282115326e-17,1.16547479211209e-16,5.49846507320666e-17,1.00939154010221e-16,3.43635837833701e-07,-1.50653651062685e-16,-3.13737547141501e-18,1.81707668369936e-16
"t75",0.0872137119787977,-0.0176487686020354,0.0476309079276517,0.175459331453626,0.000565101448852579,-0.0155816368032488,0.0013816707306038,0.00249994182840904,1.13197032471646e-05,-0.00489405653632817,-0.004859530239431,-0.0126643853876784,-0.00121318769569312,-0.00017660959559461,-0.0508348589720602,-0.000615990024371163,-8.05643240871388e-05,0.228067473748338,-0.499307729150005,-0.0483327240013616,0.00103644657898492,-0.0637768920529723,0.0417926239032795,-0.000887190032873854,0.000453445617209505,-0.0022108850036742,-0.00269616705654677,-0.000124560495153806,0.0192096494681199,-0.000571905584381717,2.92276062588227e-16,0.0515477456014428,-3.7306199141474e-06,0.244824684752074,6.76210575725238e-05,-4.11171771469159e-05,-6.7760865441857e-16,-0.00197634727434233,0.000642016684449853,0.26959852987162,-0.0187437738078304,-2.91850671252774e-17,8.49351631779236e-17,-3.623152841988e-17,-1.5234485293114e-16,-0.000288296388123694,-3.61375440524136e-05,0.000563141902753705,5.40868563326744e-05,-3.78797430835129e-05,0.00016357741735446,4.96998693813237e-16,0.000800790372936009,0.000390056240058702,-0.000357099170501802,1.2653350270316e-16,5.05883076966301e-17,-4.93992594342164e-16,-2.33742375887064e-17,0.00664756426924174,-0.000110523028239397,-1.71786046307103e-16,-2.51642047768102e-05,3.68675562892181e-16,0.00521932190851017,2.28135873037907e-06,-2.46753116012494e-16,4.91783862636289e-16,-5.70325049285984e-17,3.38765913535145e-17,-8.48910661761022e-17,0.000878651146306427,-4.81467755383156e-06,0.000172152706903527,-2.5312833470247e-16,7.95091390192342e-05,2.78273328892389e-16,-6.74040790539334e-06,-6.11279831020078e-15,4.84193633941483e-05,-1.88594124846684e-15,0.707106781186547,1.04413786487168e-15,2.04667085595028e-15,6.26799291782472e-16,-4.64004559728222e-07,-1.39737681422039e-16,5.08289539258335e-16,-3.25166962905414e-16,-3.79669708686142e-16,3.08716736335657e-16,1.84923864445655e-07,-1.26992373288302e-16,3.18731619643408e-16,-2.25538551331693e-16
"t76",0.0872137119787977,-0.0176487686020354,0.0476309079276519,0.175459331453626,0.00056510144885269,-0.0155816368032489,0.00138167073060375,0.00249994182840909,1.13197032471091e-05,-0.0048940565363281,-0.00485953023943109,-0.0126643853876785,-0.0012131876956929,-0.000176609595594529,-0.0508348589720602,-0.000615990024371155,-8.05643240870922e-05,0.228067473748337,-0.499307729150004,-0.0483327240013618,0.00103644657898486,-0.0637768920529723,0.0417926239032796,-0.000887190032874019,0.000453445617209515,-0.00221088500367425,-0.00269616705654659,-0.000124560495153592,0.0192096494681199,-0.000571905584382018,5.35160471823498e-17,0.0515477456014429,-3.73061991414272e-06,0.244824684752074,6.76210575725382e-05,-4.11171771468144e-05,-6.27798915746783e-16,-0.00197634727434236,0.000642016684449825,0.269598529871619,-0.0187437738078304,1.35482275981259e-16,5.3825504273363e-17,-4.13196565925515e-16,-6.17450326906801e-17,-0.000288296388123806,-3.61375440526793e-05,0.000563141902753977,5.40868563323908e-05,-3.78797430836136e-05,0.00016357741735405,-4.06690665361378e-16,0.000800790372935795,0.000390056240058468,-0.000357099170501918,-2.26945808193998e-16,2.33454993646548e-16,4.48141577749755e-16,-9.41984799406314e-17,0.00664756426924156,-0.000110523028239489,2.16542585708641e-16,-2.51642047766179e-05,-1.38593056532106e-16,0.00521932190850978,2.28135873048003e-06,1.64135874992614e-16,-5.15870007819989e-16,5.01215334801333e-17,4.89695192622589e-17,-4.0202053036847e-17,0.000878651146306353,-4.81467755425692e-06,0.000172152706902812,1.10211497837141e-16,7.95091390182698e-05,-2.70894965299066e-16,-6.74040790796667e-06,6.15485815545895e-15,4.8419363391338e-05,1.69974894192396e-15,-0.707106781186548,-8.65384239332408e-16,-2.03258161938552e-15,-5.10740721850075e-16,-4.64004559750185e-07,3.03668371886497e-16,-6.07034710103653e-16,4.43384127356919e-16,3.16459622358172e-16,-2.97751043679268e-16,1.84923864518576e-07,1.04700289978262e-16,-2.88431025907213e-17,3.25079908633121e-16
"t51",0.0955351483694871,-0.0223503415128111,0.0730435005941968,0.283324585166608,0.00119370133616298,-0.0392475654650172,0.0043631306338591,0.00991559666582408,0.000104383722811345,0.0162764063196962,0.00767670062679049,0.0157009932646062,0.00105666968708695,0.000105241376795079,0.0234144764973068,0.00027371587154644,3.28793177902763e-05,-0.0603063900682226,0.107197005472569,0.00674423583788913,-0.000119905677378026,0.00174544823529492,-0.000760692490019681,-7.42238464394862e-06,4.89490421484941e-06,-3.78289909957917e-05,-0.000105719785218963,-4.90994965163328e-06,0.000763710575030671,-2.66092443670686e-05,-1.13731299814376e-16,0.00265329090754588,-2.0234596735105e-07,0.0134182589102116,3.26006450974753e-06,-1.64541426028383e-06,-1.54737518134108e-16,-5.24862970661399e-05,8.32507287481382e-06,0.000817777830779206,-5.64679503740144e-05,-4.42042844991896e-15,-1.36611580869763e-15,-1.36965579457831e-16,1.78166961121156e-16,0.000134395360481497,1.63375744032018e-05,-0.000251933170133141,-2.57795738073797e-05,2.26417348508751e-05,-0.000133449080191177,5.83628747148438e-17,-0.000715105905643409,-0.000403913078123875,0.000494996655482205,1.79981876270039e-16,-2.79969387854283e-16,2.54574705487337e-16,1.10384116519617e-16,-0.509824005734779,-0.000122273218353257,1.23484641416104e-15,0.000186386760406306,-9.79393284405603e-15,-0.779836549238486,1.23346053527726e-05,5.0756672524653e-16,2.09486608252525e-17,-1.90504520046335e-16,3.81810622614117e-16,1.98206352341569e-16,0.0900630349713021,-6.58002735578475e-06,0.000232182653937398,-9.49461904304064e-16,0.00510850113944591,4.88684734245555e-17,-7.67430716615018e-06,-1.7298326037319e-15,5.42101557983872e-05,-8.56655929574417e-17,3.10165884649014e-16,1.04006711133473e-16,-2.74411493884893e-17,5.05418201357412e-17,-4.57994572374205e-07,1.60877434983673e-16,1.26346723482635e-16,-3.13332184559712e-17,3.38564941450398e-17,-2.0792349425577e-16,1.7073569137406e-07,-3.1087833954826e-17,-6.42470494441323e-17,1.81003491343818e-16
"t69",0.0967624834795687,-0.0229959414684456,0.076295189551323,0.296911926869864,0.00126788241101553,-0.0419534132829521,0.00469339141481726,0.0107172656946615,0.000113942156080127,0.0181901379801703,0.00871342112793294,0.0179491583759594,0.00122321556718047,0.000123838661274534,0.0279039800774005,0.000326805948730923,3.9433249873936e-05,-0.0741085312262448,0.133349224349558,0.00860427011397535,-0.00015461209411287,0.00239578427676164,-0.00105493100957266,-1.0700512397932e-05,7.08853090613111e-06,-5.54855474082135e-05,-0.000165534183374366,-7.69463035941293e-06,0.00119857971692072,-4.32365777232324e-05,-2.42874828695201e-18,0.00447646316578437,-3.52540488140259e-07,0.029200451611739,8.23434101442783e-06,-4.88322233394359e-06,-2.44270564323673e-16,-0.000209232534080769,5.17719829070742e-05,0.0110883552671264,-0.000768261938018175,1.04027945006495e-15,1.91765865678632e-16,3.28456749084677e-16,-2.37334043113969e-16,-0.000217975417554394,-2.42271873190868e-05,0.000324329993961668,2.48681181287647e-05,-1.31833744617125e-05,4.09472317899049e-05,-4.69587780819335e-16,0.000176906075725809,6.53666215584046e-05,-1.11573574084721e-05,-3.90745217383596e-16,-1.44813982443522e-16,-5.40719908807931e-16,-5.68055211206929e-16,-0.39103290901636,-0.000570549765854303,-6.41478720607769e-16,-0.000180723376493543,4.893531767701e-15,0.438301506221693,-2.09797916887173e-06,-1.26473711457237e-16,7.0994633398718e-17,-4.23081133640353e-16,5.94978265690333e-16,-3.22528196282302e-16,0.113576340090224,-1.3576898861171e-06,5.1071651969265e-05,-5.31954246846082e-16,0.00618228403472505,5.45384817808176e-15,-2.46776160725537e-06,-0.707106781186547,1.79116521525604e-05,-9.38967720613672e-15,-6.1174093418616e-15,1.0035955411261e-15,3.81777546078629e-16,6.91917513707763e-16,-1.8203541100424e-07,9.21845762320925e-17,-4.78039212546339e-16,-1.56091335636107e-18,4.38867524433928e-16,4.68630858682365e-17,7.4262583787632e-08,1.74749759297949e-16,-3.43650827344272e-16,4.72906703419254e-16
"t70",0.0967624834795687,-0.0229959414684456,0.076295189551323,0.296911926869863,0.00126788241101548,-0.0419534132829521,0.00469339141481735,0.0107172656946616,0.000113942156079905,0.0181901379801705,0.00871342112793272,0.0179491583759592,0.0012232155671805,0.000123838661274482,0.0279039800774005,0.000326805948731003,3.94332498740439e-05,-0.0741085312262448,0.133349224349558,0.00860427011397513,-0.00015461209411289,0.00239578427676185,-0.00105493100957254,-1.07005123981263e-05,7.08853090607272e-06,-5.54855474082672e-05,-0.000165534183374227,-7.69463035949972e-06,0.00119857971692077,-4.32365777233296e-05,-1.94442036780901e-16,0.00447646316578378,-3.52540487892627e-07,0.0292004516117385,8.23434101470191e-06,-4.88322233412747e-06,-3.3638824067498e-16,-0.000209232534080658,5.17719829069667e-05,0.0110883552671268,-0.000768261938018201,5.35556147427777e-16,2.23987344474939e-16,-3.1432473244345e-16,4.22845276085665e-17,-0.000217975417554525,-2.42271873193443e-05,0.000324329993961248,2.48681181282664e-05,-1.31833744618482e-05,4.09472317896731e-05,-5.08212567188163e-16,0.000176906075725151,6.53666215578896e-05,-1.11573574086768e-05,-3.89262246939771e-16,-1.81480758465298e-16,-7.54662988106564e-16,-2.84814989236069e-16,-0.391032909016359,-0.000570549765854728,-1.14269135427412e-15,-0.000180723376493271,4.98172583470251e-15,0.43830150622169,-2.09797916933427e-06,-3.29357419105597e-16,4.77818695938477e-16,-1.33532045451524e-16,3.926352136636e-16,2.69470669363132e-17,0.113576340090226,-1.35768988595805e-06,5.1071651968864e-05,5.64672846979673e-16,0.00618228403472811,-5.58135512913384e-15,-2.46776154853466e-06,0.707106781186549,1.79116521545375e-05,9.21298943107475e-15,6.04502883864627e-15,-1.65406416559563e-15,-3.00692626196648e-16,-6.21534213582366e-16,-1.82035409690472e-07,-1.53374337243092e-16,3.10919683562924e-16,-3.12689997905166e-16,-3.77910585920207e-16,-1.34448028164466e-16,7.42625843137792e-08,-4.44456953244806e-16,5.2242307300304e-16,-2.74424934079825e-16
