"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94"
"t11",-0.0412802562295996,0.00862009702003461,0.0472834670566726,-0.102836203894047,0.0596735487963804,-0.0179256228388947,0.0502591277543691,-0.61398516492509,0.00618622369866003,-0.110952332183555,0.124948835338355,-0.00126202042210824,0.187390304092437,-0.0211921048704413,0.00281174694330337,-0.00114135868541335,0.0609142653753417,-0.00161124561509193,0.090081809688921,-0.0241322485577424,0.000798416618974542,-0.00821270551235066,0.12412602815765,-0.000137112400708761,0.000136827764920774,-4.36900291582735e-05,0.00476715185556936,-0.000251734818308647,0.00115640908009936,1.19137791776589e-16,-0.00104500902017899,-0.000752670249180195,0.00080485051783053,-0.00037762067449666,1.90925251323707e-05,0.000599525836078275,-0.707106781186548,-0.000291179405816608,-0.000865945770818696,-0.000722909458907592,0.00244481729556255,-0.000374022891942207,-4.2561388452636e-13,-2.0872893578775e-16,-1.72302034017857e-16,-2.16811963688263e-16,-6.46789112320048e-17,-0.000159101936610736,1.4041443226095e-05,0.00187068321743892,-0.000147233927344842,-0.000399152221990232,0.000254703948840175,4.47619023068404e-17,2.1762757441264e-16,0.00619446560172381,3.54393946445108e-17,-4.31350837699231e-17,-7.95651142520694e-05,-1.41948376057049e-14,2.22487716634291e-05,1.34772524764738e-17,0.000375261548998948,-3.82348638474828e-17,-6.79889153011803e-05,-3.57185382071274e-07,-1.08662167253894e-16,2.36788565354469e-17,-3.80039319778326e-17,-6.26917179631835e-18,1.28608683517367e-17,-1.20378217364167e-05,6.35284165037038e-05,-3.00771449126714e-17,-1.03509276165055e-06,-5.21380095826282e-15,2.69990246612502e-17,-6.39887950530848e-05,1.09250485515616e-17,1.74345897870719e-05,2.29431996687325e-17,-1.2651104975898e-16,-3.07142918305794e-17,-5.8547163660677e-17,1.11979260228729e-16,-2.00068144808984e-05,5.82881594527136e-06,-6.67243763318063e-17,-1.00891020863863e-16,-9.59446239965455e-18,-8.59049523299331e-17,-1.68936016445715e-06,7.12132942025183e-17,6.28956979389809e-18
"t12",-0.0412802562295993,0.00862009702003438,0.0472834670566727,-0.102836203894047,0.05967354879638,-0.0179256228388945,0.0502591277543693,-0.61398516492509,0.00618622369865989,-0.110952332183555,0.124948835338354,-0.00126202042210838,0.187390304092437,-0.0211921048704411,0.00281174694330333,-0.00114135868541336,0.0609142653753418,-0.00161124561509156,0.0900818096889205,-0.0241322485577417,0.000798416618974759,-0.00821270551235096,0.12412602815765,-0.000137112400708956,0.000136827764919693,-4.36900291582012e-05,0.00476715185556929,-0.000251734818308434,0.00115640908009937,-2.77783105728037e-16,-0.00104500902017691,-0.000752670249178866,0.000804850517827926,-0.000377620674499189,1.90925251417381e-05,0.000599525836088601,0.707106781186548,-0.000291179405818283,-0.000865945770799618,-0.000722909458908498,0.00244481729556034,-0.00037402289193987,-4.28091487046232e-13,2.20382211068215e-16,2.10595292959372e-16,1.88335558332631e-16,7.71481380723337e-17,-0.000159101936609973,1.40414432257874e-05,0.00187068321743862,-0.000147233927345603,-0.000399152221988766,0.000254703948840793,-8.18400333077829e-17,-1.40070439885938e-16,0.00619446560172398,-1.73838348939509e-17,1.3727815891338e-17,-7.95651142504495e-05,-1.38242995221745e-14,2.22487716636766e-05,-1.52416796638814e-17,0.000375261548999139,-7.18065435365777e-19,-6.79889153015972e-05,-3.57185382043528e-07,1.70326390400394e-16,6.96052968281052e-17,6.69949018942938e-17,-3.09369448906177e-17,-5.31155498648203e-17,-1.20378217365356e-05,6.35284165035767e-05,-9.95750286671598e-17,-1.03509276068644e-06,-5.58007708520229e-15,8.22233391403362e-17,-6.39887950537058e-05,-5.69451483570056e-18,1.74345897858666e-05,-1.83289932735642e-18,3.39336596837988e-16,-2.42221972970802e-17,7.44280894333479e-17,6.86175305039512e-18,-2.0006814480787e-05,5.82881594611488e-06,1.05170950784601e-16,1.83465502062192e-16,2.58679390256496e-17,-2.64144451253998e-17,-1.68936016492495e-06,7.95807891799638e-17,4.95888088817335e-17
"t3",-0.00831714109928375,0.0046858064738225,0.0361917655444902,-0.0669665644623984,0.0113618018844244,-0.0042820577088241,0.00878529348710726,-0.0893901874036415,-1.16309808710989e-05,-0.00570082209886204,-0.106604826906977,0.00243501505000271,-0.140261782678812,0.0145116212120103,-0.0108956673661236,0.00235692075717291,-0.141190648281466,0.0241363942487097,-0.829661124271507,0.230318443478606,-0.0393927336565908,-0.01114262733358,0.42088321142209,0.00109062301543867,-0.0284222026309694,-0.00145609205565115,0.0357281961939594,-0.00670219430856887,0.00667529111553459,2.72940793932522e-16,-0.0165079238223926,-0.00903162568298579,0.00805245413109195,-0.00129859779042554,6.33972493750014e-05,0.00191942163782515,1.11022302462516e-16,-0.000960914634489119,-0.00340726007834093,-0.00597600610113228,0.0192471401979846,-0.00101528380596701,-2.91634644926957e-12,5.29198307761518e-17,3.1463332112683e-17,-9.40745272885102e-17,4.38949408895538e-17,-0.000966368193846536,8.18427057758805e-05,0.00444478075047746,-0.000886479180531807,-0.00094198856968379,0.00138171996950594,2.72195538999441e-17,7.32432703197119e-17,0.0139687944144813,6.71267513292179e-17,-4.83378315620371e-17,-0.000439007750455872,-7.65570523450534e-14,0.00011945659216475,4.73617734671619e-17,0.000806763217848497,-1.16079401470494e-16,-0.000356452001787273,-1.83533617241357e-06,9.47738798554653e-17,5.71318177093231e-17,9.6684464677028e-18,-3.86496393290811e-17,-4.33757365385217e-17,-5.83630601321015e-05,0.000128562024592792,-7.89148908275356e-18,-4.90791636821748e-06,-2.50233920029464e-14,5.35181977580513e-17,-0.000126798854508321,1.21140490685598e-16,8.04339363376408e-05,-4.20394110680763e-17,6.49178315284194e-17,-2.71814533295506e-18,4.27151616536069e-17,-3.77728247322739e-17,-3.91817017318327e-05,1.13020138967218e-05,1.25488364090067e-16,2.56605056064647e-16,1.64086849469929e-16,-1.20821204481927e-16,-3.23319165693107e-06,8.37611036003917e-17,-6.40147655391758e-17
"t75",0.106732227309385,-0.0062699426557945,-0.165466501800352,-0.0348910027632179,0.000760395193569359,-0.00014702849018134,-0.00392884693283752,2.43712655889627e-06,0.000338267995216542,3.4301550721344e-06,-0.0126454067308155,0.000542118325948754,-0.00176408425089622,-0.0225405446015621,-0.00254109898811922,0.00011075247187217,-0.00848685010752461,0.0657886521973775,-0.149871192635324,-0.5988831861704,0.00757914032611199,0.0724593824925448,-0.00185497363975543,3.28454618741682e-05,-0.0871093449373698,-0.00421618875373564,0.00226032544299074,-0.0216999485134816,0.000545489251620633,1.82525204452151e-16,-0.0562573432626113,-0.00511896532424124,0.215459213339732,0.00021595378305842,-3.55780450557578e-06,-3.11041978377943e-05,5.55111512312578e-16,-7.95715836970803e-06,-9.55811773150193e-05,-0.000631916489141292,0.000823922925508815,-2.01269895370227e-05,-4.62343355259276e-13,2.71592023144838e-16,2.3374267117883e-17,2.26786398334181e-16,6.36825827129816e-17,-0.00132717819444766,0.000115523381330293,0.000188774873838544,-0.00133122854255423,-3.63693838630733e-05,0.000328255658833615,-3.32899408273852e-17,-1.77980727835918e-16,0.000644780892612554,-6.34008521770731e-17,2.20282043070223e-17,-0.0116358226366306,-9.50808316211339e-14,0.000188500491245613,4.56023106287596e-16,4.26331431350142e-05,4.41120258057421e-16,-0.00893498899552376,-2.85762436980145e-06,4.60834815764387e-16,3.05076694558356e-16,-1.95359342945056e-16,2.0554519187466e-16,5.3472920576113e-17,-0.00133217165924434,7.13864599303824e-06,-1.01315449091571e-16,-0.00010904775072363,-3.88247459367248e-14,-2.98828283532267e-15,-7.33830198814887e-06,3.48604921287054e-15,0.000132899264158363,-1.18904282946068e-14,-0.707106781186547,-7.32946989044935e-15,4.33036598313614e-14,4.45444534208496e-15,-2.3161342783893e-06,6.80264292169666e-07,-9.65403721674918e-16,-4.47005065707827e-16,-1.27304772205401e-16,1.26518303348424e-16,-1.9915850365762e-07,-7.42925165883667e-17,-1.69788820504576e-16
"t76",0.106732227309385,-0.00626994265579472,-0.165466501800352,-0.034891002763218,0.000760395193569352,-0.00014702849018141,-0.00392884693283733,2.43712655892403e-06,0.00033826799521677,3.4301550721344e-06,-0.0126454067308156,0.00054211832594884,-0.00176408425089641,-0.0225405446015622,-0.00254109898811922,0.000110752471871987,-0.00848685010752478,0.0657886521973774,-0.149871192635324,-0.5988831861704,0.00757914032611194,0.072459382492545,-0.00185497363975543,3.28454618741049e-05,-0.08710934493737,-0.0042161887537359,0.00226032544299088,-0.0216999485134813,0.000545489251620673,-1.06984510965745e-16,-0.0562573432626107,-0.00511896532424117,0.215459213339732,0.00021595378305838,-3.55780450583794e-06,-3.11041978380279e-05,7.21644966006352e-16,-7.95715836982721e-06,-9.55811773150461e-05,-0.000631916489141275,0.000823922925508785,-2.0126989536934e-05,-4.62473463110854e-13,1.05876050434946e-16,1.79947051461436e-16,-2.91836284579637e-17,-2.67406692501734e-16,-0.00132717819444757,0.000115523381330077,0.000188774873838732,-0.001331228542554,-3.63693838633909e-05,0.00032825565883327,-2.37997991226841e-17,4.60112675098988e-17,0.000644780892612173,-2.20275254162499e-17,-9.57955657936245e-17,-0.0116358226366304,-9.47068553313388e-14,0.000188500491245976,-2.08680444795556e-16,4.26331431348488e-05,1.11279667287654e-15,-0.00893498899552461,-2.85762437022652e-06,-4.40160915840712e-16,-2.206077254664e-16,1.46941284523281e-16,-2.55241019442382e-16,6.49160141707218e-17,-0.00133217165924211,7.13864599540371e-06,-2.69292477840127e-16,-0.000109047750721585,-4.33744244505244e-14,3.12825388241574e-15,-7.33830198499014e-06,-3.4135879039778e-15,0.000132899264137283,1.19649066948938e-14,0.707106781186547,7.23549440264407e-15,-4.33905238320269e-14,-4.33354300602175e-15,-2.31613426659031e-06,6.80264293410488e-07,5.32597249085792e-16,6.26122005174536e-16,6.6340469681461e-17,-1.95863573031296e-16,-1.99158504281657e-07,2.73471929745602e-16,1.26124398369321e-16
"t51",0.117567199926557,-0.00742198196866614,-0.289827976638095,-0.067003231386714,0.00171743480870357,-0.000371565104543191,-0.020941249722314,1.45181843872189e-05,0.00522386681159426,0.000171107205827178,0.0149836459086358,-0.000614966246672731,0.00148888072779163,0.0183497634480909,0.000997178331839031,-4.28071086325085e-05,0.00303395758421549,-0.0201807838571151,0.027128551556171,0.0948824632356506,-0.00110562528230468,-0.00786435896766152,0.000198990700956025,-1.91708644626409e-06,0.00314675218804397,-4.19783266057117e-05,5.01260731720927e-05,-0.000596543155301752,2.0299546468924e-05,-1.06469555426976e-16,-0.0025727998052951,-0.000289217224492684,0.0127372072352055,1.2573083363429e-05,-1.98729767887591e-07,-1.57665947884088e-06,-3.33066907387547e-16,-3.32227313914676e-07,-3.81630907749338e-06,-2.51118656283483e-05,3.18700584301594e-05,-1.54272382301595e-07,4.64301917346043e-15,1.19482780736923e-16,9.50095621368021e-18,4.21755668077588e-16,-1.8302668858727e-16,0.000176034632375642,-2.39852326845086e-05,-5.39130805946098e-05,0.000398646737218035,1.14997605832902e-05,-0.000159934331653558,-1.32860353489114e-17,1.06831617222877e-15,-0.000649417645297213,3.60946849129748e-16,-6.22691924794839e-16,0.497536539332945,-1.28774469057287e-12,5.59938876786895e-05,4.06516951953572e-16,-0.000236044725038265,-7.94796357767735e-14,0.787182554730569,-1.10389810289673e-05,-1.41394449331193e-16,-1.76155338367335e-15,-3.85232498465333e-16,1.06331927428598e-16,1.3328490749512e-16,-0.0919421680784065,7.65088487543518e-06,3.30923934169052e-17,-0.00475651485326789,-3.90301809402804e-14,-6.20893679295493e-17,-6.68681357763674e-06,-1.80959979413032e-16,0.000119406229792177,-6.21074862320107e-18,7.43505718593299e-16,-1.18892448691631e-16,-3.51522951787928e-17,9.72775444329904e-17,-1.96199739519221e-06,5.46935148141031e-07,-3.31511101084471e-16,-2.26830568139108e-16,-9.37727397876231e-17,-1.40771193011857e-16,-1.51198374725404e-07,4.63354469604736e-17,-9.69619779393041e-17
"t69",0.119101430495444,-0.00758026120702244,-0.305050631363817,-0.0708601881888297,0.00182917035618874,-0.00039735087933182,-0.0227659761945394,1.58060711914487e-05,0.00572874768444681,0.00018821053209217,0.0172604779918207,-0.000709559904419094,0.00173896073881395,0.0214669308219605,0.00121367927846393,-5.21502116455274e-05,0.0037143381830079,-0.0249522217088286,0.0347665994766359,0.122716449217115,-0.00143805654710946,-0.0104328634834856,0.000264181576315969,-2.63886350792701e-06,0.00443080405005325,-6.35819934039302e-05,7.83235403185693e-05,-0.000947697959482322,3.34931786437182e-05,2.76954108880718e-16,-0.00444908069134154,-0.000562347221117473,0.0289588138145903,3.06502550985564e-05,-5.34846921148495e-07,-4.97905545785656e-06,-7.07767178198537e-16,-1.35086247972394e-06,-1.63675678443992e-05,-0.000108303022745751,0.000141867863430025,-3.75261712929454e-06,-8.88504811625641e-14,5.69336075307071e-17,4.03937666200185e-17,-3.61102917212362e-16,4.06512470075346e-17,-0.000257427333286248,2.15415026978853e-05,3.29518171325936e-05,-0.0002290821233076,-6.14530994741847e-06,4.2700881147681e-05,-1.19275043896843e-16,5.38690572367495e-16,-3.137522206661e-05,1.6973248943682e-16,-7.86782083124342e-16,0.39714911817313,-1.2713314333683e-12,0.00065304012130524,5.84370820125541e-16,0.000216215832277137,4.1361834880165e-14,-0.432668944996952,1.79087164762051e-06,-3.84558714620842e-16,9.32607353683153e-16,8.30706585517726e-17,-3.01188492291407e-16,1.09642041296507e-15,-0.113922008578772,1.53709507471311e-06,4.00230593985339e-16,-0.00567641277218002,-1.07914101522335e-14,-8.93962932687586e-15,-2.11270708634355e-06,-0.707106781186547,3.87330555850659e-05,3.4862496147125e-14,-3.62482082935147e-15,-1.12308651285314e-16,8.9572329971424e-16,-4.75719985950682e-16,-7.06008975701821e-07,2.14602697469573e-07,-2.25523061796304e-16,-2.89096890324559e-16,-1.48927556669852e-16,-4.76348532942522e-16,-6.50569234327333e-08,1.29495242415862e-16,9.17662770733566e-17
"t70",0.119101430495444,-0.00758026120702245,-0.305050631363817,-0.0708601881888297,0.00182917035618868,-0.0003973508793318,-0.0227659761945394,1.58060711913655e-05,0.00572874768444677,0.000188210532092448,0.0172604779918203,-0.000709559904419072,0.00173896073881402,0.0214669308219604,0.00121367927846416,-5.21502116454771e-05,0.00371433818300804,-0.0249522217088286,0.034766599476636,0.122716449217115,-0.0014380565471095,-0.0104328634834856,0.000264181576316136,-2.63886350808634e-06,0.00443080405005321,-6.35819934039991e-05,7.83235403185173e-05,-0.000947697959482404,3.34931786436302e-05,-5.05733362598592e-16,-0.00444908069134147,-0.000562347221117481,0.0289588138145904,3.06502550983027e-05,-5.34846921209704e-07,-4.97905545785353e-06,-5.68989300120393e-16,-1.35086247976841e-06,-1.63675678444504e-05,-0.00010830302274586,0.000141867863430211,-3.75261712929449e-06,-8.82153231709358e-14,1.00822479982976e-16,-1.14694968445957e-16,-1.65656577540925e-16,1.04749270820038e-16,-0.0002574273332861,2.15415026974406e-05,3.2951817132568e-05,-0.00022908212330758,-6.14530994726397e-06,4.2700881147432e-05,-1.19488026547161e-16,5.37702080719028e-16,-3.13752220670975e-05,6.95234726133257e-17,-9.49894745463216e-16,0.397149118173129,-1.27108705001717e-12,0.000653040121305384,4.15548340618593e-16,0.000216215832276163,4.22667576862849e-14,-0.432668944996951,1.79087164743924e-06,1.6287155372096e-16,1.71740945506348e-16,3.53350091915208e-17,2.5942192261251e-16,-1.06666691905521e-15,-0.113922008578773,1.53709507528916e-06,-7.03258322462397e-16,-0.00567641277217904,-1.21902038522562e-14,8.96649959601429e-15,-2.1127072106769e-06,0.707106781186548,3.87330555586307e-05,-3.52351765679158e-14,3.30184938386128e-15,1.4621915224196e-16,-1.1682907203181e-15,8.22828075447431e-16,-7.06008979131718e-07,2.14602699132147e-07,-1.57483891696591e-16,1.9873215045106e-16,-4.15499272324186e-17,-1.1399181934635e-16,-6.50569216117964e-08,1.64907048741639e-16,-3.38342936950048e-17
"t64",0.11938945304932,-0.0076100933755054,-0.307960991071571,-0.0715992127850283,0.00185064909580057,-0.000402316785372447,-0.0231199797061069,1.60560851424144e-05,0.00582707118876376,0.000191545697324991,0.0177131385316153,-0.000728378522237478,0.00178895535256157,0.0220905013410761,0.001257653479508,-5.40485869646493e-05,0.00385283369455328,-0.0259270207777345,0.0363470909041264,0.128494196141469,-0.00150719532798631,-0.0109706064284614,0.000277833382916592,-2.7917841390377e-06,0.00470476594352406,-6.82897855294982e-05,8.45200847897874e-05,-0.00102520129456841,3.64330781002674e-05,3.97310958550581e-17,-0.00487187541152678,-0.000625461128517254,0.0328145762035095,3.4994285846494e-05,-6.16756306219694e-07,-5.82444298647295e-06,-1.21430643318376e-16,-1.61015555833656e-06,-1.95761619776663e-05,-0.000129579131870358,0.000170067367283999,-4.73020369392196e-06,-1.14132841834241e-13,-3.28797463934787e-17,-1.15874652779311e-16,-1.4281870988307e-16,7.04175531052597e-17,-0.000398499921658364,3.75645627375182e-05,6.58892234874121e-05,-0.000470138322187604,-1.30242279128387e-05,0.000133852993032006,1.35601314373892e-16,-2.66044900628818e-16,0.000363915586268145,4.51660657226439e-16,5.70884204336846e-16,-0.223501044216042,6.14084722748231e-13,-0.000162207365738001,-3.94563886976759e-16,-2.01601084376963e-05,-1.62698850118944e-15,0.019174431502616,6.85239864246174e-08,-1.08446637246544e-17,-1.73139363966242e-16,-3.15385273483697e-16,-7.68292890945418e-16,-1.00610149554163e-15,0.371144440737877,2.19538693310603e-06,1.17111334183766e-14,0.816076837412078,-1.29489239962026e-14,8.18875675881916e-17,-2.27978782725493e-06,-3.76552359957341e-16,4.07896515367844e-05,1.90881956695716e-16,-1.62715863281686e-15,-7.39003814600452e-16,4.5040485748877e-16,-1.44107684727159e-16,-6.91825432387437e-07,2.02495991583067e-07,-2.98867831347676e-17,-2.57323579780287e-16,-2.14269136155112e-17,-1.28204722570532e-16,-5.99278964737057e-08,-9.71669134903539e-17,-1.96299364636523e-16
"t90",0.119796073794636,-0.00765203354428919,-0.311991696756596,-0.0726203618200915,0.0018802271113102,-0.000409142064848947,-0.023602808964386,1.6396855120962e-05,0.00596064232414657,0.000196070295764406,0.0183150053007441,-0.000753383194338291,0.00185504963336994,0.0229143272178831,0.00131484443008908,-5.65166386994531e-05,0.00403255209348063,-0.0271872411253271,0.0383638005974086,0.135842828595525,-0.0015949591511105,-0.0116486200948374,0.000295041880528313,-2.98227694257576e-06,0.00504362563514175,-7.39900867057538e-05,9.19601056012034e-05,-0.00111785526095546,3.99143974458595e-05,-1.2902748099657e-16,-0.00536699892521834,-0.000697562780826429,0.0370998867484401,3.97715415647799e-05,-7.05630382954347e-07,-6.72488791860241e-06,7.70217223333702e-16,-1.88009956602047e-06,-2.29031931584917e-05,-0.00015163166732195,0.000199230319984138,-5.68848021140298e-06,-1.3881519641959e-13,-1.5876110565589e-16,2.38072948344461e-16,-4.55579141494554e-16,-6.28788334999638e-18,-0.00051674477706215,5.01761610124868e-05,9.03758877057875e-05,-0.000647665605729746,-1.80342271399268e-05,0.000193925384325239,-1.04551333759877e-16,-1.17813403287878e-15,0.000576107536236437,-3.32670547934539e-16,5.82062717753063e-16,-0.426329110227362,1.19402446792517e-12,-0.000345871916384835,-4.49632350691649e-16,-4.90975143924502e-05,-3.90234663073479e-15,0.0505197026499718,2.52510071174634e-07,1.07367890470454e-16,-6.15304839258179e-17,-2.71207158484835e-16,4.34134369456549e-16,1.89887415402819e-16,-0.38591989457992,-7.29106328823661e-07,-2.16094560673463e-15,-0.12447303212055,-2.21132837083139e-15,-7.26022760088343e-16,-5.3190171511318e-07,-2.52177222031134e-17,1.08249765665422e-05,5.22461911037091e-16,1.18071650112871e-15,1.48878420529335e-16,-9.66082749361221e-16,2.01521333273996e-16,-2.6628620483876e-07,9.6251210893403e-08,2.06703597052009e-14,-0.707106781186547,1.63728221009035e-15,2.18439626031975e-16,-3.36799138945334e-08,8.95376528318077e-16,-3.06030111327926e-16
