,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
t28,9.212471,4.6717267,4.770588,2.808016,6.29622,4.4584117,6.0877748,2.4997458,3.8038344,4.8289332,3.526059,3.871677,6.01802,2.0771596,6.0138636,2.6880782,8.460898,4.1846766,4.7808924,3.5334666,4.07464,6.1331973,4.029347,5.6558895,1.8033375,7.158292
t36,9.184775,4.651934,4.839765,2.818313,6.2691464,4.470967,6.0890813,2.384835,3.7960515,4.8194184,3.5332527,3.8342557,5.999908,2.0341763,5.9594793,2.7272956,8.484913,4.2157245,4.766146,3.4173965,4.0663505,6.135609,4.05746,5.650608,1.7899884,7.2118306
t37,9.143531,4.589359,4.925317,2.875203,6.202565,4.481279,6.030033,2.3638167,3.791564,4.782586,3.5584464,3.80035,5.9713826,2.0634277,5.972708,2.7120733,8.534238,4.2129292,4.7855644,3.396258,4.0461764,6.0862947,4.0352273,5.6663575,1.795692,7.246487
t29,9.105668,4.5838842,5.014866,2.8802857,6.1692924,4.4632463,6.1106076,2.2698276,3.775956,4.762699,3.5253072,3.764725,5.910236,2.0461116,5.967537,2.7087984,8.532593,4.2170815,4.7936764,3.3040597,4.0260324,6.0714765,4.003629,5.6519423,1.7381041,7.245192
t30,9.154641,4.6255755,4.830757,2.8714077,6.2687187,4.4349422,6.051118,2.4916108,3.8400872,4.8082676,3.56635,3.816159,6.002517,2.084135,5.9926763,2.6716585,8.5331955,4.2485933,4.8284826,3.524845,4.0881557,6.1257696,4.092446,5.647876,1.8388547,7.234037
t22,9.186535,4.577635,4.8304114,2.801207,6.2186375,4.5157366,6.0377517,2.4352176,3.7731314,4.817503,3.5751565,3.824969,5.9789834,2.0805671,6.039221,2.73255,8.512248,4.1846223,4.730409,3.4690707,3.9880588,6.0372543,3.994253,5.6655,1.8026574,7.1605663
t9,9.246687,4.606815,4.8960447,2.810039,6.2755346,4.5172567,5.982574,2.5190277,3.7640975,4.863232,3.5608876,3.8831367,6.0513215,2.10186,6.0166297,2.7135997,8.477794,4.1284947,4.7413955,3.5555048,4.0405655,6.075655,4.0284643,5.696631,1.8258314,7.176762
t42,9.105181,4.5923505,5.042139,2.8563352,6.148426,4.4445176,6.150424,2.2221153,3.7560027,4.73874,3.4947503,3.7795355,5.876652,2.037383,5.9515405,2.706005,8.512326,4.187159,4.7800016,3.2556336,4.02875,6.0715594,3.9640172,5.6579204,1.7026033,7.229967
t43,9.093365,4.604661,5.012307,2.8946273,6.118798,4.426144,6.1489415,2.258225,3.7479248,4.691683,3.4762292,3.795175,5.8665686,2.054791,5.9562707,2.6754405,8.503815,4.161876,4.8026557,3.2925768,4.0532866,6.08098,3.919592,5.672647,1.6882083,7.2272415
t41,9.0615,4.6360426,4.9560018,2.965268,6.0859156,4.41417,6.1441345,2.2959862,3.7498515,4.6298013,3.4491656,3.7907104,5.8672457,2.0616245,5.9419055,2.6352985,8.494834,4.149263,4.850711,3.3298953,4.0973063,6.1018386,3.8794563,5.6853514,1.6772742,7.257276
t38,9.096218,4.585544,5.062157,2.8518887,6.1384053,4.398908,6.201582,2.206739,3.7441158,4.7323112,3.4840813,3.7522576,5.8413696,2.0332367,5.9514184,2.7022464,8.509957,4.183495,4.7806807,3.243619,4.014061,6.0531836,3.9479795,5.6492014,1.6765031,7.221134
t33,9.109087,4.659788,4.963903,2.8920445,6.13743,4.4819155,6.0833592,2.2660043,3.7884197,4.6558104,3.4671612,3.8772216,5.922402,2.0605958,5.9255056,2.6584246,8.498455,4.1633263,4.814368,3.299627,4.1214705,6.1625457,3.9186292,5.6937594,1.7239895,7.2389407
t34,9.092153,4.613151,4.9610014,2.9431915,6.1209316,4.3615627,6.1959724,2.3086066,3.7297025,4.677143,3.4858048,3.7357683,5.865329,2.0459766,5.926446,2.6728027,8.505296,4.172162,4.8179564,3.3563998,4.044975,6.0639954,3.9242253,5.667744,1.673244,7.25879
t31,9.122046,4.6217737,4.832427,2.8839154,6.160024,4.4965405,6.074993,2.3511975,3.7890186,4.7152667,3.504641,3.8577867,5.9306254,2.0985594,6.044407,2.66626,8.500411,4.167256,4.8069234,3.37696,4.058847,6.092229,3.904169,5.676606,1.7486398,7.154608
t4,9.269736,4.632875,4.7398524,2.74799,6.351305,4.4870496,6.049126,2.5884845,3.795962,4.9182506,3.5825026,3.8695598,6.0588264,2.0921807,6.0545363,2.7178874,8.459631,4.1892786,4.735122,3.624857,4.0227227,6.081543,4.088782,5.642603,1.8535734,7.124111
t5,9.512772,4.551959,4.3491073,2.4681792,6.6195602,4.56497,5.9947824,2.940373,3.7353776,5.224175,3.7727907,3.9549465,6.1989303,2.1317046,6.2226152,2.7729082,8.321378,4.275662,4.5744195,3.9889417,3.8627954,5.9546328,4.289813,5.5031667,2.0328546,6.86561
t8,9.394051,4.6213665,4.5205154,2.6042666,6.519602,4.491361,6.0549216,2.7933972,3.7983954,5.0912004,3.6704006,3.8757837,6.1448517,2.1024294,6.13636,2.7509193,8.411571,4.2334623,4.661289,3.8344142,3.9552712,6.0322638,4.221333,5.57721,1.9475385,7.0102043
t19,9.325705,4.655594,4.620981,2.6753209,6.463517,4.43952,6.0992103,2.7101164,3.83378,5.0156016,3.6172802,3.8348434,6.102399,2.09246,6.1010633,2.7230144,8.456557,4.229584,4.7207804,3.7462897,3.9988241,6.0669985,4.1841936,5.598488,1.9008626,7.079589
t20,9.343431,4.6473956,4.601366,2.664261,6.4689198,4.457536,6.080916,2.7287397,3.8218625,5.0279584,3.6273756,3.84591,6.1155744,2.0936446,6.107825,2.7339444,8.447411,4.2195873,4.702577,3.7651234,3.99076,6.0579615,4.185538,5.6036916,1.9084871,7.070909
t18,9.278573,4.6344433,4.7159758,2.7109954,6.3961415,4.442617,6.1081915,2.618704,3.801043,4.9638042,3.5818996,3.818472,6.0513735,2.0643463,6.0484705,2.7330072,8.459818,4.221268,4.728546,3.6546206,4.0006595,6.069901,4.1452703,5.611877,1.8486063,7.1241193
t32,9.322826,4.63959,4.6675024,2.68572,6.4384255,4.4567595,6.0726957,2.6712205,3.8079984,5.0027056,3.6114223,3.8323536,6.099788,2.0783648,6.0696583,2.7440846,8.458083,4.2036395,4.7040234,3.7074113,3.9972794,6.0601635,4.17062,5.6241264,1.8902538,7.1072116
t134,9.182348,4.576795,5.169301,2.776778,6.205058,4.425301,6.1549797,2.2784617,3.710938,4.8256674,3.4957595,3.771805,5.8958507,2.0155709,5.9375043,2.7487233,8.471788,4.1595907,4.718052,3.315196,3.9828637,6.0371494,4.0176015,5.6528487,1.6993206,7.2116475
t135,9.177192,4.568815,5.2028522,2.7620513,6.2153835,4.4436913,6.1486616,2.255985,3.7222257,4.8488636,3.5040283,3.7700622,5.8913393,2.0051293,5.934608,2.7608998,8.484852,4.1735067,4.716591,3.293053,3.9736614,6.043091,4.037717,5.6412683,1.7075554,7.219808
t107,9.154536,4.5583615,5.23232,2.7497714,6.222527,4.4595504,6.1407547,2.2269611,3.7468865,4.8629336,3.5139623,3.7616901,5.884665,1.9911244,5.9230514,2.7671397,8.508497,4.2015824,4.7241096,3.2634008,3.9763389,6.0608068,4.061746,5.6244793,1.7222116,7.2478576
t14,9.344696,4.656496,4.6027303,2.6720595,6.4761324,4.449551,6.087593,2.7306578,3.8331923,5.0282903,3.6219301,3.842043,6.1245255,2.094208,6.109377,2.727739,8.453993,4.2164326,4.7094083,3.7669132,4.0006695,6.0658464,4.189334,5.6064663,1.9085851,7.0744596
t16,6.6217675,-0.18508053,3.9672482,4.2273498,7.8519855,4.5680747,6.398803,3.630364,2.2782063,6.5303187,2.5988455,3.8721704,6.536445,1.5374799,6.4324765,2.4382544,7.693217,4.0350657,5.6766243,5.660696,2.71049,6.010048,4.087794,5.058587,3.5315878,3.1944153
t17,6.64166,-0.19879441,3.986406,4.246956,7.846589,4.560936,6.426126,3.6483283,2.2565193,6.5407515,2.6014419,3.8741446,6.5548315,1.5402157,6.43161,2.455359,7.691209,4.0394263,5.7068143,5.6386013,2.6979568,5.9950852,4.1106367,5.0470076,3.53872,3.2007003
t27,6.6211953,-0.35105315,4.0065103,4.270223,7.8943796,4.5897193,6.444182,3.7040076,2.2162654,6.5806913,2.5807374,3.8515294,6.5626235,1.480403,6.4562087,2.457089,7.6604524,4.000926,5.7309675,5.6632752,2.6646435,5.9849243,4.0839777,4.9928393,3.5313609,3.1072714
t248,7.1654525,-1.2187741,3.62211,3.6815429,8.824314,5.5654397,6.18474,4.656815,2.7791402,6.755599,2.549755,3.1060224,6.703953,0.40126815,6.3638897,2.0490139,7.685215,3.1445029,5.8739886,5.4991794,2.976291,6.486665,3.9390938,4.039806,2.6375382,2.6174335
t249,7.1086187,-1.2295989,3.6565034,3.6902313,8.796087,5.556749,6.232664,4.6426525,2.7578542,6.707,2.5346236,3.1183147,6.6885056,0.42515957,6.388288,2.0891213,7.753511,3.1349025,5.926246,5.513488,2.9464128,6.4608173,3.9312258,4.087463,2.6634254,2.647998
t121,6.9080563,-1.0332886,3.7472596,3.7885933,8.633441,5.3610463,6.279113,4.4667244,2.6070445,6.596248,2.5043533,3.2041783,6.711299,0.577162,6.3780336,2.197291,7.778596,3.2490635,5.8482165,5.5930514,2.850031,6.288902,3.9866102,4.245015,2.7779386,2.6800687
t120,6.807524,-0.8717385,3.8112123,3.9360147,8.463401,5.1686687,6.319038,4.2788067,2.5176692,6.541975,2.4653187,3.354302,6.671862,0.787333,6.39916,2.2466292,7.7748766,3.4495008,5.8037477,5.61181,2.8264232,6.2020755,4.044337,4.422671,2.9584072,2.7972493
t39,6.6335974,-0.41514263,4.020523,4.2642174,7.939408,4.6351933,6.4633646,3.7667384,2.2130313,6.5937495,2.5804627,3.7972164,6.5793786,1.4237295,6.46724,2.448371,7.648661,3.9493964,5.752706,5.652985,2.6638196,5.984992,4.0855436,4.929166,3.4766793,3.072505
t44,6.6532674,-0.39879164,4.023218,4.242825,7.9541574,4.657511,6.4656434,3.78227,2.2297068,6.581082,2.5888293,3.7667115,6.587032,1.4075485,6.463386,2.443548,7.654331,3.9278219,5.7523575,5.6377697,2.6780257,5.989467,4.102667,4.90976,3.4396095,3.0903115
t47,6.6578503,-0.38664725,4.032096,4.256267,7.9498615,4.6475577,6.473594,3.770476,2.2121565,6.5913205,2.5946681,3.779931,6.5961666,1.4172418,6.456358,2.4622104,7.654529,3.93851,5.7609453,5.6315417,2.6651654,5.9746404,4.113417,4.922243,3.4495027,3.1006877
t48,6.634839,-0.38033062,3.9781055,4.2061443,7.977019,4.6747227,6.417341,3.7603798,2.2652376,6.5544024,2.5906365,3.7624867,6.5633373,1.3950665,6.4479117,2.4200842,7.673338,3.9127,5.7065434,5.6694894,2.7026699,6.0170517,4.081092,4.9242773,3.4202564,3.0877423
t130,6.5369763,-0.7731691,3.937676,3.6246285,8.572282,5.265449,6.424036,4.3669186,2.3145623,6.2776356,2.5024176,2.9603243,6.8991103,0.51092315,6.239553,2.5388424,7.910562,2.9254858,5.830584,5.7132893,2.5518174,5.814495,4.1061316,4.2525444,2.587402,2.4214315
t230,6.529287,-0.81594265,3.9849617,3.4985158,8.665583,5.3140864,6.4649463,4.4713273,2.324215,6.2547946,2.5299659,2.8888729,6.990736,0.37904412,6.2251277,2.5605717,7.9607263,2.8157678,5.7920756,5.768772,2.5542238,5.734374,4.145262,4.159228,2.456077,2.3086739
t231,6.5823383,-0.84354717,3.918211,3.5700014,8.642797,5.349414,6.415013,4.4634514,2.3626502,6.3102994,2.5187714,2.9108691,6.9215007,0.436829,6.2473626,2.5198882,7.908714,2.8562088,5.8393607,5.7139983,2.577456,5.810127,4.1030903,4.1794357,2.508717,2.3796306
t151,6.4913797,-0.77447426,3.9769664,3.5307813,8.625512,5.306223,6.455457,4.426939,2.283786,6.2247295,2.4972904,2.859568,6.9676847,0.4135834,6.216118,2.5999818,7.9602036,2.798515,5.8314643,5.744941,2.5082586,5.7168694,4.148568,4.1970057,2.4792693,2.327678
t171,6.393281,-0.71500355,3.9858751,3.5529885,8.570431,5.279738,6.457305,4.3517156,2.2189674,6.1258698,2.466065,2.8318295,6.958765,0.45758304,6.158345,2.675907,7.9621015,2.770759,5.871002,5.7249117,2.4492724,5.6460304,4.153194,4.247779,2.5089116,2.332111
t172,6.487812,-0.7549821,3.9244776,3.6133137,8.5623455,5.3058705,6.4126387,4.3546677,2.279606,6.2271514,2.4766881,2.8877013,6.9018173,0.50245947,6.201041,2.596778,7.9027033,2.8422208,5.8803773,5.6830826,2.4947453,5.7742753,4.1140265,4.255899,2.5647979,2.4012547
t187,6.355203,-0.7471725,4.000365,3.491762,8.620621,5.3062534,6.4823027,4.392594,2.2233489,6.0723104,2.510074,2.815723,7.0010276,0.3975649,6.1073847,2.7040713,7.9716053,2.7141604,5.857905,5.747869,2.4590197,5.5634933,4.150534,4.192066,2.4394677,2.2659416
t200,6.380582,-0.76583296,3.997415,3.4904344,8.630437,5.300315,6.4901977,4.4062734,2.2457643,6.0970583,2.5327263,2.8359032,7.00478,0.39464647,6.12977,2.6882632,7.9676194,2.707701,5.8237505,5.7571163,2.4900439,5.563901,4.1350784,4.183489,2.4342127,2.2609797
t201,6.376317,-0.7346987,3.9995255,3.5169413,8.603981,5.2987657,6.475254,4.38106,2.2218409,6.1007094,2.4858787,2.8074996,6.9871364,0.41862786,6.1434846,2.6939988,7.9819827,2.7312675,5.8623304,5.7446895,2.4504743,5.5991874,4.156613,4.213441,2.4674287,2.2942562
t239,6.43118,-0.759174,4.019499,3.4880447,8.648399,5.3047924,6.5004334,4.438217,2.2533357,6.150694,2.4939728,2.8142962,7.0139284,0.37547228,6.193971,2.6557753,8.014065,2.729615,5.829934,5.775284,2.4789407,5.6016965,4.186323,4.178113,2.43547,2.276259
t240,6.424413,-0.72796065,3.996845,3.5457916,8.587629,5.273235,6.4663024,4.37654,2.236426,6.1554575,2.472706,2.834567,6.968693,0.44193685,6.1969104,2.6519938,7.9794807,2.7700555,5.841399,5.746498,2.4707358,5.646284,4.1572537,4.2357802,2.4975023,2.327536
t222,6.4303885,-0.75588655,3.955207,3.539319,8.605283,5.320245,6.4284897,4.3804126,2.256116,6.1595407,2.4853463,2.827821,6.935514,0.4202088,6.1566305,2.6413825,7.936121,2.7760527,5.8989525,5.7033744,2.461952,5.66828,4.1321115,4.2101526,2.4773371,2.3295932
t97,6.681105,-0.7029233,3.8435516,3.986622,8.317651,5.015762,6.3385267,4.1309476,2.4335186,6.556578,2.5441267,3.4215517,6.63284,0.9505158,6.4141083,2.265795,7.6988482,3.522754,5.755573,5.686581,2.7684975,6.13834,3.9481876,4.5432496,3.0553763,2.8132663
t94,6.6647606,-0.6646137,3.8493125,4.0306964,8.2719145,4.9648957,6.344715,4.08164,2.417941,6.5725555,2.570207,3.4719152,6.610668,1.0051028,6.4203353,2.2808697,7.677309,3.5731924,5.7532616,5.6836643,2.7666023,6.127177,3.9463925,4.59318,3.1046305,2.8575356
t95,6.6574097,-0.702716,3.845037,3.9788182,8.333066,5.0144815,6.345542,4.1149807,2.4138134,6.543874,2.574368,3.4142942,6.6326995,0.93758935,6.3982344,2.3087206,7.7067146,3.5058243,5.7609863,5.6944275,2.7429378,6.097134,3.9545686,4.5576854,3.0387692,2.799267
