,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
t28,6.445533,2.6705892,4.2787104,-0.55658543,-0.36149758,1.2356302,-0.25139588,-0.25275397,2.5056891,3.6785026,0.3806871,-0.07581938,7.0880923,-0.27621838,0.0033110536,0.36414775,-0.111570716,-0.12555735,-0.2534176,-0.1671309,-0.017122382,7.8055735,-0.050716918,0.40731817,-0.61509657,4.6653953
t36,6.3624597,2.1495528,3.2258604,-0.47224548,-0.36236227,1.6475486,-0.15586187,-0.14785327,2.0304122,2.844683,0.39939198,-0.05990912,5.8683763,-0.32059145,0.0035797935,0.29420298,-0.09325644,-0.13328843,-0.21324466,-0.12953535,-0.013815539,7.6995373,-0.044248834,0.23598406,-0.51158834,4.6838713
t37,6.302304,1.7540644,2.658455,-0.42149827,-0.3670794,1.8438928,-0.09435516,-0.090310365,1.7337359,2.3395157,0.40858543,-0.035170283,5.146452,-0.33929974,0.003581114,0.24053064,-0.08179272,-0.14470153,-0.18964618,-0.101895444,-0.011077098,7.5461473,-0.039660145,0.26726833,-0.45793304,4.744258
t29,6.733658,1.1805426,0.037201867,-0.027883215,-0.38781705,2.2969189,2.7910938,1.7272643,0.005181968,-0.007142988,0.46075714,1.6742959,1.9025799,-0.37431875,0.0044965763,0.03393272,-0.00231302,-0.13992925,-0.13783276,0.14449841,-0.003669421,7.0224547,-0.030663908,0.044459525,-0.19014989,5.667734
t30,6.3986883,2.1012282,3.0736446,-0.448648,-0.33662498,1.733719,-0.13878153,-0.12043787,1.8687994,2.619973,0.405802,-0.0513452,5.7921553,-0.32017317,0.0035253856,0.2969997,-0.086826384,-0.15369707,-0.21490769,-0.120071396,-0.013757852,7.6890054,-0.04258271,0.37531707,-0.49015495,4.8237553
t22,6.382966,2.8952348,4.7071037,-0.5966461,-0.37801942,1.166211,-0.2834115,-0.3079387,2.7447534,3.9854782,0.37321764,-0.09302053,7.635039,-0.24006695,0.0028703383,0.37615147,-0.11753302,-0.12123471,-0.264632,-0.18445833,-0.017664144,7.615546,-0.053078692,0.57163024,-0.6686497,4.6113663
t9,5.8345037,2.871088,4.4838977,-0.5326267,-0.34202042,1.3576713,-0.23434006,-0.29569,2.5316722,3.6851547,0.35863253,-0.08486494,7.134033,-0.21347772,0.0027207157,0.33476686,-0.10024147,-0.18429357,-0.2754634,-0.17208672,-0.019302726,6.891838,-0.05118916,0.5495505,-0.6095069,4.1924453
t42,7.745399,2.04008,0.30271813,-0.28488904,-0.1057698,3.6845841,-0.07459416,-0.0811948,2.5950851,-0.0028811693,0.5297069,-0.0055466574,6.733974,-0.35750186,0.0015981541,0.1985013,-0.061467905,-0.34267285,-0.19876795,-0.052277856,-0.009608259,8.020093,-0.047733217,1.0922804,-0.4865705,5.238761
t43,7.7218194,2.447693,1.1072655,-0.35796124,-0.12552911,3.3793964,-0.15323843,-0.1723663,2.999103,0.82429194,0.51691264,-0.040831942,7.6267915,-0.32629788,0.0017685384,0.2666452,-0.07553877,-0.32431233,-0.23017502,-0.08966083,-0.01455701,8.195493,-0.05218902,1.0091709,-0.56026536,5.23021
t41,7.716895,2.4565952,1.202843,-0.3682693,-0.13053377,3.3339067,-0.16180421,-0.18407172,3.0338972,0.9319354,0.51474255,-0.04189697,7.7343235,-0.32232034,0.0017872693,0.27123877,-0.07753006,-0.32083285,-0.23447078,-0.092638254,-0.015129597,8.211236,-0.052533872,1.0034753,-0.5726467,5.232722
