"accepted_species","Medicinal"
"Oxypetalum_polyanthum",0
"Eumachia_pallidinervia",0
"Psychotria_canalensis",0
"Gynochthodes_motleyi",NA
"Canthium_hispidonervosum",0
"Aidia_pycnantha",0
"Canthium_merrillianum",0
"Chassalia_hiernii",NA
"Solenandra_cordata",0
"Orbea_dummeri",1
"Lacmellea_pauciflora",0
"Vincetoxicum_kenouriense",0
"Stenostomum_turrialbanum",0
"Villaria_purpurea",NA
"Eumachia_membranifolia",0
"Palicourea_pakaraimensis",0
"Ibatia_boliviensis",0
"Leichhardtia_cymulosa",0
"Vincetoxicum_dalzellii",1
"Spermacoce_perpusilla",0
"Barjonia_erecta",1
"Cascabela_thevetia",1
"Ceropegia_mahendragiriensis",0
"Achilleanthus_ngoyensis",0
"Eumachia_savaiiensis",0
"Notopleura_patria",0
"Guettarda_coxiana",0
"Oxyceros_vidalii",0
"Eumachia_horsfieldiana",0
"Saldinia_obtusata",0
"Marsdenia_calcicola",0
"Strychnos_progeliana",0
"Strychnos_lucens",1
"Jasminanthes_suaveolens",0
"Geophila_flaviflora",NA
"Geophila_zollingeriana",0
"Hippotis_subelongata",0
"Cynanchum_doleriticum",0
"Cynanchum_angavokeliense",0
"Rondeletia_azulensis",NA
"Rondeletia_steirophylloides",0
"Gardenia_gardneri",0
"Lomatogonium_gaurgopalii",0
"Schismatoclada_villiflora",0
"Swertia_engleri",0
"Spigelia_carnosa",0
"Swertia_handeliana",NA
"Fergusonia_zeylanica",0
"Swertia_crossoloma",1
"Swertia_alpina",0
"Psychotria_nzabii",0
"Phialanthus_oblongatus",0
"Psychotria_merrittii",0
"Bradea_borrerioides",NA
"Psychotria_phanerophlebia",0
"Coprosma_tenuicaulis",0
"Asperula_glabrata",0
"Neonauclea_versteeghii",0
"Ixora_yavitensis",0
"Ixora_bancana",0
"Canscora_andrographioides",NA
"Alyxia_veillonii",0
"Cyanoneuron_pedunculatum",0
"Hoya_querinoensis",0
"Hoya_halophila",0
"Leptactina_delagoensis",0
"Hoya_irisiae",0
"Mussaenda_uniflora",0
"Tabernaemontana_cumata",0
"Hymenodictyon_madagascaricum",0
"Geissospermum_urceolatum",1
"Psychotria_defretesiana",0
"Coffea_boiviniana",NA
"Aspidosperma_pachypterum",0
"Macrocarpaea_ericii",0
"Palicourea_lineata",0
"Joosia_macrocalyx",0
"Macrocarpaea_inesiae",0
"Hydnophytum_confertifolium",0
"Bonyunia_minor",0
"Macoubea_guianensis",1
"Gonolobus_rotundus",0
"Timonius_tambuyukonensis",0
"Lasianthus_bracteolatus",0
"Crucianella_graeca",0
"Pavetta_plumosa",0
"Pentas_purseglovei",0
"Rothmannia_jollyana",0
"Gymnema_uncarioides",0
"Oxyanthus_brevicaulis",0
"Cordylogyne_argillicola",NA
"Glossostelma_brevilobum",0
"Ophiorrhiza_stylosa",0
"Ophiorrhiza_subfalcifolia",0
"Raphionacme_globosa",0
"Exacum_pteranthum",0
"Argostemma_khasianum",0
"Gentiana_licentii",0
"Faramea_tenuifolia",0
"Coffea_callmanderi",0
