"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120","V_121","V_122","V_123","V_124","V_125","V_126","V_127","V_128","V_129","V_130"
"t1",-0.086605958028631,-0.0123320217501995,0.0195571440093383,-0.00640509360580738,0.00358945079715201,-0.00291033390797493,0.2055260794839,-0.0178336315843746,0.00885702943549286,-0.0592610321862643,0.130175257196396,-0.250523446990068,0.00905691829799121,-0.0854642323365093,0.00215295104874054,-0.000178096923105094,0.044796305957686,-6.86426466061009e-05,0.00285370320203003,-0.000167162997431252,-0.134883828403537,0.0835155649588918,6.92207195836975e-18,0.0554692335568582,-0.244263308676355,0.000226326884604581,-0.00327502319872289,1.4936425058607e-05,-0.136910600050027,0.524083545925465,-0.0042967908789306,0.00345016897909312,-0.0552696135502809,0.0246717628780395,-0.000249482370044955,2.42794329752328e-05,-0.000284256089913072,0.180065703693077,-0.003849008771165,2.26056152963228e-17,1.68686316742331e-15,-5.51587855252e-17,-1.54905385393866e-17,1.01350298176691e-15,-2.75387351811318e-17,0.0180821064323553,-0.00106105690907172,0.00262910772708629,-0.292759467292819,0.0129612981030772,-0.000509359288955743,0.0336836562531051,-0.0208118057728494,0.000962185363199252,-0.000486551440786356,-0.00143835333293174,0.000603275153015771,0.0350205708172354,-0.0102129510484165,7.3334684031309e-06,0.00650381300730353,-0.00485968163514686,0.000166483465937915,0.00176799737054809,3.72025476881185e-05,1.87914307724601e-05,-0.00502700186331696,-0.00969701553669133,-0.00111053089212309,-1.84707213127509e-05,-1.64588131839007e-05,-0.00064428183419841,0.0332084956195977,1.13035763857981e-05,-0.502666502807782,-2.72138224206477e-14,0.178210142351023,-3.14896920254327e-05,-0.237979430718193,0.00279858121853923,0.000416505964602742,4.23165875242917e-06,-0.00120067650303428,5.56835258171542e-05,4.88497268077977e-06,0.000721529930456141,-0.00788606169679035,-6.78141353835371e-16,2.76688394418301e-16,-2.05998412772246e-18,-4.09828421199521e-17,1.55257751099924e-16,5.45654294632854e-15,-2.12313043394027e-17,-2.81269148597052e-16,-5.160802341031e-17,-1.74387143180715e-16,3.71339244076285e-18,8.10983225019157e-17,4.15032591627451e-16,-1.09260473932227e-16,-1.16443313324943e-16,4.84387649348633e-16,1.37764826673228e-16,-4.10912623372006e-17,1.57886941368202e-16,1.08203376814053e-16,7.80896614732685e-17,1.43439947419832e-16,-3.77139725699083e-16,8.69394617061814e-17,2.47740196412938e-16,-3.61689844741164e-16,1.94600737433992e-16,2.38145007186441e-16,-3.06016063184034e-16,-1.46909394371786e-16,1.11130722679764e-16,1.95291916318951e-17,-2.11961524720916e-17,-1.29182688851648e-16,1.16395879479897e-16,-7.22078646875346e-17,3.13822318825929e-16,5.64869331864948e-17,6.74211120960111e-16,-1.01481323344643e-16,3.83346783136562e-16,1.26472183420434e-16,8.00574884163296e-16
"t2",-0.086282872945436,-0.0122267355546379,0.0193019817447947,-0.00629691902581449,0.00349842668531347,-0.00281989979337315,0.19727638423119,-0.0170564244407772,0.00843034550838989,-0.0560214392290964,0.1224232534577,-0.23445952308698,0.00836426866734073,-0.0786875289973381,0.00194718561417881,-0.000160829686410802,0.039617617393505,-5.9703746883943e-05,0.00241207849209452,-0.000140142527850321,-0.108903017711304,0.065433598136439,4.11245699580506e-17,0.0424211135542728,-0.186602438368213,0.000171011240770751,-0.00246917645409393,1.10421763689834e-05,-0.098107101502285,0.371574979364694,-0.00298459709753875,0.00239294279934769,-0.037217193033585,0.0162341433284284,-0.000161729313146196,1.523997236743e-05,-0.000176840550411285,0.111602782362834,-0.00213981862935499,-1.23577026724632e-17,9.93600100906454e-17,2.35972675879705e-16,8.37556194657499e-17,8.31642850351618e-16,4.15389749701756e-16,0.00674493219314727,-0.000395688715787525,0.000865600000197126,-0.0781734508994163,0.00341794884368997,-8.8783479953204e-05,0.00466842777972015,-0.000187732494959369,-2.34943992251873e-05,1.26594060017912e-05,0.000237871639483754,-0.000207920135520671,-0.0134378790887908,0.00408688772400008,-3.16231193328941e-06,-0.00312172820966545,0.00294490067639045,-0.000112382378916482,-0.00120636195307661,-3.20065534370751e-05,-1.72811381005501e-05,0.00490021784870729,0.00964067122454345,0.00111282759699185,1.8617602708705e-05,1.66592505300433e-05,0.000654392432201089,-0.0350212828517088,-1.21089239799093e-05,0.631778764795459,3.41063444965075e-14,-0.256939362682658,5.44057308439794e-05,0.419738181137442,-0.00554920792909567,-0.000831942971380594,-8.45334559696425e-06,0.00267814586277983,-0.000132930454529369,-1.16917435866075e-05,-0.00173180374611159,0.0200169992955413,-1.85900749880606e-15,-4.709717905639e-16,-1.55816887890325e-16,-6.24046192718716e-16,1.48530021801901e-16,-2.11886234298549e-14,-1.64541274365031e-15,8.51849796276853e-16,5.58353891497395e-16,5.10772759889118e-16,-3.085957473047e-15,-2.13107623011232e-15,-3.06692844567267e-15,6.83086417811728e-16,-1.96505797064989e-15,-1.13039805358659e-15,-2.05138702395183e-15,8.87909931323265e-16,4.69023381363341e-16,6.13640240047327e-16,-1.83752749969088e-16,-1.49914415596087e-15,-1.67693587114059e-15,1.18596736234102e-15,-9.60854007114247e-16,1.07701120464516e-15,-9.48623274726209e-16,3.3905500539706e-16,8.75764362265338e-16,2.22095585616296e-17,-2.53424812183924e-16,-3.37872048986295e-16,9.92603166053522e-17,2.59966194288219e-16,-7.69741471051529e-16,3.58420328066095e-17,-8.72461465213341e-16,-4.74926984058438e-16,6.52125306391443e-16,-1.08610278193289e-15,-1.25601933990962e-15,-5.0796704526295e-16,4.9652026198702e-17
"t7",-0.100064096604725,0.00459061121692028,0.0128392429156271,-0.00482527728342541,0.00299426103339905,-0.00252399160880274,0.189355143056254,-0.0170762297549187,0.0241929170880596,-0.0537028985289402,0.122937086627577,-0.243378367289212,0.00944060545304033,-0.0905934684713568,0.00255841493805658,-0.000214161668223586,0.0262314792127085,-0.000111331874549836,0.00946869787597385,-0.000916627499339031,0.144801276200904,0.0025741206619888,4.84526410515188e-16,0.0353248802802754,-0.164565840206814,0.00027670029679983,-0.00459946826767846,-0.000137062520943377,0.0876580302496443,-0.231429280810277,0.000983471063540159,-0.000752013303209966,0.00353612680098695,0.000251844534765068,-1.18393520799403e-05,3.03108254375322e-06,-5.86526400198134e-05,-0.459485866899441,-0.000784473796988547,8.78109631369007e-16,-4.41755980252302e-16,-3.405008845023e-16,-8.91028090331913e-16,-4.23972242569172e-15,-1.99424705462706e-15,0.0663560314767238,-0.0118090064197989,0.000790125620455639,-0.0946070021043942,0.00420199450116286,-0.000182197665927845,0.012801595453307,-0.12182622458631,-0.000142091009869385,6.16554357799813e-05,-0.000297770878665328,0.000240236835735167,0.0710599534800762,0.00647216929872255,-2.36919067389894e-07,0.0118541651401065,-0.000594386717810231,2.10967104115798e-05,0.000224242546497476,4.47334476071285e-06,2.18556324850101e-06,-0.000569617194523741,-0.00109594558494847,-0.000125719913647029,-2.09727770629069e-06,-1.87528813759193e-06,-7.3700450219161e-05,0.0148726495826706,8.37070266539807e-07,-0.0413722274301848,-2.50138228346406e-15,-0.0365873237049597,3.47352469819042e-07,0.00370665693178359,-0.000133062130035792,-2.07719809943749e-05,-2.11183830661602e-07,0.000109797562585333,-7.49726536597292e-06,-6.79009919497313e-07,-0.00153179908723762,0.0183227535120541,-0.00199004263070506,0.0123593338448237,0.0695165075964612,0.00898254089992417,0.0334083348129762,0.635056805728978,0.0258184383243905,-0.0464658162922856,-0.0159187389133807,-0.0236128374898257,0.0717010896647423,0.0542532532448517,0.164521747706653,-0.0320811196299625,0.0538663314429981,0.0172940717058187,0.0928824693773974,-0.0567823913302553,-0.0237079717323251,-0.0339826887274686,0.00813174223354709,0.0750483865246749,0.0518081438570997,-0.0727564999535999,0.0149914495784877,-0.024632607801142,0.0284276707103316,0.00555830850154547,-0.0285113165063067,-0.0161876322832222,-0.00547821627244301,0.0214189631569564,0.00365425821155492,0.00167956277889611,0.0164660126932787,0.00750021233578872,0.024098857501028,0.116058649647474,-0.0273660263110907,0.0190936138572349,0.0372366208645246,0.00273657260106371,-0.0108842164449044
"t8",-0.100064096604725,0.00459061121692117,0.0128392429156271,-0.00482527728342541,0.00299426103339908,-0.00252399160880255,0.189355143056255,-0.0170762297549187,0.0241929170880602,-0.0537028985289401,0.122937086627577,-0.243378367289212,0.00944060545304031,-0.0905934684713567,0.00255841493805651,-0.00021416166822429,0.0262314792127101,-0.0001113318745505,0.00946869787597357,-0.00091662749933846,0.144801276200907,0.00257412066198835,3.0546233063187e-16,0.0353248802802747,-0.164565840206806,0.000276700296799672,-0.00459946826767848,-0.000137062520943122,0.0876580302496454,-0.231429280810284,0.000983471063540351,-0.000752013303209972,0.00353612680098715,0.000251844534765778,-1.18393520803107e-05,3.03108254373501e-06,-5.8652640019703e-05,-0.459485866899451,-0.000784473796987776,3.93801888163898e-16,9.72583142800824e-16,-1.13167985808222e-16,-6.65486753054901e-16,-4.57914819860148e-15,-2.02039741217772e-15,0.0663560314767297,-0.0118090064198005,0.000790125620455436,-0.0946070021043944,0.00420199450116325,-0.000182197665928582,0.0128015954533053,-0.121826224586318,-0.000142091009869402,6.16554357789471e-05,-0.000297770878667259,0.000240236835736605,0.0710599534800782,0.00647216929872292,-2.36919067589015e-07,0.0118541651401052,-0.000594386717810975,2.10967104116463e-05,0.000224242546493663,4.47334475925984e-06,2.18556324897662e-06,-0.000569617194520662,-0.00109594558494774,-0.000125719913645262,-2.09727770598197e-06,-1.87528813557141e-06,-7.37004502186697e-05,0.0148726495826766,8.37070266626035e-07,-0.0413722274301981,-2.56436195558856e-15,-0.0365873237049558,3.47352468899891e-07,0.00370665693174971,-0.000133062130036299,-2.07719809937908e-05,-2.11183830315519e-07,0.000109797562583673,-7.4972653694474e-06,-6.79009918944881e-07,-0.00153179908723934,0.0183227535120229,0.0019900426307028,-0.0123593338448239,-0.0695165075964589,-0.00898254089992439,-0.0334083348129752,-0.635056805728971,-0.025818438324391,0.0464658162922845,0.0159187389133802,0.0236128374898253,-0.0717010896647424,-0.0542532532448517,-0.164521747706651,0.0320811196299619,-0.0538663314429985,-0.0172940717058185,-0.0928824693773958,0.0567823913302546,0.0237079717323248,0.0339826887274684,-0.00813174223354687,-0.075048386524674,-0.0518081438571003,0.0727564999535991,-0.0149914495784877,0.0246326078011418,-0.0284276707103311,-0.00555830850154474,0.0285113165063064,0.0161876322832217,0.00547821627244303,-0.0214189631569559,-0.00365425821155447,-0.00167956277889629,-0.0164660126932787,-0.00750021233578841,-0.0240988575010274,-0.116058649647472,0.0273660263110917,-0.0190936138572356,-0.0372366208645245,-0.0027365726010638,0.0108842164449051
"t9",-0.112250539689291,0.0209631269480037,0.00587841708285497,-0.00307919783760799,0.00221425040954813,-0.00193556679414663,0.151998533917383,-0.0141513849300441,0.033795395309761,-0.0400719509416765,0.094567489774222,-0.189760390713314,0.00751731127486436,-0.072414979614049,0.00209440673237868,-0.000175770811571646,0.00440905279504819,-9.26854502887417e-05,0.00854825559898486,-0.000853795783883784,0.184201842897564,-0.0313802917498294,-1.52895948790816e-16,0.00139837425484932,-0.0111547690260006,7.37379246227696e-05,-0.00135274333239006,-6.39830743607791e-05,0.0577485646582803,-0.169720275728748,0.000925832553628446,-0.000723855358394699,0.00715105392902474,-0.00225761628921727,1.83970791317707e-05,-1.23536477989801e-06,1.82777037851305e-05,0.128529860085912,1.59317650096124e-06,2.19224907943954e-16,-1.85417011946912e-15,4.53611536759949e-16,5.17502004935253e-16,3.77413528678719e-15,1.43932059929613e-15,-0.108091378802092,0.0202953712957956,-0.00012115009157771,0.0331427291419329,-0.0015174544585426,0.000133143245051974,-0.01219266260093,0.460088931766163,0.00157428737597763,-0.000755128352332029,-0.000150334711428241,-0.000718201183632411,-0.404537807270713,-0.0540927757239509,1.06927961350791e-05,-0.0734283796820705,-0.00148132448280634,3.31705515844624e-05,0.000336201468908294,6.8807241204121e-07,-6.21353284964535e-07,0.000459387104242003,0.00116821557053607,0.000150529717997918,2.75017199150384e-06,2.633971341231e-06,0.000109931336586167,-0.122300958177008,1.7123141883294e-06,0.137091037352844,1.00753855358948e-14,0.527554090765382,3.11286808445985e-06,0.0285465545636736,-0.000540225679715555,-8.12700050061925e-05,-8.25811168982093e-07,0.000186233049333972,8.65196182618981e-06,1.06051295928626e-06,0.0264834715738705,-0.329434618073098,-5.40653201913677e-16,1.99345617513491e-15,-1.37611883373968e-15,-1.12454112960086e-15,1.38978267769311e-15,2.4667481987782e-15,8.83237907107594e-17,3.13688570617814e-16,5.84291420589916e-16,4.33341328783981e-16,-2.02160022513386e-15,-1.55835984541463e-15,8.04502331307654e-16,-2.89270292546115e-16,-1.61433940539539e-16,3.25721146128776e-16,-7.35239017356706e-16,-6.75617646773738e-17,5.74693290850248e-16,5.73823629881534e-16,6.29881866341314e-16,5.98777043677175e-16,-7.87854677251227e-16,1.04837765278476e-15,2.49016369648811e-16,1.93140669474617e-16,-2.5106796040528e-16,3.14305126989481e-16,-1.13128133545375e-15,9.73279091313242e-17,-6.80390406757232e-16,5.06607350262869e-16,-4.38215225135392e-16,1.25572411893795e-15,-9.5041418756149e-16,-4.25746189812697e-16,-7.98111431909226e-17,6.5280882387046e-16,-2.44697519070412e-16,1.36458655728125e-16,8.37083416417201e-16,-5.14250758417838e-16,-1.16021818235519e-15
"t11",-0.124764811939941,0.0372350531790119,-0.000824077043735993,-0.00144410096252609,0.00152995073003222,-0.00144385549499404,0.123742000401584,-0.0120982065388667,0.0441007622142854,-0.0301219087590202,0.0752082839989828,-0.155186247058704,0.00646309867867106,-0.0628613302514069,0.00191926260095055,-0.000161865971572722,-0.0118580894037018,-9.0965281591264e-05,0.00923558423638831,-0.000949285277826986,0.243904293911031,-0.0574259062814126,-3.71405694260803e-16,-0.0162380130701628,0.0671945765609855,-1.19920232930132e-05,-3.66396069932807e-05,-4.56921784722174e-05,0.0611603331602656,-0.193314654302375,0.00118613772459932,-0.000934763231252157,0.0107402429244893,-0.00382272448657111,3.38337527328853e-05,-2.78487329136939e-06,4.39735450708968e-05,0.318274190883104,9.02460982709586e-05,-3.38293837224268e-16,-2.18897198400143e-16,4.95466271088977e-16,9.45254719560607e-16,6.39628454399106e-15,2.44591952273554e-15,-0.13155911274739,0.0248625181489555,0.000108810961042464,-0.00208995677900367,6.82136580931973e-05,3.76686589382276e-05,-0.00462942996509969,0.344610792813745,0.001386816729716,-0.000670617124028065,-0.000521732930117537,-6.48383686933028e-05,-0.123717701532551,-0.0207945540654589,5.64064111280301e-06,-0.0149501176708527,-0.00189842926294535,6.03580260460073e-05,0.000637058774173904,1.22665722182131e-05,6.15543740546104e-06,-0.00166853338670381,-0.0032683129227693,-0.000377991059921797,-6.34705842629312e-06,-5.70361617355812e-06,-0.000225139618792637,0.0529178584204876,2.50849102988955e-06,-0.180582465282507,-1.16271992596518e-14,-0.375150374734544,-7.17715925724328e-07,-0.00502071586143032,-0.000129781778481786,-2.26918564014698e-05,-2.31058700035845e-07,0.000370445748009955,-5.52953748697711e-05,-5.40703809682941e-06,-0.0459666968239274,0.618100445454752,-3.07037531895611e-16,-1.81290704870618e-15,-1.41489726548552e-15,1.12583111196753e-15,-6.13475632210591e-16,-1.37133775906153e-14,-2.1613966479865e-15,1.99851070122756e-15,3.84923952798463e-17,1.7425661983319e-15,-1.12864222153008e-15,-2.23839339121082e-15,-5.07919304868079e-15,1.556270702292e-15,-3.91472627378936e-15,-2.37997863479849e-15,-2.67954057024729e-15,7.93146410760417e-16,2.00556043904236e-16,4.50670061465774e-16,-9.67661313448908e-16,-3.23710700983272e-15,-2.2444497317153e-15,7.22826721156042e-16,-1.59797860901999e-15,8.25655741304379e-16,-1.44771021950863e-15,-4.93116527449972e-16,2.65327050100439e-15,4.0860122851147e-16,8.13667387104678e-17,-6.74205225453864e-16,-2.91535115897248e-17,-1.32223766183322e-15,-1.13641113959019e-15,-1.89362908721811e-16,-1.14920570484675e-15,-2.10764206013199e-16,2.72905850837896e-15,-1.52096107110773e-15,-1.37669129897917e-15,-4.56288943758006e-16,6.61481917146226e-15
"t12",-0.136813646816964,0.0531890804336682,-0.00751581942842924,0.000215385097898646,0.000806853358549409,-0.000907278624593562,0.0905185361885375,-0.00951777644899663,0.0522815921567432,-0.0185252073827565,0.0513703861028476,-0.110661337942785,0.00491460505162906,-0.0483232262815775,0.001560687497716,-0.000132267553070268,-0.0267543741025956,-7.73992769525991e-05,0.00849366045308513,-0.000891330921347711,0.256626826263188,-0.0710382296936613,2.54086843386532e-16,-0.0300547055921851,0.129681950141257,-9.47910490139342e-05,0.0012884795989753,-1.54883445545835e-05,0.0472379076838732,-0.160654374526105,0.0010842091751152,-0.000859234072783985,0.010821403380041,-0.00408048002249839,3.73697247796443e-05,-3.29754735695926e-06,5.30525319241201e-05,0.387007243880146,0.000138824353892025,-9.95602072045977e-16,2.04848555707016e-15,8.14759033069296e-16,1.1025908444637e-15,4.96479427852378e-15,2.47464065642038e-15,-0.0725415129428029,0.0138388624354444,0.000265785666017305,-0.0357907520192052,0.00160365634528007,-8.89087794266751e-05,0.00692161109418925,-0.112369583903149,-0.000221333586966484,0.000101959772759017,-0.000285115200030257,0.000675709504236826,0.328292304949688,0.0416195195216986,-7.48449204438058e-06,0.0656540839511017,0.000733317416267283,-1.35563826878336e-05,-0.000133828560132518,1.02517151517715e-06,1.11607410281478e-06,-0.000501468521160751,-0.00118720603649247,-0.00014974798926198,-2.69969941923711e-06,-2.56451203732246e-06,-0.000106398261372271,0.119412275136501,-1.89103701901379e-06,-0.0907075794583227,-7.07847667597667e-15,-0.36182111889102,-2.59056364742573e-06,-0.024711941469439,0.000667783609448538,0.000103903623010791,1.0563253802646e-06,-0.000642077934071006,6.8056504780365e-05,6.47370923651571e-06,0.0378783077966021,-0.62137431823769,-2.46226861661505e-15,-5.46513915041142e-16,3.233198110121e-15,-1.21163633227501e-15,8.66902905924956e-16,1.24083951784421e-14,2.25365630223531e-16,-1.70146982648902e-15,-1.46031957366519e-18,-1.78540109774347e-15,-3.68370093664997e-16,1.70849652267571e-15,3.90716907757709e-15,-1.24093074597577e-15,1.68772607612833e-15,1.06966552644888e-15,1.97389823521272e-15,-4.92170771326512e-16,-1.61275281505712e-16,-1.2995677883185e-16,5.04725221640109e-16,2.06995849692597e-15,1.60653622283392e-15,-5.19914378859164e-16,9.34316961244501e-16,-3.20276701809814e-16,1.0100750549199e-15,1.06586482937984e-15,-1.50477315127532e-15,-1.68668028174775e-16,2.06222586014181e-16,-1.79384448142498e-16,7.51689650200665e-16,1.23633414349807e-15,5.50642920537822e-17,2.32725833621017e-16,7.7635338384037e-16,1.40437771989954e-15,-2.06173746374176e-15,6.70067347915627e-16,-2.06719281765973e-16,-9.09460184020454e-17,-3.85205811241796e-15
"t20",-0.148352095925269,0.0686889991862727,-0.0141095028376226,0.00187123355457558,6.32951660396175e-05,-0.0003425094773939,0.0536617114786029,-0.00652255233288928,0.0579437768559912,-0.00591579783801932,0.0244733552062951,-0.0590406646056569,0.002990255171743,-0.0299534355353158,0.00105295176151202,-8.98452457189182e-05,-0.0385577124469927,-5.37540517516149e-05,0.00643730063059657,-0.000689300540764082,0.219918874096881,-0.069270055912617,-6.65651122202098e-16,-0.0368015797651362,0.161556563463256,-0.000154422575588213,0.00229655766436185,1.87536353881719e-05,0.0199272121864605,-0.0812435936872098,0.000651174789345136,-0.000520412083796862,0.00736802628686292,-0.00294273179244963,2.77612506507541e-05,-2.58251361524486e-06,4.20838697005935e-05,0.308595971508239,0.000125756291922569,-6.42607604366492e-16,2.33892282459949e-15,4.10163145298609e-16,3.51434959144296e-16,1.012800637833e-15,9.15395141659624e-16,0.0319583858895791,-0.00586287530844209,0.000244481226743858,-0.0432577418404198,0.00195833361272754,-0.000142074614930156,0.0125103502646103,-0.457994004394014,-0.00160274584904813,0.000769924042329046,0.000283769440667992,0.000507663075685013,0.326039692556811,0.0457593082205407,-9.89769735459033e-06,0.0490912713270942,0.002187366343764,-6.47633586430383e-05,-0.000679571766836022,-1.21233888698878e-05,-6.06573702348633e-06,0.0016558860485781,0.00326141468615954,0.000378300755885826,6.36852676028383e-06,5.73484709655355e-06,0.000226809307417147,-0.0594363424314809,-2.37376003683509e-06,0.203881134873306,1.39718963101094e-14,0.534994782095632,2.60295053101495e-06,0.0238946647080032,-0.000526559163439,-8.09450991387348e-05,-8.22777448315119e-07,0.000419650894805993,-3.91159594693011e-05,-3.61349457391023e-06,-0.00706985915647479,0.33774461001959,6.65513023836784e-17,8.68816668360581e-16,-8.99782755552955e-16,1.3346909647298e-16,5.36312243878301e-17,-6.57356318195612e-15,-3.4742802204179e-16,-9.2050089393312e-16,2.00829677473942e-16,1.40220362934591e-16,2.86506595974523e-16,-1.76859657478893e-16,-4.56704451834091e-16,3.27176995370341e-16,-8.70330327937533e-16,1.36251389760015e-15,3.00278625581939e-17,4.69981461583677e-17,5.7337489274131e-16,1.87702149619321e-16,2.57335558057662e-17,-5.66961202567312e-16,-2.59759163466506e-15,5.75075752075424e-16,4.39507172098695e-16,-7.05415047893363e-16,3.95197560782109e-16,7.05976333501744e-16,-1.9605547645374e-16,-5.13688665212779e-16,4.84441323697205e-16,2.30345841964841e-16,-7.17536711549631e-16,-1.491195811403e-15,1.41842668475596e-15,1.59312938892661e-16,3.19712561203803e-16,1.35799744895619e-16,3.10004666684433e-15,-1.29077390829064e-15,1.48424289538319e-15,6.6088878488506e-16,3.37031970119273e-15
"t77",-0.164969096693006,0.0908685205269596,-0.0234535736162825,0.00418884523737231,-0.000924467878871016,0.000350525212165081,0.0276331612968667,-0.00688055125980677,0.15854379125105,0.0298217759989082,-0.0401047701022492,0.0564544350404775,-0.0010166440411985,0.00807057375162568,-4.57031467990081e-06,-1.11185348059472e-06,-0.0180972462694763,-1.35326544023214e-05,0.00291834511900453,-0.000353577847008552,0.190985513716505,-0.0960135565186425,-6.64676569645714e-16,-0.084055220440016,0.379207486678411,-0.000497640254731775,0.00797403939751915,0.000191882885863759,-0.114356269480441,0.312446176743983,-0.00156174178973925,0.00121592666178515,-0.0115854474116891,0.0037434026775482,-3.1621872699309e-05,2.42856654079951e-06,-3.78537121218421e-05,-0.272681346993615,-7.7520757214106e-05,-1.93063158883363e-16,4.83032755098281e-15,1.57665022192476e-15,8.90567006178316e-16,1.76281226359585e-15,4.65555283106818e-16,-0.0744544941340859,0.0139944060289114,-3.39420657136577e-05,0.00957846246953607,-0.000436016954814565,3.37511851146602e-05,-0.00302644029324315,0.127914213961907,0.000481528120663404,-0.000232256044618467,-0.000185106451958099,0.000170621613421334,0.0806231375897041,0.0104813776113016,-2.24314285742696e-06,-0.116363105296067,1.52887774135806e-05,-2.68029879574541e-07,-2.49171867886726e-06,8.94012041781006e-08,6.54670128878293e-08,-2.49113013548671e-05,-5.69770954346824e-05,-7.11326119317603e-06,-1.27464380555571e-07,-1.20670120239854e-07,-4.9956370108715e-06,0.00587418864979712,-1.05630310420196e-07,-0.00212009367303018,5.07178184153131e-16,-0.00697150656902057,-3.71477864021987e-08,-0.000342334398148347,7.59339678613495e-06,1.16694607546825e-06,1.18615244058453e-08,-5.99694194532987e-06,6.3420687006373e-07,6.60529288163797e-08,0.00128258078869586,-0.00451883839096363,-0.00942323838118116,0.0725147822447453,-0.0642226203727307,0.0171331190023496,-0.0193207454214828,-0.133506081097559,0.0674082244646582,-0.115921805418021,-0.0299422212539074,-0.0515015306711374,0.141558885523369,0.16480342346909,0.167282388975632,0.0475207684111596,0.0348399860253216,0.224601463374967,0.0586826587683534,-0.0307270043276601,0.0685070678006267,-0.050790400483974,0.0156921280347525,0.0629201557240151,-0.0372501806459175,0.0168957515155488,0.128396429164821,-0.140800517234201,0.0485888850103038,0.0353504436427279,-0.0840236956031857,-0.02864803437057,0.0525949071623846,-0.0104436652426266,-0.0547998183042536,-0.0672611446032125,0.176881787840549,-0.00847496744915972,0.129573193989873,0.0572356432323251,0.202232904356136,-0.029725798482844,0.207514275151416,0.112725743650468,0.310947614202057
"t78",-0.164969096693006,0.0908685205269595,-0.0234535736162825,0.00418884523737226,-0.000924467878871904,0.000350525212164906,0.0276331612968669,-0.00688055125980637,0.15854379125105,0.0298217759989087,-0.0401047701022494,0.0564544350404771,-0.00101664404119841,0.00807057375162523,-4.57031467974642e-06,-1.11185348081362e-06,-0.0180972462694756,-1.35326544022443e-05,0.00291834511900462,-0.000353577847008495,0.190985513716508,-0.0960135565186425,-4.6165847519927e-16,-0.0840552204400154,0.379207486678409,-0.000497640254731622,0.00797403939751888,0.000191882885863926,-0.114356269480441,0.312446176743981,-0.00156174178973923,0.00121592666178525,-0.0115854474116894,0.00374340267754832,-3.16218726989969e-05,2.42856653992874e-06,-3.78537121217535e-05,-0.272681346993611,-7.75207572139749e-05,-2.98399132570648e-16,3.7369975561006e-15,9.64964280419723e-16,8.25824220375548e-16,2.03510140704308e-15,5.51049988622022e-16,-0.0744544941340834,0.0139944060289103,-3.39420657133028e-05,0.00957846246953355,-0.000436016954813276,3.37511851144072e-05,-0.00302644029324146,0.127914213961899,0.000481528120663237,-0.000232256044618505,-0.0001851064519582,0.000170621613417375,0.0806231375897051,0.0104813776113008,-2.24314285693384e-06,-0.116363105296075,1.5288777412283e-05,-2.68029879366774e-07,-2.49171868160725e-06,8.94012028736089e-08,6.54670135355926e-08,-2.49113013555138e-05,-5.69770954331932e-05,-7.11326119308609e-06,-1.27464382397188e-07,-1.20670120658596e-07,-4.99563700968593e-06,0.00587418864978274,-1.05630309656246e-07,-0.00212009367303403,-7.4655115654499e-16,-0.0069715065690179,-3.71477853267108e-08,-0.000342334398141575,7.59339678653632e-06,1.1669460731776e-06,1.1861527239367e-08,-5.99694194536185e-06,6.3420686963464e-07,6.60529192412037e-08,0.00128258078869,-0.00451883839095892,0.00942323838117933,-0.0725147822447455,0.064222620372732,-0.01713311900235,0.0193207454214839,0.133506081097563,-0.0674082244646595,0.115921805418021,0.0299422212539079,0.0515015306711381,-0.141558885523371,-0.164803423469093,-0.167282388975633,-0.0475207684111598,-0.0348399860253229,-0.224601463374969,-0.0586826587683543,0.03072700432766,-0.0685070678006267,0.0507904004839745,-0.0156921280347526,-0.0629201557240159,0.0372501806459166,-0.0168957515155484,-0.128396429164823,0.140800517234201,-0.0485888850103046,-0.0353504436427279,0.084023695603187,0.0286480343705706,-0.0525949071623851,0.0104436652426264,0.0547998183042539,0.0672611446032128,-0.176881787840551,0.00847496744915952,-0.129573193989874,-0.0572356432323243,-0.202232904356136,0.0297257984828434,-0.207514275151417,-0.112725743650469,-0.310947614202056
