"accepted_species","trait_ARD"
"t12","1"
"t43","0"
"t44","1"
"t110","0"
"t111","0"
"t45","1"
"t100","0"
"t101","0"
"t55","1"
"t41",NA
"t39","0"
"t69","0"
"t70","1"
"t54","1"
"t53","1"
"t35","1"
"t32",NA
"t116","0"
"t117","0"
"t68","0"
"t76",NA
"t77","0"
"t57","0"
"t20","0"
"t96","0"
"t97","0"
"t5","0"
"t104","0"
"t105","0"
"t124","0"
"t125","0"
"t126","0"
"t13","1"
"t80","0"
"t81","0"
"t66","0"
"t56","1"
"t52","1"
"t27","1"
"t28","1"
"t87",NA
"t88","0"
"t50","1"
"t40","1"
"t6",NA
"t7","0"
"t8","0"
"t60","1"
"t61","0"
"t114","0"
"t115","0"
"t94",NA
"t95","1"
"t49","1"
"t71","0"
"t72",NA
"t106","0"
"t107",NA
"t82","0"
"t59","0"
"t74","1"
"t75","0"
"t102","1"
"t103","1"
"t98",NA
"t99","0"
"t30","0"
"t31","0"
"t25","1"
"t21","0"
"t22","0"
"t73","0"
"t85","0"
"t86","0"
"t26","0"
"t9","1"
"t64","0"
"t65","0"
"t46","0"
"t1","1"
"t120","0"
"t121","0"
"t79","0"
"t67","1"
"t92","1"
"t93","0"
"t89","1"
"t42","1"
"t122","1"
"t123","1"
"t4","1"
"t18",NA
"t19","1"
"t29","1"
"t90","1"
"t91","1"
"t38","0"
"t62","1"
"t63","0"
"t118","1"
"t119","1"
"t78","0"
"t33","1"
"t34","0"
"t47","0"
"t48","0"
"t36","0"
"t37","1"
"t83","0"
"t84","0"
"t23",NA
"t24","1"
"t16","1"
"t17","1"
"t10","0"
"t11","1"
"t3","1"
"t58","1"
"t112","1"
"t113","1"
"t15",NA
"t108","0"
"t109","0"
"t51",NA
"t14","0"
"t2","1"
