"","t1","t3","t7","t9","t12","t13","t14","t18","t19","t78","t144","t145","t130","t131","t39","t59","t95","t100","t101","t127","t135","t136","t53","t98","t99","t159","t160","t73","t132","t133","t103","t77","t44","t60","t119","t120","t80","t28","t104","t105","t157","t158","t114","t163","t164","t177","t178","t109","t36","t57","t58","t89","t169","t170","t165","t156","t123","t124","t65","t86","t87","t50","t42","t15","t16","t30","t147","t148","t113","t45","t43","t46","t47","t66","t67","t61","t62","t17","t173","t179","t180","t121","t122","t64","t23","t24","t21","t29","t116","t117","t81","t102","t110","t111","t168","t175","t176","t174","t151","t91","t141","t142","t54","t55","t68","t118","t139","t140","t22","t82","t161","t162","t51","t52","t48","t49","t32","t128","t129","t152","t153","t35","t38","t181","t182","t94","t76","t166","t167","t106","t125","t126","t84","t85","t63","t40","t41","t26","t27","t34","t146","t149","t150","t90","t93","t171","t172","t143","t56","t69","t96","t97","t88","t107","t108","t74","t75","t33","t112","t134","t154","t155","t92","t79","t70","t71","t72","t37","t137","t138","t115","t83","t31","t25","t20","t8","t5","t6","t10","t11","t4","t2"
"t1",0,2.951877177,5.99758548075,5.46642445115,6.26665751995,6.24659983355,6.60548226035,7.66697496516,8.26501006015,14.35251853464,15.98109443364,15.98109443364,15.98109443364,15.98109443364,12.86538127974,14.19795637294,15.98109443364,15.98109443363,15.16891598073,15.98109443354,15.98109443354,15.98109443354,15.98109443334,15.01761639634,15.98109443334,15.98109443334,15.98109443334,15.37000147484,15.98109443354,15.98109443354,15.98109443334,15.98109443324,15.98109443314,15.98109443414,15.98109443324,15.98109443324,14.78885782094,12.16598373864,15.98109443364,15.98109443364,15.98109443384,15.98109443384,15.98109443324,15.98109443324,15.98109443324,15.98109443323,15.98109443323,15.63445149374,14.20599732394,15.98109443394,13.61795945744,15.98109443375,15.98109443401,15.98109443401,15.98109443398,15.98109443405,15.98109443395,15.98109443395,15.98109443335,15.98109443305,14.48416973385,14.88493983894,13.59864941124,6.64678564614,7.30477960324,12.76944012214,15.98109443304,15.98109443304,15.12869812744,15.74445272754,15.98109443294,14.73222236688,13.34002160598,14.00482118518,15.98109443348,13.85082849478,15.81560059648,8.94990712834,15.98109443387,15.98109443386,15.98109443386,15.98109443384,15.98109443384,14.43155579354,10.96147047654,11.73938693894,10.34759274994,13.19710511584,15.57298097714,15.98109443304,14.96769411618,15.47881751148,15.98109443258,15.98109443258,15.98109443258,15.98109443262,15.98109443262,15.98109443262,15.98109443258,15.90324941654,15.98109443324,15.98109443324,15.00930461346,15.98109443346,15.98109443344,15.98109443314,15.98109443304,15.98109443304,11.27928679914,15.9810944342,15.981094434,15.981094434,15.9810944338,13.34312807282,14.2160931096,13.8119108359,12.63054363654,15.98109443344,15.98109443344,15.98109443354,15.98109443354,13.05777358344,13.52801510374,15.981094434226,15.981094434226,15.98109443394,15.084806591578,15.981094434178,15.981094434178,15.981094433778,15.532135335178,15.408422556878,15.981094433678,15.981094433678,15.04193767024,14.64280056704,14.37347436904,12.66265100554,13.72422320964,12.84796092084,15.82751276524,15.73790199675,15.98109443307,15.98109443324,15.98109443364,15.98109443312,15.98109443312,15.98109443314,13.62525875374,13.77790314049,15.98109443344,15.98109443344,15.98109443434,15.25761652314,15.98109443374,14.12694342594,15.98109443384,14.85518721404,15.98109443344,15.98109443334,15.98109443344,15.98109443344,15.74818730334,15.98109443384,14.68465646664,13.86857797037,14.44083855247,13.92674977494,15.98109443344,15.98109443344,15.98109443344,15.98109443374,15.43071061674,11.43433992574,11.11057273214,6.28099941655,4.67365015565,3.80328352055,6.29227565465,6.38198194655,4.8195122525,5.9858445585
"t3",2.951877177,0,4.50708075875,3.97591972915,4.77615279795,4.75609511155,5.11497753835,6.17647024316,6.77450533815,12.86201381264,14.49058971164,14.49058971164,14.49058971164,14.49058971164,11.37487655774,12.70745165094,14.49058971164,14.49058971163,13.67841125873,14.49058971154,14.49058971154,14.49058971154,14.49058971134,13.52711167434,14.49058971134,14.49058971134,14.49058971134,13.87949675284,14.49058971154,14.49058971154,14.49058971134,14.49058971124,14.49058971114,14.49058971214,14.49058971124,14.49058971124,13.29835309894,10.67547901664,14.49058971164,14.49058971164,14.49058971184,14.49058971184,14.49058971124,14.49058971124,14.49058971124,14.49058971123,14.49058971123,14.14394677174,12.71549260194,14.49058971194,12.12745473544,14.49058971175,14.49058971201,14.49058971201,14.49058971198,14.49058971205,14.49058971195,14.49058971195,14.49058971135,14.49058971105,12.99366501185,13.39443511694,12.10814468924,5.15628092414,5.81427488124,11.27893540014,14.49058971104,14.49058971104,13.63819340544,14.25394800554,14.49058971094,13.24171764488,11.84951688398,12.51431646318,14.49058971148,12.36032377278,14.32509587448,7.45940240634,14.49058971187,14.49058971186,14.49058971186,14.49058971184,14.49058971184,12.94105107154,9.47096575454,10.24888221694,8.85708802794,11.70660039384,14.08247625514,14.49058971104,13.47718939418,13.98831278948,14.49058971058,14.49058971058,14.49058971058,14.49058971062,14.49058971062,14.49058971062,14.49058971058,14.41274469454,14.49058971124,14.49058971124,13.51879989146,14.49058971146,14.49058971144,14.49058971114,14.49058971104,14.49058971104,9.78878207714,14.4905897122,14.490589712,14.490589712,14.4905897118,11.85262335082,12.7255883876,12.3214061139,11.14003891454,14.49058971144,14.49058971144,14.49058971154,14.49058971154,11.56726886144,12.03751038174,14.490589712226,14.490589712226,14.49058971194,13.594301869578,14.490589712178,14.490589712178,14.490589711778,14.041630613178,13.917917834878,14.490589711678,14.490589711678,13.55143294824,13.15229584504,12.88296964704,11.17214628354,12.23371848764,11.35745619884,14.33700804324,14.24739727475,14.49058971107,14.49058971124,14.49058971164,14.49058971112,14.49058971112,14.49058971114,12.13475403174,12.28739841849,14.49058971144,14.49058971144,14.49058971234,13.76711180114,14.49058971174,12.63643870394,14.49058971184,13.36468249204,14.49058971144,14.49058971134,14.49058971144,14.49058971144,14.25768258134,14.49058971184,13.19415174464,12.37807324837,12.95033383047,12.43624505294,14.49058971144,14.49058971144,14.49058971144,14.49058971174,13.94020589474,9.94383520374,9.62006801014,4.79049469455,3.18314543365,2.31277879855,4.80177093265,4.89147722455,3.3290075305,8.2521997645
"t7",5.99758548075,4.50708075875,0,3.2983581964,4.0985912652,4.0785335788,4.4374160056,5.49890871041,6.0969438054,12.18445227989,13.81302817889,13.81302817889,13.81302817889,13.81302817889,10.69731502499,12.02989011819,13.81302817889,13.81302817888,13.00084972598,13.81302817879,13.81302817879,13.81302817879,13.81302817859,12.84955014159,13.81302817859,13.81302817859,13.81302817859,13.20193522009,13.81302817879,13.81302817879,13.81302817859,13.81302817849,13.81302817839,13.81302817939,13.81302817849,13.81302817849,12.62079156619,9.99791748389,13.81302817889,13.81302817889,13.81302817909,13.81302817909,13.81302817849,13.81302817849,13.81302817849,13.81302817848,13.81302817848,13.46638523899,12.03793106919,13.81302817919,11.44989320269,13.813028179,13.81302817926,13.81302817926,13.81302817923,13.8130281793,13.8130281792,13.8130281792,13.8130281786,13.8130281783,12.3161034791,12.71687358419,11.43058315649,4.47871939139,5.13671334849,10.60137386739,13.81302817829,13.81302817829,12.96063187269,13.57638647279,13.81302817819,12.56415611213,11.17195535123,11.83675493043,13.81302817873,11.68276224003,13.64753434173,6.78184087359,13.81302817912,13.81302817911,13.81302817911,13.81302817909,13.81302817909,12.26348953879,8.79340422179,9.57132068419,8.17952649519,11.02903886109,13.40491472239,13.81302817829,12.79962786143,13.31075125673,13.81302817783,13.81302817783,13.81302817783,13.81302817787,13.81302817787,13.81302817787,13.81302817783,13.73518316179,13.81302817849,13.81302817849,12.84123835871,13.81302817871,13.81302817869,13.81302817839,13.81302817829,13.81302817829,9.11122054439,13.81302817945,13.81302817925,13.81302817925,13.81302817905,11.17506181807,12.04802685485,11.64384458115,10.46247738179,13.81302817869,13.81302817869,13.81302817879,13.81302817879,10.88970732869,11.35994884899,13.813028179476,13.813028179476,13.81302817919,12.916740336828,13.813028179428,13.813028179428,13.813028179028,13.364069080428,13.240356302128,13.813028178928,13.813028178928,12.87387141549,12.47473431229,12.20540811429,10.49458475079,11.55615695489,10.67989466609,13.65944651049,13.569835742,13.81302817832,13.81302817849,13.81302817889,13.81302817837,13.81302817837,13.81302817839,11.45719249899,11.60983688574,13.81302817869,13.81302817869,13.81302817959,13.08955026839,13.81302817899,11.95887717119,13.81302817909,12.68712095929,13.81302817869,13.81302817859,13.81302817869,13.81302817869,13.58012104859,13.81302817909,12.51659021189,11.70051171562,12.27277229772,11.75868352019,13.81302817869,13.81302817869,13.81302817869,13.81302817899,13.26264436199,9.26627367099,8.94250647739,4.1129331618,3.6444575011,3.0430001626,5.5319922967,5.6216985886,4.20156757425,11.29790806825
"t9",5.46642445115,3.97591972915,3.2983581964,0,2.1870752196,2.1670175332,2.52589996,3.58739266481,4.1854277598,10.27293623429,11.90151213329,11.90151213329,11.90151213329,11.90151213329,8.78579897939,10.11837407259,11.90151213329,11.90151213328,11.08933368038,11.90151213319,11.90151213319,11.90151213319,11.90151213299,10.93803409599,11.90151213299,11.90151213299,11.90151213299,11.29041917449,11.90151213319,11.90151213319,11.90151213299,11.90151213289,11.90151213279,11.90151213379,11.90151213289,11.90151213289,10.70927552059,8.08640143829,11.90151213329,11.90151213329,11.90151213349,11.90151213349,11.90151213289,11.90151213289,11.90151213289,11.90151213288,11.90151213288,11.55486919339,10.12641502359,11.90151213359,9.53837715709,11.9015121334,11.90151213366,11.90151213366,11.90151213363,11.9015121337,11.9015121336,11.9015121336,11.901512133,11.9015121327,10.4045874335,10.80535753859,9.51906711089,2.56720334579,3.22519730289,8.68985782179,11.90151213269,11.90151213269,11.04911582709,11.66487042719,11.90151213259,10.65264006653,9.26043930563,9.92523888483,11.90151213313,9.77124619443,11.73601829613,4.87032482799,11.90151213352,11.90151213351,11.90151213351,11.90151213349,11.90151213349,10.35197349319,6.88188817619,7.65980463859,6.26801044959,9.11752281549,11.49339867679,11.90151213269,10.88811181583,11.39923521113,11.90151213223,11.90151213223,11.90151213223,11.90151213227,11.90151213227,11.90151213227,11.90151213223,11.82366711619,11.90151213289,11.90151213289,10.92972231311,11.90151213311,11.90151213309,11.90151213279,11.90151213269,11.90151213269,7.19970449879,11.90151213385,11.90151213365,11.90151213365,11.90151213345,9.26354577247,10.13651080925,9.73232853555,8.55096133619,11.90151213309,11.90151213309,11.90151213319,11.90151213319,8.97819128309,9.44843280339,11.901512133876,11.901512133876,11.90151213359,11.005224291228,11.901512133828,11.901512133828,11.901512133428,11.452553034828,11.328840256528,11.901512133328,11.901512133328,10.96235536989,10.56321826669,10.29389206869,8.58306870519,9.64464090929,8.76837862049,11.74793046489,11.6583196964,11.90151213272,11.90151213289,11.90151213329,11.90151213277,11.90151213277,11.90151213279,9.54567645339,9.69832084014,11.90151213309,11.90151213309,11.90151213399,11.17803422279,11.90151213339,10.04736112559,11.90151213349,10.77560491369,11.90151213309,11.90151213299,11.90151213309,11.90151213309,11.66860500299,11.90151213349,10.60507416629,9.78899567002,10.36125625212,9.84716747459,11.90151213309,11.90151213309,11.90151213309,11.90151213339,11.35112831639,7.35475762539,7.03099043179,3.1500196486,3.1132964715,2.511839133,5.0008312671,5.090537559,3.67040654465,10.76674703865
"t12",6.26665751995,4.77615279795,4.0985912652,2.1870752196,0,1.3857075068,1.7445899336,3.30477839981,3.9028134948,9.99032196929,11.61889786829,11.61889786829,11.61889786829,11.61889786829,8.50318471439,9.83575980759,11.61889786829,11.61889786828,10.80671941538,11.61889786819,11.61889786819,11.61889786819,11.61889786799,10.65541983099,11.61889786799,11.61889786799,11.61889786799,11.00780490949,11.61889786819,11.61889786819,11.61889786799,11.61889786789,11.61889786779,11.61889786879,11.61889786789,11.61889786789,10.42666125559,7.80378717329,11.61889786829,11.61889786829,11.61889786849,11.61889786849,11.61889786789,11.61889786789,11.61889786789,11.61889786788,11.61889786788,11.27225492839,9.84380075859,11.61889786859,9.25576289209,11.6188978684,11.61889786866,11.61889786866,11.61889786863,11.6188978687,11.6188978686,11.6188978686,11.618897868,11.6188978677,10.1219731685,10.52274327359,9.23645284589,2.28458908079,2.94258303789,8.40724355679,11.61889786769,11.61889786769,10.76650156209,11.38225616219,11.61889786759,10.37002580153,8.97782504063,9.64262461983,11.61889786813,9.48863192943,11.45340403113,4.58771056299,11.61889786852,11.61889786851,11.61889786851,11.61889786849,11.61889786849,10.06935922819,6.59927391119,7.37719037359,5.98539618459,8.83490855049,11.21078441179,11.61889786769,10.60549755083,11.11662094613,11.61889786723,11.61889786723,11.61889786723,11.61889786727,11.61889786727,11.61889786727,11.61889786723,11.54105285119,11.61889786789,11.61889786789,10.64710804811,11.61889786811,11.61889786809,11.61889786779,11.61889786769,11.61889786769,6.91709023379,11.61889786885,11.61889786865,11.61889786865,11.61889786845,8.98093150747,9.85389654425,9.44971427055,8.26834707119,11.61889786809,11.61889786809,11.61889786819,11.61889786819,8.69557701809,9.16581853839,11.618897868876,11.618897868876,11.61889786859,10.722610026228,11.618897868828,11.618897868828,11.618897868428,11.169938769828,11.046225991528,11.618897868328,11.618897868328,10.67974110489,10.28060400169,10.01127780369,8.30045444019,9.36202664429,8.48576435549,11.46531619989,11.3757054314,11.61889786772,11.61889786789,11.61889786829,11.61889786777,11.61889786777,11.61889786779,9.26306218839,9.41570657514,11.61889786809,11.61889786809,11.61889786899,10.89541995779,11.61889786839,9.76474686059,11.61889786849,10.49299064869,11.61889786809,11.61889786799,11.61889786809,11.61889786809,11.38599073799,11.61889786849,10.32245990129,9.50638140502,10.07864198712,9.56455320959,11.61889786809,11.61889786809,11.61889786809,11.61889786839,11.06851405139,7.07214336039,6.74837616679,3.9502527174,3.9135295403,3.3120722018,5.8010643359,5.8907706278,4.47063961345,11.56698010745
"t13",6.24659983355,4.75609511155,4.0785335788,2.1670175332,1.3857075068,0,0.933209392,3.28472071341,3.8827558084,9.97026428289,11.59884018189,11.59884018189,11.59884018189,11.59884018189,8.48312702799,9.81570212119,11.59884018189,11.59884018188,10.78666172898,11.59884018179,11.59884018179,11.59884018179,11.59884018159,10.63536214459,11.59884018159,11.59884018159,11.59884018159,10.98774722309,11.59884018179,11.59884018179,11.59884018159,11.59884018149,11.59884018139,11.59884018239,11.59884018149,11.59884018149,10.40660356919,7.78372948689,11.59884018189,11.59884018189,11.59884018209,11.59884018209,11.59884018149,11.59884018149,11.59884018149,11.59884018148,11.59884018148,11.25219724199,9.82374307219,11.59884018219,9.23570520569,11.598840182,11.59884018226,11.59884018226,11.59884018223,11.5988401823,11.5988401822,11.5988401822,11.5988401816,11.5988401813,10.1019154821,10.50268558719,9.21639515949,2.26453139439,2.92252535149,8.38718587039,11.59884018129,11.59884018129,10.74644387569,11.36219847579,11.59884018119,10.34996811513,8.95776735423,9.62256693343,11.59884018173,9.46857424303,11.43334634473,4.56765287659,11.59884018212,11.59884018211,11.59884018211,11.59884018209,11.59884018209,10.04930154179,6.57921622479,7.35713268719,5.96533849819,8.81485086409,11.19072672539,11.59884018129,10.58543986443,11.09656325973,11.59884018083,11.59884018083,11.59884018083,11.59884018087,11.59884018087,11.59884018087,11.59884018083,11.52099516479,11.59884018149,11.59884018149,10.62705036171,11.59884018171,11.59884018169,11.59884018139,11.59884018129,11.59884018129,6.89703254739,11.59884018245,11.59884018225,11.59884018225,11.59884018205,8.96087382107,9.83383885785,9.42965658415,8.24828938479,11.59884018169,11.59884018169,11.59884018179,11.59884018179,8.67551933169,9.14576085199,11.598840182476,11.598840182476,11.59884018219,10.702552339828,11.598840182428,11.598840182428,11.598840182028,11.149881083428,11.026168305128,11.598840181928,11.598840181928,10.65968341849,10.26054631529,9.99122011729,8.28039675379,9.34196895789,8.46570666909,11.44525851349,11.355647745,11.59884018132,11.59884018149,11.59884018189,11.59884018137,11.59884018137,11.59884018139,9.24300450199,9.39564888874,11.59884018169,11.59884018169,11.59884018259,10.87536227139,11.59884018199,9.74468917419,11.59884018209,10.47293296229,11.59884018169,11.59884018159,11.59884018169,11.59884018169,11.36593305159,11.59884018209,10.30240221489,9.48632371862,10.05858430072,9.54449552319,11.59884018169,11.59884018169,11.59884018169,11.59884018199,11.04845636499,7.05208567399,6.72831848039,3.930195031,3.8934718539,3.2920145154,5.7810066495,5.8707129414,4.45058192705,11.54692242105
"t14",6.60548226035,5.11497753835,4.4374160056,2.52589996,1.7445899336,0.933209392,0,3.64360314021,4.2416382352,10.32914670969,11.95772260869,11.95772260869,11.95772260869,11.95772260869,8.84200945479,10.17458454799,11.95772260869,11.95772260868,11.14554415578,11.95772260859,11.95772260859,11.95772260859,11.95772260839,10.99424457139,11.95772260839,11.95772260839,11.95772260839,11.34662964989,11.95772260859,11.95772260859,11.95772260839,11.95772260829,11.95772260819,11.95772260919,11.95772260829,11.95772260829,10.76548599599,8.14261191369,11.95772260869,11.95772260869,11.95772260889,11.95772260889,11.95772260829,11.95772260829,11.95772260829,11.95772260828,11.95772260828,11.61107966879,10.18262549899,11.95772260899,9.59458763249,11.9577226088,11.95772260906,11.95772260906,11.95772260903,11.9577226091,11.957722609,11.957722609,11.9577226084,11.9577226081,10.4607979089,10.86156801399,9.57527758629,2.62341382119,3.28140777829,8.74606829719,11.95772260809,11.95772260809,11.10532630249,11.72108090259,11.95772260799,10.70885054193,9.31664978103,9.98144936023,11.95772260853,9.82745666983,11.79222877153,4.92653530339,11.95772260892,11.95772260891,11.95772260891,11.95772260889,11.95772260889,10.40818396859,6.93809865159,7.71601511399,6.32422092499,9.17373329089,11.54960915219,11.95772260809,10.94432229123,11.45544568653,11.95772260763,11.95772260763,11.95772260763,11.95772260767,11.95772260767,11.95772260767,11.95772260763,11.87987759159,11.95772260829,11.95772260829,10.98593278851,11.95772260851,11.95772260849,11.95772260819,11.95772260809,11.95772260809,7.25591497419,11.95772260925,11.95772260905,11.95772260905,11.95772260885,9.31975624787,10.19272128465,9.78853901095,8.60717181159,11.95772260849,11.95772260849,11.95772260859,11.95772260859,9.03440175849,9.50464327879,11.957722609276,11.957722609276,11.95772260899,11.061434766628,11.957722609228,11.957722609228,11.957722608828,11.508763510228,11.385050731928,11.957722608728,11.957722608728,11.01856584529,10.61942874209,10.35010254409,8.63927918059,9.70085138469,8.82458909589,11.80414094029,11.7145301718,11.95772260812,11.95772260829,11.95772260869,11.95772260817,11.95772260817,11.95772260819,9.60188692879,9.75453131554,11.95772260849,11.95772260849,11.95772260939,11.23424469819,11.95772260879,10.10357160099,11.95772260889,10.83181538909,11.95772260849,11.95772260839,11.95772260849,11.95772260849,11.72481547839,11.95772260889,10.66128464169,9.84520614542,10.41746672752,9.90337794999,11.95772260849,11.95772260849,11.95772260849,11.95772260879,11.40733879179,7.41096810079,7.08720090719,4.2890774578,4.2523542807,3.6508969422,6.1398890763,6.2295953682,4.80946435385,11.90580484785
"t18",7.66697496516,6.17647024316,5.49890871041,3.58739266481,3.30477839981,3.28472071341,3.64360314021,0,0.67361895601,9.9679043865,11.5964802855,11.5964802855,11.5964802855,11.5964802855,8.4807671316,9.8133422248,11.5964802855,11.59648028549,10.78430183259,11.5964802854,11.5964802854,11.5964802854,11.5964802852,10.6330022482,11.5964802852,11.5964802852,11.5964802852,10.9853873267,11.5964802854,11.5964802854,11.5964802852,11.5964802851,11.596480285,11.596480286,11.5964802851,11.5964802851,10.4042436728,7.7813695905,11.5964802855,11.5964802855,11.5964802857,11.5964802857,11.5964802851,11.5964802851,11.5964802851,11.59648028509,11.59648028509,11.2498373456,9.8213831758,11.5964802858,9.2333453093,11.59648028561,11.59648028587,11.59648028587,11.59648028584,11.59648028591,11.59648028581,11.59648028581,11.59648028521,11.59648028491,10.09955558571,10.5003256908,9.2140352631,2.262171498,2.9201654551,8.384825974,11.5964802849,11.5964802849,10.7440839793,11.3598385794,11.5964802848,10.34760821874,8.95540745784,9.62020703704,11.59648028534,9.46621434664,11.43098644834,4.5652929802,11.59648028573,11.59648028572,11.59648028572,11.5964802857,11.5964802857,10.0469416454,6.5768563284,7.3547727908,5.9629786018,8.8124909677,11.188366829,11.5964802849,10.58307996804,11.09420336334,11.59648028444,11.59648028444,11.59648028444,11.59648028448,11.59648028448,11.59648028448,11.59648028444,11.5186352684,11.5964802851,11.5964802851,10.62469046532,11.59648028532,11.5964802853,11.596480285,11.5964802849,11.5964802849,6.894672651,11.59648028606,11.59648028586,11.59648028586,11.59648028566,8.95851392468,9.83147896146,9.42729668776,8.2459294884,11.5964802853,11.5964802853,11.5964802854,11.5964802854,8.6731594353,9.1434009556,11.596480286086,11.596480286086,11.5964802858,10.700192443438,11.596480286038,11.596480286038,11.596480285638,11.147521187038,11.023808408738,11.596480285538,11.596480285538,10.6573235221,10.2581864189,9.9888602209,8.2780368574,9.3396090615,8.4633467727,11.4428986171,11.35328784861,11.59648028493,11.5964802851,11.5964802855,11.59648028498,11.59648028498,11.596480285,9.2406446056,9.39328899235,11.5964802853,11.5964802853,11.5964802862,10.873002375,11.5964802856,9.7423292778,11.5964802857,10.4705730659,11.5964802853,11.5964802852,11.5964802853,11.5964802853,11.3635731552,11.5964802857,10.3000423185,9.48396382223,10.05622440433,9.5421356268,11.5964802853,11.5964802853,11.5964802853,11.5964802856,11.0460964686,7.0497257776,6.725958584,5.35057016261,5.31384698551,4.71238964701,7.20138178111,7.29108807301,5.87095705866,12.96729755266
"t19",8.26501006015,6.77450533815,6.0969438054,4.1854277598,3.9028134948,3.8827558084,4.2416382352,0.67361895601,0,10.56593948149,12.19451538049,12.19451538049,12.19451538049,12.19451538049,9.07880222659,10.41137731979,12.19451538049,12.19451538048,11.38233692758,12.19451538039,12.19451538039,12.19451538039,12.19451538019,11.23103734319,12.19451538019,12.19451538019,12.19451538019,11.58342242169,12.19451538039,12.19451538039,12.19451538019,12.19451538009,12.19451537999,12.19451538099,12.19451538009,12.19451538009,11.00227876779,8.37940468549,12.19451538049,12.19451538049,12.19451538069,12.19451538069,12.19451538009,12.19451538009,12.19451538009,12.19451538008,12.19451538008,11.84787244059,10.41941827079,12.19451538079,9.83138040429,12.1945153806,12.19451538086,12.19451538086,12.19451538083,12.1945153809,12.1945153808,12.1945153808,12.1945153802,12.1945153799,10.6975906807,11.09836078579,9.81207035809,2.86020659299,3.51820055009,8.98286106899,12.19451537989,12.19451537989,11.34211907429,11.95787367439,12.19451537979,10.94564331373,9.55344255283,10.21824213203,12.19451538033,10.06424944163,12.02902154333,5.16332807519,12.19451538072,12.19451538071,12.19451538071,12.19451538069,12.19451538069,10.64497674039,7.17489142339,7.95280788579,6.56101369679,9.41052606269,11.78640192399,12.19451537989,11.18111506303,11.69223845833,12.19451537943,12.19451537943,12.19451537943,12.19451537947,12.19451537947,12.19451537947,12.19451537943,12.11667036339,12.19451538009,12.19451538009,11.22272556031,12.19451538031,12.19451538029,12.19451537999,12.19451537989,12.19451537989,7.49270774599,12.19451538105,12.19451538085,12.19451538085,12.19451538065,9.55654901967,10.42951405645,10.02533178275,8.84396458339,12.19451538029,12.19451538029,12.19451538039,12.19451538039,9.27119453029,9.74143605059,12.194515381076,12.194515381076,12.19451538079,11.298227538428,12.194515381028,12.194515381028,12.194515380628,11.745556282028,11.621843503728,12.194515380528,12.194515380528,11.25535861709,10.85622151389,10.58689531589,8.87607195239,9.93764415649,9.06138186769,12.04093371209,11.9513229436,12.19451537992,12.19451538009,12.19451538049,12.19451537997,12.19451537997,12.19451537999,9.83867970059,9.99132408734,12.19451538029,12.19451538029,12.19451538119,11.47103746999,12.19451538059,10.34036437279,12.19451538069,11.06860816089,12.19451538029,12.19451538019,12.19451538029,12.19451538029,11.96160825019,12.19451538069,10.89807741349,10.08199891722,10.65425949932,10.14017072179,12.19451538029,12.19451538029,12.19451538029,12.19451538059,11.64413156359,7.64776087259,7.32399367899,5.9486052576,5.9118820805,5.310424742,7.7994168761,7.889123168,6.46899215365,13.56533264765
"t78",14.35251853464,12.86201381264,12.18445227989,10.27293623429,9.99032196929,9.97026428289,10.32914670969,9.9679043865,10.56593948149,0,2.2723673542,2.2723673542,2.2723673542,2.2723673542,6.3298705563,7.6624456495,9.4455837102,9.44558371019,8.63340525729,9.4455837101,9.4455837101,9.4455837101,9.4455837099,8.4821056729,9.4455837099,9.6455988727,9.6455988727,9.0345059142,9.6455988729,9.6455988729,9.6455988727,9.6455988726,9.6455988725,9.6455988735,9.6455988726,9.6455988726,8.4533622603,5.830488178,9.645598873,9.645598873,9.6455988732,9.6455988732,9.6455988726,9.6455988726,9.6455988726,9.64559887259,9.64559887259,9.2989559331,7.8705017633,9.6455988733,7.2824638968,9.64559887311,9.64559887337,9.64559887337,9.64559887334,9.64559887341,9.64559887331,9.64559887331,9.64559887271,9.64559887241,8.14867417321,8.5494442783,7.2631538506,8.4245720695,9.0825660266,14.8734546809,18.0851089918,18.0851089918,17.2327126862,17.8484672863,18.0851089917,16.83623692564,15.44403616474,16.10883574394,18.08510899224,15.95484305354,17.91961515524,11.0539216871,18.08510899263,18.08510899262,18.08510899262,18.0851089926,18.0851089926,16.5355703523,13.0654850353,13.8434014977,12.4516073087,15.3011196746,17.6769955359,18.0851089918,17.07170867494,17.58283207024,18.08510899134,18.08510899134,18.08510899134,18.08510899138,18.08510899138,18.08510899138,18.08510899134,18.0072639753,18.085108992,18.085108992,17.11331917222,18.08510899222,18.0851089922,18.0851089919,18.0851089918,18.0851089918,13.3833013579,18.08510899296,18.08510899276,18.08510899276,18.08510899256,15.44714263158,16.32010766836,15.91592539466,14.7345581953,18.0851089922,18.0851089922,18.0851089923,18.0851089923,15.1617881422,15.6320296625,18.085108992986,18.085108992986,18.0851089927,17.188821150338,18.085108992938,18.085108992938,18.085108992538,17.636149893938,17.512437115638,18.085108992438,18.085108992438,17.145952229,16.7468151258,16.4774889278,14.7666655643,15.8282377684,14.9519754796,17.931527324,17.84191655551,18.08510899183,18.085108992,18.0851089924,18.08510899188,18.08510899188,18.0851089919,15.7292733125,15.88191769925,18.0851089922,18.0851089922,18.0851089931,17.3616310819,18.0851089925,16.2309579847,18.0851089926,16.9592017728,18.0851089922,18.0851089921,18.0851089922,18.0851089922,17.8522018621,18.0851089926,16.7886710254,15.97259252913,16.54485311123,16.0307643337,18.0851089922,18.0851089922,18.0851089922,18.0851089925,17.5347251755,13.5383544845,13.2145872909,12.03611373209,11.99939055499,11.39793321649,13.88692535059,13.97663164249,12.55650062814,19.65284112214
