,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,11.786046,3.7461753,6.7370815,4.3756037,4.870144,9.27573,8.026073,3.0417655,4.472258,9.046011,3.975942,5.348686,6.1563787,4.7644253,0.44213697,4.961964,4.5866776,3.3965614
t3,11.829692,3.763108,6.7690125,4.436454,4.8539844,9.358244,7.925754,3.110617,4.3875375,9.155657,3.9477384,5.4237666,6.195158,4.818101,0.41096365,5.025369,4.554158,3.3403554
t7,11.850187,3.6776414,6.6258492,4.4409924,4.9730654,9.344306,7.929637,3.1112547,4.426848,9.115382,3.9149344,5.420692,6.1888084,4.8301897,0.40023178,5.003925,4.6179314,3.3536367
t9,11.980133,3.752123,6.25902,4.640852,5.122528,9.545949,7.674465,3.297538,4.3364215,9.207607,3.8000839,5.558668,6.1959286,4.981043,0.33102688,5.2185683,4.8469677,3.302883
t12,12.060826,3.7410014,6.0986814,4.7270594,5.2134633,9.667253,7.557726,3.417055,4.2726583,9.257548,3.7401876,5.6581764,6.1800222,5.049148,0.27166447,5.3171,4.963611,3.2875106
t13,12.023974,3.7567616,6.1678834,4.701746,5.173168,9.611059,7.615908,3.3603864,4.3112364,9.225392,3.7555134,5.603032,6.1950617,5.029501,0.29806352,5.277167,4.9134927,3.2819152
t14,11.9884405,3.7978368,6.1967936,4.670987,5.1840715,9.575185,7.6085157,3.3204815,4.319674,9.22182,3.7844899,5.5603895,6.190837,5.001631,0.3310726,5.288498,4.882439,3.2967365
t18,11.974484,3.8913817,6.18599,4.7887177,5.2364507,9.617353,7.58637,3.3813267,4.340049,9.1300955,3.6836123,5.5508075,6.2039614,5.1000686,0.3415572,5.3658266,4.9016457,3.1907794
t19,12.028183,3.7099817,6.2852626,4.662511,5.081786,9.569732,7.7114277,3.346662,4.299366,9.229112,3.8099968,5.627424,6.2068887,4.975306,0.2733991,5.1931524,4.864033,3.3298664
t78,-5.5042458,5.054647,1.1327688,6.394305,5.549187,8.639286,6.6254883,3.1889913,2.4652405,6.187757,4.750857,7.654442,5.9559064,4.5114946,3.4418716,6.585277,6.1238403,6.063536
t144,-5.2818403,5.122574,1.3040311,6.444044,5.7518783,8.786628,6.7313857,3.320495,2.5139897,6.187539,4.7662196,7.756292,6.1540465,4.4647527,3.4002702,6.7357264,6.2592483,5.959986
t145,-5.3100476,5.1160774,1.2643107,6.481981,5.684376,8.751136,6.6932683,3.2972708,2.448886,6.1660275,4.7793374,7.7240405,6.092777,4.4636846,3.418589,6.717878,6.191919,5.974591
t130,-5.349649,5.1204367,1.2315446,6.4663863,5.6429996,8.698112,6.65367,3.2942636,2.4562511,6.2040806,4.770123,7.683026,6.06617,4.501334,3.460378,6.605004,6.1650414,6.0381937
t131,-5.331432,5.0849404,1.2753892,6.423338,5.712597,8.715003,6.6637454,3.2876165,2.4821832,6.1254187,4.792429,7.706014,6.1235037,4.4544454,3.373729,6.6652164,6.2531877,5.912391
t39,-5.692226,4.9823055,0.99134994,6.3477163,5.3710585,8.550887,6.587728,3.05519,2.444868,6.2296367,4.7114835,7.61526,5.7783246,4.553917,3.4786255,6.5541058,5.987929,6.1775274
t59,-5.4571724,5.083043,1.1856575,6.436078,5.5778556,8.486259,6.4360065,3.262102,2.3645363,6.0319166,4.8596888,7.5686426,6.022473,4.456098,3.3768854,6.32257,6.162382,5.945481
t95,-5.250107,5.2488914,1.4053895,6.603382,5.8205357,8.515791,6.3718624,3.516126,2.2596614,5.7998624,5.0673375,7.6070747,6.247669,4.411221,3.3408415,6.2107315,6.349917,5.772997
t100,-5.20095,5.137862,1.4048306,6.5086465,5.806548,8.446014,6.334935,3.4437518,2.3083334,5.8726716,4.964761,7.513147,6.289422,4.3214073,3.2368002,6.129447,6.3508725,5.6680512
t101,-5.2598524,5.12069,1.352478,6.483791,5.748244,8.428897,6.346493,3.4017718,2.3456042,5.9204593,4.9356103,7.5205684,6.220455,4.3763566,3.2833292,6.1667504,6.3042617,5.7630024
t127,-5.2132654,5.1996884,1.4468727,6.5636415,5.827793,8.457447,6.3050222,3.5200508,2.2877064,5.8084445,5.0379205,7.540693,6.270949,4.368393,3.3003972,6.1168456,6.387447,5.7174973
t135,-5.214676,5.2179933,1.420141,6.565032,5.811352,8.419568,6.2617383,3.5133085,2.2451491,5.786436,5.0576653,7.5287695,6.283144,4.351221,3.2778962,6.0795894,6.356782,5.6760902
t136,-5.2541714,5.251991,1.3717161,6.565254,5.763118,8.384348,6.2140107,3.5057433,2.1984036,5.756273,5.094788,7.531856,6.249523,4.340132,3.2604206,6.04568,6.3077908,5.6883593
t53,-5.1601777,5.13424,1.428713,6.4970026,5.8456125,8.426863,6.3774915,3.449376,2.3818877,5.9215546,4.934086,7.531234,6.3256354,4.321441,3.208782,6.2002044,6.374297,5.69396
t98,-5.335738,5.1523213,1.31074,6.5091996,5.701692,8.463095,6.3710356,3.384308,2.3103027,5.914622,4.9546943,7.5737677,6.145265,4.364866,3.2889807,6.241636,6.267397,5.8252964
t99,-5.1310124,5.1392765,1.4533814,6.5247116,5.864037,8.421199,6.3828096,3.4407964,2.3394103,5.865434,4.968974,7.5665607,6.3439975,4.264194,3.1630316,6.238666,6.397955,5.6656327
t159,-5.792831,5.629245,0.801984,6.154627,5.6534276,9.389224,7.209417,3.3810973,2.8297498,6.7753463,4.3656907,8.555807,5.632033,4.9148903,3.6166651,7.3671136,6.0353675,6.809163
t160,-5.8016963,5.6564436,0.7742646,6.1416855,5.6756377,9.441649,7.243832,3.3820922,2.8681512,6.795247,4.3387,8.609742,5.5717845,4.981168,3.659079,7.435799,6.0004025,6.8803663
t73,-5.785076,5.5806856,0.8389551,6.2122254,5.665378,9.285567,7.0831823,3.4251134,2.7358298,6.6245275,4.3505445,8.490516,5.56039,4.9466667,3.6008866,7.2646184,6.070615,6.801036
t132,-5.7922525,5.7002897,0.7771233,6.135969,5.661369,9.447467,7.2543077,3.4543543,2.867362,6.744032,4.3203964,8.638932,5.52716,4.9605856,3.6690595,7.3840656,6.0825677,6.914732
t133,-5.787864,5.6486235,0.804804,6.1487136,5.6770077,9.410236,7.20277,3.3956764,2.8233347,6.762977,4.3411756,8.581654,5.607141,4.9513116,3.6174922,7.3806024,6.0318027,6.832829
t103,-5.7623463,5.599412,0.8412331,6.200955,5.6837163,9.344669,7.1177177,3.4196901,2.7591422,6.67829,4.346092,8.533244,5.5963554,4.9572897,3.594011,7.336506,6.046161,6.8151746
t77,-5.746518,5.6733675,0.85543823,6.1979704,5.7303057,9.423865,7.183034,3.4773588,2.764665,6.7227545,4.2911158,8.6241255,5.606422,4.9513717,3.5853426,7.394929,6.0808096,6.8625093
t44,-5.778112,5.6696267,0.8224201,6.151502,5.6931114,9.434225,7.219716,3.4094117,2.8030646,6.788766,4.3250785,8.6048155,5.6503367,4.9192405,3.5856686,7.3858223,6.0520554,6.8181148
t60,-5.716743,5.439594,0.83404386,6.164286,5.5368977,9.346759,7.2247066,3.1698713,2.7960055,6.850332,4.4987793,8.341413,5.8121753,4.7294188,3.5429182,7.313059,5.952813,6.632621
t119,-5.70157,5.433264,0.8342818,6.1540055,5.524321,9.360298,7.254996,3.1388655,2.803828,6.884821,4.5137563,8.330271,5.834988,4.7045717,3.531883,7.315287,5.9519153,6.610827
t120,-5.746822,5.4879484,0.8152513,6.152036,5.5647364,9.3701935,7.2331977,3.1982777,2.7957494,6.8478403,4.4528074,8.393068,5.773406,4.7756763,3.5490468,7.330173,5.9717045,6.674211
t80,-5.829452,5.0672603,0.8624182,6.2620683,5.328584,8.751944,6.7893972,3.0152767,2.5718644,6.427856,4.593627,7.7906547,5.6444845,4.657005,3.550468,6.7976665,5.931205,6.4016247
t28,-5.7365527,4.974731,0.92564476,6.2970686,5.3381248,8.599422,6.6499705,3.0135307,2.4878,6.2942634,4.6486263,7.5630755,5.7244225,4.6093965,3.5363057,6.571775,5.9794297,6.248739
t104,-5.6266217,5.512378,0.8468267,6.016723,5.59056,9.587677,7.388252,2.9572105,2.7732174,7.1779966,4.4238515,8.422965,6.0155873,4.657361,3.3751085,7.542417,5.790641,6.59445
t105,-5.6359878,5.475865,0.84905446,6.035891,5.571338,9.562589,7.3719687,2.9470477,2.7620897,7.1648674,4.4276023,8.392911,6.042738,4.6532784,3.370635,7.5238667,5.784244,6.5707417
t157,-5.5817437,5.468511,0.90107805,6.04767,5.5306892,9.607513,7.371414,2.967565,2.8263414,7.189663,4.382358,8.349874,6.0758367,4.5918283,3.406565,7.5798893,5.7912407,6.568284
t158,-5.596876,5.471746,0.8959987,6.0685124,5.520462,9.607263,7.359439,3.0043828,2.835794,7.156162,4.3735747,8.357904,6.0484076,4.6159406,3.433434,7.5829496,5.8109803,6.6087894
t114,-5.461813,5.5904346,0.95951337,5.9302235,5.595824,9.681041,7.41163,2.8604217,2.8738737,7.3402734,4.3716965,8.334625,6.1799197,4.4900537,3.3792408,7.636327,5.7802253,6.4925346
t163,-5.489893,5.5447636,0.86071575,5.935971,5.509779,9.659543,7.408444,2.866038,2.7834585,7.2899084,4.302088,8.328687,6.1214848,4.493943,3.3542452,7.6142607,5.791476,6.4850006
t164,-5.5267053,5.556336,0.9210472,5.9211946,5.5786643,9.770144,7.506298,2.7990181,2.82989,7.4268575,4.3690057,8.409194,6.1920176,4.549154,3.301607,7.7237825,5.68896,6.5451307
t177,-5.5200434,5.5738263,0.98721385,5.952877,5.628644,9.715484,7.4424505,2.8649611,2.8900213,7.3730397,4.4178467,8.3930025,6.1783586,4.555001,3.3645487,7.6731143,5.7333293,6.5529275
t178,-5.4909267,5.6096964,0.9376045,5.9062624,5.611382,9.668191,7.4078155,2.8891573,2.8460968,7.3302183,4.3719454,8.407803,6.121402,4.529107,3.368912,7.625344,5.780801,6.5290008
t109,-5.4447327,5.588782,0.9810154,5.8966427,5.5528307,9.750198,7.469801,2.7698195,2.8964567,7.4138327,4.3397074,8.302888,6.254024,4.465036,3.3486366,7.696437,5.7479825,6.4693394
t36,-5.7929435,5.0038114,0.9413587,6.338354,5.3376045,8.637557,6.6988626,3.027921,2.5101829,6.3379736,4.6679325,7.6815934,5.690547,4.5881867,3.4960656,6.6901875,5.958569,6.3021293
t57,-6.4600625,4.6447277,0.5474257,6.0975256,4.757453,8.339755,6.580145,2.5593514,2.5434213,6.482673,4.436359,7.305177,5.1237636,4.8292074,3.7152388,6.4965506,5.6136823,6.5400677
t58,-5.772669,4.967679,0.91966766,6.3055162,5.315364,8.593645,6.654412,2.996542,2.4884195,6.3055673,4.6524115,7.606409,5.697099,4.6011558,3.5232143,6.615003,5.949179,6.2667885
t89,-6.5008683,4.586691,0.57249236,5.8804164,4.7112913,8.261787,6.3909817,2.3996804,2.6265304,6.441478,4.470071,7.161218,5.0765934,4.8723364,3.7729874,6.410061,5.457542,6.574378
