,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,10.499381,4.1843767,4.411022,4.32752,4.406014,6.067349,4.19258,3.6586943,2.4608474,6.600989,3.74966,4.1592135,6.4192066,5.577912,6.3506336,6.770632,4.996618,4.877226,6.306064
t2,10.5291815,4.1970525,4.4200926,4.3562493,4.433272,6.096115,4.1806374,3.634337,2.482934,6.5853033,3.783971,4.1626115,6.414042,5.5445495,6.324186,6.7378993,4.9656014,4.910355,6.28544
t3,10.480076,4.0275817,4.4270563,4.277343,4.3410225,6.012708,4.1855073,3.5828483,2.4756339,6.605321,3.7073476,4.1376843,6.437267,5.639939,6.3168063,6.7782583,4.915164,4.9577556,6.3240557
t4,10.572545,4.52295,4.48002,4.454457,4.5443554,6.175443,4.0486193,3.680157,2.581416,6.5091767,3.9259522,4.233045,6.350538,5.407645,6.3097153,6.658696,4.9350114,4.9306717,6.1845894
t5,10.650415,4.5595727,4.5526814,4.491945,4.566402,6.228317,3.961019,3.726253,2.5849862,6.434623,3.9822335,4.300571,6.2879977,5.355099,6.250588,6.588391,4.9918675,4.879261,6.1734457
t6,10.606391,4.5068164,4.5193815,4.4471784,4.5292735,6.1824136,4.009098,3.706184,2.5472193,6.473044,3.9340074,4.26322,6.3196936,5.4019437,6.2760105,6.6307597,4.9904356,4.888158,6.206978
t7,10.428663,3.4322886,4.217365,4.1927385,4.2196507,5.9345565,4.5911922,3.415894,2.380793,6.8608828,3.4517643,3.9416034,6.6243668,5.8873706,6.431447,7.02933,4.8727574,4.977608,6.454765
t8,10.473155,3.9978757,4.3387284,4.2945743,4.3453145,6.0307536,4.286452,3.5318925,2.4872723,6.6863036,3.6623883,4.061178,6.5119348,5.6668725,6.362349,6.8283033,4.895798,4.980773,6.3290195
t9,10.516473,3.9296205,4.3756986,4.31111,4.3655415,6.0631013,4.2966933,3.5873246,2.4794497,6.646806,3.6648455,4.1060386,6.462168,5.660099,6.318892,6.8094616,4.9495916,4.932767,6.326328
t10,10.325909,3.3164408,4.1247373,4.250446,4.1593313,5.997425,4.608124,3.421983,2.3821516,6.92476,3.3937342,3.8462222,6.7552,5.9118633,6.5235524,7.1019278,4.9001102,4.9684,6.5869303
t11,10.520088,4.041958,4.3737206,4.3340187,4.4038057,6.0708985,4.243659,3.5536468,2.5241692,6.6472654,3.7171392,4.0960135,6.476438,5.60899,6.324741,6.774763,4.8874717,4.987795,6.2742386
t12,10.512128,4.017928,4.3467264,4.329927,4.3951473,6.0650873,4.2729673,3.528197,2.5335233,6.676453,3.6941652,4.0669065,6.504439,5.6292815,6.33486,6.7930236,4.8689613,5.0072675,6.2732615
t13,10.9498005,5.5364656,4.814141,4.888273,4.856416,6.609489,3.5039494,4.0042725,2.8065145,6.053808,4.5029526,4.615739,5.9684625,4.8569355,6.103447,6.3116198,5.166811,4.7128644,6.0346284
t14,10.326035,3.2678914,4.115127,4.246451,4.1397023,5.998408,4.623552,3.4119108,2.3889554,6.9453897,3.3839245,3.8185155,6.773679,5.921279,6.5356936,7.1082673,4.893781,4.995763,6.5915236
t15,10.302812,3.2077506,4.0448346,4.1874094,4.207835,5.8957872,4.717719,3.384681,2.4045541,6.8693204,3.3200867,3.8614287,6.7140384,6.0167,6.441181,7.0783896,4.96608,4.9464355,6.579729
t16,10.436867,2.4604468,3.9290073,4.061494,4.118,5.7493005,5.0951605,3.3597865,2.4002073,6.9146686,3.2435498,3.7636535,6.716783,6.1063676,6.341834,7.137335,4.986303,5.0359144,6.6375074
t17,10.331427,2.894236,4.006722,4.1466117,4.1389294,5.8601637,4.8256674,3.3334372,2.413259,6.944291,3.271065,3.7710385,6.7611794,6.0798464,6.4640512,7.112872,4.9444656,5.0392833,6.5807977
