,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,6.064952,8.463424,-0.0037847909,0.24068123,8.215619,0.05321787,6.007141,-0.13637139,4.050646,5.615178,4.2465143,-0.13551463,-0.07478369,5.6348786,0.015164608,0.00029078123,-0.15068592,-0.44502947,-0.5578
t2,5.9273033,8.30467,-0.0007323235,0.23399575,7.9769754,0.049968712,5.9386797,-0.13589306,3.9738584,5.266983,4.011754,-0.12977986,-0.07206499,5.366126,0.0136304945,0.0002941747,-0.14846487,-0.44909197,-0.5259572
t3,4.7895207,4.3659854,-0.04045634,0.143868,4.117627,0.053467195,5.125998,-0.07423681,2.8544216,5.8772283,3.1135273,-0.11875519,-0.014405487,6.232507,0.021579977,0.5879479,-0.080637276,-0.5185416,-0.47699803
t4,5.583308,12.735233,0.23529392,0.36765504,11.7223215,0.03979573,3.9844723,-0.17807591,2.6201034,0.7074717,5.004634,-0.02255015,-0.16177629,0.30696902,0.013714158,0.0031084795,-0.17196743,1.9616272,-0.21599312
t5,4.6271544,11.21768,0.42536262,0.33031204,10.342651,0.027194694,2.666227,-0.1655902,1.9142443,-0.035493232,4.6142254,0.24803835,-0.15508114,-0.014619511,0.011363104,0.003277054,-0.14444202,2.9816217,-0.05735883
t6,6.8426604,14.160356,0.12521811,0.39852834,13.44326,0.051187746,5.065846,-0.18470883,3.367478,2.3211238,5.7348514,-0.06313681,-0.17955892,1.5417506,0.019583857,0.0028052167,-0.19651042,0.6616995,-0.35707697
t7,6.5171437,3.4357772,-0.043381546,0.16489315,4.355805,0.07369742,6.3743806,1.9951574,2.3121228,9.861484,6.816906,-0.15037334,-0.012285136,11.541108,0.06238433,3.9391437,-0.07535776,-1.008823,-0.5634175
t8,5.0646243,4.653884,-0.061552543,0.14337225,4.2920847,0.060904037,5.4384756,-0.091968715,3.1078146,5.935907,3.1179664,-0.12694643,-0.019301195,6.276923,0.020875124,0.26239294,-0.06943156,-0.49996755,-0.5027862
t9,5.1791673,4.8335643,-0.05743224,0.15006115,4.497164,0.061471127,5.5353045,-0.0890315,3.1529288,6.0888386,3.299922,-0.12866966,-0.021769546,6.4428344,0.021979678,0.34780622,-0.07392084,-0.51721394,-0.5117018
t10,6.5230017,1.3436725,-0.08935431,0.16533346,3.0082693,0.08376668,6.6231585,3.4637456,1.5457286,11.344038,7.8563695,-0.17045574,0.2885785,13.780742,0.07875518,5.596027,-0.03332697,-1.13016,-0.5640179
t11,5.0463734,4.2671275,-0.06657839,0.13102828,2.4484208,0.048018422,4.8185506,-0.13300008,2.8509269,4.706035,0.9438808,-0.12452832,-0.0019572845,4.233939,0.008891303,0.00044384162,-0.018606026,-0.271841,-0.42056295
t12,4.9867115,4.0821743,-0.06826851,0.12636404,2.2161834,0.04656736,4.7526865,-0.13304022,2.7861016,4.6064706,0.76415133,-0.122784466,0.048396938,4.1497064,0.007942006,0.00048892864,-0.014571484,-0.2561962,-0.4109388
t13,6.0088034,17.163279,1.6716709,0.5116079,16.521883,0.03792422,1.5129656,-0.2098238,1.0831733,-0.09383322,7.350657,1.7997187,-0.2848023,-0.07051103,0.027101157,0.004429185,-0.20535849,4.952641,1.0037284
t14,5.817481,0.013031062,-0.10352945,0.14879504,1.8617568,0.08332503,6.183293,4.040467,0.81616235,11.1983385,8.002781,-0.16178067,0.48548123,13.934772,0.08183449,6.1834636,-0.009949063,-1.1088066,-0.51472527
t15,5.9390597,0.17354524,-0.10026136,0.15281016,2.0246892,0.08362197,6.2801237,4.091007,0.8782833,11.314385,8.128239,-0.16278616,0.4495099,14.067998,0.08273048,6.2237105,-0.014304441,-1.1273825,-0.52283764
t16,4.9300947,-0.036252715,-0.14627054,0.1302386,0.070822775,0.07222383,4.884059,4.321616,0.89743364,10.317148,6.8293223,-0.1707662,-0.021071365,11.726005,0.08521608,5.8043084,3.0736048,-0.8928885,-0.40235162
