,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t1,-2.0777342,2.7667234,-0.01066174,-1.039995,-1.1158392,-0.065950565,1.5546317,-0.7391083,-0.15013552,-0.0075393124,-2.991362,22.189796,-0.07884172,-0.16189936,-0.06709686,4.9423685,7.354972,10.540791,-0.23671778,-0.8664149,-0.8984857,2.2615159,-0.052332997
t2,-1.7749561,4.8543987,1.2496225,-0.8490511,-0.92322797,-0.011760961,-0.12324974,-0.53056794,-0.082210004,-0.005774576,-1.9608604,18.504887,0.21333638,-0.037703995,-0.18972766,5.0459266,3.3479862,6.5920167,-0.25041565,-0.31663764,-0.5714133,3.3748357,-0.067104094
t3,-2.06213,5.888332,1.4606344,-1.0009414,-1.0696467,-0.01122664,-0.19959478,-0.62443185,-0.0920826,-0.0076072905,-2.3009288,21.865929,0.2196998,-0.0376339,-0.20811951,5.8339167,3.8151505,7.680753,-0.29949313,-0.3514984,-0.6623951,3.7352126,-0.07367372
t4,-2.1239214,7.8864384,1.9654077,-1.0584568,-1.2169273,0.8826127,-0.28050697,-0.60893023,-0.0418752,-0.0005784326,-2.1480196,23.381931,0.40022084,-0.07797009,-0.2915492,6.4141264,3.041244,7.9801173,-0.33207768,-0.08057379,-0.63409656,3.7048342,-0.113542795
t5,-1.7833937,5.2826657,1.9988463,-0.8383502,-0.8416898,-0.02052566,-0.34785625,-0.46662638,-0.06549813,-0.010657535,-1.8585206,18.480946,-0.02163267,-0.017043179,-0.1573748,5.293739,2.7431335,6.200036,-0.26523662,-0.31213987,-0.55451244,3.667856,0.35166723
t6,-1.8218627,5.690083,1.0642622,-0.92187476,-0.96438617,0.45409128,-0.28324622,-0.6261261,-0.11216585,-0.0049540186,-1.8976047,19.533993,1.4209992,1.3845966,-0.26666576,5.822059,1.8234217,5.5071707,-0.28023034,-0.18119414,-0.46028936,4.4856586,-0.19842689
t7,-1.8498905,7.9345746,2.74884,-0.9092116,-1.0752155,0.9976561,-0.20915304,-0.4744841,-0.05363431,1.6254889,-1.6305969,18.65915,0.2689169,-0.04499427,-0.30544755,5.82261,1.573563,6.3895226,-0.27342358,0.8314399,-0.44825572,3.4960396,-0.21058182
t8,-1.839528,5.71428,1.0602283,-0.9433937,-0.9753365,0.40678102,-0.2847319,-0.6507062,-0.11963851,-0.005402367,-1.940274,19.914433,1.460689,1.4550327,-0.2695127,5.919901,1.7675188,5.5735984,-0.28690597,-0.19522075,-0.47025064,4.507865,-0.20812164
t9,-1.0843046,6.07258,1.8868908,-0.5243448,-0.68142694,1.7996168,-0.18477638,-0.16612855,0.82010376,1.6193382,-0.770389,11.91864,-0.0073309005,-0.04474053,-0.19255508,4.308051,0.0117533915,4.2102003,-0.17598623,1.306624,-0.22004718,2.6107337,-0.1535215
t10,-1.4958584,-0.14767966,-0.058200844,-0.8140039,-0.757787,-0.18036854,0.45839828,-0.64805794,-0.23030981,-0.009854868,-2.9840498,15.673162,-0.13836265,-0.30199337,1.0258328,2.041156,10.871145,12.3594265,-0.060193114,-1.3946991,-0.9291753,-0.6183936,-0.23762433
t11,-1.4868954,-0.15750597,-0.059806947,-0.8132187,-0.7530753,-0.18398213,0.3946409,-0.65168756,-0.23268239,-0.010060769,-2.9933674,15.591762,-0.13534842,-0.30401808,1.06337,1.9824328,10.97581,12.432117,-0.056705218,-1.4093363,-0.9284548,-0.6506792,-0.24454853
t12,-1.1836216,-0.22639146,-0.06497742,-0.7106966,-0.5984763,-0.18954118,0.7949625,-0.63883406,-0.19319011,-0.009145482,-2.5579052,12.045183,-0.04162291,-0.28416762,1.323678,1.1529862,10.459251,11.250791,-0.015188838,-1.2387499,-0.7773753,-0.8122468,-0.36801094
t13,-1.47964,-0.17184852,-0.06165125,-0.8180239,-0.74828833,-0.19234808,0.29135433,-0.6595272,-0.23803772,-0.009870606,-3.0201452,15.4775915,-0.13041914,-0.31476492,1.0668582,1.8649318,11.2803335,12.687804,-0.050086882,-1.4375774,-0.93346196,-0.7191953,-0.27280146
t14,-1.4724642,-0.16296323,-0.051643215,-0.98831314,-0.8384729,-0.06884697,9.04976,-1.0376403,-0.065113835,-0.001827333,-2.498064,17.007092,1.4283144,-0.2116387,0.40724716,2.599723,7.7267137,8.989332,-0.17093697,-0.6751277,-0.7962567,0.964399,-0.063440874
t15,-1.1971613,6.055082,2.290844,-0.601448,-0.69055474,0.9569656,-0.01680537,-0.2728749,0.6815971,0.770271,-0.8875873,12.751371,-0.022961544,-0.041622367,-0.20666072,4.270103,0.04523642,4.6503577,-0.2203366,1.1343361,-0.20972252,3.3749423,-0.20661016
t16,-1.7961639,7.5949826,2.0753956,-0.8555246,-1.008559,0.70927477,-0.13257314,-0.46120438,0.5749243,0.23599249,-1.5841966,18.585693,-0.015136539,-0.049688123,-0.3054048,5.1717362,1.0383537,6.585866,-0.3059521,0.4513101,-0.33017313,3.9526832,-0.27710328
t17,-1.7654696,7.275281,2.3952801,-0.9015023,-1.0194818,0.50903356,-0.1887613,-0.46842197,-0.011268345,0.28747335,-1.5944579,18.653767,-0.018158646,-0.047952056,-0.29485115,5.499224,1.281359,6.642855,-0.29816726,0.42220777,-0.3746765,3.8198009,-0.2567127
t18,-0.24175829,-0.5477869,-0.048768647,-0.69699377,4.7273755,-0.32519707,2.8355372,-0.5745281,6.7782774,-0.016105555,-0.98633283,-0.16607466,6.116347,-0.113487124,5.438872,-0.12303624,16.674812,8.726995,3.3515158,-0.4217194,-0.33681098,-0.95158213,1.5680609
t19,-1.2380992,6.208118,1.9993339,-0.663619,-0.7781527,0.9193499,-0.09191947,-0.29966804,0.4522512,0.6559382,-1.0239891,13.867998,-0.019643424,-0.04847122,-0.23537125,4.5054307,0.39523858,5.0100737,-0.23358057,0.9262515,-0.22816452,3.1621659,-0.23267141
t20,-1.0332905,8.963209,0.16219309,-0.6685426,-1.0587608,5.0989027,-0.44643262,-0.28525,2.6781118,-0.00066105096,-0.72522426,19.79683,1.4768461,-0.24658579,-0.30239964,4.6581507,1.3746576,5.2014356,-0.29210693,2.5636852,-0.4638068,0.58505094,1.229449
t21,-1.0274664,-0.34930778,-0.082618006,-0.7158952,-0.49279794,-0.25300723,0.41621134,-0.7254077,-0.1772208,-0.008146748,-2.5186133,9.347405,0.5632203,-0.35033917,1.7764515,-0.009570678,12.470394,12.372991,1.4134717,-1.3346825,-0.7000933,-1.4481361,-0.6517232
t22,-1.1273955,-0.3459628,-0.06937832,-0.94687366,-0.6366071,-0.062374067,11.591526,-1.1459782,0.087171815,-0.0020135166,-2.1156857,13.93257,3.2849736,-0.24103728,1.3005981,1.2253067,7.715634,7.3715076,-0.13188024,-0.5212621,-0.67912227,-0.0024038057,-0.0056805946
t23,-0.80030215,9.109637,-0.00066636514,-0.5989343,-1.0068312,5.843239,-0.4438101,-0.21116479,3.3451018,-0.00058838463,-0.4244053,18.956833,1.7286879,-0.272815,-0.28595418,4.345603,0.96081775,4.753846,-0.2812068,3.2207468,-0.42881322,0.21041976,1.5532875
t24,-1.6271627,9.477699,4.6049123,-0.8247903,-1.0644876,1.3329808,-0.030469142,-0.35679412,-0.10718113,5.155825,-1.1685053,13.714338,0.3231651,-0.02185186,-0.27029896,6.09618,0.73786646,5.24718,-0.19608045,2.9328969,-0.3573743,2.698292,-0.4333276
t25,-0.49275145,6.3677897,3.8178341,-0.2747786,-0.34208295,1.8199725,0.86861235,2.111256,1.9370222,5.799465,1.5931224,4.1141143,0.9748785,-0.05170899,-0.14736472,2.428743,-0.084549226,1.5816253,-0.06367613,2.9315262,-0.14416218,3.11356,-0.30431867
t26,-1.04941,-0.3718619,-0.072332084,-0.9446991,-0.58461857,-0.07106687,12.080359,-1.1248432,0.45388532,-0.0017232308,-1.9978116,13.073531,3.591512,-0.26843354,1.5917307,0.74595535,7.8232565,7.1817894,-0.120554365,-0.47439954,-0.6509913,-0.04984093,-0.027049426
t27,-0.84905744,8.73891,0.09731789,-0.5996358,-0.9966684,5.3973923,-0.41447234,-0.2363618,2.9024246,-0.00057620025,-0.5135346,18.542965,1.5438751,-0.24934782,-0.30024284,4.335395,0.9924807,4.6886086,-0.2787268,2.889975,-0.41447207,0.43801296,1.3881657
t28,-1.1373459,8.359349,4.436106,-0.55270654,-0.798208,2.004447,0.48345572,-0.1657871,-0.030922847,6.107689,-0.54783154,8.822929,0.64200944,-0.009353317,-0.17453057,4.7521462,-0.0001067302,3.115113,-0.12699254,3.1637857,-0.2646919,2.1388655,-0.45391804
