,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t1,8.481414,4.6827497,5.2034683,2.9337113,6.3347626,5.9763136,4.009323,6.9483795,7.5579233,5.459143,4.6654143,3.492142,4.680684,6.68945,3.4926732,5.593029,5.218522,5.8363857,4.3515115,4.108558,6.1197596,5.865699,4.5004587
t2,8.486245,4.885401,5.233975,2.8907735,6.313369,5.9903564,4.0018687,6.8948374,7.590734,5.3648715,4.6842704,3.5313413,4.7586284,6.5720644,3.489428,5.6443343,5.2292247,5.816283,4.322418,4.199666,6.1735315,5.936579,4.5467997
t3,8.5064535,4.779082,5.229063,2.887978,6.3401113,5.962057,3.9877691,6.9379883,7.5877624,5.429501,4.6709967,3.512524,4.7009783,6.6498613,3.4547224,5.6364274,5.228683,5.8513093,4.337327,4.143509,6.1552205,5.8908553,4.507347
t4,8.4684515,4.8782134,5.1315737,2.9065382,6.331325,6.029918,4.0294275,6.9256005,7.6138396,5.374613,4.671676,3.465809,4.734881,6.5888777,3.5129225,5.634939,5.240325,5.7938604,4.268891,4.1936717,6.208549,5.9217725,4.5719857
t5,8.47379,4.9181185,5.2216015,2.8719916,6.32487,6.0201845,3.9894094,6.897455,7.6129446,5.3560333,4.6697326,3.5186934,4.7916784,6.5513496,3.485256,5.664825,5.2511873,5.7969747,4.3146505,4.229169,6.1984625,5.9578915,4.5768003
t6,8.481549,4.9338,5.2372923,2.8291876,6.3425474,6.0299854,3.9555671,6.9097743,7.646885,5.37031,4.6553907,3.5122066,4.821823,6.5564733,3.4509728,5.7051797,5.2746873,5.8029037,4.322088,4.246732,6.226582,5.968397,4.589687
t7,8.455693,4.9597864,5.182883,2.94895,6.293104,6.020418,4.0507636,6.8691554,7.541102,5.3115277,4.698319,3.5438514,4.7632794,6.508879,3.5422297,5.5922694,5.2185807,5.7624264,4.288343,4.232115,6.155097,5.967947,4.582883
t8,8.468032,4.963462,5.1886992,2.9180803,6.2777524,6.0185595,4.036823,6.8544235,7.5659804,5.310536,4.719335,3.549526,4.7961044,6.5105567,3.5254445,5.619086,5.2162642,5.7677007,4.272201,4.2600746,6.1878796,5.992631,4.599157
t9,8.274883,6.2337866,5.367092,3.2734566,5.727293,6.1615295,4.277438,6.227921,7.232404,4.661933,5.0920053,3.907906,5.348892,5.6870427,3.9799051,5.2823977,4.9894104,5.456197,4.158041,4.763688,6.0238914,6.55781,4.913138
t10,8.360489,3.8362525,5.22687,3.2752929,6.385464,5.9371552,4.0671124,7.096517,7.206089,5.926273,4.590706,3.4578815,4.437735,7.1997557,3.6720471,5.243903,5.1466284,5.790699,4.5832443,3.7366543,5.7241054,5.6154313,4.317256
