,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
t1,2.6564343,-1.1553521,-0.0042404733,-0.053443074,-1.2295642,1.1021547,-0.3460314,6.724694,8.915404,1.0032448,-0.6915685,0.21145017,-0.013066617,-0.011202682,-0.16942866,0.06735488,-0.063811764,2.4817464,8.888403,0.43671224,3.8906748,-0.025110913,-0.7890412,0.22061604,-0.3432838,-0.043656517,-0.40971318,0.392177,-0.06952607,-1.142809,0.5600705,9.4916315,-0.028604966
t2,4.5178947,-1.7712806,-0.0041367277,-0.09181048,-2.1682074,1.8014435,-0.6099419,11.061327,15.455271,0.46611255,-1.352571,0.32700965,-0.032072898,-0.10432392,-0.19340806,0.07826916,-0.09817456,5.9136205,13.047638,0.7420704,4.973001,-0.0029685483,-1.3102908,0.47398892,-0.59054375,-0.08695246,-0.81507486,-0.2514783,-0.109432474,-1.8949044,0.965109,16.410154,-0.1351973
t3,4.0632386,-1.5682997,-0.0053131157,-0.08240673,-1.9006078,1.6675462,-0.53053564,9.787047,13.700734,0.64793366,-1.2240559,0.28578416,-0.024133502,-0.10429651,-0.17496277,0.06904193,-0.08509904,5.1476703,11.674574,0.65241295,4.5328608,-0.004802628,-1.1595671,0.41431564,-0.5215263,-0.07240176,-0.7160149,-0.20512865,-0.09090758,-1.6677339,0.86360216,14.457547,-0.10836896
t4,3.6104765,-1.6266836,-0.00020135462,-0.081081696,-1.9417111,1.4932195,-0.5259258,9.932373,13.552869,0.59807587,-1.1121216,0.30345798,-0.028089425,-0.03667608,-0.21102868,0.07507468,-0.08418048,4.713681,11.9298525,0.6559869,4.8638625,-0.008409076,-1.149532,0.3739671,-0.5174367,-0.072773606,-0.67377365,-0.08528404,-0.10511503,-1.6887841,0.8096467,14.455677,-0.091763146
t5,2.5151756,-1.0813756,-0.0003417167,-0.046252914,-1.1460139,1.024349,-0.32505673,6.388053,8.166012,0.97381526,-0.6312241,0.19690138,-0.015777675,0.27249685,-0.16329367,0.051829007,-0.0676127,2.2650497,8.488708,0.41303736,3.6956077,-0.026949868,-0.7185683,0.17797834,-0.3179334,-0.03487099,-0.3933242,0.65823686,-0.05236005,-1.0710781,0.5031425,8.8525505,-0.0051076943
t6,3.8330648,-1.5111704,-0.0040328274,-0.07478529,-1.7827482,1.5749187,-0.49764588,9.380644,12.740659,0.7089995,-1.0816774,0.2756154,-0.03772599,-0.0535096,-0.17850502,0.071644165,-0.08853248,4.5647154,11.364366,0.6212192,4.504006,-0.01719795,-1.0786813,0.36858556,-0.48909506,-0.068314336,-0.6616385,-0.13616286,-0.087465845,-1.5844122,0.78281397,13.50793,-0.087260716
t7,2.9908302,-1.2726059,-0.0012165429,-0.061700765,-1.4124128,1.2439085,-0.38141274,7.6464605,10.015706,0.90986395,-0.8132112,0.23105758,-0.043600935,-0.027874658,-0.17439908,0.059170537,-0.06851972,3.1475468,9.576409,0.4976338,4.177098,-0.016162694,-0.8756183,0.2487521,-0.3836106,-0.046286136,-0.48945576,-0.0021344204,-0.0731368,-1.2746899,0.5942738,10.720162,-0.03612087
t8,3.7465987,-1.4980751,-0.001858871,-0.07371066,-1.7539626,1.5319909,-0.484682,9.162112,12.429908,0.7083449,-1.0525926,0.27256393,-0.044130385,-0.06076439,-0.17829385,0.06872247,-0.080173686,4.3678985,11.161166,0.6063623,4.5164433,-0.015535448,-1.0660588,0.35065314,-0.47731477,-0.06426293,-0.6473469,-0.11858025,-0.09132301,-1.5549233,0.7585677,13.2020645,-0.07727486
t9,2.961156,-1.2912258,0.293307,-0.07130404,-1.7678282,0.84623563,-0.4964634,8.2056875,11.980425,-0.09343816,-1.0791913,0.2620218,-0.005303394,-0.052496478,-0.1412193,0.040599816,-0.043144956,5.909954,8.858157,0.5760698,2.6821184,0.51404583,-0.96041256,0.40128696,-0.473972,-0.06994621,-0.7682781,-0.32852596,-0.09991108,-1.4538469,0.75517213,13.217564,-0.13860637
t10,4.026673,-1.7236794,0.24133106,-0.096262656,-2.388635,1.3335209,-0.6753586,11.178585,16.223814,-0.13148504,-1.4605507,0.33957893,-0.017842801,-0.090838194,-0.17306538,0.048281077,-0.05366662,8.119575,11.788608,0.78014535,3.480556,0.7691745,-1.319906,0.5610727,-0.64233667,-0.09321403,-1.023707,-0.49956426,-0.1121857,-1.9722593,1.0200894,18.077188,-0.1914485
