,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
t1,-1.1650931,4.376037,7.1413436,3.654699,3.6210542,4.467763,3.8815603,4.218008,4.911451,7.3274465,6.441805,5.0421576,5.3705316,4.574691,5.8662605,4.6415844,3.8124828,5.09031,4.811544,3.825655,5.865978,6.8920503,4.904359,5.6908965,3.941365,4.7773247,4.6651335,5.7337747,3.6439228,4.747965,6.55639,2.0497386,5.147221
t2,-1.1638261,4.778493,7.5383654,3.6947474,3.6540098,4.4063363,3.8526418,4.2183833,4.7978716,7.3559723,6.3908315,5.118651,5.410802,4.498218,5.8895054,4.6663637,3.7313087,5.1079793,4.8041887,3.914938,5.8026137,6.966493,4.990207,5.682418,4.0077806,4.7565823,4.710002,5.773616,3.6166337,4.7756643,6.53755,2.0422668,5.2266884
t3,-1.1800251,4.7020802,7.4635816,3.6720295,3.6562867,4.4243956,3.8495317,4.2055383,4.82355,7.3215003,6.4187093,5.0738897,5.403608,4.5037518,5.87796,4.664298,3.7472785,5.1192546,4.8099685,3.8775125,5.8311725,6.9279685,4.9687734,5.6748095,3.9905806,4.753957,4.68725,5.754156,3.6084108,4.757778,6.527721,2.041616,5.2163734
t4,-1.1698198,4.640327,7.4026895,3.6769981,3.6500258,4.4331174,3.8632467,4.2162185,4.8410096,7.322854,6.4208155,5.074574,5.3948636,4.5206738,5.8807206,4.659977,3.764604,5.1176634,4.8103423,3.87043,5.8351765,6.925277,4.9559875,5.684906,3.9798083,4.759549,4.6832147,5.7530985,3.6241674,4.756307,6.5350285,2.0407898,5.195352
t5,-1.1318009,4.35697,7.093592,3.6800704,3.6216283,4.496074,3.932115,4.2777042,4.9270587,7.3243356,6.428929,5.051238,5.357142,4.574558,5.9143224,4.65334,3.8910556,5.0915384,4.8366733,3.7871017,5.9157176,6.85794,4.906954,5.744746,3.8754354,4.7647643,4.6316824,5.7005763,3.7091775,4.7644444,6.5348296,2.0191083,5.073713
t6,-1.1588135,4.640236,7.3974466,3.6805892,3.6630356,4.4449654,3.9006658,4.2443805,4.8257723,7.2923036,6.4398856,5.0482497,5.3834686,4.4887323,5.897025,4.6618657,3.8017666,5.143095,4.8181596,3.8455775,5.8533854,6.901736,4.9759746,5.7072563,3.9579415,4.753441,4.6619925,5.747757,3.661074,4.742182,6.5181046,2.020809,5.16267
t7,-1.1522216,4.5088477,7.263313,3.66868,3.6542578,4.4543986,3.9060209,4.2524366,4.8354235,7.2682295,6.4576297,5.0247526,5.375829,4.49246,5.9051046,4.66742,3.8242478,5.1583686,4.8162746,3.819752,5.8768444,6.874289,4.968821,5.699908,3.9354131,4.7434382,4.655537,5.7355337,3.663583,4.7287207,6.506277,2.0098934,5.1471443
t8,-1.1631954,4.6569386,7.414015,3.6854653,3.660692,4.4417195,3.899367,4.2535825,4.819646,7.307914,6.429627,5.061638,5.3901234,4.4822683,5.908141,4.6722326,3.8012714,5.132388,4.822436,3.8477108,5.860398,6.9004164,4.9813857,5.7108684,3.9506135,4.7425566,4.6634517,5.740175,3.6605988,4.750014,6.509622,2.011855,5.162314
t9,-1.1506075,4.974105,7.7261243,3.6665914,3.6700015,4.3861003,3.8358257,4.2066517,4.7163544,7.31348,6.412027,5.0816026,5.4167395,4.425168,5.891979,4.66566,3.7068348,5.145398,4.7928386,3.9211473,5.793471,6.9610667,5.067196,5.6635714,4.0291915,4.7483025,4.7231393,5.7807984,3.5973673,4.7605467,6.511874,2.0386276,5.271048
t10,-1.1475981,4.962616,7.7166133,3.7099006,3.650382,4.3743773,3.8447611,4.2215624,4.7573485,7.3794293,6.363674,5.1555505,5.422135,4.4795694,5.895554,4.6716847,3.6664715,5.1090407,4.7861466,3.9674103,5.757839,7.0187716,5.0180216,5.6637745,4.0417047,4.7559733,4.7476993,5.813256,3.6057074,4.789865,6.5497937,2.0443695,5.28309
