"accepted_species","trait_BM_trend_scaled"
"t55",1
"t56",1
"t1",1
"t31",1
"t61",1
"t62",1
"t17",1
"t29",NA
"t32",0
"t59",0
"t60",0
"t12",1
"t13",0
"t63",0
"t20",0
"t21",0
"t22",0
"t82",1
"t83",1
"t81",1
"t64",1
"t69",1
"t70",1
"t11",NA
"t86",0
"t87",0
"t53",0
"t54",0
"t34",0
"t84",1
"t97",1
"t98",1
"t96",1
"t88",1
"t89",1
"t73",1
"t19",1
"t24",0
"t85",0
"t92",0
"t93",0
"t80",0
"t37",0
"t35",0
"t65",0
"t66",0
"t45",0
"t49",0
"t50",NA
"t58",0
"t44",0
"t23",0
"t4",NA
"t42",NA
"t43",0
"t10",0
"t18",0
"t15",0
"t6",0
"t5",NA
"t7",0
"t25",NA
"t26",NA
"t94",0
"t95",0
"t79",0
"t90",0
"t91",0
"t9",0
"t16",0
"t41",NA
"t67",0
"t68",0
"t48",0
"t76",0
"t77",0
"t14",0
"t33",0
"t78",0
"t27",0
"t28",0
"t3",0
"t57",0
"t2",0
"t39",0
"t40",0
"t38",0
"t74",0
"t75",0
"t51",0
"t52",0
"t99",0
"t100",0
"t30",0
"t46",0
"t47",0
"t36",NA
"t71",0
"t72",0
"t8",0
