"accepted_species","traits"
"t587",1
"t644",0
"t686",1
"t696",1
"t698",NA
"t702",0
"t747",0
"t749",NA
"t783",0
"t803",0
"t817",0
"t818",0
"t823",1
"t826",1
"t858",0
"t882",1
"t921",0
"t923",1
"t929",NA
"t936",0
"t985",0
"t986",1
"t989",0
"t1005",0
"t1007",0
"t1023",NA
"t1034",NA
"t1036",1
"t1039",1
"t1046",1
"t1048",1
"t1053",0
"t1055",0
"t1064",1
"t1067",0
"t1072",0
"t1080",0
"t1084",NA
"t1098",0
"t1101",0
"t1114",1
"t1116",0
"t1127",1
"t1139",1
"t1145",0
"t1148",0
"t1150",1
"t1152",1
"t1173",0
"t1175",0
"t1181",0
"t1196",1
"t1203",1
"t1207",1
"t1223",1
"t1228",0
"t1233",0
"t1236",0
"t1237",1
"t1238",1
"t1242",0
"t1243",0
"t1244",1
"t1246",1
"t1248",1
"t1263",NA
"t1266",0
"t1271",NA
"t1273",1
"t1275",0
"t1277",1
"t1278",0
"t1280",NA
"t1283",NA
"t1286",0
"t1288",0
"t1290",1
"t1292",0
"t1295",1
"t1301",0
"t1310",0
"t1311",0
"t1316",0
"t1318",1
"t1321",1
"t1322",0
"t1324",1
"t1327",0
"t1328",0
"t1330",1
"t1331",0
"t1335",0
"t1337",0
"t1338",1
"t1339",0
"t1342",0
"t1346",1
"t1349",0
"t1352",1
"t1354",0
"t1362",1
"t1369",0
"t1370",0
"t1373",0
"t1374",1
"t1375",0
"t1382",1
"t1384",0
"t1385",0
"t1386",0
"t1389",0
"t1390",1
"t1393",1
"t1394",0
"t1404",1
"t1409",NA
"t1411",0
"t1412",NA
"t1413",1
"t1415",0
"t1418",1
"t1419",1
"t1420",1
"t1422",NA
"t1424",0
"t1427",0
"t1429",0
"t1430",1
"t1431",NA
"t1441",0
"t1442",0
"t1453",1
"t1454",0
"t1455",0
"t1459",0
"t1463",1
"t1470",0
"t1477",1
"t1491",0
"t1492",0
"t1494",0
"t1495",0
"t1496",0
"t1497",1
"t1498",0
"t1500",1
"t1501",0
"t1507",1
"t1509",0
"t1516",NA
"t1523",0
"t1525",1
"t1530",0
"t1531",1
"t1537",0
"t1539",1
"t1541",0
"t1545",NA
"t1547",NA
"t1551",0
"t1552",1
"t1553",0
"t1556",1
"t1557",1
"t1559",0
"t1562",0
"t1565",1
"t1566",1
"t1567",1
"t1569",0
"t1571",0
"t1572",0
"t1574",0
"t1576",0
"t1578",0
"t1585",1
"t1587",0
"t1589",0
"t1590",0
"t1592",0
"t1597",1
"t1598",0
"t1603",0
"t1605",0
"t1614",1
"t1615",0
"t1617",1
"t1619",0
