,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,1.8571024,-0.019480033,6.8796945,4.4324245,0.4292747,11.902075,-2.5938835,0.05825894,2.383937,-0.028270572,2.6452339,-0.025822781,4.525095,-1.0312418,8.607389,-0.15217522,15.321507,4.165593,-0.105356865,-0.0062179575,-0.5942067
t2,5.072437,0.6292847,5.9110603,3.0065393,1.7085022,10.871386,-1.8531303,0.10927488,0.67926323,-0.018300192,-0.09341951,-0.027873646,4.7385745,-1.0183606,6.3799176,-0.22539611,14.225291,4.690356,-0.021209281,-0.0034243143,-0.6594234
t3,-0.12863894,-0.18161494,6.1900563,4.79693,-0.1498165,7.233399,-1.8486516,1.2718363,2.6231635,-0.066956066,5.7062063,-0.009768908,1.3770752,-0.39366588,5.3395977,0.6209612,8.116375,2.4519746,-0.06961295,-0.0068203444,-0.108929984
t4,-0.0037293928,-0.07751181,6.166377,4.400745,-0.10307827,9.350311,-2.2378666,0.021192057,2.9045787,-0.027875295,3.5776446,-0.01751386,2.9382598,-0.7795801,7.180146,-0.07669062,12.094102,2.8618824,-0.10062028,-0.006682083,-0.38232586
t5,-0.11649805,-0.18710805,11.041836,6.3371925,-0.4275242,7.6783104,-2.0882802,0.0064893113,6.5626383,-0.07716217,1.5988601,-0.018878268,4.838765,-1.0938566,8.238424,0.2808797,13.393552,2.2918139,-0.21576807,-0.013644681,-0.39297366
t6,-0.05195586,-0.06750936,6.3016143,4.8130975,-0.072446704,11.728305,-2.9340544,0.012010161,2.685494,-0.017009372,5.813944,-0.020622091,3.390732,-0.78491557,8.952232,-0.11302825,13.946227,3.8024073,-0.111065894,-0.005619826,-0.4313742
t7,9.773751,0.26476532,4.912673,2.0857668,4.1556544,11.382801,-1.7049738,0.17270517,-0.035779055,-0.08082939,-0.39755297,-0.03547357,6.7082834,-1.2947916,4.8662877,-0.36274856,16.147154,8.178019,2.4708416,-0.0009914874,-0.81247824
t8,0.51301634,-0.019771937,-0.0024449225,-0.002991389,1.0361181,1.594657,-0.040222615,0.034580726,-0.03574078,0.6548679,-0.082698844,-0.0013016973,-0.02157449,-0.023561276,0.78440446,-0.058222204,1.7389826,2.0893557,1.5722318,0.25151992,-0.040618148
t9,-0.21550924,-0.22160299,6.5232153,5.496409,-0.0065407464,10.873775,-2.6245441,1.7797558,1.1373147,-0.058973156,9.650877,-0.0147024905,0.7494704,-0.28493,6.4469666,0.6021822,9.316535,2.99421,-0.05245795,-0.0067841434,-0.108832575
t10,-0.11833719,-0.12729393,6.3130445,5.0111055,-0.078939684,11.456005,-2.959253,0.41403136,2.3200347,-0.023922628,7.7657948,-0.018064762,2.5737772,-0.58543044,8.644285,-0.07868853,12.586552,3.8014224,-0.11132879,-0.0042887633,-0.3236744
t11,-0.12482814,-0.13331166,6.351454,5.0356336,-0.0788778,11.407416,-2.9373806,0.48810154,2.2533343,-0.02413758,7.864108,-0.01771698,2.4608688,-0.5672435,8.541731,-0.074105084,12.400577,3.7638912,-0.110166416,-0.0044662766,-0.31260258
t12,9.593951,-0.043692373,2.870176,1.2321486,4.2083497,10.082571,-1.2605902,0.16910082,-0.055742368,-0.075720556,-0.42081258,-0.029718734,5.9290953,-1.1171985,3.5967891,-0.33810025,13.11378,8.618022,4.0952897,0.21601844,-0.6824668
t13,8.239593,-0.047526073,2.3937569,0.9614148,3.6322088,8.761956,-1.011916,0.14814177,-0.05825242,-0.054529544,-0.37389484,-0.024862638,5.038479,-0.9356078,3.161642,-0.2909912,10.946731,7.609551,3.8486722,0.25182652,-0.5765729
t14,11.409361,-0.07499207,2.9198878,1.3055111,7.0653496,9.698826,-1.1310527,0.18697439,-0.057525974,-0.15399674,-0.56304437,-0.02959159,5.248276,-1.2740763,2.6547363,-0.3622834,16.777927,10.357382,2.8900504,-0.00086802634,-0.7329318
