,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,10.483587,5.7520137,6.30412,5.8012004,4.265185,4.269931,3.790976,4.343546,5.5212283,3.3518677,3.3899317,4.030268,6.274268,4.7399836,6.0671277,6.0471196,5.9388094,4.731999,4.8585505,5.131951,5.564633
t2,10.573048,5.739896,6.3017077,5.7115493,4.173025,4.3888526,3.7107205,4.26469,5.625891,3.4114895,3.487652,4.1171937,6.331603,4.821649,6.003436,6.171203,5.7040424,4.845015,4.9370804,4.918745,5.6213465
t3,10.396988,5.8401647,6.2278824,5.8231206,4.2973614,4.2047477,3.8636577,4.37503,5.43314,3.24831,3.3670833,3.9246578,6.2591414,4.7454696,6.0859213,6.0017624,6.035696,4.661371,4.833102,5.19892,5.5766783
t4,10.45015,5.803536,6.281411,5.8314123,4.2328925,4.2685456,3.7842052,4.322445,5.504161,3.3229709,3.3855498,4.018532,6.239254,4.7195463,6.0911317,6.0186014,5.9559684,4.6962156,4.8251786,5.1477327,5.546776
t5,10.508916,5.6954665,6.336061,5.7606425,4.3092394,4.279022,3.8094053,4.3637104,5.5266576,3.3866549,3.4029005,4.0273404,6.3063035,4.7744417,6.0341525,6.0806255,5.9218297,4.7722783,4.8955197,5.114976,5.5839086
t6,10.428787,5.754491,6.3003798,5.8569207,4.3028717,4.21705,3.8202314,4.3784523,5.474057,3.3271463,3.3279788,4.0141363,6.2499638,4.686422,6.1170473,5.985721,6.0257645,4.667762,4.8349075,5.2069364,5.5497527
t7,10.729535,5.789439,6.212436,5.582092,3.9474907,4.5785255,3.5080702,4.1101627,5.8620415,3.464626,3.6281097,4.3139563,6.459879,4.939586,5.9186068,6.3964996,5.2371707,5.0450525,5.1323223,4.4890656,5.784292
t8,10.846806,4.643649,6.5540633,5.432114,4.2501535,4.641073,3.8033164,4.1791334,5.6966205,3.8617363,3.715308,4.3243976,6.4588842,5.0778403,5.870945,6.4110546,5.221366,5.137703,4.8673573,4.450749,5.471423
t9,10.534429,5.7452984,6.2686677,5.801806,4.2853794,4.188189,3.767773,4.435858,5.5732837,3.29578,3.3426826,4.0619164,6.3643203,4.71544,6.055206,6.067756,6.028956,4.764621,4.923409,5.1970687,5.6252832
t10,10.479499,5.7160273,6.300987,5.842573,4.318906,4.192949,3.8008995,4.433659,5.5081124,3.3277228,3.314081,4.0329075,6.296407,4.6857066,6.099006,6.0118246,6.0533566,4.7034802,4.872973,5.2271976,5.584354
