accepted_species,estimate
t180,0.57068276
t232,0.57068276
t206,0.7168007
t269,0.40410614
t276,0.40410614
t291,0.18326429
t214,0.5411823
t211,0.67105746
t126,0.9969335
t341,1.0479909
t342,0.9969335
t246,1.3579041
t359,1.3420736
t274,1.3207334
t233,1.3207334
t299,0.9969335
t85,0.03611677
t74,0.059888706
t147,-0.6851076
t156,-0.5819633
t168,-0.6917445
t154,-0.16488037
t54,-0.07364888
t79,-0.073119916
t157,-0.9064072
t270,-1.3774165
t303,-1.2078267
t304,-1.2214863
t351,-1.6726171
t305,-1.638781
t265,-1.6433752
t102,-0.52915615
t139,-0.56527203
t133,-0.6159063
t90,-0.089295946
t61,-0.07364888
