,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,2.5967162,5.305577,6.070922,5.6626606,3.1652038,5.5178814,5.6500587,5.122849,4.9107585,2.7235534,4.72544,5.016411,6.8601937,3.548392,6.98012,6.249521,3.3754194,6.012887,4.492647
t2,2.425045,5.098961,5.9831247,5.884251,3.1566133,5.565022,5.5827584,4.990994,5.0940857,2.6608837,4.8688116,4.9124684,7.054717,3.4254344,6.9072165,6.065174,3.2829988,5.8827596,4.662097
t3,2.538578,5.2430015,6.055027,5.720249,3.1654944,5.528341,5.6321244,5.0897207,4.957683,2.708657,4.7690983,4.996923,6.9157963,3.516815,6.9616027,6.203762,3.3499608,5.978942,4.543332
t4,3.4334211,5.8342357,6.189414,5.1217337,3.1556141,5.4600067,5.667306,5.4274893,4.3856063,2.7759387,4.3011208,5.138153,6.4827256,3.6685967,7.1920085,6.6706333,3.604397,6.2584453,4.0715375
t5,2.445039,5.119365,5.992158,5.8580294,3.157458,5.5595846,5.586319,5.0038304,5.071501,2.6656244,4.8549566,4.922767,7.0328627,3.4385045,6.9150424,6.088001,3.2944198,5.895049,4.6450953
t6,2.358976,4.99662,5.9222593,6.0305357,3.1462252,5.612932,5.5543523,4.9181256,5.1988945,2.6298437,4.9237385,4.844417,7.1662736,3.3437204,6.8736796,5.941276,3.2170258,5.822633,4.737986
t7,2.4913983,5.1896253,6.027382,5.780412,3.1606011,5.538076,5.617011,5.0504775,5.002678,2.6901443,4.802852,4.966389,6.9620833,3.4884975,6.945067,6.1572423,3.3294559,5.9458027,4.583698
t8,3.6820822,5.9422917,6.2364244,4.977015,3.1521716,5.4380417,5.6480536,5.500436,4.234549,2.799234,4.2167883,5.1802025,6.4299793,3.6843004,7.2358117,6.772517,3.6655834,6.3177133,4.0044274
t9,3.980776,6.3338337,6.214383,4.8005443,3.229883,5.443597,5.6448755,5.6521564,4.0315213,2.820889,3.9822688,5.2408023,6.173284,3.756101,7.359515,6.951205,3.7219627,6.3839417,3.7029521
t10,2.4135113,5.0784473,5.9643445,5.9027166,3.1488862,5.5729227,5.572562,4.9711537,5.1109786,2.6439857,4.874172,4.892389,7.0743275,3.4057446,6.909113,6.047128,3.2769113,5.8663816,4.676927
t11,3.749513,6.265763,6.229991,4.857951,3.1928499,5.446074,5.723341,5.596703,4.138869,2.8186142,4.0401707,5.2180276,6.1869974,3.7799997,7.3136063,6.8716455,3.705748,6.3827257,3.7612345
t12,3.266886,6.4585233,6.359821,4.769942,3.1458147,5.416766,6.0195665,5.593759,4.22904,2.9494257,3.986362,5.2985725,5.9030805,4.0167108,7.274328,6.7523775,3.7984607,6.5140357,3.6478205
t13,4.3567343,6.375834,6.1802716,4.7552967,3.2893608,5.4355407,5.4889784,5.71651,3.8949382,2.8060896,3.9423234,5.252992,6.2201133,3.6814036,7.40312,7.0593324,3.7188454,6.3471956,3.6711147
t14,4.25626,6.3883357,6.168052,4.7917304,3.2797086,5.4557996,5.562957,5.6843157,3.9619477,2.811458,3.9252822,5.249151,6.1736126,3.7343872,7.398485,6.9986987,3.7220094,6.373274,3.6553185
