,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
t1,1.1923453,-0.036587898,-0.52110934,2.3511286,-0.33474004,5.238434,-0.44768602,9.280163,12.128852,4.189384,-0.112011716,-0.16459396,0.32189602,-0.37151217,-1.0771327,-0.35379684,-0.04101697,1.8204697,-0.24408096
t2,-0.119004965,-0.19020113,-1.0745881,0.039613724,-0.634833,-0.27361616,-0.1953011,25.11465,10.59376,0.8678165,-0.27465668,-0.29092968,0.59524506,-0.49627414,-0.59426844,-0.47065365,-0.023027094,0.6922744,2.0396588
t3,0.08837411,-0.041918278,-0.66486543,1.7347357,-0.43913957,3.652202,-0.46998274,13.674011,13.827378,3.668574,-0.1896504,-0.19773574,0.4571054,-0.46043006,-1.1294643,-0.38412592,-0.039503574,2.058133,-0.19771974
t4,2.9425664,-0.20695816,-0.2829274,3.1316943,-0.20212027,7.596437,-0.49630815,2.3335056,7.4547153,6.1833434,-0.022223901,-0.15718193,0.07084446,-0.19667087,-0.63494796,-0.3005233,-0.04721184,1.9903069,-0.19192556
t5,-0.13288358,-0.12462661,-1.1015515,0.24341758,-0.63959235,-0.22535081,-0.24129157,25.702793,11.231433,0.934393,-0.27517545,-0.29875338,0.61021096,-0.47714847,-0.6531831,-0.44976535,-0.025480762,0.88196045,2.0395794
t6,-0.16748096,-0.30631912,-1.6566595,-0.16603835,-0.9740226,-0.72139966,-0.06557545,41.713966,7.1138587,-0.0077765654,-0.402572,-0.43566748,0.8235663,-0.4579606,-0.38688916,-0.79146034,-0.035773408,0.86041814,7.0459166
t7,-0.09128711,-0.065326504,-0.89200133,0.82939726,-0.5408674,0.70530474,-0.35017166,19.04428,13.447839,2.263547,-0.23083632,-0.2440413,0.54276305,-0.48325133,-0.9109773,-0.4002019,-0.031031694,1.7563281,-0.038995463
t8,4.8731756,-0.35146314,-0.13179292,3.0519621,-0.096602194,6.888171,-0.32503065,-0.4086693,1.6770333,6.307112,0.105300695,-0.12307778,1.3559667,-0.039081812,-0.17977732,-0.3162414,-0.04101934,3.0313714,-0.048381913
t9,8.289821,-0.5902557,-0.19970728,4.7965407,-0.16066168,10.91144,-0.54804385,-0.78002137,2.1808589,10.314081,0.21088013,-0.1885044,2.4415462,-0.044693805,-0.39069432,-0.5136657,-0.06491664,5.4765515,-0.08679241
t10,-0.2023785,-0.27873048,-1.3905374,0.32204667,-0.8222821,-0.44623387,-0.22772387,36.29289,9.125125,0.3660723,-0.36419103,-0.39954743,0.7535847,-0.51370895,-0.9349551,-0.6260007,-0.020653049,1.1156144,4.4334507
t11,8.021631,-0.60295224,-0.13381793,5.0882473,-0.11862731,10.117728,-0.56524694,-0.9133578,1.0969903,9.467326,0.17867127,-0.15648521,2.7574472,-0.037086233,0.17922357,-0.5121847,-0.050610356,4.43096,0.69264776
t12,8.182603,-0.54228115,-0.06611704,6.722604,-0.08359593,10.0174675,-0.62381727,-0.85488045,0.008228143,7.892782,-0.09719068,-0.08464047,1.7784379,-0.026041243,-0.34671387,-0.4450206,-0.04273417,3.1650572,3.2465067
t13,8.326066,-0.5823683,-0.23541765,2.8007514,-0.23839647,9.31331,-0.45313862,-0.82703424,0.22598076,10.206792,2.1120791,-0.20715636,3.0451422,0.77216285,-0.41263273,-0.59505665,-0.057707496,6.894171,-0.11256632
