"accepted_species","trait_ARD"
"t35","1"
"t90","1"
"t91","1"
"t24","1"
"t32","1"
"t33","1"
"t25","1"
"t57","1"
"t58","1"
"t46","1"
"t47","0"
"t82","0"
"t83","0"
"t62","1"
"t99","0"
"t100","0"
"t70","0"
"t73","0"
"t74","0"
"t36","0"
"t37","1"
"t8","0"
"t1","1"
"t17","1"
"t72","1"
"t20","1"
"t2","1"
"t67","1"
"t68","1"
"t55","1"
"t56","1"
"t3","0"
"t13","0"
"t14","1"
"t49","1"
"t50","1"
"t29","1"
"t18","1"
"t12","1"
"t59","1"
"t42","0"
"t27","0"
"t21","0"
"t60","1"
"t61","1"
"t31","1"
"t44","1"
"t88","1"
"t89","1"
"t16","0"
"t9","0"
"t48","0"
"t38","1"
"t34","1"
"t19","0"
"t84","1"
"t85","1"
"t78","1"
"t79","1"
"t40","1"
"t7","0"
"t26","1"
"t28","0"
"t63","1"
"t45","1"
"t30","0"
"t86","0"
"t87","0"
"t66","0"
"t41","0"
"t4","0"
"t22","1"
"t43","1"
"t80","1"
"t81","0"
"t5","0"
"t64","0"
"t65","0"
"t39","1"
"t51","0"
"t52","0"
"t97","1"
"t98","1"
"t75","1"
"t69","1"
"t53","0"
"t54","0"
"t10","1"
"t11","1"
"t23","0"
"t76","1"
"t77","1"
"t92","1"
"t93","1"
"t15","1"
"t71","1"
"t94","1"
"t95","1"
"t96","1"
"t6","0"
