"accepted_species","trait_BM_trend_scaled"
"t48",0
"t49",1
"t9",0
"t10",NA
"t62",0
"t63",0
"t38",0
"t19",0
"t21",1
"t54",0
"t25",0
"t26",0
"t15",0
"t23",0
"t24",0
"t85",0
"t86",0
"t58",NA
"t59",0
"t42",0
"t43",0
"t67",0
"t68",0
"t12",0
"t13",0
"t51",0
"t52",0
"t22",0
"t71",0
"t72",NA
"t17",0
"t8",0
"t53",NA
"t91",0
"t92",0
"t16",0
"t3",0
"t39",0
"t73",0
"t74",1
"t35",1
"t36",1
"t84",NA
"t89",1
"t90",1
"t64",1
"t60",0
"t61",0
"t27",1
"t33",1
"t34",1
"t5",0
"t55",1
"t56",1
"t37",1
"t46",1
"t97",1
"t98",1
"t41",1
"t4",0
"t7",NA
"t11",0
"t40",0
"t57",0
"t69",0
"t70",0
"t20",NA
"t66",0
"t82",0
"t83",0
"t77",0
"t95",0
"t96",0
"t99",0
"t100",NA
"t2",0
"t29",0
"t32",0
"t65",0
"t50",0
"t87",0
"t30",0
"t78",0
"t79",0
"t44",0
"t45",0
"t28",0
"t6",0
"t1",1
"t80",0
"t81",NA
"t47",0
"t31",0
"t75",0
"t76",NA
"t14",0
"t88",0
"t93",0
"t94",0
"t18",0
