,models,stat,p value,hochberg_adjusted_p_value
0,phylopars_phylnn_fill_means,-36.004703081155455,1.4322847149373392e-223,4.01039720182455e-222
1,phylopars_xgb_umap,-31.03256344216261,1.132511053287911e-175,3.0577798438773597e-174
2,phylnn_fill_means_xgb_eigenvecs,25.78032798144114,2.7834503435163825e-128,7.2369708931425946e-127
3,phylnn_fill_means_xgb_autoencoded,21.971427168706338,6.824994082953942e-97,1.7062485207384856e-95
4,phylnn_fill_means_xgb_umap,19.067531037974465,3.9008976329195926e-75,9.362154319007022e-74
5,phylopars_xgb_autoencoded,-18.37053540302666,3.106774728185163e-70,7.145581874825875e-69
6,phylopars_xgb_eigenvecs,-16.361898092989286,7.14268707213732e-57,1.5713911558702104e-55
7,phylopars_linear_autoencoded,-14.834288978401657,1.6117849136455253e-47,3.3847483186556032e-46
8,xgb_eigenvecs_xgb_umap,-12.108612450943255,1.0198937660799393e-32,2.0397875321598786e-31
9,linear_autoencoded_xgb_eigenvecs,11.242622602837615,1.4891920734088648e-28,2.8294649394768432e-27
10,linear_autoencoded_xgb_autoencoded,10.603750120316969,1.1783568232770165e-25,2.1210422818986298e-24
11,phylopars_linear_eigenvecs,-8.869076627058865,1.4920511721391211e-18,2.536486992636506e-17
12,linear_autoencoded_xgb_umap,7.563267247813057,5.738715068398542e-14,9.181944109437668e-13
13,phylopars_linear_umap,-7.384215331910905,2.1646527429786327e-13,3.246979114467949e-12
14,linear_eigenvecs_xgb_eigenvecs,6.4102189674024945,1.7726331563417484e-10,2.481686418878448e-09
15,linear_eigenvecs_xgb_autoencoded,5.743439131698706,1.0563525041517325e-08,1.3732582553972523e-07
16,xgb_umap_xgb_autoencoded,5.638436028452528,1.936541149153347e-08,2.3238493789840167e-07
17,linear_umap_xgb_eigenvecs,5.605526653714505,2.3367154009072123e-08,2.5703869409979335e-07
18,xgb_eigenvecs_xgb_autoencoded,-5.199251233836251,2.1859162771215394e-07,2.1859162771215392e-06
19,linear_umap_xgb_autoencoded,5.1183613034410795,3.3495660455435775e-07,3.0146094409892196e-06
20,linear_eigenvecs_xgb_umap,3.7901588240380026,0.0001546005692242099,0.0012368045537936793
21,linear_umap_xgb_umap,3.7118929592340373,0.00021082670028411447,0.0014757869019888013
22,phylnn_fill_means_linear_eigenvecs,2.662985171796209,0.007801556169904385,0.046809337019426314
23,linear_eigenvecs_linear_autoencoded,-1.9583268525549846,0.050317926126149715,0.2515896306307486
25,phylnn_fill_means_linear_autoencoded,1.5935405952750594,0.11118268302758383,0.3335480490827515
24,linear_eigenvecs_linear_umap,-1.5946153764733222,0.1109419758443929,0.4437679033775716
26,phylnn_fill_means_linear_umap,1.0290939432168438,0.303548708676324,0.607097417352648
27,linear_umap_linear_autoencoded,-0.20818039165673852,0.8351073973391769,0.8351073973391769
