,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
t1,0.6800463,-0.20880485,-1.0541552,6.6333036,6.7678847,0.7923883,12.5225,-0.48730302,0.45576313,4.607654,11.941955,2.3561418,7.9766364,2.7363594,-1.9954151,-0.29256666,13.79047,-0.7183378,2.0256753,0.3500628
t2,0.45281366,-0.18295197,-1.2068797,3.8034716,7.6816335,1.1060145,4.496651,-0.7651517,0.087843224,3.221866,4.0095644,3.6269586,5.1328163,0.1314276,-0.47805217,3.8006847,1.182977,2.1044695,3.9233155,0.383957
t3,0.46099153,-0.04483745,-0.8861239,4.0021687,5.62401,1.1503383,8.073471,-0.54375964,0.23726636,2.5958369,7.267877,2.2409506,5.7546325,1.4355948,-1.1307124,0.052749798,6.9554224,-0.28841794,2.174003,0.26270708
t4,0.63481903,-0.111377046,-1.0962591,5.897382,7.051204,0.87068266,11.398532,-0.5174062,0.36214036,3.9273534,10.947105,2.0177772,7.219968,2.2957404,-1.7783417,-0.19507678,11.593102,-0.5582474,2.5997112,0.3615489
t5,0.7742256,-0.5431562,-0.912737,9.105301,5.4868755,-0.052407805,11.645897,-0.14847445,0.594471,7.5011005,14.272686,0.9347763,7.8913374,4.8656273,-2.3498976,-0.29007605,18.84578,-0.936985,2.4311237,0.33149385
t6,0.44664824,-0.4219085,-0.46861228,6.199436,2.7703116,0.42658442,6.5364375,-0.21039131,0.38554317,5.236406,8.198621,1.164752,5.896245,2.6760836,-1.392711,-0.09204495,10.416751,-0.51759225,0.69925785,0.13062234
t7,0.6730026,-0.60621625,-0.76750904,8.933768,4.2371497,0.483339,10.364318,-0.21344383,0.57128763,7.394289,12.552455,0.8704793,8.223279,4.0691147,-2.1172462,-0.26969704,16.257715,-0.7774418,1.7825634,0.24926132
t8,0.43397853,-0.46460095,-0.3568952,5.7420716,1.5870076,-0.07832737,4.4490147,0.18969814,0.42233068,5.5649676,8.51293,0.45999366,3.2722874,4.385088,-1.2588422,0.12118271,11.977632,-0.6351656,0.6748811,0.1213851
t9,0.5256025,-0.1260986,-0.81858534,5.295394,5.5127425,1.1642642,9.58212,-0.51903623,0.36668578,3.451227,8.75664,2.4300756,6.420705,1.8542181,-1.4450262,-0.13005243,9.612656,-0.49659237,1.4876323,0.28003076
t10,0.47057548,-0.11189957,-0.73114604,4.756146,5.0998526,1.327099,8.538901,-0.5442195,0.33557016,3.135261,7.692724,2.5205953,5.9637513,1.5786296,-1.263113,-0.08745129,8.263377,-0.4367967,1.2843539,0.2457957
t11,0.6013992,3.2851214,-2.0466306,3.6285853,12.699601,3.4186306,11.293215,-0.82255197,0.12569782,-0.25634187,5.0677876,2.0979419,3.7330604,1.0692939,-0.10404015,-0.11383108,-0.041144345,4.827819,13.317208,0.7548494
t12,0.65760136,3.6161964,-2.1266491,4.473021,13.588369,3.6999013,12.455686,-0.83315676,0.09440944,-0.23114297,6.7802835,1.594517,4.07409,1.1498235,-0.47674155,-0.24113262,0.9241009,3.6850078,12.958467,0.72580004
t13,0.5731943,2.9336581,-1.9040387,3.8855145,11.78903,3.3569136,10.716377,-0.77416337,0.08032593,-0.19514777,5.330998,2.0037394,3.5572655,0.92441666,-0.27200943,-0.129078,-0.009065702,3.7486675,11.540921,0.6740736
t14,0.5953212,3.039734,-1.925466,4.173009,12.04747,3.3393152,11.133451,-0.77239317,0.074268565,-0.18160851,6.00812,1.694686,3.7393591,1.0428594,-0.41336748,-0.1821377,0.55326396,3.2482867,11.4367,0.6586726
t15,0.6755709,-0.6408781,-0.6789367,9.091692,3.3667505,-0.11005154,6.765774,0.99264497,0.5794817,7.9028215,13.943599,0.49928477,4.2487855,8.3574505,-2.0116482,0.071875334,18.60293,-0.98219097,1.0683124,0.24650073
t16,0.3581545,-0.3001211,-1.2313932,3.1073802,7.743072,0.050653346,3.0491157,-0.8590537,0.25076976,4.899085,2.2215214,5.365242,4.760396,-0.00016371491,2.4196827,8.1736,-0.09706358,5.9769917,3.871146,0.5668684
t17,0.6031602,3.558694,-2.1884334,3.120381,12.225658,2.6687171,12.002312,-0.7993474,0.26103756,-0.31923443,4.272495,2.43515,3.7969909,1.0447878,2.1388845,-0.030548586,-0.07643469,6.2384367,15.412973,0.88093984
t18,0.18828793,3.2015119,-0.41324684,0.043590564,1.5193135,2.5136173,7.132893,-0.67737,0.62246966,-0.03917056,-0.12964594,8.315818,6.087022,-0.117453106,3.1703603,1.8747094,0.065775305,-0.08922763,0.12613799,0.3709288
t19,0.24209785,-0.67759985,-0.40858725,5.9114027,1.4209458,4.8523774,3.079935,-0.7286623,0.5321843,5.376683,5.6128454,0.4936347,11.110072,0.80468005,-1.0671364,0.8507153,6.326146,-0.09525608,0.26436898,0.011264415
t20,0.59385794,-0.67664033,-0.6574582,9.210609,2.1785462,-0.09715989,4.15894,1.5892494,0.5387324,6.778888,14.090825,0.17861705,2.332676,10.385309,-1.7596087,1.2945642,17.848324,-0.95802754,0.2593441,0.24018045
t21,0.61188465,-0.676691,-0.66413444,9.873137,1.8877096,-0.12991607,3.3400126,3.0303543,0.52981687,6.16706,14.492202,-0.020566566,1.4530501,11.96437,-1.6960988,1.6607367,19.045147,-0.9891591,0.35017633,0.29226804
t22,0.6026187,-0.5278524,-0.07697405,5.092246,1.6208496,-0.3751283,5.200856,0.122165866,0.45940998,8.581631,9.573935,-0.14838378,3.680404,4.004011,-1.5697838,-0.22696064,17.727333,-0.80123365,0.5595212,0.25222734
t23,0.42905596,-0.40894437,0.49519145,2.754302,0.21579148,-0.29906368,2.840962,0.02131827,0.36752066,6.618684,6.527567,-0.14818203,2.4188688,2.8683631,-1.0200734,-0.15569906,13.488293,-0.59646404,0.046269648,0.14974357
t24,0.37555772,-0.5262202,-0.2897226,8.929969,1.0527354,1.1140006,4.3349223,-0.16808696,0.29407254,6.1121492,5.390351,-0.054488502,6.918726,1.6599063,-1.0329307,-0.058563694,6.7374477,-0.22236334,0.05071353,0.0580435
t25,0.34972775,-0.5093839,-0.26816833,8.64438,0.9298479,1.2887635,3.8623483,-0.17249623,0.27507213,5.8511925,4.9012547,-0.061477847,6.740298,1.5250189,-0.95455664,-0.043079518,6.0279922,-0.18290539,0.018057823,0.0439891
t26,0.4608187,-0.4106433,2.157331,1.5340806,-0.04480531,-0.46969488,2.9574084,-0.039849974,0.3819635,7.8124523,6.4286537,-0.38873422,1.9035655,1.7596006,-1.0579787,-0.35964513,16.620407,-0.61126477,0.07738119,0.24316639
t27,0.29955497,-0.4978658,-0.19300011,8.734515,0.48386097,1.1930887,2.9412594,-0.12575291,0.22504702,5.6579695,3.625006,-0.11474762,6.2234955,1.3342991,-0.73863935,-0.06156645,4.627973,-0.10458144,0.0013453965,0.012382392
t28,0.2579966,-0.4337889,-0.15776274,8.143103,0.22526675,1.2855217,2.1459312,-0.15145068,0.21145359,5.0958347,2.583117,-0.11611666,5.882711,1.0224493,-0.5688022,-0.022928163,3.3061967,-0.03856662,0.026091054,0.048821017
t29,0.36829662,-0.58337677,-0.4415471,6.954927,0.28977555,-0.040645655,1.1233597,0.9281328,0.3940568,4.763303,11.010225,-0.02456928,0.64193946,9.578767,-1.1457444,2.0539453,12.972364,-0.74308145,0.06681794,0.12875381
t30,0.27795222,3.8748527,-0.4908888,0.049218472,1.6214235,2.7765818,9.543807,-0.9104178,0.7897918,-0.014963089,-0.0058504385,10.311009,8.749626,-0.18099526,1.7327425,1.9347734,1.6975708,-0.2815372,0.22650452,0.40843946
t31,0.04879001,1.8628253,2.475605,0.08164388,-0.07065839,-0.038127653,-0.17228577,0.36247528,0.21958493,2.6596968,-0.14205092,-0.013191506,-0.009600445,-0.017464435,0.5576812,1.1940298,3.8017268,-0.051125433,0.106851764,0.041483343
t32,0.47274092,-0.61464244,-0.52757514,8.804781,0.6641893,-0.0870227,1.5265241,3.1319308,0.47602797,4.734047,12.571842,-0.03547021,0.36630234,11.708078,-1.2843051,2.093591,16.102972,-0.8529708,0.023021244,0.23046274
