,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
t1,2.8990352,4.534264,6.5650234,6.9137397,6.1424108,3.3017223,2.038018,6.192906,6.6746287,4.8589425,6.4830747,6.1886477,7.411379,3.2885644,3.9253724,6.553571,5.357261,2.007902,5.300923,4.980603
t2,3.7026126,4.8399158,7.040568,7.18361,6.2611284,3.4250906,1.769683,6.419827,6.669515,4.833305,6.4546866,6.1671205,7.312254,3.279514,3.8939726,6.5608573,5.362025,1.9505951,5.2478385,5.1638093
t3,3.1288786,4.7552543,6.6466227,6.9451995,6.1888127,3.2307096,1.9228338,6.328149,6.5857644,4.919312,6.6049867,6.064693,7.5046096,3.2946255,3.8178551,6.4592457,5.2885556,1.9713806,5.3611255,4.9566917
t4,3.0211496,4.6523013,6.6279607,6.9473004,6.1791196,3.2685385,1.975637,6.262651,6.631116,4.891497,6.548765,6.120612,7.456669,3.270774,3.8654275,6.511467,5.3267775,1.970137,5.334578,4.984091
t5,2.804673,4.446862,6.500773,6.8604317,6.1203303,3.304846,2.0927794,6.1232285,6.6939206,4.8546352,6.449287,6.2170844,7.3849993,3.2940323,3.979812,6.559029,5.3512444,2.0232298,5.289424,4.9693933
t6,2.7329903,4.6236444,6.41748,6.859087,6.1206455,3.1747482,2.0324638,6.2423053,6.617902,4.8736105,6.585118,6.12312,7.543138,3.3565466,3.8283522,6.4870987,5.366925,2.0711796,5.3273826,4.8518085
t7,2.842381,4.4339023,6.534713,6.88713,6.1480303,3.3222642,2.0678384,6.1468525,6.703048,4.839924,6.4480553,6.231553,7.370954,3.2769816,3.9615924,6.5828166,5.371202,2.0107906,5.289776,4.9899416
t8,2.5827923,4.522386,6.3251953,6.8005805,6.0740485,3.2044826,2.1155295,6.1173854,6.6455684,4.8517585,6.5111,6.1763735,7.4919376,3.3640206,3.9275858,6.490069,5.366234,2.0926492,5.312427,4.837465
t9,2.975725,4.701865,6.555269,6.9019694,6.162335,3.1992226,1.9717643,6.2942777,6.590059,4.9102,6.610022,6.070317,7.52437,3.310692,3.8071015,6.463764,5.3162556,1.9994175,5.351572,4.9153056
t10,3.0966706,4.7270446,6.7025113,6.9843926,6.2867203,3.1774583,1.8608837,6.358972,6.585526,4.867293,6.6837864,5.9963107,7.5141954,3.2234097,3.753749,6.5144567,5.3240223,1.9164261,5.3869104,4.990385
t11,3.6413672,4.9803195,7.065085,7.2983027,6.2220025,3.506972,1.8074069,6.4868636,6.644071,4.9207344,6.4417033,6.177764,7.3523307,3.1945896,3.852218,6.5157576,5.4121904,1.8486108,5.3317823,5.2354226
t12,3.5904782,4.987744,6.9815717,7.2320523,6.1321907,3.4345338,1.9001472,6.5095587,6.5978684,4.9536786,6.506529,6.173244,7.3964925,3.1502683,3.806278,6.471479,5.4187317,1.8332597,5.360783,5.1513414
t13,3.5459788,4.909694,7.018,7.363662,6.2953353,3.4380856,1.7373962,6.426095,6.6349854,4.9240947,6.477346,6.10852,7.3820753,3.2411158,3.8614037,6.517712,5.4476085,1.8418031,5.3525243,5.198913
t14,3.5604472,4.8770113,6.953711,7.180125,6.1507745,3.399735,1.8919541,6.4265184,6.611058,4.913569,6.522766,6.160805,7.3994093,3.1995394,3.8380249,6.4877043,5.421796,1.8849459,5.3389125,5.1189594
t15,2.5175908,4.1758523,6.3434787,6.733073,6.0414867,3.3060703,2.228475,5.9883027,6.736982,4.9228773,6.3892303,6.269589,7.3431554,3.3195984,4.1002398,6.5397205,5.307413,2.0508099,5.233659,4.969215
t16,3.9484055,4.8990555,7.224013,7.3053865,6.273182,3.5197446,1.7080497,6.480487,6.697706,4.8324056,6.3800244,6.212377,7.2143674,3.261958,3.9320629,6.581431,5.3810477,1.9091877,5.2074256,5.281441
t17,3.6470227,4.9548,7.0532823,7.2588344,6.199987,3.5069757,1.8341957,6.46488,6.6589165,4.8973274,6.4401536,6.1999373,7.337983,3.1966631,3.8615394,6.5364113,5.386215,1.8741844,5.309159,5.2212267
t18,5.8686795,5.2438827,8.816539,8.326642,6.5119247,5.0076933,0.94682205,6.6717896,7.6026983,4.482725,5.334705,6.61565,6.480916,3.0358527,4.6868258,6.371219,4.7705913,1.9480191,4.8470426,6.287153
t19,2.827043,5.0251164,6.4163995,6.9892397,6.264837,2.841571,1.8341357,6.626981,6.394006,4.887054,6.9404864,5.926701,7.9046807,3.5309112,3.3115962,6.493564,5.4887743,2.1763499,5.3598557,4.572175
t20,2.2017345,3.848046,6.161484,6.58163,5.940827,3.32424,2.3958318,5.821064,6.7935047,4.9841332,6.309446,6.345688,7.279654,3.3521292,4.2567134,6.528602,5.257931,2.0951364,5.160052,4.9658475
t21,2.0585427,3.6526787,6.089351,6.507167,5.8905544,3.3462937,2.4820065,5.7352586,6.8318763,5.0241323,6.2676625,6.390105,7.2378826,3.3606808,4.346313,6.530339,5.222562,2.112654,5.112517,4.9805727
t22,2.5131829,4.496898,6.284611,6.77207,6.044937,3.247634,2.1699543,6.0228,6.6739874,4.8225465,6.4347167,6.2242727,7.434906,3.355097,4.0156536,6.4984493,5.370563,2.095245,5.3091283,4.845572
t23,2.4320529,4.6437902,6.1931543,6.769395,6.033715,3.195192,2.153303,6.022114,6.6300187,4.763573,6.462994,6.20109,7.5045853,3.3969967,3.9707243,6.4628778,5.4060035,2.1456444,5.348598,4.73784
t24,2.7992136,4.8483305,6.4241643,6.8742576,6.2573743,2.9464936,1.7983847,6.5848956,6.50837,4.865281,6.9014153,5.9253607,7.82101,3.4204051,3.5028245,6.4257503,5.414896,2.15655,5.4380474,4.690247
t25,2.8181946,4.911503,6.416514,6.9034963,6.2706814,2.8999093,1.7947793,6.6210995,6.4764543,4.886824,6.9408154,5.90619,7.8742714,3.4576504,3.4295692,6.4326468,5.447308,2.175181,5.428395,4.6547446
t26,2.4161215,4.5856023,6.1715245,6.76415,6.0142,3.2648737,2.2062714,5.959675,6.6787243,4.723681,6.3927827,6.2644215,7.431204,3.3757722,4.0432343,6.492701,5.426902,2.1368797,5.3316846,4.7773867
t27,2.784749,4.9518886,6.404692,6.8856015,6.29778,2.8348413,1.708223,6.727804,6.4460416,4.8656874,7.038647,5.8417215,7.9469676,3.4631279,3.3537676,6.391564,5.4316897,2.201111,5.4715323,4.6012506
t28,2.8039403,4.9618936,6.401279,6.89831,6.3023114,2.8271532,1.7300895,6.7294025,6.444437,4.887789,7.0431843,5.8464313,7.9639816,3.4831264,3.3409202,6.402797,5.458292,2.2115486,5.4599285,4.601243
t29,1.5971234,3.0194697,5.8233466,6.362847,5.7055187,3.3587146,2.76643,5.4240994,6.908256,5.006857,6.1765347,6.451222,7.1281724,3.3775184,4.615229,6.6647787,5.057939,2.2788188,4.904908,5.036969
t30,5.8654184,5.253937,8.7965975,8.298624,6.541919,4.9971848,0.9258509,6.6243496,7.6744933,4.4232745,5.2575107,6.595446,6.43561,3.0050275,4.6493816,6.421672,4.7469664,1.9082351,4.853472,6.352601
t31,1.2459697,10.750473,4.353206,8.085944,6.557412,4.0023108,1.4970379,5.124915,5.863316,2.2078457,5.823679,6.384065,7.9364743,3.5000648,3.7994611,5.3172092,6.127256,2.669797,6.0105004,2.7511735
t32,1.8512199,3.4286225,6.0272717,6.430703,5.867122,3.3197923,2.5918057,5.5693235,6.8606777,5.038362,6.205868,6.3876786,7.180819,3.3763256,4.503175,6.541498,5.183808,2.2038722,5.059549,5.021209
t33,1.6996471,3.2822852,5.9608717,6.3203793,5.803218,3.3553698,2.6115055,5.58461,6.93066,5.035836,6.1914268,6.462951,7.2144346,3.36653,4.473057,6.5231037,5.159254,2.1459239,5.0744042,4.975693
t34,1.7983295,3.3283002,6.06584,6.4784307,5.7230134,3.4369693,2.598868,5.650495,6.94537,4.9244566,6.2820325,6.520067,7.2423387,3.3310556,4.4716434,6.6386347,5.07947,2.197152,4.989075,5.0256667
t35,5.934925,5.2102637,8.803178,8.307046,6.480002,5.0677867,0.96933585,6.6470723,7.6307454,4.4625835,5.303566,6.663262,6.4514723,3.073058,4.7159705,6.380078,4.8028765,1.9512906,4.8011193,6.3113556
t36,0.97508895,2.6555078,6.237209,5.712215,5.5927763,3.2913256,2.9109347,5.138431,7.6171837,4.2818794,6.675457,6.5269217,7.3599873,3.3460968,5.1775584,7.259521,4.5928345,2.510875,5.041449,4.847932
t37,6.8136497,5.309972,6.040867,8.323527,10.011628,1.0811077,-0.4878094,5.0645127,8.750331,6.4237804,2.1458344,6.0762897,7.3311925,0.7355099,5.821037,7.4771047,7.310772,-2.8558216,4.3912272,4.198533
t38,1.7748255,3.305726,5.959232,6.342287,5.771696,3.4002824,2.6225173,5.5851398,6.9308996,5.0631876,6.2355595,6.4786577,7.2078714,3.371156,4.490571,6.558839,5.124345,2.165927,5.0368958,4.949254
t39,1.767837,3.349696,6.0255814,6.384845,5.801517,3.3530214,2.5848522,5.5818553,6.93052,5.063187,6.207394,6.453114,7.2454953,3.34058,4.4849663,6.490898,5.141747,2.1650267,5.043713,4.9749165
t40,1.8266886,3.3616009,5.910404,6.3700776,5.7839212,3.4364336,2.6632748,5.604973,6.908923,5.1501913,6.1311088,6.540268,7.132867,3.409647,4.4907784,6.4327116,5.2411647,2.0545118,5.0764275,5.014592
