,0,1,2,3,4,5,6,7,8,9,10,11,12,13
t1,7.3496146,1.5777428,2.8495789,5.5219517,6.9440374,5.5123906,6.0162587,3.205577,2.3016198,1.3733183,5.361266,2.4233344,3.9223454,5.962369
t2,7.4524603,1.4225441,2.8949542,5.4919176,6.960215,5.4851327,6.1170897,3.2169101,2.3297584,1.4033451,5.2399745,2.4109063,3.821142,5.769686
t3,7.3708367,1.516767,2.8999586,5.5499353,6.8928704,5.4817505,6.068114,3.2121315,2.3160863,1.3629136,5.3885603,2.4169843,3.869291,5.9264493
t4,7.5062346,1.2866212,2.8505523,5.4872794,6.9350924,5.479982,6.1855044,3.250423,2.3997445,1.4771484,5.050981,2.3836286,3.7528474,5.5442486
t5,7.6778464,1.0964851,2.8854067,5.512049,6.9027147,5.4731874,6.2840486,3.3119805,2.4328763,1.5643531,4.970266,2.4146733,3.6793885,5.3134336
t6,7.7288184,1.1083338,2.9573076,5.4198313,7.001661,5.4506273,6.299913,3.2907662,2.323734,1.4766823,4.9851,2.4448512,3.667835,5.3290224
t7,7.527603,1.2598889,2.8842456,5.5248866,6.9042935,5.50624,6.181523,3.2689943,2.4088883,1.4621987,5.067682,2.415988,3.7421098,5.5271573
t8,7.637345,1.0713111,2.8676338,5.5270324,6.8619165,5.5212607,6.254475,3.2886598,2.4837275,1.5474275,4.9101024,2.4235075,3.70751,5.291917
t9,7.688811,1.073615,2.8473167,5.3115745,7.1292,5.4080653,6.3055143,3.204012,2.3057656,1.542453,4.940205,2.3441732,3.7419484,5.3606725
t10,-2.9668317,7.1619945,3.9573445,6.4294534,3.7891455,6.101954,8.5110035,4.096346,0.08926522,0.015332922,6.8994417,0.41670212,5.627588,6.709027
t11,7.5947576,1.1972065,2.8588762,5.462841,6.948278,5.5726924,6.178731,3.2201006,2.4490495,1.4727851,4.872488,2.4382048,3.8018012,5.3021097
t12,7.770363,0.97214687,2.8920817,5.3379207,7.106033,5.424963,6.3433623,3.2405293,2.31246,1.5695282,4.913011,2.3840027,3.7044394,5.2747803
t13,7.616918,1.4350637,2.913536,5.3206964,7.2042723,5.5835533,6.094199,3.1342406,2.2022378,1.3286171,4.9166436,2.4675784,3.9224577,5.4566913
t14,7.124445,-0.53275466,5.432376,7.572775,4.5031443,6.924011,4.9587545,3.4761693,3.2148077,-0.41655704,8.613074,3.24993,1.5522199,5.9867244
t15,8.132824,5.2676516,2.7134752,6.9404106,6.788235,6.7955613,5.2434783,4.742463,2.2321687,1.1044388,5.0935583,3.5948918,4.672912,6.235536
t16,7.1468983,-0.4651253,5.3876567,7.509579,4.6813693,6.7642617,4.857544,3.4211762,3.143883,-0.36697665,8.399495,3.1881354,1.6016469,5.97199
t17,7.098448,-0.6030389,5.5421104,7.642638,4.6021533,6.847132,4.822037,3.5073807,3.210418,-0.43284953,8.604713,3.2899585,1.5187322,5.9872694
t18,7.850992,0.71840364,2.8716812,4.941136,7.5403605,5.2409396,6.433807,3.0545905,2.0665832,1.673644,4.8706346,2.2344847,3.7823088,5.376088
